Prompt	Ans	Candidate	Ans	Subject
穆罕默德六世出生于<mask>。	伊斯坦堡	马德里, 西敏, 慕尼黑, 贝尔法斯特, 贝尔格莱德, 莫斯科, 日內瓦, 多伦多, 休斯敦, 伊斯坦堡	穆罕默德六世
丹尼斯·法瑞那出生于<mask>。	芝加哥	莫斯科, 贝尔法斯特, 多伦多, 柏林, 马德里, 米蘭, 亞美尼亞, 那不勒斯, 伊斯坦堡, 芝加哥	丹尼斯·法瑞那
马克·斯特朗出生于<mask>。	倫敦	米蘭, 马德里, 贝尔法斯特, 日內瓦, 罗马, 布鲁克林区, 多伦多, 巴黎, 休斯敦, 倫敦	马克·斯特朗
爱德华一世出生于<mask>。	西敏	科隆, 布鲁克林区, 莫斯科, 日內瓦, 米蘭, 多伦多, 維也納, 亞美尼亞, 麦地那, 西敏	爱德华一世
威肯出生于<mask>。	多伦多	曼彻斯特, 米蘭, 倫敦, 科隆, 麥加, 西敏, 柏林, 马德里, 休斯敦, 多伦多	威肯
拉里·金出生于<mask>。	布鲁克林区	日內瓦, 科莫, 罗马, 麦地那, 巴黎, 柏林, 科隆, 慕尼黑, 芝加哥, 布鲁克林区	拉里·金
阿瑟·哈登出生于<mask>。	曼彻斯特	倫敦, 罗马, 科隆, 贝尔法斯特, 蘇格蘭, 麥加, 伊斯坦堡, 多伦多, 莫斯科, 曼彻斯特	阿瑟·哈登
薩德侯爵出生于<mask>。	巴黎	麦地那, 米蘭, 休斯敦, 曼彻斯特, 那不勒斯, 伊斯坦堡, 多伦多, 麥加, 罗马, 巴黎	薩德侯爵
章子怡出生于<mask>。	北京市	那不勒斯, 麦地那, 芝加哥, 柏林, 贝尔格莱德, 马德里, 罗马, 莫斯科, 麥加, 北京市	章子怡
康拉德·阿登纳出生于<mask>。	科隆	贝尔格莱德, 多伦多, 日內瓦, 科莫, 莫斯科, 休斯敦, 米蘭, 倫敦, 麦地那, 科隆	康拉德·阿登纳
弗迪南·德·索緒爾出生于<mask>。	日內瓦	伊斯坦堡, 慕尼黑, 莫斯科, 科莫, 那不勒斯, 科隆, 贝尔格莱德, 马德里, 倫敦, 日內瓦	弗迪南·德·索緒爾
瓦西里三世出生于<mask>。	莫斯科	米蘭, 多伦多, 麥加, 柏林, 罗马, 北京市, 伊斯坦堡, 马德里, 日內瓦, 莫斯科	瓦西里三世
喬治·杜哈梅爾出生于<mask>。	巴黎	維也納, 米蘭, 西敏, 贝尔法斯特, 麥加, 亞美尼亞, 曼彻斯特, 麦地那, 多伦多, 巴黎	喬治·杜哈梅爾
阿伊莎出生于<mask>。	麥加	科莫, 科隆, 巴黎, 布鲁克林区, 贝尔法斯特, 休斯敦, 蘇格蘭, 維也納, 马德里, 麥加	阿伊莎
彼得一世出生于<mask>。	贝尔格莱德	維也納, 北京市, 米蘭, 日內瓦, 亞美尼亞, 布鲁克林区, 芝加哥, 那不勒斯, 贝尔法斯特, 贝尔格莱德	彼得一世
冰·哥羅士比出生于<mask>。	塔科马	芝加哥, 休斯敦, 維也納, 伊斯坦堡, 科莫, 倫敦, 麦地那, 布鲁克林区, 那不勒斯, 塔科马	冰·哥羅士比
米开朗基罗在<mask>中去世。	罗马	布拉格, 华沙, 薩里郡, 佛罗伦萨, 贝尔格莱德, 伊斯坦堡, 里昂, 赫尔辛基, 迦太基, 罗马	米开朗基罗
可可·香奈尔在<mask>中去世。	巴黎	薩里郡, 罗马, 麦地那, 倫敦, 東京都, 大马士革, 斯德哥尔摩, 华沙, 贝尔格莱德, 巴黎	可可·香奈尔
克勉十四世在<mask>中去世。	罗马	纽伦堡, 里昂, 赫尔辛基, 喀布尔, 麦迪逊, 倫敦, 巴黎, 開羅, 莫斯科, 罗马	克勉十四世
欧麦尔·本·赫塔卜在<mask>中去世。	麦地那	莫斯科, 贝尔格莱德, 迦太基, 华沙, 薩里郡, 斯德哥尔摩, 佛罗伦萨, 威尼斯, 倫敦, 麦地那	欧麦尔·本·赫塔卜
克勉三世在<mask>中去世。	罗马	斯德哥尔摩, 麦地那, 倫敦, 巴格达, 华沙, 贝尔格莱德, 威尼斯, 大马士革, 薩里郡, 罗马	克勉三世
巴尔比努斯在<mask>中去世。	罗马	伊斯坦堡, 斯德哥尔摩, 布拉格, 柏林, 開羅, 马德里, 喀布尔, 纽伦堡, 麦迪逊, 罗马	巴尔比努斯
赫蘭特·丁克在<mask>中去世。	伊斯坦堡	耶路撒冷, 東京都, 莫斯科, 赫尔辛基, 罗马, 倫敦, 喀布尔, 佛罗伦萨, 马德里, 伊斯坦堡	赫蘭特·丁克
尼基弗鲁斯三世在<mask>中去世。	君士坦丁堡	臺北市, 莫斯科, 斯德哥尔摩, 雅典, 喀布尔, 纽伦堡, 大马士革, 巴黎, 薩里郡, 君士坦丁堡	尼基弗鲁斯三世
约翰·帕赫贝尔在<mask>中去世。	纽伦堡	底特律, 雅典, 马德里, 東京都, 贝尔格莱德, 喀布尔, 罗马, 布拉格, 莫斯科, 纽伦堡	约翰·帕赫贝尔
瓦斯拉夫·弗米契·尼金斯基在<mask>中去世。	倫敦	罗马, 東京都, 麦迪逊, 伊斯坦堡, 麦地那, 君士坦丁堡, 威尼斯, 薩里郡, 巴格达, 倫敦	瓦斯拉夫·弗米契·尼金斯基
利奥十世在<mask>中去世。	罗马	贝尔格莱德, 迦太基, 薩里郡, 開羅, 麦迪逊, 巴黎, 耶路撒冷, 威尼斯, 臺北市, 罗马	利奥十世
多那太羅在<mask>中去世。	佛罗伦萨	底特律, 斯德哥尔摩, 雅典, 华沙, 喀布尔, 巴格达, 倫敦, 耶路撒冷, 麦地那, 佛罗伦萨	多那太羅
蔣經國在<mask>中去世。	臺北市	巴格达, 大马士革, 雅典, 柏林, 赫尔辛基, 里昂, 底特律, 纽伦堡, 马德里, 臺北市	蔣經國
罗伯特·胡克在<mask>中去世。	倫敦	伊斯坦堡, 開羅, 君士坦丁堡, 柏林, 東京都, 马德里, 薩里郡, 里昂, 臺北市, 倫敦	罗伯特·胡克
羅莎·帕克斯在<mask>中去世。	底特律	巴黎, 伊斯坦堡, 马德里, 巴格达, 柏林, 斯德哥尔摩, 麦迪逊, 開羅, 雅典, 底特律	羅莎·帕克斯
约翰八世在<mask>中去世。	君士坦丁堡	斯德哥尔摩, 华沙, 莫斯科, 雅典, 巴格达, 臺北市, 開羅, 佛罗伦萨, 伊斯坦堡, 君士坦丁堡	约翰八世
約翰·迪伊在<mask>中去世。	薩里郡	罗马, 华沙, 巴格达, 君士坦丁堡, 東京都, 佛罗伦萨, 里昂, 底特律, 布拉格, 薩里郡	約翰·迪伊
費南代爾在<mask>中去世。	巴黎	华沙, 薩里郡, 開羅, 雅典, 耶路撒冷, 布拉格, 威尼斯, 里昂, 赫尔辛基, 巴黎	費南代爾
米海尔二世在<mask>中去世。	君士坦丁堡	华沙, 伊斯坦堡, 東京都, 纽伦堡, 莫斯科, 開羅, 威尼斯, 里昂, 薩里郡, 君士坦丁堡	米海尔二世
卡尔·李卜克内西在<mask>中去世。	柏林	赫尔辛基, 開羅, 臺北市, 倫敦, 巴黎, 华沙, 伊斯坦堡, 马德里, 大马士革, 柏林	卡尔·李卜克内西
理查德·瓦格纳在<mask>中去世。	威尼斯	莫斯科, 贝尔格莱德, 耶路撒冷, 华沙, 薩里郡, 巴黎, 底特律, 巴格达, 大马士革, 威尼斯	理查德·瓦格纳
安提西尼在<mask>中去世。	雅典	莫斯科, 開羅, 麦地那, 君士坦丁堡, 赫尔辛基, 薩里郡, 喀布尔, 巴黎, 佛罗伦萨, 雅典	安提西尼
马克斯·恩斯特在<mask>中去世。	巴黎	倫敦, 斯德哥尔摩, 東京都, 纽伦堡, 罗马, 雅典, 威尼斯, 莫斯科, 贝尔格莱德, 巴黎	马克斯·恩斯特
马丁·布伯在<mask>中去世。	耶路撒冷	喀布尔, 巴格达, 斯德哥尔摩, 莫斯科, 伊斯坦堡, 薩里郡, 里昂, 纽伦堡, 贝尔格莱德, 耶路撒冷	马丁·布伯
約瑟夫·戈培爾在<mask>中去世。	柏林	倫敦, 迦太基, 布拉格, 雅典, 君士坦丁堡, 麦地那, 罗马, 喀布尔, 麦迪逊, 柏林	約瑟夫·戈培爾
孟德斯鸠在<mask>中去世。	巴黎	斯德哥尔摩, 喀布尔, 開羅, 巴格达, 纽伦堡, 君士坦丁堡, 大马士革, 麦地那, 里昂, 巴黎	孟德斯鸠
尼各老五世在<mask>中去世。	罗马	莫斯科, 薩里郡, 里昂, 底特律, 纽伦堡, 巴格达, 開羅, 麦迪逊, 大马士革, 罗马	尼各老五世
夏绿蒂·科黛在<mask>中去世。	巴黎	巴格达, 华沙, 耶路撒冷, 喀布尔, 伊斯坦堡, 開羅, 東京都, 麦地那, 臺北市, 巴黎	夏绿蒂·科黛
穆罕默德·查希尔沙在<mask>中去世。	喀布尔	麦地那, 耶路撒冷, 大马士革, 威尼斯, 麦迪逊, 底特律, 莫斯科, 佛罗伦萨, 薩里郡, 喀布尔	穆罕默德·查希尔沙
諾森十一世在<mask>中去世。	罗马	倫敦, 柏林, 開羅, 威尼斯, 大马士革, 麦迪逊, 迦太基, 佛罗伦萨, 雅典, 罗马	諾森十一世
戈爾迪安二世在<mask>中去世。	迦太基	麦迪逊, 里昂, 布拉格, 罗马, 贝尔格莱德, 耶路撒冷, 巴格达, 大马士革, 底特律, 迦太基	戈爾迪安二世
姆斯蒂斯拉夫·列奥波尔多维奇·罗斯特罗波维奇在<mask>中去世。	莫斯科	里昂, 伊斯坦堡, 雅典, 纽伦堡, 麦迪逊, 柏林, 马德里, 東京都, 麦地那, 莫斯科	姆斯蒂斯拉夫·列奥波尔多维奇·罗斯特罗波维奇
庇護三世在<mask>中去世。	罗马	伊斯坦堡, 倫敦, 布拉格, 里昂, 巴黎, 华沙, 贝尔格莱德, 喀布尔, 马德里, 罗马	庇護三世
阿卜杜勒-卡里姆·卡塞姆在<mask>中去世。	巴格达	東京都, 罗马, 佛罗伦萨, 倫敦, 巴黎, 開羅, 臺北市, 里昂, 大马士革, 巴格达	阿卜杜勒-卡里姆·卡塞姆
額我略十六世在<mask>中去世。	罗马	君士坦丁堡, 华沙, 臺北市, 巴格达, 喀布尔, 倫敦, 马德里, 迦太基, 大马士革, 罗马	額我略十六世
阿拉姆·哈恰圖良在<mask>中去世。	莫斯科	耶路撒冷, 巴格达, 纽伦堡, 雅典, 倫敦, 赫尔辛基, 底特律, 東京都, 迦太基, 莫斯科	阿拉姆·哈恰圖良
海因里希·冯·克莱斯特在<mask>中去世。	柏林	罗马, 倫敦, 莫斯科, 里昂, 巴格达, 喀布尔, 佛罗伦萨, 华沙, 薩里郡, 柏林	海因里希·冯·克莱斯特
阿卜杜勒-哈米德一世在<mask>中去世。	君士坦丁堡	伊斯坦堡, 喀布尔, 威尼斯, 開羅, 麦地那, 東京都, 底特律, 贝尔格莱德, 巴黎, 君士坦丁堡	阿卜杜勒-哈米德一世
歷山八世在<mask>中去世。	罗马	里昂, 臺北市, 迦太基, 麦迪逊, 伊斯坦堡, 华沙, 君士坦丁堡, 倫敦, 马德里, 罗马	歷山八世
约翰·克里斯蒂安·巴赫在<mask>中去世。	倫敦	雅典, 柏林, 巴黎, 喀布尔, 赫尔辛基, 耶路撒冷, 大马士革, 马德里, 里昂, 倫敦	约翰·克里斯蒂安·巴赫
塞缪尔·约翰逊在<mask>中去世。	倫敦	迦太基, 伊斯坦堡, 麦地那, 斯德哥尔摩, 柏林, 华沙, 莫斯科, 開羅, 雅典, 倫敦	塞缪尔·约翰逊
雅克-伊夫·库斯托在<mask>中去世。	巴黎	雅典, 柏林, 威尼斯, 贝尔格莱德, 纽伦堡, 罗马, 君士坦丁堡, 耶路撒冷, 巴格达, 巴黎	雅克-伊夫·库斯托
索菲婭·瓦西里耶夫娜·柯瓦列夫斯卡婭在<mask>中去世。	斯德哥尔摩	巴黎, 赫尔辛基, 柏林, 麦迪逊, 雅典, 佛罗伦萨, 底特律, 布拉格, 喀布尔, 斯德哥尔摩	索菲婭·瓦西里耶夫娜·柯瓦列夫斯卡婭
格奥尔格·威廉·弗里德里希·黑格尔在<mask>中去世。	柏林	雅典, 麦迪逊, 喀布尔, 马德里, 巴格达, 布拉格, 斯德哥尔摩, 伊斯坦堡, 麦地那, 柏林	格奥尔格·威廉·弗里德里希·黑格尔
桑德罗·波提切利在<mask>中去世。	佛罗伦萨	贝尔格莱德, 麦地那, 伊斯坦堡, 麦迪逊, 纽伦堡, 底特律, 斯德哥尔摩, 喀布尔, 耶路撒冷, 佛罗伦萨	桑德罗·波提切利
塞缪尔·泰勒·柯勒律治在<mask>中去世。	倫敦	斯德哥尔摩, 华沙, 麦地那, 底特律, 耶路撒冷, 贝尔格莱德, 里昂, 莫斯科, 迦太基, 倫敦	塞缪尔·泰勒·柯勒律治
伊本·赫勒敦在<mask>中去世。	開羅	里昂, 柏林, 纽伦堡, 耶路撒冷, 威尼斯, 莫斯科, 伊斯坦堡, 臺北市, 大马士革, 開羅	伊本·赫勒敦
亨利四世在<mask>中去世。	倫敦	伊斯坦堡, 雅典, 開羅, 罗马, 纽伦堡, 大马士革, 马德里, 威尼斯, 柏林, 倫敦	亨利四世
托马索·阿尔比诺尼在<mask>中去世。	威尼斯	巴黎, 耶路撒冷, 麦地那, 里昂, 佛罗伦萨, 底特律, 赫尔辛基, 贝尔格莱德, 臺北市, 威尼斯	托马索·阿尔比诺尼
帕沃·努尔米在<mask>中去世。	赫尔辛基	臺北市, 薩里郡, 斯德哥尔摩, 佛罗伦萨, 喀布尔, 巴黎, 倫敦, 贝尔格莱德, 里昂, 赫尔辛基	帕沃·努尔米
教宗克肋孟一世在<mask>中去世。	罗马	倫敦, 巴格达, 赫尔辛基, 伊斯坦堡, 贝尔格莱德, 巴黎, 迦太基, 君士坦丁堡, 华沙, 罗马	教宗克肋孟一世
路易十七在<mask>中去世。	巴黎	马德里, 威尼斯, 君士坦丁堡, 斯德哥尔摩, 莫斯科, 佛罗伦萨, 麦地那, 大马士革, 纽伦堡, 巴黎	路易十七
黑川紀章在<mask>中去世。	東京都	佛罗伦萨, 雅典, 迦太基, 莫斯科, 华沙, 開羅, 威尼斯, 巴黎, 罗马, 東京都	黑川紀章
马克西米连·罗伯斯庇尔在<mask>中去世。	巴黎	佛罗伦萨, 莫斯科, 麦地那, 大马士革, 罗马, 東京都, 纽伦堡, 斯德哥尔摩, 巴格达, 巴黎	马克西米连·罗伯斯庇尔
乔尔乔内在<mask>中去世。	威尼斯	巴黎, 罗马, 雅典, 莫斯科, 赫尔辛基, 倫敦, 君士坦丁堡, 麦地那, 里昂, 威尼斯	乔尔乔内
彼得一世在<mask>中去世。	贝尔格莱德	東京都, 巴格达, 倫敦, 巴黎, 臺北市, 喀布尔, 赫尔辛基, 雅典, 纽伦堡, 贝尔格莱德	彼得一世
柴门霍夫在<mask>中去世。	华沙	倫敦, 纽伦堡, 雅典, 贝尔格莱德, 里昂, 赫尔辛基, 巴格达, 君士坦丁堡, 巴黎, 华沙	柴门霍夫
易卜拉欣帕夏在<mask>中去世。	開羅	巴黎, 麦迪逊, 薩里郡, 布拉格, 贝尔格莱德, 华沙, 雅典, 大马士革, 伊斯坦堡, 開羅	易卜拉欣帕夏
克勉十二世在<mask>中去世。	罗马	柏林, 伊斯坦堡, 開羅, 東京都, 君士坦丁堡, 贝尔格莱德, 臺北市, 喀布尔, 巴黎, 罗马	克勉十二世
爱任纽在<mask>中去世。	里昂	底特律, 赫尔辛基, 薩里郡, 麦地那, 纽伦堡, 倫敦, 佛罗伦萨, 君士坦丁堡, 莫斯科, 里昂	爱任纽
雅克·德里达在<mask>中去世。	巴黎	迦太基, 柏林, 底特律, 雅典, 罗马, 贝尔格莱德, 大马士革, 開羅, 里昂, 巴黎	雅克·德里达
卡洛斯四世在<mask>中去世。	罗马	布拉格, 马德里, 雅典, 威尼斯, 华沙, 東京都, 赫尔辛基, 莫斯科, 耶路撒冷, 罗马	卡洛斯四世
雷夫·佛漢·威廉斯在<mask>中去世。	倫敦	罗马, 马德里, 雅典, 柏林, 麦地那, 巴黎, 底特律, 里昂, 開羅, 倫敦	雷夫·佛漢·威廉斯
安德烈·安德烈耶维奇·葛罗米柯在<mask>中去世。	莫斯科	马德里, 臺北市, 底特律, 雅典, 威尼斯, 大马士革, 迦太基, 倫敦, 纽伦堡, 莫斯科	安德烈·安德烈耶维奇·葛罗米柯
乌尔丽卡·埃利诺拉在<mask>中去世。	斯德哥尔摩	雅典, 臺北市, 薩里郡, 华沙, 耶路撒冷, 佛罗伦萨, 马德里, 大马士革, 巴黎, 斯德哥尔摩	乌尔丽卡·埃利诺拉
奧蒂斯·雷丁在<mask>中去世。	麦迪逊	巴黎, 威尼斯, 罗马, 迦太基, 佛罗伦萨, 伊斯坦堡, 喀布尔, 巴格达, 斯德哥尔摩, 麦迪逊	奧蒂斯·雷丁
亨利·盧梭在<mask>中去世。	巴黎	薩里郡, 佛罗伦萨, 迦太基, 赫尔辛基, 威尼斯, 巴格达, 纽伦堡, 大马士革, 贝尔格莱德, 巴黎	亨利·盧梭
穆阿威叶一世在<mask>中去世。	大马士革	斯德哥尔摩, 東京都, 底特律, 君士坦丁堡, 麦迪逊, 马德里, 薩里郡, 布拉格, 巴黎, 大马士革	穆阿威叶一世
路易·阿拉贡在<mask>中去世。	巴黎	開羅, 马德里, 麦地那, 薩里郡, 耶路撒冷, 华沙, 麦迪逊, 巴格达, 大马士革, 巴黎	路易·阿拉贡
拜巴尔一世在<mask>中去世。	大马士革	莫斯科, 薩里郡, 巴黎, 耶路撒冷, 倫敦, 麦地那, 雅典, 马德里, 贝尔格莱德, 大马士革	拜巴尔一世
克勞斯·馮·施陶芬貝格在<mask>中去世。	柏林	倫敦, 布拉格, 华沙, 喀布尔, 巴黎, 里昂, 臺北市, 贝尔格莱德, 底特律, 柏林	克勞斯·馮·施陶芬貝格
多纳托·伯拉孟特在<mask>中去世。	罗马	耶路撒冷, 赫尔辛基, 里昂, 斯德哥尔摩, 柏林, 莫斯科, 喀布尔, 巴格达, 华沙, 罗马	多纳托·伯拉孟特
弗朗西斯科·佛朗哥在<mask>中去世。	马德里	罗马, 里昂, 雅典, 莫斯科, 耶路撒冷, 布拉格, 君士坦丁堡, 柏林, 底特律, 马德里	弗朗西斯科·佛朗哥
克洛德·贝尔纳在<mask>中去世。	巴黎	麦地那, 君士坦丁堡, 底特律, 大马士革, 里昂, 薩里郡, 斯德哥尔摩, 麦迪逊, 柏林, 巴黎	克洛德·贝尔纳
贾迈勒·阿卜杜－纳赛尔在<mask>中去世。	開羅	麦地那, 伊斯坦堡, 纽伦堡, 斯德哥尔摩, 底特律, 臺北市, 佛罗伦萨, 威尼斯, 华沙, 開羅	贾迈勒·阿卜杜－纳赛尔
亚科夫·斯维尔德洛夫在<mask>中去世。	莫斯科	臺北市, 巴格达, 底特律, 纽伦堡, 大马士革, 倫敦, 柏林, 威尼斯, 君士坦丁堡, 莫斯科	亚科夫·斯维尔德洛夫
夏尔·路易·阿方斯·拉韦朗在<mask>中去世。	巴黎	马德里, 倫敦, 柏林, 耶路撒冷, 罗马, 华沙, 巴格达, 雅典, 贝尔格莱德, 巴黎	夏尔·路易·阿方斯·拉韦朗
第谷·布拉赫在<mask>中去世。	布拉格	迦太基, 赫尔辛基, 麦地那, 東京都, 罗马, 斯德哥尔摩, 佛罗伦萨, 伊斯坦堡, 巴格达, 布拉格	第谷·布拉赫
爱德华·希思在<mask>中去世。	索爾茲伯里	薩里郡, 巴黎, 臺北市, 君士坦丁堡, 麦迪逊, 华沙, 柏林, 倫敦, 迦太基, 索爾茲伯里	爱德华·希思
透鏡狀星系是<mask>的子类。	星系	桥, 脱氧核糖核酸, 三明治, 英语, 沟通, 電影, 医学, 产业, 犬, 星系	透鏡狀星系
香槟酒是<mask>的子类。	葡萄酒	狩獵, 同性戀, 细胞, 創造力, 統計學, 電影, 软件, 神话学, 疫苗, 葡萄酒	香槟酒
描述统计学是<mask>的子类。	統計學	英语, 产业, 医学, 笔记本电脑, 动脉, 管理学, 防御工事, 政治人物, 社会主义, 統計學	描述统计学
解析几何是<mask>的子类。	几何学	星系, 生物学, 流行病, 历史, 侍應, 航天器, 煤, 巡洋舰, 沟通, 几何学	解析几何
磁懸浮列車是<mask>的子类。	铁路列车	犬, 细胞, 医学, 詐騙, 商标, 整数, 步兵, 地質學家, 算法, 铁路列车	磁懸浮列車
用户界面是<mask>的子类。	介面	時鐘, 祭司, 肌肉, 疾病, 汽车, 行星, 防御工事, 馬桶, 望远镜, 介面	用户界面
普通選舉是<mask>的子类。	选举权	产业, 艺术家, 佛教, 石英, 脱氧核糖核酸, 省长, 行星, 污染, LGBT, 选举权	普通選舉
催乳素是<mask>的子类。	蛋白质	詐騙, 命题, 名流, 疾病, 演员, 桥, 石油, 艺术家, 沟通, 蛋白质	催乳素
男同性戀是<mask>的子类。	同性戀	侍應, 流行病, 演员, 國際象棋, 狩獵, 疫苗, 运算, 步兵, 爵士乐, 同性戀	男同性戀
分形是<mask>的子类。	集合	运算, 爵士乐, 虛構作品, 犬, 主人公, 哲学, 笔记本电脑, 望远镜, 动脉, 集合	分形
陰謀論是<mask>的子类。	命题	LGBT, 步兵, 应用软件, 蔬菜, 软件, 流行病, 法律, 行星, 细胞, 命题	陰謀論
斗牛犬是<mask>的子类。	犬	汉语, 馬桶, 污染, 神话学, 物理学, 石油, 疾病, 三明治, 藥物治療, 犬	斗牛犬
太陽系外行星是<mask>的子类。	行星	防御工事, 脑, 馬桶, 犬, 植物, 民主, 艺术家, 哲学, 幽默, 行星	太陽系外行星
電視主持是<mask>的子类。	名流	幽默, 電影, 英语, 运算, 选举权, 自行车运动, 汽车, 巡洋舰, 跨性別, 名流	電視主持
宇宙学是<mask>的子类。	物理学	汉语, 爵士乐, 佛教, 氣候, 肉类食物, 名流, 生物学, 省长, 詐騙, 物理学	宇宙学
心灵感应是<mask>的子类。	沟通	艺术家, 英语, 葡萄酒, 流行病, 疫苗, 犬, 森林, 整数, 杀害, 沟通	心灵感应
社会哲学是<mask>的子类。	哲学	邪靈, 行星, 选举权, 地質學家, 桥, 物理学, 創造力, 航天器, 介面, 哲学	社会哲学
蓄電池是<mask>的子类。	电池	铁路列车, 神话学, 防御工事, 桥, 煤, 名流, 蛋白质, 艺术家, 生物学, 电池	蓄電池
自行車運動是<mask>的子类。	自行车运动	神话学, 創造力, 跨性別, 细胞, 生物, 植物, LGBT, 虛構作品, 蔬菜, 自行车运动	自行車運動
配子是<mask>的子类。	细胞	侍應, 字母系統, 航天器, LGBT, 桥, 英语, 商标, 葡萄酒, 几何学, 细胞	配子
光學望遠鏡是<mask>的子类。	望远镜	沟通, 虛構作品, 森林, 整数, 藥物治療, 神话学, 字母系統, 艺术家, 省长, 望远镜	光學望遠鏡
公共廁所是<mask>的子类。	馬桶	侍應, 集合, 煤, 物理学, 音樂家, 統計學, 教宗, 省长, 防御工事, 馬桶	公共廁所
象棋是<mask>的子类。	國際象棋	藥物治療, 脱氧核糖核酸, 物理学, 应用软件, 铁路列车, 介面, 演员, 命题, 社会主义, 國際象棋	象棋
茄子是<mask>的子类。	蔬菜	应用软件, 三明治, 沙律, 家庭, 航天器, 行星, 动脉, 肌肉, 民主, 蔬菜	茄子
動畫電影是<mask>的子类。	電影	森林, 步兵, 植物, 沟通, 商标, 煤, 邪靈, 主人公, 汽车, 電影	動畫電影
主動脈是<mask>的子类。	动脉	家庭, 爵士乐, 主人公, 字母系統, LGBT, 詐騙, 脱氧核糖核酸, 哲学, 藥物治療, 动脉	主動脈
燧石是<mask>的子类。	石英	電影, 细胞, 石油, 祭司, 詐騙, 神话学, 整数, 同性戀, 生物学, 石英	燧石
