Prompt	Ans	Candidate Ans	Subject
קונרד אדנאואר נולד ב- <mask>.	קלן	בלגרד, טורונטו, ז'נבה, קומו, מוסקבה, יוסטון, מילאנו, לונדון, אל-מדינה, קלן	קונרד אדנאואר
פרדינן דה סוסיר נולד ב- <mask>.	ז'נבה	איסטנבול, מינכן, מוסקבה, קומו, נאפולי, קלן, בלגרד, מדריד, לונדון, ז'נבה	פרדינן דה סוסיר
וסילי השלישי נולד ב- <mask>.	מוסקבה	מילאנו, טורונטו, מכה, ברלין, רומא, בייג'ינג, איסטנבול, מדריד, ז'נבה, מוסקבה	וסילי השלישי
ז'ורז' דיאמל נולד ב- <mask>.	פריז	וינה, מילאנו, וסטמינסטר, בלפסט, מכה, ארמניה, מנצ'סטר, אל-מדינה, טורונטו, פריז	ז'ורז' דיאמל
עאישה נולד ב- <mask>.	מכה	קומו, קלן, פריז, ברוקלין, בלפסט, יוסטון, סקוטלנד, וינה, מדריד, מכה	עאישה
פטר הראשון נולד ב- <mask>.	בלגרד	וינה, בייג'ינג, מילאנו, ז'נבה, ארמניה, ברוקלין, שיקגו, נאפולי, בלפסט, בלגרד	פטר הראשון
בינג קרוסבי נולד ב- <mask>.	טקומה	שיקגו, יוסטון, וינה, איסטנבול, קומו, לונדון, אל-מדינה, ברוקלין, נאפולי, טקומה	בינג קרוסבי
מיכלאנג'לו נפטר ב- <mask>.	רומא	פראג, ורשה, סארי, פירנצה, בלגרד, איסטנבול, ליון, הלסינקי, קרתגו, רומא	מיכלאנג'לו
קוקו שאנל נפטר ב- <mask>.	פריז	סארי, רומא, אל-מדינה, לונדון, טוקיו, דמשק, סטוקהולם, ורשה, בלגרד, פריז	קוקו שאנל
קלמנס הארבעה עשר נפטר ב- <mask>.	רומא	נירנברג, ליון, הלסינקי, קאבול, מדיסון, לונדון, פריז, קהיר, מוסקבה, רומא	קלמנס הארבעה עשר
עומר בן אל-ח'טאב נפטר ב- <mask>.	אל-מדינה	מוסקבה, בלגרד, קרתגו, ורשה, סארי, סטוקהולם, פירנצה, ונציה, לונדון, אל-מדינה	עומר בן אל-ח'טאב
קלמנס השלישי נפטר ב- <mask>.	רומא	סטוקהולם, אל-מדינה, לונדון, בגדאד, ורשה, בלגרד, ונציה, דמשק, סארי, רומא	קלמנס השלישי
בלבינוס נפטר ב- <mask>.	רומא	איסטנבול, סטוקהולם, פראג, ברלין, קהיר, מדריד, קאבול, נירנברג, מדיסון, רומא	בלבינוס
הראנט דינק נפטר ב- <mask>.	איסטנבול	ירושלים, טוקיו, מוסקבה, הלסינקי, רומא, לונדון, קאבול, פירנצה, מדריד, איסטנבול	הראנט דינק
ניקפורוס השלישי בוטניאטסוס, קיסר האימפריה הביזנטית נפטר ב- <mask>.	קונסטנטינופול	טאיפיי, מוסקבה, סטוקהולם, אתונה, קאבול, נירנברג, דמשק, פריז, סארי, קונסטנטינופול	ניקפורוס השלישי בוטניאטסוס, קיסר האימפריה הביזנטית
יוהאן פכלבל נפטר ב- <mask>.	נירנברג	דטרויט, אתונה, מדריד, טוקיו, בלגרד, קאבול, רומא, פראג, מוסקבה, נירנברג	יוהאן פכלבל
ואצלב ניז'ינסקי נפטר ב- <mask>.	לונדון	רומא, טוקיו, מדיסון, איסטנבול, אל-מדינה, קונסטנטינופול, ונציה, סארי, בגדאד, לונדון	ואצלב ניז'ינסקי
לאו העשירי נפטר ב- <mask>.	רומא	בלגרד, קרתגו, סארי, קהיר, מדיסון, פריז, ירושלים, ונציה, טאיפיי, רומא	לאו העשירי
דונטלו נפטר ב- <mask>.	פירנצה	דטרויט, סטוקהולם, אתונה, ורשה, קאבול, בגדאד, לונדון, ירושלים, אל-מדינה, פירנצה	דונטלו
צי'אנג צ'ינג-קואו נפטר ב- <mask>.	טאיפיי	בגדאד, דמשק, אתונה, ברלין, הלסינקי, ליון, דטרויט, נירנברג, מדריד, טאיפיי	צי'אנג צ'ינג-קואו
רוברט הוק נפטר ב- <mask>.	לונדון	איסטנבול, קהיר, קונסטנטינופול, ברלין, טוקיו, מדריד, סארי, ליון, טאיפיי, לונדון	רוברט הוק
רוזה פארקס נפטר ב- <mask>.	דטרויט	פריז, איסטנבול, מדריד, בגדאד, ברלין, סטוקהולם, מדיסון, קהיר, אתונה, דטרויט	רוזה פארקס
יוחנן השמיני, קיסר האימפריה הביזנטית נפטר ב- <mask>.	קונסטנטינופול	סטוקהולם, ורשה, מוסקבה, אתונה, בגדאד, טאיפיי, קהיר, פירנצה, איסטנבול, קונסטנטינופול	יוחנן השמיני, קיסר האימפריה הביזנטית
ג'ון די נפטר ב- <mask>.	סארי	רומא, ורשה, בגדאד, קונסטנטינופול, טוקיו, פירנצה, ליון, דטרויט, פראג, סארי	ג'ון די
פרננדל נפטר ב- <mask>.	פריז	ורשה, סארי, קהיר, אתונה, ירושלים, פראג, ונציה, ליון, הלסינקי, פריז	פרננדל
מיכאל השני, קיסר האימפריה הביזנטית נפטר ב- <mask>.	קונסטנטינופול	ורשה, איסטנבול, טוקיו, נירנברג, מוסקבה, קהיר, ונציה, ליון, סארי, קונסטנטינופול	מיכאל השני, קיסר האימפריה הביזנטית
קרל ליבקנכט נפטר ב- <mask>.	ברלין	הלסינקי, קהיר, טאיפיי, לונדון, פריז, ורשה, איסטנבול, מדריד, דמשק, ברלין	קרל ליבקנכט
ריכרד וגנר נפטר ב- <mask>.	ונציה	מוסקבה, בלגרד, ירושלים, ורשה, סארי, פריז, דטרויט, בגדאד, דמשק, ונציה	ריכרד וגנר
אנטיסתנס נפטר ב- <mask>.	אתונה	מוסקבה, קהיר, אל-מדינה, קונסטנטינופול, הלסינקי, סארי, קאבול, פריז, פירנצה, אתונה	אנטיסתנס
מקס ארנסט נפטר ב- <mask>.	פריז	לונדון, סטוקהולם, טוקיו, נירנברג, רומא, אתונה, ונציה, מוסקבה, בלגרד, פריז	מקס ארנסט
מרטין בובר נפטר ב- <mask>.	ירושלים	קאבול, בגדאד, סטוקהולם, מוסקבה, איסטנבול, סארי, ליון, נירנברג, בלגרד, ירושלים	מרטין בובר
יוזף גבלס נפטר ב- <mask>.	ברלין	לונדון, קרתגו, פראג, אתונה, קונסטנטינופול, אל-מדינה, רומא, קאבול, מדיסון, ברלין	יוזף גבלס
מונטסקייה נפטר ב- <mask>.	פריז	סטוקהולם, קאבול, קהיר, בגדאד, נירנברג, קונסטנטינופול, דמשק, אל-מדינה, ליון, פריז	מונטסקייה
ניקולאוס החמישי נפטר ב- <mask>.	רומא	מוסקבה, סארי, ליון, דטרויט, נירנברג, בגדאד, קהיר, מדיסון, דמשק, רומא	ניקולאוס החמישי
שארלוט קורדה נפטר ב- <mask>.	פריז	בגדאד, ורשה, ירושלים, קאבול, איסטנבול, קהיר, טוקיו, אל-מדינה, טאיפיי, פריז	שארלוט קורדה
מוחמד זאהיר שאה נפטר ב- <mask>.	קאבול	אל-מדינה, ירושלים, דמשק, ונציה, מדיסון, דטרויט, מוסקבה, פירנצה, סארי, קאבול	מוחמד זאהיר שאה
אינוקנטיוס האחד עשר נפטר ב- <mask>.	רומא	לונדון, ברלין, קהיר, ונציה, דמשק, מדיסון, קרתגו, פירנצה, אתונה, רומא	אינוקנטיוס האחד עשר
גורדיאנוס השני נפטר ב- <mask>.	קרתגו	מדיסון, ליון, פראג, רומא, בלגרד, ירושלים, בגדאד, דמשק, דטרויט, קרתגו	גורדיאנוס השני
מסטיסלב רוסטרופוביץ' נפטר ב- <mask>.	מוסקבה	ליון, איסטנבול, אתונה, נירנברג, מדיסון, ברלין, מדריד, טוקיו, אל-מדינה, מוסקבה	מסטיסלב רוסטרופוביץ'
פיוס השלישי נפטר ב- <mask>.	רומא	איסטנבול, לונדון, פראג, ליון, פריז, ורשה, בלגרד, קאבול, מדריד, רומא	פיוס השלישי
עבד אל-כרים קאסם נפטר ב- <mask>.	בגדאד	טוקיו, רומא, פירנצה, לונדון, פריז, קהיר, טאיפיי, ליון, דמשק, בגדאד	עבד אל-כרים קאסם
גרגוריוס השישה עשר נפטר ב- <mask>.	רומא	קונסטנטינופול, ורשה, טאיפיי, בגדאד, קאבול, לונדון, מדריד, קרתגו, דמשק, רומא	גרגוריוס השישה עשר
אראם חאצ'טוריאן נפטר ב- <mask>.	מוסקבה	ירושלים, בגדאד, נירנברג, אתונה, לונדון, הלסינקי, דטרויט, טוקיו, קרתגו, מוסקבה	אראם חאצ'טוריאן
היינריך פון קלייסט נפטר ב- <mask>.	ברלין	רומא, לונדון, מוסקבה, ליון, בגדאד, קאבול, פירנצה, ורשה, סארי, ברלין	היינריך פון קלייסט
אבדילהמיט הראשון נפטר ב- <mask>.	קונסטנטינופול	איסטנבול, קאבול, ונציה, קהיר, אל-מדינה, טוקיו, דטרויט, בלגרד, פריז, קונסטנטינופול	אבדילהמיט הראשון
אלכסנדר השמיני נפטר ב- <mask>.	רומא	ליון, טאיפיי, קרתגו, מדיסון, איסטנבול, ורשה, קונסטנטינופול, לונדון, מדריד, רומא	אלכסנדר השמיני
יוהאן כריסטיאן באך נפטר ב- <mask>.	לונדון	אתונה, ברלין, פריז, קאבול, הלסינקי, ירושלים, דמשק, מדריד, ליון, לונדון	יוהאן כריסטיאן באך
סמואל ג'ונסון נפטר ב- <mask>.	לונדון	קרתגו, איסטנבול, אל-מדינה, סטוקהולם, ברלין, ורשה, מוסקבה, קהיר, אתונה, לונדון	סמואל ג'ונסון
ז'אק קוסטו נפטר ב- <mask>.	פריז	אתונה, ברלין, ונציה, בלגרד, נירנברג, רומא, קונסטנטינופול, ירושלים, בגדאד, פריז	ז'אק קוסטו
סופיה קובלבסקיה נפטר ב- <mask>.	סטוקהולם	פריז, הלסינקי, ברלין, מדיסון, אתונה, פירנצה, דטרויט, פראג, קאבול, סטוקהולם	סופיה קובלבסקיה
גאורג וילהלם פרידריך הגל נפטר ב- <mask>.	ברלין	אתונה, מדיסון, קאבול, מדריד, בגדאד, פראג, סטוקהולם, איסטנבול, אל-מדינה, ברלין	גאורג וילהלם פרידריך הגל
סנדרו בוטיצ'לי נפטר ב- <mask>.	פירנצה	בלגרד, אל-מדינה, איסטנבול, מדיסון, נירנברג, דטרויט, סטוקהולם, קאבול, ירושלים, פירנצה	סנדרו בוטיצ'לי
סמואל טיילור קולרידג' נפטר ב- <mask>.	לונדון	סטוקהולם, ורשה, אל-מדינה, דטרויט, ירושלים, בלגרד, ליון, מוסקבה, קרתגו, לונדון	סמואל טיילור קולרידג'
אבן ח'לדון נפטר ב- <mask>.	קהיר	ליון, ברלין, נירנברג, ירושלים, ונציה, מוסקבה, איסטנבול, טאיפיי, דמשק, קהיר	אבן ח'לדון
הנרי הרביעי, מלך אנגליה נפטר ב- <mask>.	לונדון	איסטנבול, אתונה, קהיר, רומא, נירנברג, דמשק, מדריד, ונציה, ברלין, לונדון	הנרי הרביעי, מלך אנגליה
תומאזו אלבינוני נפטר ב- <mask>.	ונציה	פריז, ירושלים, אל-מדינה, ליון, פירנצה, דטרויט, הלסינקי, בלגרד, טאיפיי, ונציה	תומאזו אלבינוני
פאבו נורמי נפטר ב- <mask>.	הלסינקי	טאיפיי, סארי, סטוקהולם, פירנצה, קאבול, פריז, לונדון, בלגרד, ליון, הלסינקי	פאבו נורמי
קלמנס הראשון נפטר ב- <mask>.	רומא	לונדון, בגדאד, הלסינקי, איסטנבול, בלגרד, פריז, קרתגו, קונסטנטינופול, ורשה, רומא	קלמנס הראשון
לואי השבעה עשר, מלך צרפת נפטר ב- <mask>.	פריז	מדריד, ונציה, קונסטנטינופול, סטוקהולם, מוסקבה, פירנצה, אל-מדינה, דמשק, נירנברג, פריז	לואי השבעה עשר, מלך צרפת
קישו קורוקווה נפטר ב- <mask>.	טוקיו	פירנצה, אתונה, קרתגו, מוסקבה, ורשה, קהיר, ונציה, פריז, רומא, טוקיו	קישו קורוקווה
מקסימיליאן רובספייר בן שרמוטה נפטר ב- <mask>.	פריז	פירנצה, מוסקבה, אל-מדינה, דמשק, רומא, טוקיו, נירנברג, סטוקהולם, בגדאד, פריז	מקסימיליאן רובספייר בן שרמוטה
ג'ורג'ונה נפטר ב- <mask>.	ונציה	פריז, רומא, אתונה, מוסקבה, הלסינקי, לונדון, קונסטנטינופול, אל-מדינה, ליון, ונציה	ג'ורג'ונה
פטר הראשון נפטר ב- <mask>.	בלגרד	טוקיו, בגדאד, לונדון, פריז, טאיפיי, קאבול, הלסינקי, אתונה, נירנברג, בלגרד	פטר הראשון
אליעזר לודוויג זמנהוף נפטר ב- <mask>.	ורשה	לונדון, נירנברג, אתונה, בלגרד, ליון, הלסינקי, בגדאד, קונסטנטינופול, פריז, ורשה	אליעזר לודוויג זמנהוף
אבראהים פאשא נפטר ב- <mask>.	קהיר	פריז, מדיסון, סארי, פראג, בלגרד, ורשה, אתונה, דמשק, איסטנבול, קהיר	אבראהים פאשא
קלמנס השנים עשר נפטר ב- <mask>.	רומא	ברלין, איסטנבול, קהיר, טוקיו, קונסטנטינופול, בלגרד, טאיפיי, קאבול, פריז, רומא	קלמנס השנים עשר
אירנאוס נפטר ב- <mask>.	ליון	דטרויט, הלסינקי, סארי, אל-מדינה, נירנברג, לונדון, פירנצה, קונסטנטינופול, מוסקבה, ליון	אירנאוס
ז'אק דרידה נפטר ב- <mask>.	פריז	קרתגו, ברלין, דטרויט, אתונה, רומא, בלגרד, דמשק, קהיר, ליון, פריז	ז'אק דרידה
קרלוס הרביעי, מלך ספרד נפטר ב- <mask>.	רומא	פראג, מדריד, אתונה, ונציה, ורשה, טוקיו, הלסינקי, מוסקבה, ירושלים, רומא	קרלוס הרביעי, מלך ספרד
רייף וון ויליאמס נפטר ב- <mask>.	לונדון	רומא, מדריד, אתונה, ברלין, אל-מדינה, פריז, דטרויט, ליון, קהיר, לונדון	רייף וון ויליאמס
אנדריי גרומיקו נפטר ב- <mask>.	מוסקבה	מדריד, טאיפיי, דטרויט, אתונה, ונציה, דמשק, קרתגו, לונדון, נירנברג, מוסקבה	אנדריי גרומיקו
אולריקה אלאונורה, מלכת שוודיה נפטר ב- <mask>.	סטוקהולם	אתונה, טאיפיי, סארי, ורשה, ירושלים, פירנצה, מדריד, דמשק, פריז, סטוקהולם	אולריקה אלאונורה, מלכת שוודיה
אוטיס רדינג נפטר ב- <mask>.	מדיסון	פריז, ונציה, רומא, קרתגו, פירנצה, איסטנבול, קאבול, בגדאד, סטוקהולם, מדיסון	אוטיס רדינג
אנרי רוסו נפטר ב- <mask>.	פריז	סארי, פירנצה, קרתגו, הלסינקי, ונציה, בגדאד, נירנברג, דמשק, בלגרד, פריז	אנרי רוסו
מועאויה הראשון נפטר ב- <mask>.	דמשק	סטוקהולם, טוקיו, דטרויט, קונסטנטינופול, מדיסון, מדריד, סארי, פראג, פריז, דמשק	מועאויה הראשון
לואי אראגון נפטר ב- <mask>.	פריז	קהיר, מדריד, אל-מדינה, סארי, ירושלים, ורשה, מדיסון, בגדאד, דמשק, פריז	לואי אראגון
ביברס נפטר ב- <mask>.	דמשק	מוסקבה, סארי, פריז, ירושלים, לונדון, אל-מדינה, אתונה, מדריד, בלגרד, דמשק	ביברס
קלאוס שנק פון שטאופנברג נפטר ב- <mask>.	ברלין	לונדון, פראג, ורשה, קאבול, פריז, ליון, טאיפיי, בלגרד, דטרויט, ברלין	קלאוס שנק פון שטאופנברג
דונטו ברמנטה נפטר ב- <mask>.	רומא	ירושלים, הלסינקי, ליון, סטוקהולם, ברלין, מוסקבה, קאבול, בגדאד, ורשה, רומא	דונטו ברמנטה
פרנסיסקו פרנקו נפטר ב- <mask>.	מדריד	רומא, ליון, אתונה, מוסקבה, ירושלים, פראג, קונסטנטינופול, ברלין, דטרויט, מדריד	פרנסיסקו פרנקו
קלוד ברנאר נפטר ב- <mask>.	פריז	אל-מדינה, קונסטנטינופול, דטרויט, דמשק, ליון, סארי, סטוקהולם, מדיסון, ברלין, פריז	קלוד ברנאר
גמאל עבד אל נאצר נפטר ב- <mask>.	קהיר	אל-מדינה, איסטנבול, נירנברג, סטוקהולם, דטרויט, טאיפיי, פירנצה, ונציה, ורשה, קהיר	גמאל עבד אל נאצר
יעקב סברדלוב נפטר ב- <mask>.	מוסקבה	טאיפיי, בגדאד, דטרויט, נירנברג, דמשק, לונדון, ברלין, ונציה, קונסטנטינופול, מוסקבה	יעקב סברדלוב
שארל לואי אלפונס לבראן נפטר ב- <mask>.	פריז	מדריד, לונדון, ברלין, ירושלים, רומא, ורשה, בגדאד, אתונה, בלגרד, פריז	שארל לואי אלפונס לבראן
טיכו ברהה נפטר ב- <mask>.	פראג	קרתגו, הלסינקי, אל-מדינה, טוקיו, רומא, סטוקהולם, פירנצה, איסטנבול, בגדאד, פראג	טיכו ברהה
אדוארד הית' נפטר ב- <mask>.	סולסברי	סארי, פריז, טאיפיי, קונסטנטינופול, מדיסון, ורשה, ברלין, לונדון, קרתגו, סולסברי	אדוארד הית'
גלקסיית עדשה היא תת-סוג של <mask>.	גלקסיה	גשר, DNA, כריך, אנגלית, תקשורת, סרט קולנוע, רפואה, תעשייה, כלב הבית, גלקסיה	גלקסיית עדשה
שמפניה היא תת-סוג של <mask>.	יין	ציד, הומוסקסואליות, תא, יצירתיות, סטטיסטיקה, סרט קולנוע, תוכנה, מיתולוגיה, חיסון, יין	שמפניה
סטטיסטיקה תאורית היא תת-סוג של <mask>.	סטטיסטיקה	אנגלית, תעשייה, רפואה, מחשב נייד, עורק, ניהול, ביצורים, פוליטיקאי, סוציאליזם, סטטיסטיקה	סטטיסטיקה תאורית
גאומטריה אנליטית היא תת-סוג של <mask>.	גאומטריה	גלקסיה, ביולוגיה, מגפה, היסטוריה, מלצר, חללית, פחם, סיירת, תקשורת, גאומטריה	גאומטריה אנליטית
רכבת ריחוף מגנטי היא תת-סוג של <mask>.	רכבת	כלב הבית, תא, רפואה, הונאה, סימן מסחר, מספר שלם, חיל רגלים, גאולוג, אלגוריתם, רכבת	רכבת ריחוף מגנטי
ממשק משתמש היא תת-סוג של <mask>.	ממשק	שעון, כהן דת, שריר, מחלה, מכונית, כוכב לכת, ביצורים, בית שימוש, טלסקופ, ממשק	ממשק משתמש
זכות בחירה אוניברסלית היא תת-סוג של <mask>.	זכות בחירה	"תעשייה, אמן, בודהיזם, קוורץ, DNA, מושל, כוכב לכת, זיהום הסביבה, להט""""ב, זכות בחירה"	זכות בחירה אוניברסלית
פרולקטין היא תת-סוג של <mask>.	חלבון	הונאה, טענה, ידוען, מחלה, שחקן, גשר, נפט, אמן, תקשורת, חלבון	פרולקטין
גיי היא תת-סוג של <mask>.	הומוסקסואליות	מלצר, מגפה, שחקן, שחמט, ציד, חיסון, פעולה, חיל רגלים, ג'אז, הומוסקסואליות	גיי
פרקטל היא תת-סוג של <mask>.	קבוצה	פעולה, ג'אז, סיפורת, כלב הבית, פרוטגוניסט, פילוסופיה, מחשב נייד, טלסקופ, עורק, קבוצה	פרקטל
תאוריית קשר היא תת-סוג של <mask>.	טענה	"להט""""ב, חיל רגלים, יישום מחשב, ירק, תוכנה, מגפה, משפטים, כוכב לכת, תא, טענה"	תאוריית קשר
בולדוג אנגלי היא תת-סוג של <mask>.	כלב הבית	שפות סיניות, בית שימוש, זיהום הסביבה, מיתולוגיה, פיזיקה, נפט, מחלה, כריך, תרופה, כלב הבית	בולדוג אנגלי
כוכב לכת חוץ-שמשי היא תת-סוג של <mask>.	כוכב לכת	ביצורים, מוח, בית שימוש, כלב הבית, צומח, דמוקרטיה, אמן, פילוסופיה, הומור, כוכב לכת	כוכב לכת חוץ-שמשי
מנחה טלוויזיה היא תת-סוג של <mask>.	ידוען	הומור, סרט קולנוע, אנגלית, פעולה, זכות בחירה, רכיבה על אופניים, מכונית, סיירת, טרנסג'נדר, ידוען	מנחה טלוויזיה
קוסמולוגיה היא תת-סוג של <mask>.	פיזיקה	שפות סיניות, ג'אז, בודהיזם, אקלים, בשר, ידוען, ביולוגיה, מושל, הונאה, פיזיקה	קוסמולוגיה
טלפתיה היא תת-סוג של <mask>.	תקשורת	אמן, אנגלית, יין, מגפה, חיסון, כלב הבית, יער, מספר שלם, רצח, תקשורת	טלפתיה
סוציאל-פילוסופיה היא תת-סוג של <mask>.	פילוסופיה	שד, כוכב לכת, זכות בחירה, גאולוג, גשר, פיזיקה, יצירתיות, חללית, ממשק, פילוסופיה	סוציאל-פילוסופיה
סוללה נטענות היא תת-סוג של <mask>.	סוללה חשמלית	רכבת, מיתולוגיה, ביצורים, גשר, פחם, ידוען, חלבון, אמן, ביולוגיה, סוללה חשמלית	סוללה נטענות
מרוץ אופניים היא תת-סוג של <mask>.	רכיבה על אופניים	"מיתולוגיה, יצירתיות, טרנסג'נדר, תא, אורגניזם, צומח, להט""""ב, סיפורת, ירק, רכיבה על אופניים"	מרוץ אופניים
תא רבייה היא תת-סוג של <mask>.	תא	"מלצר, אלפבית, חללית, להט""""ב, גשר, אנגלית, סימן מסחר, יין, גאומטריה, תא"	תא רבייה
טלסקופ אופטי היא תת-סוג של <mask>.	טלסקופ	תקשורת, סיפורת, יער, מספר שלם, תרופה, מיתולוגיה, אלפבית, אמן, מושל, טלסקופ	טלסקופ אופטי
שירותים ציבוריים היא תת-סוג של <mask>.	בית שימוש	מלצר, קבוצה, פחם, פיזיקה, מוזיקאי, סטטיסטיקה, אפיפיור, מושל, ביצורים, בית שימוש	שירותים ציבוריים
שיאנג-צ'י היא תת-סוג של <mask>.	שחמט	תרופה, DNA, פיזיקה, יישום מחשב, רכבת, ממשק, שחקן, טענה, סוציאליזם, שחמט	שיאנג-צ'י
חציל היא תת-סוג של <mask>.	ירק	יישום מחשב, כריך, סלט, בית, חללית, כוכב לכת, עורק, שריר, דמוקרטיה, ירק	חציל
סרט מונפש היא תת-סוג של <mask>.	סרט קולנוע	יער, חיל רגלים, צומח, תקשורת, סימן מסחר, פחם, שד, פרוטגוניסט, מכונית, סרט קולנוע	סרט מונפש
אבי העורקים היא תת-סוג של <mask>.	עורק	"בית, ג'אז, פרוטגוניסט, אלפבית, להט""""ב, הונאה, DNA, פילוסופיה, תרופה, עורק"	אבי העורקים
צור היא תת-סוג של <mask>.	קוורץ	סרט קולנוע, תא, נפט, כהן דת, הונאה, מיתולוגיה, מספר שלם, הומוסקסואליות, ביולוגיה, קוורץ	צור
