Prompt	Ans	Candidate Ans	Subject
Bonifacio III nació en <mask>.	Roma	Brooklyn, Nápoles, Houston, Como, Moscú, Mánchester, Milán, Belgrado, París, Roma	Bonifacio III
Claudio Abbado nació en <mask>.	Milán	Madrid, Colonia, Belgrado, Belfast, Viena, Chicago, Pekín, Londres, Berlín, Milán	Claudio Abbado
Enrico Caruso nació en <mask>.	Nápoles	Colonia, Roma, Como, Mánchester, Viena, Berlín, París, Escocia, Houston, Nápoles	Enrico Caruso
Mehmed VI nació en <mask>.	Estambul	Madrid, Westminster, Múnich, Belfast, Belgrado, Moscú, Ginebra, Toronto, Houston, Estambul	Mehmed VI
Dennis Farina nació en <mask>.	Chicago	Moscú, Belfast, Toronto, Berlín, Madrid, Milán, Armenia, Nápoles, Estambul, Chicago	Dennis Farina
Mark Strong nació en <mask>.	Londres	Milán, Madrid, Belfast, Ginebra, Roma, Brooklyn, Toronto, París, Houston, Londres	Mark Strong
Eduardo I nació en <mask>.	Westminster	Colonia, Brooklyn, Moscú, Ginebra, Milán, Toronto, Viena, Armenia, Medina, Westminster	Eduardo I
The Weeknd nació en <mask>.	Toronto	Mánchester, Milán, Londres, Colonia, La Meca, Westminster, Berlín, Madrid, Houston, Toronto	The Weeknd
Larry King nació en <mask>.	Brooklyn	Ginebra, Como, Roma, Medina, París, Berlín, Colonia, Múnich, Chicago, Brooklyn	Larry King
Arthur Harden nació en <mask>.	Mánchester	Londres, Roma, Colonia, Belfast, Escocia, La Meca, Estambul, Toronto, Moscú, Mánchester	Arthur Harden
Marqués de Sade nació en <mask>.	París	Medina, Milán, Houston, Mánchester, Nápoles, Estambul, Toronto, La Meca, Roma, París	Marqués de Sade
Zhang Ziyi nació en <mask>.	Pekín	Nápoles, Medina, Chicago, Berlín, Belgrado, Madrid, Roma, Moscú, La Meca, Pekín	Zhang Ziyi
Konrad Adenauer nació en <mask>.	Colonia	Belgrado, Toronto, Ginebra, Como, Moscú, Houston, Milán, Londres, Medina, Colonia	Konrad Adenauer
Ferdinand de Saussure nació en <mask>.	Ginebra	Estambul, Múnich, Moscú, Como, Nápoles, Colonia, Belgrado, Madrid, Londres, Ginebra	Ferdinand de Saussure
Basilio III de Moscú nació en <mask>.	Moscú	Milán, Toronto, La Meca, Berlín, Roma, Pekín, Estambul, Madrid, Ginebra, Moscú	Basilio III de Moscú
Georges Duhamel nació en <mask>.	París	Viena, Milán, Westminster, Belfast, La Meca, Armenia, Mánchester, Medina, Toronto, París	Georges Duhamel
Aisha bint Abi Bakr nació en <mask>.	La Meca	Como, Colonia, París, Brooklyn, Belfast, Houston, Escocia, Viena, Madrid, La Meca	Aisha bint Abi Bakr
Pedro I de Serbia nació en <mask>.	Belgrado	Viena, Pekín, Milán, Ginebra, Armenia, Brooklyn, Chicago, Nápoles, Belfast, Belgrado	Pedro I de Serbia
Bing Crosby nació en <mask>.	Tacoma	Chicago, Houston, Viena, Estambul, Como, Londres, Medina, Brooklyn, Nápoles, Tacoma	Bing Crosby
Miguel Ángel murió en <mask>.	Roma	Praga, Varsovia, Surrey, Florencia, Belgrado, Estambul, Lyon, Helsinki, Cartago, Roma	Miguel Ángel
Coco Chanel murió en <mask>.	París	Surrey, Roma, Medina, Londres, Tokio, Damasco, Estocolmo, Varsovia, Belgrado, París	Coco Chanel
Clemente XIV murió en <mask>.	Roma	Núremberg, Lyon, Helsinki, Kabul, Madison, Londres, París, El Cairo, Moscú, Roma	Clemente XIV
Umar ibn al-Jattab murió en <mask>.	Medina	Moscú, Belgrado, Cartago, Varsovia, Surrey, Estocolmo, Florencia, Venecia, Londres, Medina	Umar ibn al-Jattab
Clemente III murió en <mask>.	Roma	Estocolmo, Medina, Londres, Bagdad, Varsovia, Belgrado, Venecia, Damasco, Surrey, Roma	Clemente III
Balbino murió en <mask>.	Roma	Estambul, Estocolmo, Praga, Berlín, El Cairo, Madrid, Kabul, Núremberg, Madison, Roma	Balbino
Hrant Dink murió en <mask>.	Estambul	Jerusalén, Tokio, Moscú, Helsinki, Roma, Londres, Kabul, Florencia, Madrid, Estambul	Hrant Dink
Nicéforo III murió en <mask>.	Constantinopla	Taipéi, Moscú, Estocolmo, Atenas, Kabul, Núremberg, Damasco, París, Surrey, Constantinopla	Nicéforo III
Johann Pachelbel murió en <mask>.	Núremberg	Detroit, Atenas, Madrid, Tokio, Belgrado, Kabul, Roma, Praga, Moscú, Núremberg	Johann Pachelbel
Vaslav Nijinsky murió en <mask>.	Londres	Roma, Tokio, Madison, Estambul, Medina, Constantinopla, Venecia, Surrey, Bagdad, Londres	Vaslav Nijinsky
León X murió en <mask>.	Roma	Belgrado, Cartago, Surrey, El Cairo, Madison, París, Jerusalén, Venecia, Taipéi, Roma	León X
Donatello murió en <mask>.	Florencia	Detroit, Estocolmo, Atenas, Varsovia, Kabul, Bagdad, Londres, Jerusalén, Medina, Florencia	Donatello
Chiang Ching-kuo murió en <mask>.	Taipéi	Bagdad, Damasco, Atenas, Berlín, Helsinki, Lyon, Detroit, Núremberg, Madrid, Taipéi	Chiang Ching-kuo
Robert Hooke murió en <mask>.	Londres	Estambul, El Cairo, Constantinopla, Berlín, Tokio, Madrid, Surrey, Lyon, Taipéi, Londres	Robert Hooke
Rosa Parks murió en <mask>.	Detroit	París, Estambul, Madrid, Bagdad, Berlín, Estocolmo, Madison, El Cairo, Atenas, Detroit	Rosa Parks
Juan VIII Paleólogo murió en <mask>.	Constantinopla	Estocolmo, Varsovia, Moscú, Atenas, Bagdad, Taipéi, El Cairo, Florencia, Estambul, Constantinopla	Juan VIII Paleólogo
John Dee murió en <mask>.	Surrey	Roma, Varsovia, Bagdad, Constantinopla, Tokio, Florencia, Lyon, Detroit, Praga, Surrey	John Dee
Fernandel murió en <mask>.	París	Varsovia, Surrey, El Cairo, Atenas, Jerusalén, Praga, Venecia, Lyon, Helsinki, París	Fernandel
Miguel II murió en <mask>.	Constantinopla	Varsovia, Estambul, Tokio, Núremberg, Moscú, El Cairo, Venecia, Lyon, Surrey, Constantinopla	Miguel II
Karl Liebknecht murió en <mask>.	Berlín	Helsinki, El Cairo, Taipéi, Londres, París, Varsovia, Estambul, Madrid, Damasco, Berlín	Karl Liebknecht
Richard Wagner murió en <mask>.	Venecia	Moscú, Belgrado, Jerusalén, Varsovia, Surrey, París, Detroit, Bagdad, Damasco, Venecia	Richard Wagner
Antístenes murió en <mask>.	Atenas	Moscú, El Cairo, Medina, Constantinopla, Helsinki, Surrey, Kabul, París, Florencia, Atenas	Antístenes
Max Ernst murió en <mask>.	París	Londres, Estocolmo, Tokio, Núremberg, Roma, Atenas, Venecia, Moscú, Belgrado, París	Max Ernst
Martin Buber murió en <mask>.	Jerusalén	Kabul, Bagdad, Estocolmo, Moscú, Estambul, Surrey, Lyon, Núremberg, Belgrado, Jerusalén	Martin Buber
Joseph Goebbels murió en <mask>.	Berlín	Londres, Cartago, Praga, Atenas, Constantinopla, Medina, Roma, Kabul, Madison, Berlín	Joseph Goebbels
Montesquieu murió en <mask>.	París	Estocolmo, Kabul, El Cairo, Bagdad, Núremberg, Constantinopla, Damasco, Medina, Lyon, París	Montesquieu
Nicolás V murió en <mask>.	Roma	Moscú, Surrey, Lyon, Detroit, Núremberg, Bagdad, El Cairo, Madison, Damasco, Roma	Nicolás V
Charlotte Corday murió en <mask>.	París	Bagdad, Varsovia, Jerusalén, Kabul, Estambul, El Cairo, Tokio, Medina, Taipéi, París	Charlotte Corday
Mohammed Zahir Shah murió en <mask>.	Kabul	Medina, Jerusalén, Damasco, Venecia, Madison, Detroit, Moscú, Florencia, Surrey, Kabul	Mohammed Zahir Shah
Inocencio XI murió en <mask>.	Roma	Londres, Berlín, El Cairo, Venecia, Damasco, Madison, Cartago, Florencia, Atenas, Roma	Inocencio XI
Gordiano II murió en <mask>.	Cartago	Madison, Lyon, Praga, Roma, Belgrado, Jerusalén, Bagdad, Damasco, Detroit, Cartago	Gordiano II
Mstislav Rostropóvich murió en <mask>.	Moscú	Lyon, Estambul, Atenas, Núremberg, Madison, Berlín, Madrid, Tokio, Medina, Moscú	Mstislav Rostropóvich
Pío III murió en <mask>.	Roma	Estambul, Londres, Praga, Lyon, París, Varsovia, Belgrado, Kabul, Madrid, Roma	Pío III
Abdul Karim Qásim murió en <mask>.	Bagdad	Tokio, Roma, Florencia, Londres, París, El Cairo, Taipéi, Lyon, Damasco, Bagdad	Abdul Karim Qásim
Gregorio XVI murió en <mask>.	Roma	Constantinopla, Varsovia, Taipéi, Bagdad, Kabul, Londres, Madrid, Cartago, Damasco, Roma	Gregorio XVI
Aram Jachaturián murió en <mask>.	Moscú	Jerusalén, Bagdad, Núremberg, Atenas, Londres, Helsinki, Detroit, Tokio, Cartago, Moscú	Aram Jachaturián
Heinrich von Kleist murió en <mask>.	Berlín	Roma, Londres, Moscú, Lyon, Bagdad, Kabul, Florencia, Varsovia, Surrey, Berlín	Heinrich von Kleist
Abd-ul-Hamid I murió en <mask>.	Constantinopla	Estambul, Kabul, Venecia, El Cairo, Medina, Tokio, Detroit, Belgrado, París, Constantinopla	Abd-ul-Hamid I
Alejandro VIII murió en <mask>.	Roma	Lyon, Taipéi, Cartago, Madison, Estambul, Varsovia, Constantinopla, Londres, Madrid, Roma	Alejandro VIII
Johann Christian Bach murió en <mask>.	Londres	Atenas, Berlín, París, Kabul, Helsinki, Jerusalén, Damasco, Madrid, Lyon, Londres	Johann Christian Bach
Samuel Johnson murió en <mask>.	Londres	Cartago, Estambul, Medina, Estocolmo, Berlín, Varsovia, Moscú, El Cairo, Atenas, Londres	Samuel Johnson
Jacques Cousteau murió en <mask>.	París	Atenas, Berlín, Venecia, Belgrado, Núremberg, Roma, Constantinopla, Jerusalén, Bagdad, París	Jacques Cousteau
Sofia Kovalévskaya murió en <mask>.	Estocolmo	París, Helsinki, Berlín, Madison, Atenas, Florencia, Detroit, Praga, Kabul, Estocolmo	Sofia Kovalévskaya
Georg Wilhelm Friedrich Hegel murió en <mask>.	Berlín	Atenas, Madison, Kabul, Madrid, Bagdad, Praga, Estocolmo, Estambul, Medina, Berlín	Georg Wilhelm Friedrich Hegel
Sandro Botticelli murió en <mask>.	Florencia	Belgrado, Medina, Estambul, Madison, Núremberg, Detroit, Estocolmo, Kabul, Jerusalén, Florencia	Sandro Botticelli
Samuel Taylor Coleridge murió en <mask>.	Londres	Estocolmo, Varsovia, Medina, Detroit, Jerusalén, Belgrado, Lyon, Moscú, Cartago, Londres	Samuel Taylor Coleridge
Ibn Jaldún murió en <mask>.	El Cairo	Lyon, Berlín, Núremberg, Jerusalén, Venecia, Moscú, Estambul, Taipéi, Damasco, El Cairo	Ibn Jaldún
Enrique IV de Inglaterra murió en <mask>.	Londres	Estambul, Atenas, El Cairo, Roma, Núremberg, Damasco, Madrid, Venecia, Berlín, Londres	Enrique IV de Inglaterra
Tomaso Albinoni murió en <mask>.	Venecia	París, Jerusalén, Medina, Lyon, Florencia, Detroit, Helsinki, Belgrado, Taipéi, Venecia	Tomaso Albinoni
Paavo Nurmi murió en <mask>.	Helsinki	Taipéi, Surrey, Estocolmo, Florencia, Kabul, París, Londres, Belgrado, Lyon, Helsinki	Paavo Nurmi
Clemente de Roma murió en <mask>.	Roma	Londres, Bagdad, Helsinki, Estambul, Belgrado, París, Cartago, Constantinopla, Varsovia, Roma	Clemente de Roma
Luis XVII de Francia murió en <mask>.	París	Madrid, Venecia, Constantinopla, Estocolmo, Moscú, Florencia, Medina, Damasco, Núremberg, París	Luis XVII de Francia
Kishō Kurokawa murió en <mask>.	Tokio	Florencia, Atenas, Cartago, Moscú, Varsovia, El Cairo, Venecia, París, Roma, Tokio	Kishō Kurokawa
Maximilien Robespierre murió en <mask>.	París	Florencia, Moscú, Medina, Damasco, Roma, Tokio, Núremberg, Estocolmo, Bagdad, París	Maximilien Robespierre
Giorgione murió en <mask>.	Venecia	París, Roma, Atenas, Moscú, Helsinki, Londres, Constantinopla, Medina, Lyon, Venecia	Giorgione
Pedro I de Serbia murió en <mask>.	Belgrado	Tokio, Bagdad, Londres, París, Taipéi, Kabul, Helsinki, Atenas, Núremberg, Belgrado	Pedro I de Serbia
L. L. Zamenhof murió en <mask>.	Varsovia	Londres, Núremberg, Atenas, Belgrado, Lyon, Helsinki, Bagdad, Constantinopla, París, Varsovia	L. L. Zamenhof
Ibrahim bajá murió en <mask>.	El Cairo	París, Madison, Surrey, Praga, Belgrado, Varsovia, Atenas, Damasco, Estambul, El Cairo	Ibrahim bajá
Clemente XII murió en <mask>.	Roma	Berlín, Estambul, El Cairo, Tokio, Constantinopla, Belgrado, Taipéi, Kabul, París, Roma	Clemente XII
Ireneo de Lyon murió en <mask>.	Lyon	Detroit, Helsinki, Surrey, Medina, Núremberg, Londres, Florencia, Constantinopla, Moscú, Lyon	Ireneo de Lyon
Jacques Derrida murió en <mask>.	París	Cartago, Berlín, Detroit, Atenas, Roma, Belgrado, Damasco, El Cairo, Lyon, París	Jacques Derrida
Carlos IV de España murió en <mask>.	Roma	Praga, Madrid, Atenas, Venecia, Varsovia, Tokio, Helsinki, Moscú, Jerusalén, Roma	Carlos IV de España
Ralph Vaughan Williams murió en <mask>.	Londres	Roma, Madrid, Atenas, Berlín, Medina, París, Detroit, Lyon, El Cairo, Londres	Ralph Vaughan Williams
Andréi Gromyko murió en <mask>.	Moscú	Madrid, Taipéi, Detroit, Atenas, Venecia, Damasco, Cartago, Londres, Núremberg, Moscú	Andréi Gromyko
Ulrica Leonor de Suecia murió en <mask>.	Estocolmo	Atenas, Taipéi, Surrey, Varsovia, Jerusalén, Florencia, Madrid, Damasco, París, Estocolmo	Ulrica Leonor de Suecia
Otis Redding murió en <mask>.	Madison	París, Venecia, Roma, Cartago, Florencia, Estambul, Kabul, Bagdad, Estocolmo, Madison	Otis Redding
Henri Rousseau murió en <mask>.	París	Surrey, Florencia, Cartago, Helsinki, Venecia, Bagdad, Núremberg, Damasco, Belgrado, París	Henri Rousseau
Muawiya ibn Abi Sufyan murió en <mask>.	Damasco	Estocolmo, Tokio, Detroit, Constantinopla, Madison, Madrid, Surrey, Praga, París, Damasco	Muawiya ibn Abi Sufyan
Louis Aragon murió en <mask>.	París	El Cairo, Madrid, Medina, Surrey, Jerusalén, Varsovia, Madison, Bagdad, Damasco, París	Louis Aragon
Baibars murió en <mask>.	Damasco	Moscú, Surrey, París, Jerusalén, Londres, Medina, Atenas, Madrid, Belgrado, Damasco	Baibars
Claus von Stauffenberg murió en <mask>.	Berlín	Londres, Praga, Varsovia, Kabul, París, Lyon, Taipéi, Belgrado, Detroit, Berlín	Claus von Stauffenberg
Donato d'Angelo Bramante murió en <mask>.	Roma	Jerusalén, Helsinki, Lyon, Estocolmo, Berlín, Moscú, Kabul, Bagdad, Varsovia, Roma	Donato d'Angelo Bramante
Francisco Franco murió en <mask>.	Madrid	Roma, Lyon, Atenas, Moscú, Jerusalén, Praga, Constantinopla, Berlín, Detroit, Madrid	Francisco Franco
Claude Bernard murió en <mask>.	París	Medina, Constantinopla, Detroit, Damasco, Lyon, Surrey, Estocolmo, Madison, Berlín, París	Claude Bernard
Gamal Abdel Nasser murió en <mask>.	El Cairo	Medina, Estambul, Núremberg, Estocolmo, Detroit, Taipéi, Florencia, Venecia, Varsovia, El Cairo	Gamal Abdel Nasser
Yákov Sverdlov murió en <mask>.	Moscú	Taipéi, Bagdad, Detroit, Núremberg, Damasco, Londres, Berlín, Venecia, Constantinopla, Moscú	Yákov Sverdlov
Charles Louis Alphonse Laveran murió en <mask>.	París	Madrid, Londres, Berlín, Jerusalén, Roma, Varsovia, Bagdad, Atenas, Belgrado, París	Charles Louis Alphonse Laveran
Tycho Brahe murió en <mask>.	Praga	Cartago, Helsinki, Medina, Tokio, Roma, Estocolmo, Florencia, Estambul, Bagdad, Praga	Tycho Brahe
Edward Heath murió en <mask>.	Salisbury	Surrey, París, Taipéi, Constantinopla, Madison, Varsovia, Berlín, Londres, Cartago, Salisbury	Edward Heath
galaxia lenticular es una subclase de <mask>.	galaxia	puente, ácido desoxirribonucleico, bocadillo, inglés, comunicación, película, medicina, industria, perro, galaxia	galaxia lenticular
champán es una subclase de <mask>.	vino	caza, homosexualidad, célula, creatividad, estadística, película, software, mitología, vacuna, vino	champán
estadística descriptiva es una subclase de <mask>.	estadística	inglés, industria, medicina, computadora portátil, arteria, gestión, fortificación, político, socialismo, estadística	estadística descriptiva
geometría analítica es una subclase de <mask>.	geometría	galaxia, biología, epidemia, historia, camarero, nave espacial, carbón, crucero, comunicación, geometría	geometría analítica
Tren de levitación magnética es una subclase de <mask>.	tren	perro, célula, medicina, fraude, marca, número entero, infantería, geólogo, algoritmo, tren	Tren de levitación magnética
interfaz de usuario es una subclase de <mask>.	interfaz	reloj, sacerdote, músculo, enfermedad, automóvil, planeta, fortificación, inodoro, telescopio, interfaz	interfaz de usuario
sufragio universal es una subclase de <mask>.	sufragio	industria, artista, budismo, cuarzo, ácido desoxirribonucleico, gobernador, planeta, contaminación, LGBT, sufragio	sufragio universal
prolactina es una subclase de <mask>.	proteína	fraude, proposición, celebridad, enfermedad, actor, puente, petróleo, artista, comunicación, proteína	prolactina
gay es una subclase de <mask>.	homosexualidad	camarero, epidemia, actor, ajedrez, caza, vacuna, operación matemática, infantería, jazz, homosexualidad	gay
fractal es una subclase de <mask>.	conjunto	operación matemática, jazz, ficción, perro, protagonista, filosofía, computadora portátil, telescopio, arteria, conjunto	fractal
teoría de conspiración es una subclase de <mask>.	proposición	LGBT, infantería, aplicación informática, verdura, software, epidemia, derecho, planeta, célula, proposición	teoría de conspiración
bulldog es una subclase de <mask>.	perro	chino, inodoro, contaminación, mitología, física, petróleo, enfermedad, bocadillo, medicamento, perro	bulldog
planeta extrasolar es una subclase de <mask>.	planeta	fortificación, cerebro, inodoro, perro, planta, democracia, artista, filosofía, humor, planeta	planeta extrasolar
presentador de televisión es una subclase de <mask>.	celebridad	humor, película, inglés, operación matemática, sufragio, ciclismo, automóvil, crucero, transgénero, celebridad	presentador de televisión
cosmología es una subclase de <mask>.	física	chino, jazz, budismo, clima, carne, celebridad, biología, gobernador, fraude, física	cosmología
Telepatía es una subclase de <mask>.	comunicación	artista, inglés, vino, epidemia, vacuna, perro, bosque, número entero, homicidio, comunicación	Telepatía
filosofía social es una subclase de <mask>.	filosofía	demonio, planeta, sufragio, geólogo, puente, física, creatividad, nave espacial, interfaz, filosofía	filosofía social
batería recargable es una subclase de <mask>.	batería	tren, mitología, fortificación, puente, carbón, celebridad, proteína, artista, biología, batería	batería recargable
ciclismo de competición es una subclase de <mask>.	ciclismo	mitología, creatividad, transgénero, célula, ser vivo, planta, LGBT, ficción, verdura, ciclismo	ciclismo de competición
gameto es una subclase de <mask>.	célula	camarero, alfabeto, nave espacial, LGBT, puente, inglés, marca, vino, geometría, célula	gameto
telescopio óptico es una subclase de <mask>.	telescopio	comunicación, ficción, bosque, número entero, medicamento, mitología, alfabeto, artista, gobernador, telescopio	telescopio óptico
baño público es una subclase de <mask>.	inodoro	camarero, conjunto, carbón, física, músico, estadística, papa, gobernador, fortificación, inodoro	baño público
ajedrez chino es una subclase de <mask>.	ajedrez	medicamento, ácido desoxirribonucleico, física, aplicación informática, tren, interfaz, actor, proposición, socialismo, ajedrez	ajedrez chino
berenjena es una subclase de <mask>.	verdura	aplicación informática, bocadillo, Ensalada, hogar, nave espacial, planeta, arteria, músculo, democracia, verdura	berenjena
película de animación es una subclase de <mask>.	película	bosque, infantería, planta, comunicación, marca, carbón, demonio, protagonista, automóvil, película	película de animación
aorta es una subclase de <mask>.	arteria	hogar, jazz, protagonista, alfabeto, LGBT, fraude, ácido desoxirribonucleico, filosofía, medicamento, arteria	aorta
sílex es una subclase de <mask>.	cuarzo	película, célula, petróleo, sacerdote, fraude, mitología, número entero, homosexualidad, biología, cuarzo	sílex
brócoli es una subclase de <mask>.	verdura	sufragio, geólogo, camarero, nave espacial, papa, carne, homicidio, actor, enfermedad, verdura	brócoli
barman es una subclase de <mask>.	camarero	LGBT, operación matemática, Ensalada, alfabeto, infantería, cerebro, vacuna, geólogo, carne, camarero	barman
antipapa es una subclase de <mask>.	papa	galaxia, humor, ciclismo, fortificación, física, planeta, fotografía, industria, automóvil, papa	antipapa
artefacto explosivo improvisado es una subclase de <mask>.	bomba	geólogo, bocadillo, demonio, perro, enfermedad, crucero, camarero, mitología, física, bomba	artefacto explosivo improvisado
presidente es una subclase de <mask>.	político	actor, gobernador, batería, carne, humor, músculo, estadística, proposición, sufragio, político	presidente
Eritropoyetina es una subclase de <mask>.	proteína	infantería, vino, telescopio, clima, perro, física, reloj, planta, comunicación, proteína	Eritropoyetina
Bosque primario es una subclase de <mask>.	bosque	artista, alfabeto, software, célula, película, sacerdote, ajedrez, comunicación, ácido desoxirribonucleico, bosque	Bosque primario
veterinaria es una subclase de <mask>.	medicina	fraude, carne, software, ciclismo, sufragio, gestión, industria, político, proteína, medicina	veterinaria
cine de acción es una subclase de <mask>.	película	papa, geometría, artista, vino, carne, interfaz, cerebro, proteína, socialismo, película	cine de acción
historia natural es una subclase de <mask>.	historia	clima, Ensalada, inglés, ficción, bomba, arteria, vacuna, vino, número entero, historia	historia natural
democracia directa es una subclase de <mask>.	democracia	automóvil, planta, carbón, tren, enfermedad, comunicación, papa, bomba, ser vivo, democracia	democracia directa
chino mandarín es una subclase de <mask>.	chino	músculo, batería, software, filosofía, geometría, astronomía, democracia, planeta, proteína, chino	chino mandarín
Vacuna BCG es una subclase de <mask>.	vacuna	alfabeto, gestión, proteína, aplicación informática, verdura, operación matemática, fortificación, LGBT, humor, vacuna	Vacuna BCG
derecho natural es una subclase de <mask>.	derecho	nave espacial, humor, creatividad, planeta, automóvil, budismo, software, fortificación, historia, derecho	derecho natural
mitología griega es una subclase de <mask>.	mitología	fraude, gestión, puente, historia, infantería, homosexualidad, camarero, física, batería, mitología	mitología griega
estación espacial es una subclase de <mask>.	nave espacial	cerebro, software, vino, humor, comunicación, industria, socialismo, crucero, inglés, nave espacial	estación espacial
súcubo es una subclase de <mask>.	demonio	ficción, planta, homicidio, actor, socialismo, gobernador, película, homosexualidad, camarero, demonio	súcubo
eutanasia es una subclase de <mask>.	homicidio	inglés, demonio, fortificación, gobernador, planta, celebridad, clima, papa, sufragio, homicidio	eutanasia
resta es una subclase de <mask>.	operación matemática	gobernador, cuarzo, vacuna, celebridad, ficción, conjunto, tren, aplicación informática, galaxia, operación matemática	resta
galaxia enana es una subclase de <mask>.	galaxia	creatividad, artista, fortificación, sacerdote, planeta, nave espacial, bomba, software, ficción, galaxia	galaxia enana
asesinato es una subclase de <mask>.	homicidio	sacerdote, fotografía, músculo, vino, homosexualidad, biología, arteria, nave espacial, cerebro, homicidio	asesinato
arquitecto es una subclase de <mask>.	artista	conjunto, celebridad, cuarzo, inodoro, epidemia, demonio, software, vino, LGBT, artista	arquitecto
castillo es una subclase de <mask>.	hogar	humor, algoritmo, jazz, político, mitología, camarero, conjunto, inglés, medicina, hogar	castillo
satélite artificial es una subclase de <mask>.	nave espacial	galaxia, arteria, papa, músico, homicidio, LGBT, democracia, fortificación, homosexualidad, nave espacial	satélite artificial
carnívoro es una subclase de <mask>.	ser vivo	perro, interfaz, alfabeto, LGBT, ficción, músico, epidemia, fraude, contaminación, ser vivo	carnívoro
shōgi es una subclase de <mask>.	ajedrez	geólogo, ser vivo, reloj, historia, gobernador, ficción, celebridad, inodoro, conjunto, ajedrez	shōgi
perrito caliente es una subclase de <mask>.	bocadillo	caza, humor, nave espacial, medicina, socialismo, software, carbón, músculo, planeta, bocadillo	perrito caliente
reloj de sol es una subclase de <mask>.	reloj	vino, fortificación, carbón, Ensalada, gestión, astronomía, LGBT, contaminación, socialismo, reloj	reloj de sol
sello discográfico es una subclase de <mask>.	marca	infantería, derecho, camarero, medicina, computadora portátil, clima, enfermedad, arteria, célula, marca	sello discográfico
novela corta es una subclase de <mask>.	ficción	fortificación, perro, inglés, inodoro, software, industria, hogar, infantería, budismo, ficción	novela corta
física aplicada es una subclase de <mask>.	física	democracia, inglés, gobernador, bosque, marca, cuarzo, célula, protagonista, Ensalada, física	física aplicada
videojuego es una subclase de <mask>.	aplicación informática	medicamento, ficción, planeta, proposición, telescopio, caza, nave espacial, músculo, bosque, aplicación informática	videojuego
infantería de marina es una subclase de <mask>.	infantería	industria, historia, marca, fraude, crucero, medicamento, alfabeto, chino, sufragio, infantería	infantería de marina
Puente de barcas es una subclase de <mask>.	puente	músculo, perro, automóvil, fraude, planta, física, arteria, clima, bomba, puente	Puente de barcas
alfabeto árabe es una subclase de <mask>.	alfabeto	astronomía, inodoro, actor, galaxia, computadora portátil, algoritmo, homosexualidad, sufragio, gestión, alfabeto	alfabeto árabe
inglés estadounidense es una subclase de <mask>.	inglés	célula, epidemia, verdura, ajedrez, derecho, bomba, vino, político, astronomía, inglés	inglés estadounidense
cine de terror es una subclase de <mask>.	película	inglés, carbón, contaminación, filosofía, computadora portátil, proposición, marca, protagonista, creatividad, película	cine de terror
firmware es una subclase de <mask>.	software	galaxia, medicamento, fortificación, budismo, filosofía, marca, historia, ácido desoxirribonucleico, democracia, software	firmware
