Prompt	Ans	Candidate Ans	Subject
Claudio Abbado est né en <mask>.	Milan	Madrid, Cologne, Belgrade, Belfast, Vienne, Chicago, Pékin, Londres, Berlin, Milan	Claudio Abbado
Enrico Caruso est né en <mask>.	Naples	Cologne, Rome, Côme, Manchester, Vienne, Berlin, Paris, Écosse, Houston, Naples	Enrico Caruso
Mehmed VI est né en <mask>.	Istanbul	Madrid, Westminster, Munich, Belfast, Belgrade, Moscou, Genève, Toronto, Houston, Istanbul	Mehmed VI
Dennis Farina est né en <mask>.	Chicago	Moscou, Belfast, Toronto, Berlin, Madrid, Milan, Arménie, Naples, Istanbul, Chicago	Dennis Farina
Mark Strong est né en <mask>.	Londres	Milan, Madrid, Belfast, Genève, Rome, Brooklyn, Toronto, Paris, Houston, Londres	Mark Strong
Édouard Ier est né en <mask>.	Westminster	Cologne, Brooklyn, Moscou, Genève, Milan, Toronto, Vienne, Arménie, Médine, Westminster	Édouard Ier
The Weeknd est né en <mask>.	Toronto	Manchester, Milan, Londres, Cologne, La Mecque, Westminster, Berlin, Madrid, Houston, Toronto	The Weeknd
Larry King est né en <mask>.	Brooklyn	Genève, Côme, Rome, Médine, Paris, Berlin, Cologne, Munich, Chicago, Brooklyn	Larry King
Arthur Harden est né en <mask>.	Manchester	Londres, Rome, Cologne, Belfast, Écosse, La Mecque, Istanbul, Toronto, Moscou, Manchester	Arthur Harden
Marquis de Sade est né en <mask>.	Paris	Médine, Milan, Houston, Manchester, Naples, Istanbul, Toronto, La Mecque, Rome, Paris	Marquis de Sade
Zhang Ziyi est né en <mask>.	Pékin	Naples, Médine, Chicago, Berlin, Belgrade, Madrid, Rome, Moscou, La Mecque, Pékin	Zhang Ziyi
Konrad Adenauer est né en <mask>.	Cologne	Belgrade, Toronto, Genève, Côme, Moscou, Houston, Milan, Londres, Médine, Cologne	Konrad Adenauer
Ferdinand de Saussure est né en <mask>.	Genève	Istanbul, Munich, Moscou, Côme, Naples, Cologne, Belgrade, Madrid, Londres, Genève	Ferdinand de Saussure
Vassili III est né en <mask>.	Moscou	Milan, Toronto, La Mecque, Berlin, Rome, Pékin, Istanbul, Madrid, Genève, Moscou	Vassili III
Georges Duhamel est né en <mask>.	Paris	Vienne, Milan, Westminster, Belfast, La Mecque, Arménie, Manchester, Médine, Toronto, Paris	Georges Duhamel
Aïcha est né en <mask>.	La Mecque	Côme, Cologne, Paris, Brooklyn, Belfast, Houston, Écosse, Vienne, Madrid, La Mecque	Aïcha
Pierre Ier de Serbie est né en <mask>.	Belgrade	Vienne, Pékin, Milan, Genève, Arménie, Brooklyn, Chicago, Naples, Belfast, Belgrade	Pierre Ier de Serbie
Bing Crosby est né en <mask>.	Tacoma	Chicago, Houston, Vienne, Istanbul, Côme, Londres, Médine, Brooklyn, Naples, Tacoma	Bing Crosby
Michel-Ange est décédé en <mask>.	Rome	Prague, Varsovie, Surrey, Florence, Belgrade, Istanbul, Lyon, Helsinki, Carthage, Rome	Michel-Ange
Coco Chanel est décédé en <mask>.	Paris	Surrey, Rome, Médine, Londres, Tokyo, Damas, Stockholm, Varsovie, Belgrade, Paris	Coco Chanel
Clément XIV est décédé en <mask>.	Rome	Nuremberg, Lyon, Helsinki, Kaboul, Madison, Londres, Paris, Le Caire, Moscou, Rome	Clément XIV
Omar ibn al-Khattâb est décédé en <mask>.	Médine	Moscou, Belgrade, Carthage, Varsovie, Surrey, Stockholm, Florence, Venise, Londres, Médine	Omar ibn al-Khattâb
Clément III est décédé en <mask>.	Rome	Stockholm, Médine, Londres, Bagdad, Varsovie, Belgrade, Venise, Damas, Surrey, Rome	Clément III
Balbin est décédé en <mask>.	Rome	Istanbul, Stockholm, Prague, Berlin, Le Caire, Madrid, Kaboul, Nuremberg, Madison, Rome	Balbin
Hrant Dink est décédé en <mask>.	Istanbul	Jérusalem, Tokyo, Moscou, Helsinki, Rome, Londres, Kaboul, Florence, Madrid, Istanbul	Hrant Dink
Nicéphore III Botaniatès est décédé en <mask>.	Constantinople	Taipei, Moscou, Stockholm, Athènes, Kaboul, Nuremberg, Damas, Paris, Surrey, Constantinople	Nicéphore III Botaniatès
Johann Pachelbel est décédé en <mask>.	Nuremberg	Détroit, Athènes, Madrid, Tokyo, Belgrade, Kaboul, Rome, Prague, Moscou, Nuremberg	Johann Pachelbel
Vaslav Nijinski est décédé en <mask>.	Londres	Rome, Tokyo, Madison, Istanbul, Médine, Constantinople, Venise, Surrey, Bagdad, Londres	Vaslav Nijinski
Léon X est décédé en <mask>.	Rome	Belgrade, Carthage, Surrey, Le Caire, Madison, Paris, Jérusalem, Venise, Taipei, Rome	Léon X
Donatello est décédé en <mask>.	Florence	Détroit, Stockholm, Athènes, Varsovie, Kaboul, Bagdad, Londres, Jérusalem, Médine, Florence	Donatello
Chiang Ching-kuo est décédé en <mask>.	Taipei	Bagdad, Damas, Athènes, Berlin, Helsinki, Lyon, Détroit, Nuremberg, Madrid, Taipei	Chiang Ching-kuo
Robert Hooke est décédé en <mask>.	Londres	Istanbul, Le Caire, Constantinople, Berlin, Tokyo, Madrid, Surrey, Lyon, Taipei, Londres	Robert Hooke
Rosa Parks est décédé en <mask>.	Détroit	Paris, Istanbul, Madrid, Bagdad, Berlin, Stockholm, Madison, Le Caire, Athènes, Détroit	Rosa Parks
Jean VIII Paléologue est décédé en <mask>.	Constantinople	Stockholm, Varsovie, Moscou, Athènes, Bagdad, Taipei, Le Caire, Florence, Istanbul, Constantinople	Jean VIII Paléologue
John Dee est décédé en <mask>.	Surrey	Rome, Varsovie, Bagdad, Constantinople, Tokyo, Florence, Lyon, Détroit, Prague, Surrey	John Dee
Fernandel est décédé en <mask>.	Paris	Varsovie, Surrey, Le Caire, Athènes, Jérusalem, Prague, Venise, Lyon, Helsinki, Paris	Fernandel
Michel II est décédé en <mask>.	Constantinople	Varsovie, Istanbul, Tokyo, Nuremberg, Moscou, Le Caire, Venise, Lyon, Surrey, Constantinople	Michel II
Karl Liebknecht est décédé en <mask>.	Berlin	Helsinki, Le Caire, Taipei, Londres, Paris, Varsovie, Istanbul, Madrid, Damas, Berlin	Karl Liebknecht
Richard Wagner est décédé en <mask>.	Venise	Moscou, Belgrade, Jérusalem, Varsovie, Surrey, Paris, Détroit, Bagdad, Damas, Venise	Richard Wagner
Antisthène est décédé en <mask>.	Athènes	Moscou, Le Caire, Médine, Constantinople, Helsinki, Surrey, Kaboul, Paris, Florence, Athènes	Antisthène
Max Ernst est décédé en <mask>.	Paris	Londres, Stockholm, Tokyo, Nuremberg, Rome, Athènes, Venise, Moscou, Belgrade, Paris	Max Ernst
Martin Buber est décédé en <mask>.	Jérusalem	Kaboul, Bagdad, Stockholm, Moscou, Istanbul, Surrey, Lyon, Nuremberg, Belgrade, Jérusalem	Martin Buber
Joseph Goebbels est décédé en <mask>.	Berlin	Londres, Carthage, Prague, Athènes, Constantinople, Médine, Rome, Kaboul, Madison, Berlin	Joseph Goebbels
Montesquieu est décédé en <mask>.	Paris	Stockholm, Kaboul, Le Caire, Bagdad, Nuremberg, Constantinople, Damas, Médine, Lyon, Paris	Montesquieu
Nicolas V est décédé en <mask>.	Rome	Moscou, Surrey, Lyon, Détroit, Nuremberg, Bagdad, Le Caire, Madison, Damas, Rome	Nicolas V
Charlotte Corday est décédé en <mask>.	Paris	Bagdad, Varsovie, Jérusalem, Kaboul, Istanbul, Le Caire, Tokyo, Médine, Taipei, Paris	Charlotte Corday
Mohammad Zaher Shah est décédé en <mask>.	Kaboul	Médine, Jérusalem, Damas, Venise, Madison, Détroit, Moscou, Florence, Surrey, Kaboul	Mohammad Zaher Shah
Innocent XI est décédé en <mask>.	Rome	Londres, Berlin, Le Caire, Venise, Damas, Madison, Carthage, Florence, Athènes, Rome	Innocent XI
Gordien II est décédé en <mask>.	Carthage	Madison, Lyon, Prague, Rome, Belgrade, Jérusalem, Bagdad, Damas, Détroit, Carthage	Gordien II
Mstislav Rostropovitch est décédé en <mask>.	Moscou	Lyon, Istanbul, Athènes, Nuremberg, Madison, Berlin, Madrid, Tokyo, Médine, Moscou	Mstislav Rostropovitch
Pie III est décédé en <mask>.	Rome	Istanbul, Londres, Prague, Lyon, Paris, Varsovie, Belgrade, Kaboul, Madrid, Rome	Pie III
Abdel Karim Kassem est décédé en <mask>.	Bagdad	Tokyo, Rome, Florence, Londres, Paris, Le Caire, Taipei, Lyon, Damas, Bagdad	Abdel Karim Kassem
Grégoire XVI est décédé en <mask>.	Rome	Constantinople, Varsovie, Taipei, Bagdad, Kaboul, Londres, Madrid, Carthage, Damas, Rome	Grégoire XVI
Aram Khatchatourian est décédé en <mask>.	Moscou	Jérusalem, Bagdad, Nuremberg, Athènes, Londres, Helsinki, Détroit, Tokyo, Carthage, Moscou	Aram Khatchatourian
Heinrich von Kleist est décédé en <mask>.	Berlin	Rome, Londres, Moscou, Lyon, Bagdad, Kaboul, Florence, Varsovie, Surrey, Berlin	Heinrich von Kleist
Abdülhamid Ier est décédé en <mask>.	Constantinople	Istanbul, Kaboul, Venise, Le Caire, Médine, Tokyo, Détroit, Belgrade, Paris, Constantinople	Abdülhamid Ier
Alexandre VIII est décédé en <mask>.	Rome	Lyon, Taipei, Carthage, Madison, Istanbul, Varsovie, Constantinople, Londres, Madrid, Rome	Alexandre VIII
Johann Christian Bach est décédé en <mask>.	Londres	Athènes, Berlin, Paris, Kaboul, Helsinki, Jérusalem, Damas, Madrid, Lyon, Londres	Johann Christian Bach
Samuel Johnson est décédé en <mask>.	Londres	Carthage, Istanbul, Médine, Stockholm, Berlin, Varsovie, Moscou, Le Caire, Athènes, Londres	Samuel Johnson
Jacques-Yves Cousteau est décédé en <mask>.	Paris	Athènes, Berlin, Venise, Belgrade, Nuremberg, Rome, Constantinople, Jérusalem, Bagdad, Paris	Jacques-Yves Cousteau
Sofia Kovalevskaïa est décédé en <mask>.	Stockholm	Paris, Helsinki, Berlin, Madison, Athènes, Florence, Détroit, Prague, Kaboul, Stockholm	Sofia Kovalevskaïa
Georg Wilhelm Friedrich Hegel est décédé en <mask>.	Berlin	Athènes, Madison, Kaboul, Madrid, Bagdad, Prague, Stockholm, Istanbul, Médine, Berlin	Georg Wilhelm Friedrich Hegel
Sandro Botticelli est décédé en <mask>.	Florence	Belgrade, Médine, Istanbul, Madison, Nuremberg, Détroit, Stockholm, Kaboul, Jérusalem, Florence	Sandro Botticelli
Samuel Taylor Coleridge est décédé en <mask>.	Londres	Stockholm, Varsovie, Médine, Détroit, Jérusalem, Belgrade, Lyon, Moscou, Carthage, Londres	Samuel Taylor Coleridge
Ibn Khaldoun est décédé en <mask>.	Le Caire	Lyon, Berlin, Nuremberg, Jérusalem, Venise, Moscou, Istanbul, Taipei, Damas, Le Caire	Ibn Khaldoun
Henri IV est décédé en <mask>.	Londres	Istanbul, Athènes, Le Caire, Rome, Nuremberg, Damas, Madrid, Venise, Berlin, Londres	Henri IV
Tomaso Albinoni est décédé en <mask>.	Venise	Paris, Jérusalem, Médine, Lyon, Florence, Détroit, Helsinki, Belgrade, Taipei, Venise	Tomaso Albinoni
Paavo Nurmi est décédé en <mask>.	Helsinki	Taipei, Surrey, Stockholm, Florence, Kaboul, Paris, Londres, Belgrade, Lyon, Helsinki	Paavo Nurmi
Clément Ier est décédé en <mask>.	Rome	Londres, Bagdad, Helsinki, Istanbul, Belgrade, Paris, Carthage, Constantinople, Varsovie, Rome	Clément Ier
Louis XVII est décédé en <mask>.	Paris	Madrid, Venise, Constantinople, Stockholm, Moscou, Florence, Médine, Damas, Nuremberg, Paris	Louis XVII
Kisho Kurokawa est décédé en <mask>.	Tokyo	Florence, Athènes, Carthage, Moscou, Varsovie, Le Caire, Venise, Paris, Rome, Tokyo	Kisho Kurokawa
Maximilien de Robespierre est décédé en <mask>.	Paris	Florence, Moscou, Médine, Damas, Rome, Tokyo, Nuremberg, Stockholm, Bagdad, Paris	Maximilien de Robespierre
Giorgione est décédé en <mask>.	Venise	Paris, Rome, Athènes, Moscou, Helsinki, Londres, Constantinople, Médine, Lyon, Venise	Giorgione
Pierre Ier de Serbie est décédé en <mask>.	Belgrade	Tokyo, Bagdad, Londres, Paris, Taipei, Kaboul, Helsinki, Athènes, Nuremberg, Belgrade	Pierre Ier de Serbie
Louis-Lazare Zamenhof est décédé en <mask>.	Varsovie	Londres, Nuremberg, Athènes, Belgrade, Lyon, Helsinki, Bagdad, Constantinople, Paris, Varsovie	Louis-Lazare Zamenhof
Ibrahim Pacha est décédé en <mask>.	Le Caire	Paris, Madison, Surrey, Prague, Belgrade, Varsovie, Athènes, Damas, Istanbul, Le Caire	Ibrahim Pacha
Clément XII est décédé en <mask>.	Rome	Berlin, Istanbul, Le Caire, Tokyo, Constantinople, Belgrade, Taipei, Kaboul, Paris, Rome	Clément XII
Irénée de Lyon est décédé en <mask>.	Lyon	Détroit, Helsinki, Surrey, Médine, Nuremberg, Londres, Florence, Constantinople, Moscou, Lyon	Irénée de Lyon
Jacques Derrida est décédé en <mask>.	Paris	Carthage, Berlin, Détroit, Athènes, Rome, Belgrade, Damas, Le Caire, Lyon, Paris	Jacques Derrida
Charles IV d'Espagne est décédé en <mask>.	Rome	Prague, Madrid, Athènes, Venise, Varsovie, Tokyo, Helsinki, Moscou, Jérusalem, Rome	Charles IV d'Espagne
Ralph Vaughan Williams est décédé en <mask>.	Londres	Rome, Madrid, Athènes, Berlin, Médine, Paris, Détroit, Lyon, Le Caire, Londres	Ralph Vaughan Williams
Andreï Gromyko est décédé en <mask>.	Moscou	Madrid, Taipei, Détroit, Athènes, Venise, Damas, Carthage, Londres, Nuremberg, Moscou	Andreï Gromyko
Ulrique-Éléonore de Suède est décédé en <mask>.	Stockholm	Athènes, Taipei, Surrey, Varsovie, Jérusalem, Florence, Madrid, Damas, Paris, Stockholm	Ulrique-Éléonore de Suède
Otis Redding est décédé en <mask>.	Madison	Paris, Venise, Rome, Carthage, Florence, Istanbul, Kaboul, Bagdad, Stockholm, Madison	Otis Redding
Henri Rousseau est décédé en <mask>.	Paris	Surrey, Florence, Carthage, Helsinki, Venise, Bagdad, Nuremberg, Damas, Belgrade, Paris	Henri Rousseau
Muʿāwiya Ier est décédé en <mask>.	Damas	Stockholm, Tokyo, Détroit, Constantinople, Madison, Madrid, Surrey, Prague, Paris, Damas	Muʿāwiya Ier
Louis Aragon est décédé en <mask>.	Paris	Le Caire, Madrid, Médine, Surrey, Jérusalem, Varsovie, Madison, Bagdad, Damas, Paris	Louis Aragon
Az-Zâhir Rukn ad-Dîn Baybars al-Bunduqdari est décédé en <mask>.	Damas	Moscou, Surrey, Paris, Jérusalem, Londres, Médine, Athènes, Madrid, Belgrade, Damas	Az-Zâhir Rukn ad-Dîn Baybars al-Bunduqdari
Claus von Stauffenberg est décédé en <mask>.	Berlin	Londres, Prague, Varsovie, Kaboul, Paris, Lyon, Taipei, Belgrade, Détroit, Berlin	Claus von Stauffenberg
Bramante est décédé en <mask>.	Rome	Jérusalem, Helsinki, Lyon, Stockholm, Berlin, Moscou, Kaboul, Bagdad, Varsovie, Rome	Bramante
Francisco Franco est décédé en <mask>.	Madrid	Rome, Lyon, Athènes, Moscou, Jérusalem, Prague, Constantinople, Berlin, Détroit, Madrid	Francisco Franco
Claude Bernard est décédé en <mask>.	Paris	Médine, Constantinople, Détroit, Damas, Lyon, Surrey, Stockholm, Madison, Berlin, Paris	Claude Bernard
Gamal Abdel Nasser est décédé en <mask>.	Le Caire	Médine, Istanbul, Nuremberg, Stockholm, Détroit, Taipei, Florence, Venise, Varsovie, Le Caire	Gamal Abdel Nasser
Iakov Sverdlov est décédé en <mask>.	Moscou	Taipei, Bagdad, Détroit, Nuremberg, Damas, Londres, Berlin, Venise, Constantinople, Moscou	Iakov Sverdlov
Alphonse Laveran est décédé en <mask>.	Paris	Madrid, Londres, Berlin, Jérusalem, Rome, Varsovie, Bagdad, Athènes, Belgrade, Paris	Alphonse Laveran
Tycho Brahe est décédé en <mask>.	Prague	Carthage, Helsinki, Médine, Tokyo, Rome, Stockholm, Florence, Istanbul, Bagdad, Prague	Tycho Brahe
Edward Heath est décédé en <mask>.	Salisbury	Surrey, Paris, Taipei, Constantinople, Madison, Varsovie, Berlin, Londres, Carthage, Salisbury	Edward Heath
galaxie lenticulaire est une sous-classe de <mask>.	galaxie	pont, acide désoxyribonucléique, sandwich, anglais, communication, film, médecine, industrie, chien, galaxie	galaxie lenticulaire
champagne est une sous-classe de <mask>.	vin	chasse, homosexualité, cellule, créativité, statistique, film, logiciel, mythologie, vaccin, vin	champagne
statistique descriptive est une sous-classe de <mask>.	statistique	anglais, industrie, médecine, ordinateur portable, artère, gestion, fortification, personnalité politique, socialisme, statistique	statistique descriptive
géométrie analytique est une sous-classe de <mask>.	géométrie	galaxie, biologie, épidémie, histoire, serveur, véhicule spatial, charbon, croiseur, communication, géométrie	géométrie analytique
Train à sustentation magnétique est une sous-classe de <mask>.	train	chien, cellule, médecine, fraude, marque, entier relatif, infanterie, géologue, algorithme, train	Train à sustentation magnétique
interface utilisateur est une sous-classe de <mask>.	interface	horloge, prêtre, muscle, maladie, automobile, planète, fortification, toilettes, télescope, interface	interface utilisateur
suffrage universel est une sous-classe de <mask>.	droit de vote	industrie, artiste, bouddhisme, quartz, acide désoxyribonucléique, gouverneur, planète, pollution, lesbiennes, droit de vote	suffrage universel
prolactine est une sous-classe de <mask>.	protéine	fraude, proposition, célébrité, maladie, acteur, pont, pétrole, artiste, communication, protéine	prolactine
gay est une sous-classe de <mask>.	homosexualité	serveur, épidémie, acteur, échecs, chasse, vaccin, opération, infanterie, jazz, homosexualité	gay
fractale est une sous-classe de <mask>.	ensemble	opération, jazz, fiction, chien, protagoniste, philosophie, ordinateur portable, télescope, artère, ensemble	fractale
théorie du complot est une sous-classe de <mask>.	proposition	lesbiennes, infanterie, application, légume, logiciel, épidémie, droit, planète, cellule, proposition	théorie du complot
Bulldog anglais est une sous-classe de <mask>.	chien	langues chinoises, toilettes, pollution, mythologie, physique, pétrole, maladie, sandwich, médicament, chien	Bulldog anglais
exoplanète est une sous-classe de <mask>.	planète	fortification, cerveau, toilettes, chien, plante, démocratie, artiste, philosophie, humour, planète	exoplanète
animateur de télévision est une sous-classe de <mask>.	célébrité	humour, film, anglais, opération, droit de vote, cyclisme, automobile, croiseur, transgenre, célébrité	animateur de télévision
cosmologie est une sous-classe de <mask>.	physique	langues chinoises, jazz, bouddhisme, climat, viande, célébrité, biologie, gouverneur, fraude, physique	cosmologie
télépathie est une sous-classe de <mask>.	communication	artiste, anglais, vin, épidémie, vaccin, chien, forêt, entier relatif, homicide, communication	télépathie
philosophie sociale est une sous-classe de <mask>.	philosophie	démon, planète, droit de vote, géologue, pont, physique, créativité, véhicule spatial, interface, philosophie	philosophie sociale
batterie rechargeable est une sous-classe de <mask>.	pile électrique	train, mythologie, fortification, pont, charbon, célébrité, protéine, artiste, biologie, pile électrique	batterie rechargeable
cyclisme est une sous-classe de <mask>.	cyclisme	mythologie, créativité, transgenre, cellule, organisme, plante, lesbiennes, fiction, légume, cyclisme	cyclisme
gamète est une sous-classe de <mask>.	cellule	serveur, alphabet, véhicule spatial, lesbiennes, pont, anglais, marque, vin, géométrie, cellule	gamète
télescope optique est une sous-classe de <mask>.	télescope	communication, fiction, forêt, entier relatif, médicament, mythologie, alphabet, artiste, gouverneur, télescope	télescope optique
toilettes publiques est une sous-classe de <mask>.	toilettes	serveur, ensemble, charbon, physique, musicien, statistique, pape, gouverneur, fortification, toilettes	toilettes publiques
xiangqi est une sous-classe de <mask>.	échecs	médicament, acide désoxyribonucléique, physique, application, train, interface, acteur, proposition, socialisme, échecs	xiangqi
aubergine est une sous-classe de <mask>.	légume	application, sandwich, salade, domicile, véhicule spatial, planète, artère, muscle, démocratie, légume	aubergine
film d'animation est une sous-classe de <mask>.	film	forêt, infanterie, plante, communication, marque, charbon, démon, protagoniste, automobile, film	film d'animation
aorte est une sous-classe de <mask>.	artère	domicile, jazz, protagoniste, alphabet, lesbiennes, fraude, acide désoxyribonucléique, philosophie, médicament, artère	aorte
silex est une sous-classe de <mask>.	quartz	film, cellule, pétrole, prêtre, fraude, mythologie, entier relatif, homosexualité, biologie, quartz	silex
brocoli est une sous-classe de <mask>.	légume	droit de vote, géologue, serveur, véhicule spatial, pape, viande, homicide, acteur, maladie, légume	brocoli
employé de bar est une sous-classe de <mask>.	serveur	lesbiennes, opération, salade, alphabet, infanterie, cerveau, vaccin, géologue, viande, serveur	employé de bar
antipape est une sous-classe de <mask>.	pape	galaxie, humour, cyclisme, fortification, physique, planète, photographie, industrie, automobile, pape	antipape
engin explosif improvisé est une sous-classe de <mask>.	bombe	géologue, sandwich, démon, chien, maladie, croiseur, serveur, mythologie, physique, bombe	engin explosif improvisé
président est une sous-classe de <mask>.	personnalité politique	acteur, gouverneur, pile électrique, viande, humour, muscle, statistique, proposition, droit de vote, personnalité politique	président
Érythropoïétine est une sous-classe de <mask>.	protéine	infanterie, vin, télescope, climat, chien, physique, horloge, plante, communication, protéine	Érythropoïétine
forêt primaire est une sous-classe de <mask>.	forêt	artiste, alphabet, logiciel, cellule, film, prêtre, échecs, communication, acide désoxyribonucléique, forêt	forêt primaire
médecine vétérinaire est une sous-classe de <mask>.	médecine	fraude, viande, logiciel, cyclisme, droit de vote, gestion, industrie, personnalité politique, protéine, médecine	médecine vétérinaire
film d'action est une sous-classe de <mask>.	film	pape, géométrie, artiste, vin, viande, interface, cerveau, protéine, socialisme, film	film d'action
histoire naturelle est une sous-classe de <mask>.	histoire	climat, salade, anglais, fiction, bombe, artère, vaccin, vin, entier relatif, histoire	histoire naturelle
démocratie directe est une sous-classe de <mask>.	démocratie	automobile, plante, charbon, train, maladie, communication, pape, bombe, organisme, démocratie	démocratie directe
mandarin est une sous-classe de <mask>.	langues chinoises	muscle, pile électrique, logiciel, philosophie, géométrie, astronomie, démocratie, planète, protéine, langues chinoises	mandarin
Vaccin bilié de Calmette et Guérin est une sous-classe de <mask>.	vaccin	alphabet, gestion, protéine, application, légume, opération, fortification, lesbiennes, humour, vaccin	Vaccin bilié de Calmette et Guérin
droit naturel est une sous-classe de <mask>.	droit	véhicule spatial, humour, créativité, planète, automobile, bouddhisme, logiciel, fortification, histoire, droit	droit naturel
mythologie grecque est une sous-classe de <mask>.	mythologie	fraude, gestion, pont, histoire, infanterie, homosexualité, serveur, physique, pile électrique, mythologie	mythologie grecque
station spatiale est une sous-classe de <mask>.	véhicule spatial	cerveau, logiciel, vin, humour, communication, industrie, socialisme, croiseur, anglais, véhicule spatial	station spatiale
succube est une sous-classe de <mask>.	démon	fiction, plante, homicide, acteur, socialisme, gouverneur, film, homosexualité, serveur, démon	succube
euthanasie est une sous-classe de <mask>.	homicide	anglais, démon, fortification, gouverneur, plante, célébrité, climat, pape, droit de vote, homicide	euthanasie
soustraction est une sous-classe de <mask>.	opération	gouverneur, quartz, vaccin, célébrité, fiction, ensemble, train, application, galaxie, opération	soustraction
galaxie naine est une sous-classe de <mask>.	galaxie	créativité, artiste, fortification, prêtre, planète, véhicule spatial, bombe, logiciel, fiction, galaxie	galaxie naine
meurtre est une sous-classe de <mask>.	homicide	prêtre, photographie, muscle, vin, homosexualité, biologie, artère, véhicule spatial, cerveau, homicide	meurtre
architecte est une sous-classe de <mask>.	artiste	ensemble, célébrité, quartz, toilettes, épidémie, démon, logiciel, vin, lesbiennes, artiste	architecte
château fort est une sous-classe de <mask>.	domicile	humour, algorithme, jazz, personnalité politique, mythologie, serveur, ensemble, anglais, médecine, domicile	château fort
satellite artificiel est une sous-classe de <mask>.	véhicule spatial	galaxie, artère, pape, musicien, homicide, lesbiennes, démocratie, fortification, homosexualité, véhicule spatial	satellite artificiel
carnivore est une sous-classe de <mask>.	organisme	chien, interface, alphabet, lesbiennes, fiction, musicien, épidémie, fraude, pollution, organisme	carnivore
Shōgi est une sous-classe de <mask>.	échecs	géologue, organisme, horloge, histoire, gouverneur, fiction, célébrité, toilettes, ensemble, échecs	Shōgi
hot-dog est une sous-classe de <mask>.	sandwich	chasse, humour, véhicule spatial, médecine, socialisme, logiciel, charbon, muscle, planète, sandwich	hot-dog
cadran solaire est une sous-classe de <mask>.	horloge	vin, fortification, charbon, salade, gestion, astronomie, lesbiennes, pollution, socialisme, horloge	cadran solaire
label discographique est une sous-classe de <mask>.	marque	infanterie, droit, serveur, médecine, ordinateur portable, climat, maladie, artère, cellule, marque	label discographique
novella est une sous-classe de <mask>.	fiction	fortification, chien, anglais, toilettes, logiciel, industrie, domicile, infanterie, bouddhisme, fiction	novella
physique appliquée est une sous-classe de <mask>.	physique	démocratie, anglais, gouverneur, forêt, marque, quartz, cellule, protagoniste, salade, physique	physique appliquée
jeu vidéo est une sous-classe de <mask>.	application	médicament, fiction, planète, proposition, télescope, chasse, véhicule spatial, muscle, forêt, application	jeu vidéo
infanterie de marine est une sous-classe de <mask>.	infanterie	industrie, histoire, marque, fraude, croiseur, médicament, alphabet, langues chinoises, droit de vote, infanterie	infanterie de marine
