Prompt	Ans	Candidate Ans	Subject
Едуард I Довгоногий народився в <mask>.	Вестмінстер	Кельн, Бруклін, Москва, Женева, Мілан, Торонто, Відень, Вірменія, Медіна, Вестмінстер	Едуард I Довгоногий
The Weeknd народився в <mask>.	Торонто	Манчестер, Мілан, Лондон, Кельн, Мекка, Вестмінстер, Берлін, Мадрид, Х'юстон, Торонто	The Weeknd
Ларрі Кінг народився в <mask>.	Бруклін	Женева, Комо, Рим, Медіна, Париж, Берлін, Кельн, Мюнхен, Чикаго, Бруклін	Ларрі Кінг
Артур Гарден народився в <mask>.	Манчестер	Лондон, Рим, Кельн, Белфаст, Шотландія, Мекка, Стамбул, Торонто, Москва, Манчестер	Артур Гарден
Маркіз де Сад народився в <mask>.	Париж	Медіна, Мілан, Х'юстон, Манчестер, Неаполь, Стамбул, Торонто, Мекка, Рим, Париж	Маркіз де Сад
Чжан Цзиї народився в <mask>.	Пекін	Неаполь, Медіна, Чикаго, Берлін, Белград, Мадрид, Рим, Москва, Мекка, Пекін	Чжан Цзиї
Конрад Аденауер народився в <mask>.	Кельн	Белград, Торонто, Женева, Комо, Москва, Х'юстон, Мілан, Лондон, Медіна, Кельн	Конрад Аденауер
Фердинанд де Сосюр народився в <mask>.	Женева	Стамбул, Мюнхен, Москва, Комо, Неаполь, Кельн, Белград, Мадрид, Лондон, Женева	Фердинанд де Сосюр
Василій III народився в <mask>.	Москва	Мілан, Торонто, Мекка, Берлін, Рим, Пекін, Стамбул, Мадрид, Женева, Москва	Василій III
Жорж Дюамель народився в <mask>.	Париж	Відень, Мілан, Вестмінстер, Белфаст, Мекка, Вірменія, Манчестер, Медіна, Торонто, Париж	Жорж Дюамель
Аїша народився в <mask>.	Мекка	Комо, Кельн, Париж, Бруклін, Белфаст, Х'юстон, Шотландія, Відень, Мадрид, Мекка	Аїша
Петро I Карагеоргієвич народився в <mask>.	Белград	Відень, Пекін, Мілан, Женева, Вірменія, Бруклін, Чикаго, Неаполь, Белфаст, Белград	Петро I Карагеоргієвич
Бінг Кросбі народився в <mask>.	Такома	Чикаго, Х'юстон, Відень, Стамбул, Комо, Лондон, Медіна, Бруклін, Неаполь, Такома	Бінг Кросбі
Мікеланджело Буонарроті помер у <mask>.	Рим	Прага, Варшава, Суррей, Флоренція, Белград, Стамбул, Ліон, Гельсінкі, Карфаген, Рим	Мікеланджело Буонарроті
Коко Шанель помер у <mask>.	Париж	Суррей, Рим, Медіна, Лондон, Токіо, Дамаск, Стокгольм, Варшава, Белград, Париж	Коко Шанель
Климент XIV помер у <mask>.	Рим	Нюрнберг, Ліон, Гельсінкі, Кабул, Медісон, Лондон, Париж, Каїр, Москва, Рим	Климент XIV
Умар ібн аль-Хаттаб помер у <mask>.	Медіна	Москва, Белград, Карфаген, Варшава, Суррей, Стокгольм, Флоренція, Венеція, Лондон, Медіна	Умар ібн аль-Хаттаб
Климент III помер у <mask>.	Рим	Стокгольм, Медіна, Лондон, Багдад, Варшава, Белград, Венеція, Дамаск, Суррей, Рим	Климент III
Бальбін помер у <mask>.	Рим	Стамбул, Стокгольм, Прага, Берлін, Каїр, Мадрид, Кабул, Нюрнберг, Медісон, Рим	Бальбін
Грант Дінк помер у <mask>.	Стамбул	Єрусалим, Токіо, Москва, Гельсінкі, Рим, Лондон, Кабул, Флоренція, Мадрид, Стамбул	Грант Дінк
Никифор III Вотаніат помер у <mask>.	Константинополь	Тайбей, Москва, Стокгольм, Афіни, Кабул, Нюрнберг, Дамаск, Париж, Суррей, Константинополь	Никифор III Вотаніат
Йоганн Пахельбель помер у <mask>.	Нюрнберг	Детройт, Афіни, Мадрид, Токіо, Белград, Кабул, Рим, Прага, Москва, Нюрнберг	Йоганн Пахельбель
Ніжинський Вацлав Фомич помер у <mask>.	Лондон	Рим, Токіо, Медісон, Стамбул, Медіна, Константинополь, Венеція, Суррей, Багдад, Лондон	Ніжинський Вацлав Фомич
Лев X помер у <mask>.	Рим	Белград, Карфаген, Суррей, Каїр, Медісон, Париж, Єрусалим, Венеція, Тайбей, Рим	Лев X
Донателло помер у <mask>.	Флоренція	Детройт, Стокгольм, Афіни, Варшава, Кабул, Багдад, Лондон, Єрусалим, Медіна, Флоренція	Донателло
Цзян Цзін-го помер у <mask>.	Тайбей	Багдад, Дамаск, Афіни, Берлін, Гельсінкі, Ліон, Детройт, Нюрнберг, Мадрид, Тайбей	Цзян Цзін-го
Роберт Гук помер у <mask>.	Лондон	Стамбул, Каїр, Константинополь, Берлін, Токіо, Мадрид, Суррей, Ліон, Тайбей, Лондон	Роберт Гук
Роза Паркс помер у <mask>.	Детройт	Париж, Стамбул, Мадрид, Багдад, Берлін, Стокгольм, Медісон, Каїр, Афіни, Детройт	Роза Паркс
Іоанн VIII Палеолог помер у <mask>.	Константинополь	Стокгольм, Варшава, Москва, Афіни, Багдад, Тайбей, Каїр, Флоренція, Стамбул, Константинополь	Іоанн VIII Палеолог
Джон Ді помер у <mask>.	Суррей	Рим, Варшава, Багдад, Константинополь, Токіо, Флоренція, Ліон, Детройт, Прага, Суррей	Джон Ді
Фернандель помер у <mask>.	Париж	Варшава, Суррей, Каїр, Афіни, Єрусалим, Прага, Венеція, Ліон, Гельсінкі, Париж	Фернандель
Михаїл II Травл помер у <mask>.	Константинополь	Варшава, Стамбул, Токіо, Нюрнберг, Москва, Каїр, Венеція, Ліон, Суррей, Константинополь	Михаїл II Травл
Карл Лібкнехт помер у <mask>.	Берлін	Гельсінкі, Каїр, Тайбей, Лондон, Париж, Варшава, Стамбул, Мадрид, Дамаск, Берлін	Карл Лібкнехт
Ріхард Вагнер помер у <mask>.	Венеція	Москва, Белград, Єрусалим, Варшава, Суррей, Париж, Детройт, Багдад, Дамаск, Венеція	Ріхард Вагнер
Антисфен помер у <mask>.	Афіни	Москва, Каїр, Медіна, Константинополь, Гельсінкі, Суррей, Кабул, Париж, Флоренція, Афіни	Антисфен
Макс Ернст помер у <mask>.	Париж	Лондон, Стокгольм, Токіо, Нюрнберг, Рим, Афіни, Венеція, Москва, Белград, Париж	Макс Ернст
Мартин Бубер помер у <mask>.	Єрусалим	Кабул, Багдад, Стокгольм, Москва, Стамбул, Суррей, Ліон, Нюрнберг, Белград, Єрусалим	Мартин Бубер
Йозеф Геббельс помер у <mask>.	Берлін	Лондон, Карфаген, Прага, Афіни, Константинополь, Медіна, Рим, Кабул, Медісон, Берлін	Йозеф Геббельс
Шарль Луї де Монтеск'є помер у <mask>.	Париж	Стокгольм, Кабул, Каїр, Багдад, Нюрнберг, Константинополь, Дамаск, Медіна, Ліон, Париж	Шарль Луї де Монтеск'є
Миколай V помер у <mask>.	Рим	Москва, Суррей, Ліон, Детройт, Нюрнберг, Багдад, Каїр, Медісон, Дамаск, Рим	Миколай V
Шарлотта Корде помер у <mask>.	Париж	Багдад, Варшава, Єрусалим, Кабул, Стамбул, Каїр, Токіо, Медіна, Тайбей, Париж	Шарлотта Корде
Мухаммед Захір-шах помер у <mask>.	Кабул	Медіна, Єрусалим, Дамаск, Венеція, Медісон, Детройт, Москва, Флоренція, Суррей, Кабул	Мухаммед Захір-шах
Інокентій XI помер у <mask>.	Рим	Лондон, Берлін, Каїр, Венеція, Дамаск, Медісон, Карфаген, Флоренція, Афіни, Рим	Інокентій XI
Гордіан II помер у <mask>.	Карфаген	Медісон, Ліон, Прага, Рим, Белград, Єрусалим, Багдад, Дамаск, Детройт, Карфаген	Гордіан II
Ростропович Мстислав Леопольдович помер у <mask>.	Москва	Ліон, Стамбул, Афіни, Нюрнберг, Медісон, Берлін, Мадрид, Токіо, Медіна, Москва	Ростропович Мстислав Леопольдович
Пій III помер у <mask>.	Рим	Стамбул, Лондон, Прага, Ліон, Париж, Варшава, Белград, Кабул, Мадрид, Рим	Пій III
Абдель Керім Касем помер у <mask>.	Багдад	Токіо, Рим, Флоренція, Лондон, Париж, Каїр, Тайбей, Ліон, Дамаск, Багдад	Абдель Керім Касем
Григорій XVI помер у <mask>.	Рим	Константинополь, Варшава, Тайбей, Багдад, Кабул, Лондон, Мадрид, Карфаген, Дамаск, Рим	Григорій XVI
Хачатурян Арам Ілліч помер у <mask>.	Москва	Єрусалим, Багдад, Нюрнберг, Афіни, Лондон, Гельсінкі, Детройт, Токіо, Карфаген, Москва	Хачатурян Арам Ілліч
Генріх фон Клейст помер у <mask>.	Берлін	Рим, Лондон, Москва, Ліон, Багдад, Кабул, Флоренція, Варшава, Суррей, Берлін	Генріх фон Клейст
Абдул-Гамід I помер у <mask>.	Константинополь	Стамбул, Кабул, Венеція, Каїр, Медіна, Токіо, Детройт, Белград, Париж, Константинополь	Абдул-Гамід I
Олександр VIII помер у <mask>.	Рим	Ліон, Тайбей, Карфаген, Медісон, Стамбул, Варшава, Константинополь, Лондон, Мадрид, Рим	Олександр VIII
Йоганн Крістіан Бах помер у <mask>.	Лондон	Афіни, Берлін, Париж, Кабул, Гельсінкі, Єрусалим, Дамаск, Мадрид, Ліон, Лондон	Йоганн Крістіан Бах
Семюел Джонсон помер у <mask>.	Лондон	Карфаген, Стамбул, Медіна, Стокгольм, Берлін, Варшава, Москва, Каїр, Афіни, Лондон	Семюел Джонсон
Жак-Ів Кусто помер у <mask>.	Париж	Афіни, Берлін, Венеція, Белград, Нюрнберг, Рим, Константинополь, Єрусалим, Багдад, Париж	Жак-Ів Кусто
Ковалевська Софія Василівна помер у <mask>.	Стокгольм	Париж, Гельсінкі, Берлін, Медісон, Афіни, Флоренція, Детройт, Прага, Кабул, Стокгольм	Ковалевська Софія Василівна
Ґеорґ Вільгельм Фрідріх Геґель помер у <mask>.	Берлін	Афіни, Медісон, Кабул, Мадрид, Багдад, Прага, Стокгольм, Стамбул, Медіна, Берлін	Ґеорґ Вільгельм Фрідріх Геґель
Сандро Боттічеллі помер у <mask>.	Флоренція	Белград, Медіна, Стамбул, Медісон, Нюрнберг, Детройт, Стокгольм, Кабул, Єрусалим, Флоренція	Сандро Боттічеллі
Семюел Тейлор Колрідж помер у <mask>.	Лондон	Стокгольм, Варшава, Медіна, Детройт, Єрусалим, Белград, Ліон, Москва, Карфаген, Лондон	Семюел Тейлор Колрідж
Ібн Хальдун помер у <mask>.	Каїр	Ліон, Берлін, Нюрнберг, Єрусалим, Венеція, Москва, Стамбул, Тайбей, Дамаск, Каїр	Ібн Хальдун
Генріх IV помер у <mask>.	Лондон	Стамбул, Афіни, Каїр, Рим, Нюрнберг, Дамаск, Мадрид, Венеція, Берлін, Лондон	Генріх IV
Томазо Джованні Альбіноні помер у <mask>.	Венеція	Париж, Єрусалим, Медіна, Ліон, Флоренція, Детройт, Гельсінкі, Белград, Тайбей, Венеція	Томазо Джованні Альбіноні
Пааво Нурмі помер у <mask>.	Гельсінкі	Тайбей, Суррей, Стокгольм, Флоренція, Кабул, Париж, Лондон, Белград, Ліон, Гельсінкі	Пааво Нурмі
Климент I помер у <mask>.	Рим	Лондон, Багдад, Гельсінкі, Стамбул, Белград, Париж, Карфаген, Константинополь, Варшава, Рим	Климент I
Людовик XVII помер у <mask>.	Париж	Мадрид, Венеція, Константинополь, Стокгольм, Москва, Флоренція, Медіна, Дамаск, Нюрнберг, Париж	Людовик XVII
Кісьо Курокава помер у <mask>.	Токіо	Флоренція, Афіни, Карфаген, Москва, Варшава, Каїр, Венеція, Париж, Рим, Токіо	Кісьо Курокава
Максиміліан Робесп'єр помер у <mask>.	Париж	Флоренція, Москва, Медіна, Дамаск, Рим, Токіо, Нюрнберг, Стокгольм, Багдад, Париж	Максиміліан Робесп'єр
Джорджоне помер у <mask>.	Венеція	Париж, Рим, Афіни, Москва, Гельсінкі, Лондон, Константинополь, Медіна, Ліон, Венеція	Джорджоне
Петро I Карагеоргієвич помер у <mask>.	Белград	Токіо, Багдад, Лондон, Париж, Тайбей, Кабул, Гельсінкі, Афіни, Нюрнберг, Белград	Петро I Карагеоргієвич
Людвік Заменгоф помер у <mask>.	Варшава	Лондон, Нюрнберг, Афіни, Белград, Ліон, Гельсінкі, Багдад, Константинополь, Париж, Варшава	Людвік Заменгоф
Ібрагім-паша помер у <mask>.	Каїр	Париж, Медісон, Суррей, Прага, Белград, Варшава, Афіни, Дамаск, Стамбул, Каїр	Ібрагім-паша
Климент XII помер у <mask>.	Рим	Берлін, Стамбул, Каїр, Токіо, Константинополь, Белград, Тайбей, Кабул, Париж, Рим	Климент XII
Іреней Ліонський помер у <mask>.	Ліон	Детройт, Гельсінкі, Суррей, Медіна, Нюрнберг, Лондон, Флоренція, Константинополь, Москва, Ліон	Іреней Ліонський
Жак Дерріда помер у <mask>.	Париж	Карфаген, Берлін, Детройт, Афіни, Рим, Белград, Дамаск, Каїр, Ліон, Париж	Жак Дерріда
Карл IV помер у <mask>.	Рим	Прага, Мадрид, Афіни, Венеція, Варшава, Токіо, Гельсінкі, Москва, Єрусалим, Рим	Карл IV
Ральф Воан-Вільямс помер у <mask>.	Лондон	Рим, Мадрид, Афіни, Берлін, Медіна, Париж, Детройт, Ліон, Каїр, Лондон	Ральф Воан-Вільямс
Андрій Андрійович Громико помер у <mask>.	Москва	Мадрид, Тайбей, Детройт, Афіни, Венеція, Дамаск, Карфаген, Лондон, Нюрнберг, Москва	Андрій Андрійович Громико
Ульріка Елеонора помер у <mask>.	Стокгольм	Афіни, Тайбей, Суррей, Варшава, Єрусалим, Флоренція, Мадрид, Дамаск, Париж, Стокгольм	Ульріка Елеонора
Отіс Реддінг помер у <mask>.	Медісон	Париж, Венеція, Рим, Карфаген, Флоренція, Стамбул, Кабул, Багдад, Стокгольм, Медісон	Отіс Реддінг
Анрі Руссо помер у <mask>.	Париж	Суррей, Флоренція, Карфаген, Гельсінкі, Венеція, Багдад, Нюрнберг, Дамаск, Белград, Париж	Анрі Руссо
Муавія помер у <mask>.	Дамаск	Стокгольм, Токіо, Детройт, Константинополь, Медісон, Мадрид, Суррей, Прага, Париж, Дамаск	Муавія
Луї Арагон помер у <mask>.	Париж	Каїр, Мадрид, Медіна, Суррей, Єрусалим, Варшава, Медісон, Багдад, Дамаск, Париж	Луї Арагон
Бейбарс помер у <mask>.	Дамаск	Москва, Суррей, Париж, Єрусалим, Лондон, Медіна, Афіни, Мадрид, Белград, Дамаск	Бейбарс
Клаус Шенк фон Штауффенберґ помер у <mask>.	Берлін	Лондон, Прага, Варшава, Кабул, Париж, Ліон, Тайбей, Белград, Детройт, Берлін	Клаус Шенк фон Штауффенберґ
Донато Браманте помер у <mask>.	Рим	Єрусалим, Гельсінкі, Ліон, Стокгольм, Берлін, Москва, Кабул, Багдад, Варшава, Рим	Донато Браманте
Франциско Франко помер у <mask>.	Мадрид	Рим, Ліон, Афіни, Москва, Єрусалим, Прага, Константинополь, Берлін, Детройт, Мадрид	Франциско Франко
Клод Бернар помер у <mask>.	Париж	Медіна, Константинополь, Детройт, Дамаск, Ліон, Суррей, Стокгольм, Медісон, Берлін, Париж	Клод Бернар
Ґамаль Абдель Насер помер у <mask>.	Каїр	Медіна, Стамбул, Нюрнберг, Стокгольм, Детройт, Тайбей, Флоренція, Венеція, Варшава, Каїр	Ґамаль Абдель Насер
Свердлов Яків Михайлович помер у <mask>.	Москва	Тайбей, Багдад, Детройт, Нюрнберг, Дамаск, Лондон, Берлін, Венеція, Константинополь, Москва	Свердлов Яків Михайлович
Шарль Луї Альфонс Лаверан помер у <mask>.	Париж	Мадрид, Лондон, Берлін, Єрусалим, Рим, Варшава, Багдад, Афіни, Белград, Париж	Шарль Луї Альфонс Лаверан
Тихо Браге помер у <mask>.	Прага	Карфаген, Гельсінкі, Медіна, Токіо, Рим, Стокгольм, Флоренція, Стамбул, Багдад, Прага	Тихо Браге
Едвард Хіт помер у <mask>.	Солсбері	Суррей, Париж, Тайбей, Константинополь, Медісон, Варшава, Берлін, Лондон, Карфаген, Солсбері	Едвард Хіт
Лінзоподібна галактика - підклас <mask>.	галактика	міст, дезоксирибонуклеїнова кислота, сандвіч, англійська мова, комунікація, фільм, медицина, промисловість, пес свійський, галактика	Лінзоподібна галактика
Шампанське - підклас <mask>.	вино	полювання, гомосексуальність, клітина, творчість, статистика, фільм, програмне забезпечення, міфологія, вакцини, вино	Шампанське
Описова статистика - підклас <mask>.	статистика	англійська мова, промисловість, медицина, ноутбук, артерія, менеджмент, фортифікаційна споруда, політик, соціалізм, статистика	Описова статистика
аналітична геометрія - підклас <mask>.	геометрія	галактика, біологія, епідемія, історія, Офіціант, космічний апарат, вугілля, Крейсер, комунікація, геометрія	аналітична геометрія
Маглев - підклас <mask>.	поїзд	пес свійський, клітина, медицина, Шахрайство, торгова марка, цілі числа, піхота, геолог, алгоритм, поїзд	Маглев
Інтерфейс користувача - підклас <mask>.	інтерфейс	годинник, священник, м'язи, хвороба, автомобіль, планета, фортифікаційна споруда, Туалет, телескоп, інтерфейс	Інтерфейс користувача
Загальне виборче право - підклас <mask>.	Право голосу	промисловість, митець, буддизм, Кварц, дезоксирибонуклеїнова кислота, губернатор, планета, забруднення, ЛГБТ, Право голосу	Загальне виборче право
Пролактин - підклас <mask>.	білок	Шахрайство, судження, зірка, хвороба, актор, міст, нафта, митець, комунікація, білок	Пролактин
гей - підклас <mask>.	гомосексуальність	Офіціант, епідемія, актор, шахи, полювання, вакцини, операція, піхота, джаз, гомосексуальність	гей
фрактал - підклас <mask>.	множина	операція, джаз, художній вимисел, пес свійський, протагоніст, філософія, ноутбук, телескоп, артерія, множина	фрактал
теорія змови - підклас <mask>.	судження	ЛГБТ, піхота, застосунок, овочі, програмне забезпечення, епідемія, право, планета, клітина, судження	теорія змови
Бульдоґ - підклас <mask>.	пес свійський	китайська мова, Туалет, забруднення, міфологія, фізика, нафта, хвороба, сандвіч, лікарський засіб, пес свійський	Бульдоґ
екзопланета - підклас <mask>.	планета	фортифікаційна споруда, головний мозок, Туалет, пес свійський, рослини, демократія, митець, філософія, гумор, планета	екзопланета
телеведучий - підклас <mask>.	зірка	гумор, фільм, англійська мова, операція, Право голосу, Їзда на велосипеді, автомобіль, Крейсер, трансгендерність, зірка	телеведучий
космологія - підклас <mask>.	фізика	китайська мова, джаз, буддизм, Клімат, м’ясо, зірка, біологія, губернатор, Шахрайство, фізика	космологія
Телепатія - підклас <mask>.	комунікація	митець, англійська мова, вино, епідемія, вакцини, пес свійський, ліс, цілі числа, вбивство, комунікація	Телепатія
соціальна філософія - підклас <mask>.	філософія	демон, планета, Право голосу, геолог, міст, фізика, творчість, космічний апарат, інтерфейс, філософія	соціальна філософія
Електричний акумулятор - підклас <mask>.	Батарейка	поїзд, міфологія, фортифікаційна споруда, міст, вугілля, зірка, білок, митець, біологія, Батарейка	Електричний акумулятор
велосипедні гонки - підклас <mask>.	Їзда на велосипеді	міфологія, творчість, трансгендерність, клітина, організм, рослини, ЛГБТ, художній вимисел, овочі, Їзда на велосипеді	велосипедні гонки
гамета - підклас <mask>.	клітина	Офіціант, абетка, космічний апарат, ЛГБТ, міст, англійська мова, торгова марка, вино, геометрія, клітина	гамета
оптичний телескоп - підклас <mask>.	телескоп	комунікація, художній вимисел, ліс, цілі числа, лікарський засіб, міфологія, абетка, митець, губернатор, телескоп	оптичний телескоп
Санітарний вузол - підклас <mask>.	Туалет	Офіціант, множина, вугілля, фізика, музикант, статистика, Папа Римський, губернатор, фортифікаційна споруда, Туалет	Санітарний вузол
сянці - підклас <mask>.	шахи	лікарський засіб, дезоксирибонуклеїнова кислота, фізика, застосунок, поїзд, інтерфейс, актор, судження, соціалізм, шахи	сянці
баклажан - підклас <mask>.	овочі	застосунок, сандвіч, салат, дім, космічний апарат, планета, артерія, м'язи, демократія, овочі	баклажан
мультфільм - підклас <mask>.	фільм	ліс, піхота, рослини, комунікація, торгова марка, вугілля, демон, протагоніст, автомобіль, фільм	мультфільм
Аорта - підклас <mask>.	артерія	дім, джаз, протагоніст, абетка, ЛГБТ, Шахрайство, дезоксирибонуклеїнова кислота, філософія, лікарський засіб, артерія	Аорта
Кремінь - підклас <mask>.	Кварц	фільм, клітина, нафта, священник, Шахрайство, міфологія, цілі числа, гомосексуальність, біологія, Кварц	Кремінь
броколі - підклас <mask>.	овочі	Право голосу, геолог, Офіціант, космічний апарат, Папа Римський, м’ясо, вбивство, актор, хвороба, овочі	броколі
Бармен - підклас <mask>.	Офіціант	ЛГБТ, операція, салат, абетка, піхота, головний мозок, вакцини, геолог, м’ясо, Офіціант	Бармен
Антипапа - підклас <mask>.	Папа Римський	галактика, гумор, Їзда на велосипеді, фортифікаційна споруда, фізика, планета, фотографія, промисловість, автомобіль, Папа Римський	Антипапа
саморобний вибуховий пристрій - підклас <mask>.	бомба	геолог, сандвіч, демон, пес свійський, хвороба, Крейсер, Офіціант, міфологія, фізика, бомба	саморобний вибуховий пристрій
президент - підклас <mask>.	політик	актор, губернатор, Батарейка, м’ясо, гумор, м'язи, статистика, судження, Право голосу, політик	президент
Еритропоетин - підклас <mask>.	білок	піхота, вино, телескоп, Клімат, пес свійський, фізика, годинник, рослини, комунікація, білок	Еритропоетин
Перестійний ліс - підклас <mask>.	ліс	митець, абетка, програмне забезпечення, клітина, фільм, священник, шахи, комунікація, дезоксирибонуклеїнова кислота, ліс	Перестійний ліс
ветеринарія - підклас <mask>.	медицина	Шахрайство, м’ясо, програмне забезпечення, Їзда на велосипеді, Право голосу, менеджмент, промисловість, політик, білок, медицина	ветеринарія
бойовик - підклас <mask>.	фільм	Папа Римський, геометрія, митець, вино, м’ясо, інтерфейс, головний мозок, білок, соціалізм, фільм	бойовик
природнича історія - підклас <mask>.	історія	Клімат, салат, англійська мова, художній вимисел, бомба, артерія, вакцини, вино, цілі числа, історія	природнича історія
пряма демократія - підклас <mask>.	демократія	автомобіль, рослини, вугілля, поїзд, хвороба, комунікація, Папа Римський, бомба, організм, демократія	пряма демократія
мандаринська мова - підклас <mask>.	китайська мова	м'язи, Батарейка, програмне забезпечення, філософія, геометрія, астрономія, демократія, планета, білок, китайська мова	мандаринська мова
БЦЖ - підклас <mask>.	вакцини	абетка, менеджмент, білок, застосунок, овочі, операція, фортифікаційна споруда, ЛГБТ, гумор, вакцини	БЦЖ
Природне право - підклас <mask>.	право	космічний апарат, гумор, творчість, планета, автомобіль, буддизм, програмне забезпечення, фортифікаційна споруда, історія, право	Природне право
давньогрецька міфологія - підклас <mask>.	міфологія	Шахрайство, менеджмент, міст, історія, піхота, гомосексуальність, Офіціант, фізика, Батарейка, міфологія	давньогрецька міфологія
Орбітальна станція - підклас <mask>.	космічний апарат	головний мозок, програмне забезпечення, вино, гумор, комунікація, промисловість, соціалізм, Крейсер, англійська мова, космічний апарат	Орбітальна станція
Сукуб - підклас <mask>.	демон	художній вимисел, рослини, вбивство, актор, соціалізм, губернатор, фільм, гомосексуальність, Офіціант, демон	Сукуб
Евтаназія - підклас <mask>.	вбивство	англійська мова, демон, фортифікаційна споруда, губернатор, рослини, зірка, Клімат, Папа Римський, Право голосу, вбивство	Евтаназія
віднімання - підклас <mask>.	операція	губернатор, Кварц, вакцини, зірка, художній вимисел, множина, поїзд, застосунок, галактика, операція	віднімання
карликова галактика - підклас <mask>.	галактика	творчість, митець, фортифікаційна споруда, священник, планета, космічний апарат, бомба, програмне забезпечення, художній вимисел, галактика	карликова галактика
умисне вбивство - підклас <mask>.	вбивство	священник, фотографія, м'язи, вино, гомосексуальність, біологія, артерія, космічний апарат, головний мозок, вбивство	умисне вбивство
архітектор - підклас <mask>.	митець	множина, зірка, Кварц, Туалет, епідемія, демон, програмне забезпечення, вино, ЛГБТ, митець	архітектор
замок - підклас <mask>.	дім	гумор, алгоритм, джаз, політик, міфологія, Офіціант, множина, англійська мова, медицина, дім	замок
штучний супутник - підклас <mask>.	космічний апарат	галактика, артерія, Папа Римський, музикант, вбивство, ЛГБТ, демократія, фортифікаційна споруда, гомосексуальність, космічний апарат	штучний супутник
м'ясоїдні - підклас <mask>.	організм	пес свійський, інтерфейс, абетка, ЛГБТ, художній вимисел, музикант, епідемія, Шахрайство, забруднення, організм	м'ясоїдні
