Prompt	Ans	Candidate Ans	Subject
Michelangelo Buonarroti stierf in <mask>.	Rome	Praag, Warschau, Surrey, Florence, Belgrado, Istanboel, Lyon, Helsinki, Carthago, Rome	Michelangelo Buonarroti
Coco Chanel stierf in <mask>.	Parijs	Surrey, Rome, Medina, Londen, Tokio, Damascus, Stockholm, Warschau, Belgrado, Parijs	Coco Chanel
Paus Clemens XIV stierf in <mask>.	Rome	Neurenberg, Lyon, Helsinki, Kabul, Madison, Londen, Parijs, Caïro, Moskou, Rome	Paus Clemens XIV
Omar ibn al-Chattab stierf in <mask>.	Medina	Moskou, Belgrado, Carthago, Warschau, Surrey, Stockholm, Florence, Venetië, Londen, Medina	Omar ibn al-Chattab
Paus Clemens III stierf in <mask>.	Rome	Stockholm, Medina, Londen, Bagdad, Warschau, Belgrado, Venetië, Damascus, Surrey, Rome	Paus Clemens III
Balbinus stierf in <mask>.	Rome	Istanboel, Stockholm, Praag, Berlijn, Caïro, Madrid, Kabul, Neurenberg, Madison, Rome	Balbinus
Hrant Dink stierf in <mask>.	Istanboel	Jeruzalem, Tokio, Moskou, Helsinki, Rome, Londen, Kabul, Florence, Madrid, Istanboel	Hrant Dink
Nikephoros III Botaneiates stierf in <mask>.	Constantinopel	Taipei, Moskou, Stockholm, Athene, Kabul, Neurenberg, Damascus, Parijs, Surrey, Constantinopel	Nikephoros III Botaneiates
Johann Pachelbel stierf in <mask>.	Neurenberg	Detroit, Athene, Madrid, Tokio, Belgrado, Kabul, Rome, Praag, Moskou, Neurenberg	Johann Pachelbel
Vaslav Nijinsky stierf in <mask>.	Londen	Rome, Tokio, Madison, Istanboel, Medina, Constantinopel, Venetië, Surrey, Bagdad, Londen	Vaslav Nijinsky
Paus Leo X stierf in <mask>.	Rome	Belgrado, Carthago, Surrey, Caïro, Madison, Parijs, Jeruzalem, Venetië, Taipei, Rome	Paus Leo X
Donatello stierf in <mask>.	Florence	Detroit, Stockholm, Athene, Warschau, Kabul, Bagdad, Londen, Jeruzalem, Medina, Florence	Donatello
Chiang Ching-kuo stierf in <mask>.	Taipei	Bagdad, Damascus, Athene, Berlijn, Helsinki, Lyon, Detroit, Neurenberg, Madrid, Taipei	Chiang Ching-kuo
Robert Hooke stierf in <mask>.	Londen	Istanboel, Caïro, Constantinopel, Berlijn, Tokio, Madrid, Surrey, Lyon, Taipei, Londen	Robert Hooke
Rosa Parks stierf in <mask>.	Detroit	Parijs, Istanboel, Madrid, Bagdad, Berlijn, Stockholm, Madison, Caïro, Athene, Detroit	Rosa Parks
Johannes VIII Palaiologos stierf in <mask>.	Constantinopel	Stockholm, Warschau, Moskou, Athene, Bagdad, Taipei, Caïro, Florence, Istanboel, Constantinopel	Johannes VIII Palaiologos
John Dee stierf in <mask>.	Surrey	Rome, Warschau, Bagdad, Constantinopel, Tokio, Florence, Lyon, Detroit, Praag, Surrey	John Dee
Fernandel stierf in <mask>.	Parijs	Warschau, Surrey, Caïro, Athene, Jeruzalem, Praag, Venetië, Lyon, Helsinki, Parijs	Fernandel
Michaël II Psellos stierf in <mask>.	Constantinopel	Warschau, Istanboel, Tokio, Neurenberg, Moskou, Caïro, Venetië, Lyon, Surrey, Constantinopel	Michaël II Psellos
Karl Liebknecht stierf in <mask>.	Berlijn	Helsinki, Caïro, Taipei, Londen, Parijs, Warschau, Istanboel, Madrid, Damascus, Berlijn	Karl Liebknecht
Richard Wagner stierf in <mask>.	Venetië	Moskou, Belgrado, Jeruzalem, Warschau, Surrey, Parijs, Detroit, Bagdad, Damascus, Venetië	Richard Wagner
Antisthenes stierf in <mask>.	Athene	Moskou, Caïro, Medina, Constantinopel, Helsinki, Surrey, Kabul, Parijs, Florence, Athene	Antisthenes
Max Ernst stierf in <mask>.	Parijs	Londen, Stockholm, Tokio, Neurenberg, Rome, Athene, Venetië, Moskou, Belgrado, Parijs	Max Ernst
Martin Buber stierf in <mask>.	Jeruzalem	Kabul, Bagdad, Stockholm, Moskou, Istanboel, Surrey, Lyon, Neurenberg, Belgrado, Jeruzalem	Martin Buber
Joseph Goebbels stierf in <mask>.	Berlijn	Londen, Carthago, Praag, Athene, Constantinopel, Medina, Rome, Kabul, Madison, Berlijn	Joseph Goebbels
Charles de Montesquieu stierf in <mask>.	Parijs	Stockholm, Kabul, Caïro, Bagdad, Neurenberg, Constantinopel, Damascus, Medina, Lyon, Parijs	Charles de Montesquieu
Paus Nicolaas V stierf in <mask>.	Rome	Moskou, Surrey, Lyon, Detroit, Neurenberg, Bagdad, Caïro, Madison, Damascus, Rome	Paus Nicolaas V
Charlotte Corday d'Armont stierf in <mask>.	Parijs	Bagdad, Warschau, Jeruzalem, Kabul, Istanboel, Caïro, Tokio, Medina, Taipei, Parijs	Charlotte Corday d'Armont
Mohammed Zahir Sjah stierf in <mask>.	Kabul	Medina, Jeruzalem, Damascus, Venetië, Madison, Detroit, Moskou, Florence, Surrey, Kabul	Mohammed Zahir Sjah
Paus Innocentius XI stierf in <mask>.	Rome	Londen, Berlijn, Caïro, Venetië, Damascus, Madison, Carthago, Florence, Athene, Rome	Paus Innocentius XI
Gordianus II stierf in <mask>.	Carthago	Madison, Lyon, Praag, Rome, Belgrado, Jeruzalem, Bagdad, Damascus, Detroit, Carthago	Gordianus II
Mstislav Rostropovitsj stierf in <mask>.	Moskou	Lyon, Istanboel, Athene, Neurenberg, Madison, Berlijn, Madrid, Tokio, Medina, Moskou	Mstislav Rostropovitsj
Paus Pius III stierf in <mask>.	Rome	Istanboel, Londen, Praag, Lyon, Parijs, Warschau, Belgrado, Kabul, Madrid, Rome	Paus Pius III
Abdul Karim Qassem stierf in <mask>.	Bagdad	Tokio, Rome, Florence, Londen, Parijs, Caïro, Taipei, Lyon, Damascus, Bagdad	Abdul Karim Qassem
Paus Gregorius XVI stierf in <mask>.	Rome	Constantinopel, Warschau, Taipei, Bagdad, Kabul, Londen, Madrid, Carthago, Damascus, Rome	Paus Gregorius XVI
Aram Khachaturian stierf in <mask>.	Moskou	Jeruzalem, Bagdad, Neurenberg, Athene, Londen, Helsinki, Detroit, Tokio, Carthago, Moskou	Aram Khachaturian
Heinrich von Kleist stierf in <mask>.	Berlijn	Rome, Londen, Moskou, Lyon, Bagdad, Kabul, Florence, Warschau, Surrey, Berlijn	Heinrich von Kleist
Abdülhamit I stierf in <mask>.	Constantinopel	Istanboel, Kabul, Venetië, Caïro, Medina, Tokio, Detroit, Belgrado, Parijs, Constantinopel	Abdülhamit I
Paus Alexander VIII stierf in <mask>.	Rome	Lyon, Taipei, Carthago, Madison, Istanboel, Warschau, Constantinopel, Londen, Madrid, Rome	Paus Alexander VIII
Johann Christian Bach stierf in <mask>.	Londen	Athene, Berlijn, Parijs, Kabul, Helsinki, Jeruzalem, Damascus, Madrid, Lyon, Londen	Johann Christian Bach
Samuel Johnson stierf in <mask>.	Londen	Carthago, Istanboel, Medina, Stockholm, Berlijn, Warschau, Moskou, Caïro, Athene, Londen	Samuel Johnson
Jacques-Yves Cousteau stierf in <mask>.	Parijs	Athene, Berlijn, Venetië, Belgrado, Neurenberg, Rome, Constantinopel, Jeruzalem, Bagdad, Parijs	Jacques-Yves Cousteau
Sofia Kovalevskaja stierf in <mask>.	Stockholm	Parijs, Helsinki, Berlijn, Madison, Athene, Florence, Detroit, Praag, Kabul, Stockholm	Sofia Kovalevskaja
Georg Wilhelm Friedrich Hegel stierf in <mask>.	Berlijn	Athene, Madison, Kabul, Madrid, Bagdad, Praag, Stockholm, Istanboel, Medina, Berlijn	Georg Wilhelm Friedrich Hegel
Sandro Botticelli stierf in <mask>.	Florence	Belgrado, Medina, Istanboel, Madison, Neurenberg, Detroit, Stockholm, Kabul, Jeruzalem, Florence	Sandro Botticelli
Samuel Taylor Coleridge stierf in <mask>.	Londen	Stockholm, Warschau, Medina, Detroit, Jeruzalem, Belgrado, Lyon, Moskou, Carthago, Londen	Samuel Taylor Coleridge
Ibn Khaldun stierf in <mask>.	Caïro	Lyon, Berlijn, Neurenberg, Jeruzalem, Venetië, Moskou, Istanboel, Taipei, Damascus, Caïro	Ibn Khaldun
Hendrik IV van Engeland stierf in <mask>.	Londen	Istanboel, Athene, Caïro, Rome, Neurenberg, Damascus, Madrid, Venetië, Berlijn, Londen	Hendrik IV van Engeland
Tomaso Albinoni stierf in <mask>.	Venetië	Parijs, Jeruzalem, Medina, Lyon, Florence, Detroit, Helsinki, Belgrado, Taipei, Venetië	Tomaso Albinoni
Paavo Nurmi stierf in <mask>.	Helsinki	Taipei, Surrey, Stockholm, Florence, Kabul, Parijs, Londen, Belgrado, Lyon, Helsinki	Paavo Nurmi
Paus Clemens I stierf in <mask>.	Rome	Londen, Bagdad, Helsinki, Istanboel, Belgrado, Parijs, Carthago, Constantinopel, Warschau, Rome	Paus Clemens I
Lodewijk XVII van Frankrijk stierf in <mask>.	Parijs	Madrid, Venetië, Constantinopel, Stockholm, Moskou, Florence, Medina, Damascus, Neurenberg, Parijs	Lodewijk XVII van Frankrijk
Kisho Kurokawa stierf in <mask>.	Tokio	Florence, Athene, Carthago, Moskou, Warschau, Caïro, Venetië, Parijs, Rome, Tokio	Kisho Kurokawa
Maximilien de Robespierre stierf in <mask>.	Parijs	Florence, Moskou, Medina, Damascus, Rome, Tokio, Neurenberg, Stockholm, Bagdad, Parijs	Maximilien de Robespierre
Giorgione stierf in <mask>.	Venetië	Parijs, Rome, Athene, Moskou, Helsinki, Londen, Constantinopel, Medina, Lyon, Venetië	Giorgione
Peter I van Joegoslavië stierf in <mask>.	Belgrado	Tokio, Bagdad, Londen, Parijs, Taipei, Kabul, Helsinki, Athene, Neurenberg, Belgrado	Peter I van Joegoslavië
L.L. Zamenhof stierf in <mask>.	Warschau	Londen, Neurenberg, Athene, Belgrado, Lyon, Helsinki, Bagdad, Constantinopel, Parijs, Warschau	L.L. Zamenhof
Ibrahim Pasja stierf in <mask>.	Caïro	Parijs, Madison, Surrey, Praag, Belgrado, Warschau, Athene, Damascus, Istanboel, Caïro	Ibrahim Pasja
Paus Clemens XII stierf in <mask>.	Rome	Berlijn, Istanboel, Caïro, Tokio, Constantinopel, Belgrado, Taipei, Kabul, Parijs, Rome	Paus Clemens XII
Ireneüs van Lyon stierf in <mask>.	Lyon	Detroit, Helsinki, Surrey, Medina, Neurenberg, Londen, Florence, Constantinopel, Moskou, Lyon	Ireneüs van Lyon
Jacques Derrida stierf in <mask>.	Parijs	Carthago, Berlijn, Detroit, Athene, Rome, Belgrado, Damascus, Caïro, Lyon, Parijs	Jacques Derrida
Karel IV van Spanje stierf in <mask>.	Rome	Praag, Madrid, Athene, Venetië, Warschau, Tokio, Helsinki, Moskou, Jeruzalem, Rome	Karel IV van Spanje
Ralph Vaughan Williams stierf in <mask>.	Londen	Rome, Madrid, Athene, Berlijn, Medina, Parijs, Detroit, Lyon, Caïro, Londen	Ralph Vaughan Williams
Andrej Gromyko stierf in <mask>.	Moskou	Madrid, Taipei, Detroit, Athene, Venetië, Damascus, Carthago, Londen, Neurenberg, Moskou	Andrej Gromyko
Ulrike Eleonora van Zweden stierf in <mask>.	Stockholm	Athene, Taipei, Surrey, Warschau, Jeruzalem, Florence, Madrid, Damascus, Parijs, Stockholm	Ulrike Eleonora van Zweden
Otis Redding stierf in <mask>.	Madison	Parijs, Venetië, Rome, Carthago, Florence, Istanboel, Kabul, Bagdad, Stockholm, Madison	Otis Redding
Henri Rousseau stierf in <mask>.	Parijs	Surrey, Florence, Carthago, Helsinki, Venetië, Bagdad, Neurenberg, Damascus, Belgrado, Parijs	Henri Rousseau
Moe'awija I stierf in <mask>.	Damascus	Stockholm, Tokio, Detroit, Constantinopel, Madison, Madrid, Surrey, Praag, Parijs, Damascus	Moe'awija I
Louis Aragon stierf in <mask>.	Parijs	Caïro, Madrid, Medina, Surrey, Jeruzalem, Warschau, Madison, Bagdad, Damascus, Parijs	Louis Aragon
Baibars stierf in <mask>.	Damascus	Moskou, Surrey, Parijs, Jeruzalem, Londen, Medina, Athene, Madrid, Belgrado, Damascus	Baibars
Claus Schenk von Stauffenberg stierf in <mask>.	Berlijn	Londen, Praag, Warschau, Kabul, Parijs, Lyon, Taipei, Belgrado, Detroit, Berlijn	Claus Schenk von Stauffenberg
Donato Bramante stierf in <mask>.	Rome	Jeruzalem, Helsinki, Lyon, Stockholm, Berlijn, Moskou, Kabul, Bagdad, Warschau, Rome	Donato Bramante
Francisco Franco stierf in <mask>.	Madrid	Rome, Lyon, Athene, Moskou, Jeruzalem, Praag, Constantinopel, Berlijn, Detroit, Madrid	Francisco Franco
Claude Bernard stierf in <mask>.	Parijs	Medina, Constantinopel, Detroit, Damascus, Lyon, Surrey, Stockholm, Madison, Berlijn, Parijs	Claude Bernard
Gamal Abdel Nasser stierf in <mask>.	Caïro	Medina, Istanboel, Neurenberg, Stockholm, Detroit, Taipei, Florence, Venetië, Warschau, Caïro	Gamal Abdel Nasser
Jakov Sverdlov stierf in <mask>.	Moskou	Taipei, Bagdad, Detroit, Neurenberg, Damascus, Londen, Berlijn, Venetië, Constantinopel, Moskou	Jakov Sverdlov
Charles Louis Alphonse Laveran stierf in <mask>.	Parijs	Madrid, Londen, Berlijn, Jeruzalem, Rome, Warschau, Bagdad, Athene, Belgrado, Parijs	Charles Louis Alphonse Laveran
Tycho Brahe stierf in <mask>.	Praag	Carthago, Helsinki, Medina, Tokio, Rome, Stockholm, Florence, Istanboel, Bagdad, Praag	Tycho Brahe
Edward Heath stierf in <mask>.	Salisbury	Surrey, Parijs, Taipei, Constantinopel, Madison, Warschau, Berlijn, Londen, Carthago, Salisbury	Edward Heath
lensvormig sterrenstelsel is een subklasse van <mask>.	sterrenstelsel	brug, desoxyribonucleïnezuur, sandwich, Engels, communicatie, film, geneeskunde, industrie, hond, sterrenstelsel	lensvormig sterrenstelsel
champagne is een subklasse van <mask>.	wijn	jacht, homoseksualiteit, cel, creativiteit, statistiek, film, software, mythologie, vaccin, wijn	champagne
descriptive statistics is een subklasse van <mask>.	statistiek	Engels, industrie, geneeskunde, laptop, slagader, management, fortificatie, politicus, socialisme, statistiek	descriptive statistics
analytische meetkunde is een subklasse van <mask>.	meetkunde	sterrenstelsel, biologie, epidemie, geschiedenis, kelner, ruimtevaartuig, steenkool, kruiser, communicatie, meetkunde	analytische meetkunde
magneetzweeftrein is een subklasse van <mask>.	trein	hond, cel, geneeskunde, fraude, handelsmerk, geheel getal, infanterie, geoloog, algoritme, trein	magneetzweeftrein
gebruikersomgeving is een subklasse van <mask>.	interface	klok, priester, spier, ziekte, auto, planeet, fortificatie, toilet, telescoop, interface	gebruikersomgeving
algemeen kiesrecht is een subklasse van <mask>.	kiesrecht	industrie, kunstenaar, boeddhisme, kwarts, desoxyribonucleïnezuur, gouverneur, planeet, milieuverontreiniging, LGBTI, kiesrecht	algemeen kiesrecht
Prolactine is een subklasse van <mask>.	eiwit	fraude, propositie, beroemdheid, ziekte, acteur, brug, aardolie, kunstenaar, communicatie, eiwit	Prolactine
gay is een subklasse van <mask>.	homoseksualiteit	kelner, epidemie, acteur, schaken, jacht, vaccin, operatie, infanterie, jazz, homoseksualiteit	gay
Fractal is een subklasse van <mask>.	verzameling	operatie, jazz, fictie, hond, protagonist, filosofie, laptop, telescoop, slagader, verzameling	Fractal
complottheorie is een subklasse van <mask>.	propositie	LGBTI, infanterie, applicatie, groente, software, epidemie, recht, planeet, cel, propositie	complottheorie
Engelse buldog is een subklasse van <mask>.	hond	Chinese talen, toilet, milieuverontreiniging, mythologie, natuurkunde, aardolie, ziekte, sandwich, geneesmiddel, hond	Engelse buldog
exoplaneet is een subklasse van <mask>.	planeet	fortificatie, hersenen, toilet, hond, planten, democratie, kunstenaar, filosofie, humor, planeet	exoplaneet
televisiepresentator is een subklasse van <mask>.	beroemdheid	humor, film, Engels, operatie, kiesrecht, fietsen, auto, kruiser, transgender, beroemdheid	televisiepresentator
kosmologie is een subklasse van <mask>.	natuurkunde	Chinese talen, jazz, boeddhisme, klimaat, vlees, beroemdheid, biologie, gouverneur, fraude, natuurkunde	kosmologie
telepathie is een subklasse van <mask>.	communicatie	kunstenaar, Engels, wijn, epidemie, vaccin, hond, bos, geheel getal, moord, communicatie	telepathie
sociale filosofie is een subklasse van <mask>.	filosofie	demon, planeet, kiesrecht, geoloog, brug, natuurkunde, creativiteit, ruimtevaartuig, interface, filosofie	sociale filosofie
oplaadbare batterij is een subklasse van <mask>.	batterij	trein, mythologie, fortificatie, brug, steenkool, beroemdheid, eiwit, kunstenaar, biologie, batterij	oplaadbare batterij
wielersport is een subklasse van <mask>.	fietsen	mythologie, creativiteit, transgender, cel, organisme, planten, LGBTI, fictie, groente, fietsen	wielersport
gameet is een subklasse van <mask>.	cel	kelner, alfabet, ruimtevaartuig, LGBTI, brug, Engels, handelsmerk, wijn, meetkunde, cel	gameet
optische telescoop is een subklasse van <mask>.	telescoop	communicatie, fictie, bos, geheel getal, geneesmiddel, mythologie, alfabet, kunstenaar, gouverneur, telescoop	optische telescoop
openbaar toilet is een subklasse van <mask>.	toilet	kelner, verzameling, steenkool, natuurkunde, muzikant, statistiek, paus, gouverneur, fortificatie, toilet	openbaar toilet
Chinees schaken is een subklasse van <mask>.	schaken	geneesmiddel, desoxyribonucleïnezuur, natuurkunde, applicatie, trein, interface, acteur, propositie, socialisme, schaken	Chinees schaken
aubergine is een subklasse van <mask>.	groente	applicatie, sandwich, salade, thuis, ruimtevaartuig, planeet, slagader, spier, democratie, groente	aubergine
animatiefilm is een subklasse van <mask>.	film	bos, infanterie, planten, communicatie, handelsmerk, steenkool, demon, protagonist, auto, film	animatiefilm
aorta is een subklasse van <mask>.	slagader	thuis, jazz, protagonist, alfabet, LGBTI, fraude, desoxyribonucleïnezuur, filosofie, geneesmiddel, slagader	aorta
vuursteen is een subklasse van <mask>.	kwarts	film, cel, aardolie, priester, fraude, mythologie, geheel getal, homoseksualiteit, biologie, kwarts	vuursteen
broccoli is een subklasse van <mask>.	groente	kiesrecht, geoloog, kelner, ruimtevaartuig, paus, vlees, moord, acteur, ziekte, groente	broccoli
barman is een subklasse van <mask>.	kelner	LGBTI, operatie, salade, alfabet, infanterie, hersenen, vaccin, geoloog, vlees, kelner	barman
Tegenpaus is een subklasse van <mask>.	paus	sterrenstelsel, humor, fietsen, fortificatie, natuurkunde, planeet, fotografie, industrie, auto, paus	Tegenpaus
geïmproviseerde bom is een subklasse van <mask>.	bom	geoloog, sandwich, demon, hond, ziekte, kruiser, kelner, mythologie, natuurkunde, bom	geïmproviseerde bom
president is een subklasse van <mask>.	politicus	acteur, gouverneur, batterij, vlees, humor, spier, statistiek, propositie, kiesrecht, politicus	president
Erytropoëtine is een subklasse van <mask>.	eiwit	infanterie, wijn, telescoop, klimaat, hond, natuurkunde, klok, planten, communicatie, eiwit	Erytropoëtine
oerbos is een subklasse van <mask>.	bos	kunstenaar, alfabet, software, cel, film, priester, schaken, communicatie, desoxyribonucleïnezuur, bos	oerbos
diergeneeskunde is een subklasse van <mask>.	geneeskunde	fraude, vlees, software, fietsen, kiesrecht, management, industrie, politicus, eiwit, geneeskunde	diergeneeskunde
actiefilm is een subklasse van <mask>.	film	paus, meetkunde, kunstenaar, wijn, vlees, interface, hersenen, eiwit, socialisme, film	actiefilm
natuurlijke historie is een subklasse van <mask>.	geschiedenis	klimaat, salade, Engels, fictie, bom, slagader, vaccin, wijn, geheel getal, geschiedenis	natuurlijke historie
directe democratie is een subklasse van <mask>.	democratie	auto, planten, steenkool, trein, ziekte, communicatie, paus, bom, organisme, democratie	directe democratie
Mandarijn is een subklasse van <mask>.	Chinese talen	spier, batterij, software, filosofie, meetkunde, astronomie, democratie, planeet, eiwit, Chinese talen	Mandarijn
BCG-vaccin is een subklasse van <mask>.	vaccin	alfabet, management, eiwit, applicatie, groente, operatie, fortificatie, LGBTI, humor, vaccin	BCG-vaccin
Natuurrecht is een subklasse van <mask>.	recht	ruimtevaartuig, humor, creativiteit, planeet, auto, boeddhisme, software, fortificatie, geschiedenis, recht	Natuurrecht
Griekse mythologie is een subklasse van <mask>.	mythologie	fraude, management, brug, geschiedenis, infanterie, homoseksualiteit, kelner, natuurkunde, batterij, mythologie	Griekse mythologie
ruimtestation is een subklasse van <mask>.	ruimtevaartuig	hersenen, software, wijn, humor, communicatie, industrie, socialisme, kruiser, Engels, ruimtevaartuig	ruimtestation
succubus is een subklasse van <mask>.	demon	fictie, planten, moord, acteur, socialisme, gouverneur, film, homoseksualiteit, kelner, demon	succubus
euthanasie is een subklasse van <mask>.	moord	Engels, demon, fortificatie, gouverneur, planten, beroemdheid, klimaat, paus, kiesrecht, moord	euthanasie
aftrekken is een subklasse van <mask>.	operatie	gouverneur, kwarts, vaccin, beroemdheid, fictie, verzameling, trein, applicatie, sterrenstelsel, operatie	aftrekken
dwergsterrenstelsel is een subklasse van <mask>.	sterrenstelsel	creativiteit, kunstenaar, fortificatie, priester, planeet, ruimtevaartuig, bom, software, fictie, sterrenstelsel	dwergsterrenstelsel
moord is een subklasse van <mask>.	moord	priester, fotografie, spier, wijn, homoseksualiteit, biologie, slagader, ruimtevaartuig, hersenen, moord	moord
architect is een subklasse van <mask>.	kunstenaar	verzameling, beroemdheid, kwarts, toilet, epidemie, demon, software, wijn, LGBTI, kunstenaar	architect
burcht is een subklasse van <mask>.	thuis	humor, algoritme, jazz, politicus, mythologie, kelner, verzameling, Engels, geneeskunde, thuis	burcht
kunstmaan is een subklasse van <mask>.	ruimtevaartuig	sterrenstelsel, slagader, paus, muzikant, moord, LGBTI, democratie, fortificatie, homoseksualiteit, ruimtevaartuig	kunstmaan
carnivoor is een subklasse van <mask>.	organisme	hond, interface, alfabet, LGBTI, fictie, muzikant, epidemie, fraude, milieuverontreiniging, organisme	carnivoor
shogi is een subklasse van <mask>.	schaken	geoloog, organisme, klok, geschiedenis, gouverneur, fictie, beroemdheid, toilet, verzameling, schaken	shogi
hotdog is een subklasse van <mask>.	sandwich	jacht, humor, ruimtevaartuig, geneeskunde, socialisme, software, steenkool, spier, planeet, sandwich	hotdog
