Prompt	Ans	Candidate Ans	Subject
Balbinus died in <mask>.	Rome	Istanbul, Stockholm, Prague, Berlin, Cairo, Madrid, Kabul, Nuremberg, Madison, Rome	Balbinus
Hrant Dink died in <mask>.	Istanbul	Jerusalem, Tokyo, Moscow, Helsinki, Rome, London, Kabul, Florence, Madrid, Istanbul	Hrant Dink
Nikephoros III Botaneiates died in <mask>.	Constantinople	Taipei, Moscow, Stockholm, Athens, Kabul, Nuremberg, Damascus, Paris, Surrey, Constantinople	Nikephoros III Botaneiates
Johann Pachelbel died in <mask>.	Nuremberg	Detroit, Athens, Madrid, Tokyo, Belgrade, Kabul, Rome, Prague, Moscow, Nuremberg	Johann Pachelbel
Vaslav Nijinsky died in <mask>.	London	Rome, Tokyo, Madison, Istanbul, Medina, Constantinople, Venice, Surrey, Baghdad, London	Vaslav Nijinsky
Leo X died in <mask>.	Rome	Belgrade, Carthage, Surrey, Cairo, Madison, Paris, Jerusalem, Venice, Taipei, Rome	Leo X
Donatello died in <mask>.	Florence	Detroit, Stockholm, Athens, Warsaw, Kabul, Baghdad, London, Jerusalem, Medina, Florence	Donatello
Chiang Ching-kuo died in <mask>.	Taipei	Baghdad, Damascus, Athens, Berlin, Helsinki, Lyon, Detroit, Nuremberg, Madrid, Taipei	Chiang Ching-kuo
Robert Hooke died in <mask>.	London	Istanbul, Cairo, Constantinople, Berlin, Tokyo, Madrid, Surrey, Lyon, Taipei, London	Robert Hooke
Rosa Parks died in <mask>.	Detroit	Paris, Istanbul, Madrid, Baghdad, Berlin, Stockholm, Madison, Cairo, Athens, Detroit	Rosa Parks
John VIII Palaiologos died in <mask>.	Constantinople	Stockholm, Warsaw, Moscow, Athens, Baghdad, Taipei, Cairo, Florence, Istanbul, Constantinople	John VIII Palaiologos
John Dee died in <mask>.	Surrey	Rome, Warsaw, Baghdad, Constantinople, Tokyo, Florence, Lyon, Detroit, Prague, Surrey	John Dee
Fernandel died in <mask>.	Paris	Warsaw, Surrey, Cairo, Athens, Jerusalem, Prague, Venice, Lyon, Helsinki, Paris	Fernandel
Michael II died in <mask>.	Constantinople	Warsaw, Istanbul, Tokyo, Nuremberg, Moscow, Cairo, Venice, Lyon, Surrey, Constantinople	Michael II
Karl Liebknecht died in <mask>.	Berlin	Helsinki, Cairo, Taipei, London, Paris, Warsaw, Istanbul, Madrid, Damascus, Berlin	Karl Liebknecht
Richard Wagner died in <mask>.	Venice	Moscow, Belgrade, Jerusalem, Warsaw, Surrey, Paris, Detroit, Baghdad, Damascus, Venice	Richard Wagner
Antisthenes died in <mask>.	Athens	Moscow, Cairo, Medina, Constantinople, Helsinki, Surrey, Kabul, Paris, Florence, Athens	Antisthenes
Max Ernst died in <mask>.	Paris	London, Stockholm, Tokyo, Nuremberg, Rome, Athens, Venice, Moscow, Belgrade, Paris	Max Ernst
Martin Buber died in <mask>.	Jerusalem	Kabul, Baghdad, Stockholm, Moscow, Istanbul, Surrey, Lyon, Nuremberg, Belgrade, Jerusalem	Martin Buber
Joseph Goebbels died in <mask>.	Berlin	London, Carthage, Prague, Athens, Constantinople, Medina, Rome, Kabul, Madison, Berlin	Joseph Goebbels
Montesquieu died in <mask>.	Paris	Stockholm, Kabul, Cairo, Baghdad, Nuremberg, Constantinople, Damascus, Medina, Lyon, Paris	Montesquieu
Nicholas V died in <mask>.	Rome	Moscow, Surrey, Lyon, Detroit, Nuremberg, Baghdad, Cairo, Madison, Damascus, Rome	Nicholas V
Charlotte Corday died in <mask>.	Paris	Baghdad, Warsaw, Jerusalem, Kabul, Istanbul, Cairo, Tokyo, Medina, Taipei, Paris	Charlotte Corday
Mohammed Zahir Shah died in <mask>.	Kabul	Medina, Jerusalem, Damascus, Venice, Madison, Detroit, Moscow, Florence, Surrey, Kabul	Mohammed Zahir Shah
Innocent XI died in <mask>.	Rome	London, Berlin, Cairo, Venice, Damascus, Madison, Carthage, Florence, Athens, Rome	Innocent XI
Gordian II died in <mask>.	Carthage	Madison, Lyon, Prague, Rome, Belgrade, Jerusalem, Baghdad, Damascus, Detroit, Carthage	Gordian II
Mstislav Rostropovich died in <mask>.	Moscow	Lyon, Istanbul, Athens, Nuremberg, Madison, Berlin, Madrid, Tokyo, Medina, Moscow	Mstislav Rostropovich
Pius III died in <mask>.	Rome	Istanbul, London, Prague, Lyon, Paris, Warsaw, Belgrade, Kabul, Madrid, Rome	Pius III
Abd al-Karim Qasim died in <mask>.	Baghdad	Tokyo, Rome, Florence, London, Paris, Cairo, Taipei, Lyon, Damascus, Baghdad	Abd al-Karim Qasim
Gregory XVI died in <mask>.	Rome	Constantinople, Warsaw, Taipei, Baghdad, Kabul, London, Madrid, Carthage, Damascus, Rome	Gregory XVI
Aram Khachaturian died in <mask>.	Moscow	Jerusalem, Baghdad, Nuremberg, Athens, London, Helsinki, Detroit, Tokyo, Carthage, Moscow	Aram Khachaturian
Heinrich von Kleist died in <mask>.	Berlin	Rome, London, Moscow, Lyon, Baghdad, Kabul, Florence, Warsaw, Surrey, Berlin	Heinrich von Kleist
Abdul Hamid I died in <mask>.	Constantinople	Istanbul, Kabul, Venice, Cairo, Medina, Tokyo, Detroit, Belgrade, Paris, Constantinople	Abdul Hamid I
Alexander VIII died in <mask>.	Rome	Lyon, Taipei, Carthage, Madison, Istanbul, Warsaw, Constantinople, London, Madrid, Rome	Alexander VIII
Johann Christian Bach died in <mask>.	London	Athens, Berlin, Paris, Kabul, Helsinki, Jerusalem, Damascus, Madrid, Lyon, London	Johann Christian Bach
Samuel Johnson died in <mask>.	London	Carthage, Istanbul, Medina, Stockholm, Berlin, Warsaw, Moscow, Cairo, Athens, London	Samuel Johnson
Jacques Cousteau died in <mask>.	Paris	Athens, Berlin, Venice, Belgrade, Nuremberg, Rome, Constantinople, Jerusalem, Baghdad, Paris	Jacques Cousteau
Sofia Kovalevskaya died in <mask>.	Stockholm	Paris, Helsinki, Berlin, Madison, Athens, Florence, Detroit, Prague, Kabul, Stockholm	Sofia Kovalevskaya
Georg Wilhelm Friedrich Hegel died in <mask>.	Berlin	Athens, Madison, Kabul, Madrid, Baghdad, Prague, Stockholm, Istanbul, Medina, Berlin	Georg Wilhelm Friedrich Hegel
Sandro Botticelli died in <mask>.	Florence	Belgrade, Medina, Istanbul, Madison, Nuremberg, Detroit, Stockholm, Kabul, Jerusalem, Florence	Sandro Botticelli
Samuel Taylor Coleridge died in <mask>.	London	Stockholm, Warsaw, Medina, Detroit, Jerusalem, Belgrade, Lyon, Moscow, Carthage, London	Samuel Taylor Coleridge
Ibn Khaldun died in <mask>.	Cairo	Lyon, Berlin, Nuremberg, Jerusalem, Venice, Moscow, Istanbul, Taipei, Damascus, Cairo	Ibn Khaldun
Henry IV of England died in <mask>.	London	Istanbul, Athens, Cairo, Rome, Nuremberg, Damascus, Madrid, Venice, Berlin, London	Henry IV of England
Tomaso Albinoni died in <mask>.	Venice	Paris, Jerusalem, Medina, Lyon, Florence, Detroit, Helsinki, Belgrade, Taipei, Venice	Tomaso Albinoni
Paavo Nurmi died in <mask>.	Helsinki	Taipei, Surrey, Stockholm, Florence, Kabul, Paris, London, Belgrade, Lyon, Helsinki	Paavo Nurmi
Clement I died in <mask>.	Rome	London, Baghdad, Helsinki, Istanbul, Belgrade, Paris, Carthage, Constantinople, Warsaw, Rome	Clement I
Louis XVII of France died in <mask>.	Paris	Madrid, Venice, Constantinople, Stockholm, Moscow, Florence, Medina, Damascus, Nuremberg, Paris	Louis XVII of France
Kisho Kurokawa died in <mask>.	Tokyo	Florence, Athens, Carthage, Moscow, Warsaw, Cairo, Venice, Paris, Rome, Tokyo	Kisho Kurokawa
Maximilien Robespierre died in <mask>.	Paris	Florence, Moscow, Medina, Damascus, Rome, Tokyo, Nuremberg, Stockholm, Baghdad, Paris	Maximilien Robespierre
Giorgione died in <mask>.	Venice	Paris, Rome, Athens, Moscow, Helsinki, London, Constantinople, Medina, Lyon, Venice	Giorgione
Peter I of Serbia died in <mask>.	Belgrade	Tokyo, Baghdad, London, Paris, Taipei, Kabul, Helsinki, Athens, Nuremberg, Belgrade	Peter I of Serbia
L. L. Zamenhof died in <mask>.	Warsaw	London, Nuremberg, Athens, Belgrade, Lyon, Helsinki, Baghdad, Constantinople, Paris, Warsaw	L. L. Zamenhof
Ibrahim Pasha of Egypt died in <mask>.	Cairo	Paris, Madison, Surrey, Prague, Belgrade, Warsaw, Athens, Damascus, Istanbul, Cairo	Ibrahim Pasha of Egypt
Clement XII died in <mask>.	Rome	Berlin, Istanbul, Cairo, Tokyo, Constantinople, Belgrade, Taipei, Kabul, Paris, Rome	Clement XII
Irenaeus died in <mask>.	Lyon	Detroit, Helsinki, Surrey, Medina, Nuremberg, London, Florence, Constantinople, Moscow, Lyon	Irenaeus
Jacques Derrida died in <mask>.	Paris	Carthage, Berlin, Detroit, Athens, Rome, Belgrade, Damascus, Cairo, Lyon, Paris	Jacques Derrida
Charles IV of Spain died in <mask>.	Rome	Prague, Madrid, Athens, Venice, Warsaw, Tokyo, Helsinki, Moscow, Jerusalem, Rome	Charles IV of Spain
Ralph Vaughan Williams died in <mask>.	London	Rome, Madrid, Athens, Berlin, Medina, Paris, Detroit, Lyon, Cairo, London	Ralph Vaughan Williams
Andrei Gromyko died in <mask>.	Moscow	Madrid, Taipei, Detroit, Athens, Venice, Damascus, Carthage, London, Nuremberg, Moscow	Andrei Gromyko
Ulrika Eleonora, Queen of Sweden died in <mask>.	Stockholm	Athens, Taipei, Surrey, Warsaw, Jerusalem, Florence, Madrid, Damascus, Paris, Stockholm	Ulrika Eleonora, Queen of Sweden
Otis Redding died in <mask>.	Madison	Paris, Venice, Rome, Carthage, Florence, Istanbul, Kabul, Baghdad, Stockholm, Madison	Otis Redding
Henri Rousseau died in <mask>.	Paris	Surrey, Florence, Carthage, Helsinki, Venice, Baghdad, Nuremberg, Damascus, Belgrade, Paris	Henri Rousseau
Muawiyah I died in <mask>.	Damascus	Stockholm, Tokyo, Detroit, Constantinople, Madison, Madrid, Surrey, Prague, Paris, Damascus	Muawiyah I
Louis Aragon died in <mask>.	Paris	Cairo, Madrid, Medina, Surrey, Jerusalem, Warsaw, Madison, Baghdad, Damascus, Paris	Louis Aragon
Baibars died in <mask>.	Damascus	Moscow, Surrey, Paris, Jerusalem, London, Medina, Athens, Madrid, Belgrade, Damascus	Baibars
Claus Schenk Graf von Stauffenberg died in <mask>.	Berlin	London, Prague, Warsaw, Kabul, Paris, Lyon, Taipei, Belgrade, Detroit, Berlin	Claus Schenk Graf von Stauffenberg
Donato Bramante died in <mask>.	Rome	Jerusalem, Helsinki, Lyon, Stockholm, Berlin, Moscow, Kabul, Baghdad, Warsaw, Rome	Donato Bramante
Francisco Franco died in <mask>.	Madrid	Rome, Lyon, Athens, Moscow, Jerusalem, Prague, Constantinople, Berlin, Detroit, Madrid	Francisco Franco
Claude Bernard died in <mask>.	Paris	Medina, Constantinople, Detroit, Damascus, Lyon, Surrey, Stockholm, Madison, Berlin, Paris	Claude Bernard
Gamal Abdel Nasser died in <mask>.	Cairo	Medina, Istanbul, Nuremberg, Stockholm, Detroit, Taipei, Florence, Venice, Warsaw, Cairo	Gamal Abdel Nasser
Yakov Sverdlov died in <mask>.	Moscow	Taipei, Baghdad, Detroit, Nuremberg, Damascus, London, Berlin, Venice, Constantinople, Moscow	Yakov Sverdlov
Charles Louis Alphonse Laveran died in <mask>.	Paris	Madrid, London, Berlin, Jerusalem, Rome, Warsaw, Baghdad, Athens, Belgrade, Paris	Charles Louis Alphonse Laveran
Tycho Brahe died in <mask>.	Prague	Carthage, Helsinki, Medina, Tokyo, Rome, Stockholm, Florence, Istanbul, Baghdad, Prague	Tycho Brahe
Edward Heath died in <mask>.	Salisbury	Surrey, Paris, Taipei, Constantinople, Madison, Warsaw, Berlin, London, Carthage, Salisbury	Edward Heath
lenticular galaxy is a subclass of <mask>.	galaxy	bridge, DNA, sandwich, English, communication, film, medicine, industry, dog, galaxy	lenticular galaxy
Champagne is a subclass of <mask>.	wine	hunting, homosexuality, cell, creativity, statistics, film, software, mythology, vaccine, wine	Champagne
descriptive statistics is a subclass of <mask>.	statistics	English, industry, medicine, laptop, artery, management, fortification, politician, socialism, statistics	descriptive statistics
analytic geometry is a subclass of <mask>.	geometry	galaxy, biology, epidemic, history, waiter, spacecraft, coal, cruiser, communication, geometry	analytic geometry
maglev train is a subclass of <mask>.	train	dog, cell, medicine, fraud, trademark, integer, infantry, geologist, algorithm, train	maglev train
user interface is a subclass of <mask>.	interface	clock, priest, muscle, disease, motor car, planet, fortification, toilet, telescope, interface	user interface
universal suffrage is a subclass of <mask>.	suffrage	industry, artist, Buddhism, quartz, DNA, governor, planet, pollution, LGBT, suffrage	universal suffrage
Prolactin is a subclass of <mask>.	protein	fraud, proposition, celebrity, disease, actor, bridge, petroleum, artist, communication, protein	Prolactin
gay is a subclass of <mask>.	homosexuality	waiter, epidemic, actor, chess, hunting, vaccine, operation, infantry, jazz, homosexuality	gay
fractal is a subclass of <mask>.	set	operation, jazz, fiction, dog, protagonist, philosophy, laptop, telescope, artery, set	fractal
conspiracy theory is a subclass of <mask>.	proposition	LGBT, infantry, application, vegetable, software, epidemic, law, planet, cell, proposition	conspiracy theory
Bulldog is a subclass of <mask>.	dog	Chinese, toilet, pollution, mythology, physics, petroleum, disease, sandwich, medication, dog	Bulldog
extrasolar planet is a subclass of <mask>.	planet	fortification, brain, toilet, dog, plant, democracy, artist, philosophy, humor, planet	extrasolar planet
television presenter is a subclass of <mask>.	celebrity	humor, film, English, operation, suffrage, cycling, motor car, cruiser, transgender person, celebrity	television presenter
cosmology is a subclass of <mask>.	physics	Chinese, jazz, Buddhism, climate, meat, celebrity, biology, governor, fraud, physics	cosmology
telepathy is a subclass of <mask>.	communication	artist, English, wine, epidemic, vaccine, dog, forest, integer, homicide, communication	telepathy
social philosophy is a subclass of <mask>.	philosophy	demon, planet, suffrage, geologist, bridge, physics, creativity, spacecraft, interface, philosophy	social philosophy
rechargeable battery is a subclass of <mask>.	battery	train, mythology, fortification, bridge, coal, celebrity, protein, artist, biology, battery	rechargeable battery
cycle sport is a subclass of <mask>.	cycling	mythology, creativity, transgender person, cell, organism, plant, LGBT, fiction, vegetable, cycling	cycle sport
gamete is a subclass of <mask>.	cell	waiter, alphabet, spacecraft, LGBT, bridge, English, trademark, wine, geometry, cell	gamete
optical telescope is a subclass of <mask>.	telescope	communication, fiction, forest, integer, medication, mythology, alphabet, artist, governor, telescope	optical telescope
public toilet is a subclass of <mask>.	toilet	waiter, set, coal, physics, musician, statistics, pope, governor, fortification, toilet	public toilet
xiangqi is a subclass of <mask>.	chess	medication, DNA, physics, application, train, interface, actor, proposition, socialism, chess	xiangqi
eggplant is a subclass of <mask>.	vegetable	application, sandwich, salad, home, spacecraft, planet, artery, muscle, democracy, vegetable	eggplant
animated film is a subclass of <mask>.	film	forest, infantry, plant, communication, trademark, coal, demon, protagonist, motor car, film	animated film
aorta is a subclass of <mask>.	artery	home, jazz, protagonist, alphabet, LGBT, fraud, DNA, philosophy, medication, artery	aorta
flint is a subclass of <mask>.	quartz	film, cell, petroleum, priest, fraud, mythology, integer, homosexuality, biology, quartz	flint
broccoli is a subclass of <mask>.	vegetable	suffrage, geologist, waiter, spacecraft, pope, meat, homicide, actor, disease, vegetable	broccoli
bartender is a subclass of <mask>.	waiter	LGBT, operation, salad, alphabet, infantry, brain, vaccine, geologist, meat, waiter	bartender
antipope is a subclass of <mask>.	pope	galaxy, humor, cycling, fortification, physics, planet, photography, industry, motor car, pope	antipope
improvised explosive device is a subclass of <mask>.	bomb	geologist, sandwich, demon, dog, disease, cruiser, waiter, mythology, physics, bomb	improvised explosive device
president is a subclass of <mask>.	politician	actor, governor, battery, meat, humor, muscle, statistics, proposition, suffrage, politician	president
Erythropoietin is a subclass of <mask>.	protein	infantry, wine, telescope, climate, dog, physics, clock, plant, communication, protein	Erythropoietin
old-growth forest is a subclass of <mask>.	forest	artist, alphabet, software, cell, film, priest, chess, communication, DNA, forest	old-growth forest
veterinary medicine is a subclass of <mask>.	medicine	fraud, meat, software, cycling, suffrage, management, industry, politician, protein, medicine	veterinary medicine
action film is a subclass of <mask>.	film	pope, geometry, artist, wine, meat, interface, brain, protein, socialism, film	action film
natural history is a subclass of <mask>.	history	climate, salad, English, fiction, bomb, artery, vaccine, wine, integer, history	natural history
direct democracy is a subclass of <mask>.	democracy	motor car, plant, coal, train, disease, communication, pope, bomb, organism, democracy	direct democracy
Mandarin Chinese is a subclass of <mask>.	Chinese	muscle, battery, software, philosophy, geometry, astronomy, democracy, planet, protein, Chinese	Mandarin Chinese
BCG vaccine is a subclass of <mask>.	vaccine	alphabet, management, protein, application, vegetable, operation, fortification, LGBT, humor, vaccine	BCG vaccine
natural law is a subclass of <mask>.	law	spacecraft, humor, creativity, planet, motor car, Buddhism, software, fortification, history, law	natural law
Greek mythology is a subclass of <mask>.	mythology	fraud, management, bridge, history, infantry, homosexuality, waiter, physics, battery, mythology	Greek mythology
space station is a subclass of <mask>.	spacecraft	brain, software, wine, humor, communication, industry, socialism, cruiser, English, spacecraft	space station
succubus is a subclass of <mask>.	demon	fiction, plant, homicide, actor, socialism, governor, film, homosexuality, waiter, demon	succubus
euthanasia is a subclass of <mask>.	homicide	English, demon, fortification, governor, plant, celebrity, climate, pope, suffrage, homicide	euthanasia
subtraction is a subclass of <mask>.	operation	governor, quartz, vaccine, celebrity, fiction, set, train, application, galaxy, operation	subtraction
dwarf galaxy is a subclass of <mask>.	galaxy	creativity, artist, fortification, priest, planet, spacecraft, bomb, software, fiction, galaxy	dwarf galaxy
murder is a subclass of <mask>.	homicide	priest, photography, muscle, wine, homosexuality, biology, artery, spacecraft, brain, homicide	murder
architect is a subclass of <mask>.	artist	set, celebrity, quartz, toilet, epidemic, demon, software, wine, LGBT, artist	architect
castle is a subclass of <mask>.	home	humor, algorithm, jazz, politician, mythology, waiter, set, English, medicine, home	castle
artificial satellite is a subclass of <mask>.	spacecraft	galaxy, artery, pope, musician, homicide, LGBT, democracy, fortification, homosexuality, spacecraft	artificial satellite
carnivore is a subclass of <mask>.	organism	dog, interface, alphabet, LGBT, fiction, musician, epidemic, fraud, pollution, organism	carnivore
shogi is a subclass of <mask>.	chess	geologist, organism, clock, history, governor, fiction, celebrity, toilet, set, chess	shogi
hot dog is a subclass of <mask>.	sandwich	hunting, humor, spacecraft, medicine, socialism, software, coal, muscle, planet, sandwich	hot dog
sundial is a subclass of <mask>.	clock	wine, fortification, coal, salad, management, astronomy, LGBT, pollution, socialism, clock	sundial
record label is a subclass of <mask>.	trademark	infantry, law, waiter, medicine, laptop, climate, disease, artery, cell, trademark	record label
novella is a subclass of <mask>.	fiction	fortification, dog, English, toilet, software, industry, home, infantry, Buddhism, fiction	novella
applied physics is a subclass of <mask>.	physics	democracy, English, governor, forest, trademark, quartz, cell, protagonist, salad, physics	applied physics
video game is a subclass of <mask>.	application	medication, fiction, planet, proposition, telescope, hunting, spacecraft, muscle, forest, application	video game
marines is a subclass of <mask>.	infantry	industry, history, trademark, fraud, cruiser, medication, alphabet, Chinese, suffrage, infantry	marines
pontoon bridge is a subclass of <mask>.	bridge	muscle, dog, motor car, fraud, plant, physics, artery, climate, bomb, bridge	pontoon bridge
Arabic alphabet is a subclass of <mask>.	alphabet	astronomy, toilet, actor, galaxy, laptop, algorithm, homosexuality, suffrage, management, alphabet	Arabic alphabet
American English is a subclass of <mask>.	English	cell, epidemic, vegetable, chess, law, bomb, wine, politician, astronomy, English	American English
horror film is a subclass of <mask>.	film	English, coal, pollution, philosophy, laptop, proposition, trademark, protagonist, creativity, film	horror film
firmware is a subclass of <mask>.	software	galaxy, medication, fortification, Buddhism, philosophy, trademark, history, DNA, democracy, software	firmware
aerial photography is a subclass of <mask>.	photography	home, history, politician, set, infantry, cycling, toilet, battery, humor, photography	aerial photography
kerosene is a subclass of <mask>.	petroleum	wine, musician, disease, physics, homosexuality, homicide, philosophy, LGBT, mythology, petroleum	kerosene
swing music is a subclass of <mask>.	jazz	galaxy, coal, fraud, muscle, operation, petroleum, alphabet, creativity, demon, jazz	swing music
lesbian is a subclass of <mask>.	LGBT	sandwich, software, spacecraft, priest, democracy, hunting, waiter, trademark, laptop, LGBT	lesbian
automotive industry is a subclass of <mask>.	industry	pollution, philosophy, dog, pope, motor car, sandwich, artery, communication, algorithm, industry	automotive industry
peat is a subclass of <mask>.	coal	meat, fortification, photography, hunting, astronomy, plant, train, homosexuality, alphabet, coal	peat
art is a subclass of <mask>.	creativity	geologist, protagonist, motor car, meat, medication, application, fortification, laptop, pollution, creativity	art
pope is a subclass of <mask>.	priest	quartz, fortification, integer, organism, astronomy, cycling, algorithm, infantry, muscle, priest	pope
stunt performer is a subclass of <mask>.	actor	brain, cell, Buddhism, planet, quartz, organism, home, disease, clock, actor	stunt performer
Complementary DNA is a subclass of <mask>.	DNA	trademark, fiction, Buddhism, creativity, suffrage, forest, photography, algorithm, quartz, DNA	Complementary DNA
pork is a subclass of <mask>.	meat	creativity, galaxy, socialism, English, management, trademark, bridge, train, astronomy, meat	pork
antibiotic is a subclass of <mask>.	medication	coal, meat, creativity, film, politician, brain, jazz, proposition, train, medication	antibiotic
cancer is a subclass of <mask>.	disease	humor, laptop, planet, integer, home, musician, management, forest, trademark, disease	cancer
search algorithm is a subclass of <mask>.	algorithm	waiter, wine, priest, operation, vegetable, brain, artery, trademark, demon, algorithm	search algorithm
