Prompt	Ans	Candidate Ans	Subject
Edward I của Anh được sinh ra trong <mask>.	Westminster	Köln, Brooklyn, Moskva, Genève, Milano, Toronto, Viên, Armenia, Medina, Westminster	Edward I của Anh
The Weeknd được sinh ra trong <mask>.	Toronto	Manchester, Milano, Luân Đôn, Köln, Mecca, Westminster, Berlin, Madrid, Houston, Toronto	The Weeknd
Larry King được sinh ra trong <mask>.	Brooklyn	Genève, Como, Roma, Medina, Paris, Berlin, Köln, München, Chicago, Brooklyn	Larry King
Arthur Harden được sinh ra trong <mask>.	Manchester	Luân Đôn, Roma, Köln, Belfast, Scotland, Mecca, Istanbul, Toronto, Moskva, Manchester	Arthur Harden
Hầu tước de Sade được sinh ra trong <mask>.	Paris	Medina, Milano, Houston, Manchester, Napoli, Istanbul, Toronto, Mecca, Roma, Paris	Hầu tước de Sade
Chương Tử Di được sinh ra trong <mask>.	Bắc Kinh	Napoli, Medina, Chicago, Berlin, Beograd, Madrid, Roma, Moskva, Mecca, Bắc Kinh	Chương Tử Di
Konrad Adenauer được sinh ra trong <mask>.	Köln	Beograd, Toronto, Genève, Como, Moskva, Houston, Milano, Luân Đôn, Medina, Köln	Konrad Adenauer
Ferdinand de Saussure được sinh ra trong <mask>.	Genève	Istanbul, München, Moskva, Como, Napoli, Köln, Beograd, Madrid, Luân Đôn, Genève	Ferdinand de Saussure
Vasili III của Nga được sinh ra trong <mask>.	Moskva	Milano, Toronto, Mecca, Berlin, Roma, Bắc Kinh, Istanbul, Madrid, Genève, Moskva	Vasili III của Nga
Georges Duhamel được sinh ra trong <mask>.	Paris	Viên, Milano, Westminster, Belfast, Mecca, Armenia, Manchester, Medina, Toronto, Paris	Georges Duhamel
Aisha được sinh ra trong <mask>.	Mecca	Como, Köln, Paris, Brooklyn, Belfast, Houston, Scotland, Viên, Madrid, Mecca	Aisha
Petar I của Serbia được sinh ra trong <mask>.	Beograd	Viên, Bắc Kinh, Milano, Genève, Armenia, Brooklyn, Chicago, Napoli, Belfast, Beograd	Petar I của Serbia
Bing Crosby được sinh ra trong <mask>.	Tacoma	Chicago, Houston, Viên, Istanbul, Como, Luân Đôn, Medina, Brooklyn, Napoli, Tacoma	Bing Crosby
Michelangelo chết trong <mask>.	Roma	Praha, Warszawa, Surrey, Firenze, Beograd, Istanbul, Lyon, Helsinki, Carthage, Roma	Michelangelo
Coco Chanel chết trong <mask>.	Paris	Surrey, Roma, Medina, Luân Đôn, Tokyo, Damas, Stockholm, Warszawa, Beograd, Paris	Coco Chanel
Giáo hoàng Clêmentê XIV chết trong <mask>.	Roma	Nürnberg, Lyon, Helsinki, Kabul, Madison, Luân Đôn, Paris, Cairo, Moskva, Roma	Giáo hoàng Clêmentê XIV
Omar bin Khattab chết trong <mask>.	Medina	Moskva, Beograd, Carthage, Warszawa, Surrey, Stockholm, Firenze, Venezia, Luân Đôn, Medina	Omar bin Khattab
Giáo hoàng Clêmentê III chết trong <mask>.	Roma	Stockholm, Medina, Luân Đôn, Bagdad, Warszawa, Beograd, Venezia, Damas, Surrey, Roma	Giáo hoàng Clêmentê III
Balbinus chết trong <mask>.	Roma	Istanbul, Stockholm, Praha, Berlin, Cairo, Madrid, Kabul, Nürnberg, Madison, Roma	Balbinus
Hrant Dink chết trong <mask>.	Istanbul	Jerusalem, Tokyo, Moskva, Helsinki, Roma, Luân Đôn, Kabul, Firenze, Madrid, Istanbul	Hrant Dink
Nikephoros III Botaneiates chết trong <mask>.	Constantinopolis	Đài Bắc, Moskva, Stockholm, Athena, Kabul, Nürnberg, Damas, Paris, Surrey, Constantinopolis	Nikephoros III Botaneiates
Johann Pachelbel chết trong <mask>.	Nürnberg	Detroit, Athena, Madrid, Tokyo, Beograd, Kabul, Roma, Praha, Moskva, Nürnberg	Johann Pachelbel
Vaslav Nijinsky chết trong <mask>.	Luân Đôn	Roma, Tokyo, Madison, Istanbul, Medina, Constantinopolis, Venezia, Surrey, Bagdad, Luân Đôn	Vaslav Nijinsky
Giáo hoàng Lêô X chết trong <mask>.	Roma	Beograd, Carthage, Surrey, Cairo, Madison, Paris, Jerusalem, Venezia, Đài Bắc, Roma	Giáo hoàng Lêô X
Donatello chết trong <mask>.	Firenze	Detroit, Stockholm, Athena, Warszawa, Kabul, Bagdad, Luân Đôn, Jerusalem, Medina, Firenze	Donatello
Tưởng Kinh Quốc chết trong <mask>.	Đài Bắc	Bagdad, Damas, Athena, Berlin, Helsinki, Lyon, Detroit, Nürnberg, Madrid, Đài Bắc	Tưởng Kinh Quốc
Robert Hooke chết trong <mask>.	Luân Đôn	Istanbul, Cairo, Constantinopolis, Berlin, Tokyo, Madrid, Surrey, Lyon, Đài Bắc, Luân Đôn	Robert Hooke
Rosa Parks chết trong <mask>.	Detroit	Paris, Istanbul, Madrid, Bagdad, Berlin, Stockholm, Madison, Cairo, Athena, Detroit	Rosa Parks
Johannes VIII Palaiologos chết trong <mask>.	Constantinopolis	Stockholm, Warszawa, Moskva, Athena, Bagdad, Đài Bắc, Cairo, Firenze, Istanbul, Constantinopolis	Johannes VIII Palaiologos
John Dee chết trong <mask>.	Surrey	Roma, Warszawa, Bagdad, Constantinopolis, Tokyo, Firenze, Lyon, Detroit, Praha, Surrey	John Dee
Fernandel chết trong <mask>.	Paris	Warszawa, Surrey, Cairo, Athena, Jerusalem, Praha, Venezia, Lyon, Helsinki, Paris	Fernandel
Mikhael II chết trong <mask>.	Constantinopolis	Warszawa, Istanbul, Tokyo, Nürnberg, Moskva, Cairo, Venezia, Lyon, Surrey, Constantinopolis	Mikhael II
Karl Liebknecht chết trong <mask>.	Berlin	Helsinki, Cairo, Đài Bắc, Luân Đôn, Paris, Warszawa, Istanbul, Madrid, Damas, Berlin	Karl Liebknecht
Richard Wagner chết trong <mask>.	Venezia	Moskva, Beograd, Jerusalem, Warszawa, Surrey, Paris, Detroit, Bagdad, Damas, Venezia	Richard Wagner
Antisthenes chết trong <mask>.	Athena	Moskva, Cairo, Medina, Constantinopolis, Helsinki, Surrey, Kabul, Paris, Firenze, Athena	Antisthenes
Max Ernst chết trong <mask>.	Paris	Luân Đôn, Stockholm, Tokyo, Nürnberg, Roma, Athena, Venezia, Moskva, Beograd, Paris	Max Ernst
Martin Buber chết trong <mask>.	Jerusalem	Kabul, Bagdad, Stockholm, Moskva, Istanbul, Surrey, Lyon, Nürnberg, Beograd, Jerusalem	Martin Buber
Paul Joseph Göbbels chết trong <mask>.	Berlin	Luân Đôn, Carthage, Praha, Athena, Constantinopolis, Medina, Roma, Kabul, Madison, Berlin	Paul Joseph Göbbels
Montesquieu chết trong <mask>.	Paris	Stockholm, Kabul, Cairo, Bagdad, Nürnberg, Constantinopolis, Damas, Medina, Lyon, Paris	Montesquieu
Giáo hoàng Nicôla V chết trong <mask>.	Roma	Moskva, Surrey, Lyon, Detroit, Nürnberg, Bagdad, Cairo, Madison, Damas, Roma	Giáo hoàng Nicôla V
Charlotte Corday chết trong <mask>.	Paris	Bagdad, Warszawa, Jerusalem, Kabul, Istanbul, Cairo, Tokyo, Medina, Đài Bắc, Paris	Charlotte Corday
Mohammad Zahir Shah chết trong <mask>.	Kabul	Medina, Jerusalem, Damas, Venezia, Madison, Detroit, Moskva, Firenze, Surrey, Kabul	Mohammad Zahir Shah
Giáo hoàng Innôcentê XI chết trong <mask>.	Roma	Luân Đôn, Berlin, Cairo, Venezia, Damas, Madison, Carthage, Firenze, Athena, Roma	Giáo hoàng Innôcentê XI
Gordianus II chết trong <mask>.	Carthage	Madison, Lyon, Praha, Roma, Beograd, Jerusalem, Bagdad, Damas, Detroit, Carthage	Gordianus II
Mstislav Leopoldovich Rostropovich chết trong <mask>.	Moskva	Lyon, Istanbul, Athena, Nürnberg, Madison, Berlin, Madrid, Tokyo, Medina, Moskva	Mstislav Leopoldovich Rostropovich
Giáo hoàng Piô III chết trong <mask>.	Roma	Istanbul, Luân Đôn, Praha, Lyon, Paris, Warszawa, Beograd, Kabul, Madrid, Roma	Giáo hoàng Piô III
Abd al-Karim Qasim chết trong <mask>.	Bagdad	Tokyo, Roma, Firenze, Luân Đôn, Paris, Cairo, Đài Bắc, Lyon, Damas, Bagdad	Abd al-Karim Qasim
Giáo hoàng Grêgôriô XVI chết trong <mask>.	Roma	Constantinopolis, Warszawa, Đài Bắc, Bagdad, Kabul, Luân Đôn, Madrid, Carthage, Damas, Roma	Giáo hoàng Grêgôriô XVI
Aram Khachaturian chết trong <mask>.	Moskva	Jerusalem, Bagdad, Nürnberg, Athena, Luân Đôn, Helsinki, Detroit, Tokyo, Carthage, Moskva	Aram Khachaturian
Heinrich von Kleist chết trong <mask>.	Berlin	Roma, Luân Đôn, Moskva, Lyon, Bagdad, Kabul, Firenze, Warszawa, Surrey, Berlin	Heinrich von Kleist
Abdul Hamid I chết trong <mask>.	Constantinopolis	Istanbul, Kabul, Venezia, Cairo, Medina, Tokyo, Detroit, Beograd, Paris, Constantinopolis	Abdul Hamid I
Giáo hoàng Alexanđê VIII chết trong <mask>.	Roma	Lyon, Đài Bắc, Carthage, Madison, Istanbul, Warszawa, Constantinopolis, Luân Đôn, Madrid, Roma	Giáo hoàng Alexanđê VIII
Johann Christian Bach chết trong <mask>.	Luân Đôn	Athena, Berlin, Paris, Kabul, Helsinki, Jerusalem, Damas, Madrid, Lyon, Luân Đôn	Johann Christian Bach
Samuel Johnson chết trong <mask>.	Luân Đôn	Carthage, Istanbul, Medina, Stockholm, Berlin, Warszawa, Moskva, Cairo, Athena, Luân Đôn	Samuel Johnson
Jacques-Yves Cousteau chết trong <mask>.	Paris	Athena, Berlin, Venezia, Beograd, Nürnberg, Roma, Constantinopolis, Jerusalem, Bagdad, Paris	Jacques-Yves Cousteau
Sofia Vasilyevna Kovalevskaya chết trong <mask>.	Stockholm	Paris, Helsinki, Berlin, Madison, Athena, Firenze, Detroit, Praha, Kabul, Stockholm	Sofia Vasilyevna Kovalevskaya
Georg Wilhelm Friedrich Hegel chết trong <mask>.	Berlin	Athena, Madison, Kabul, Madrid, Bagdad, Praha, Stockholm, Istanbul, Medina, Berlin	Georg Wilhelm Friedrich Hegel
Sandro Botticelli chết trong <mask>.	Firenze	Beograd, Medina, Istanbul, Madison, Nürnberg, Detroit, Stockholm, Kabul, Jerusalem, Firenze	Sandro Botticelli
Samuel Taylor Coleridge chết trong <mask>.	Luân Đôn	Stockholm, Warszawa, Medina, Detroit, Jerusalem, Beograd, Lyon, Moskva, Carthage, Luân Đôn	Samuel Taylor Coleridge
Ibn Khaldun chết trong <mask>.	Cairo	Lyon, Berlin, Nürnberg, Jerusalem, Venezia, Moskva, Istanbul, Đài Bắc, Damas, Cairo	Ibn Khaldun
Henry IV của Anh chết trong <mask>.	Luân Đôn	Istanbul, Athena, Cairo, Roma, Nürnberg, Damas, Madrid, Venezia, Berlin, Luân Đôn	Henry IV của Anh
Tomaso Albinoni chết trong <mask>.	Venezia	Paris, Jerusalem, Medina, Lyon, Firenze, Detroit, Helsinki, Beograd, Đài Bắc, Venezia	Tomaso Albinoni
Paavo Nurmi chết trong <mask>.	Helsinki	Đài Bắc, Surrey, Stockholm, Firenze, Kabul, Paris, Luân Đôn, Beograd, Lyon, Helsinki	Paavo Nurmi
Giáo hoàng Clêmentê I chết trong <mask>.	Roma	Luân Đôn, Bagdad, Helsinki, Istanbul, Beograd, Paris, Carthage, Constantinopolis, Warszawa, Roma	Giáo hoàng Clêmentê I
Louis XVII của Pháp chết trong <mask>.	Paris	Madrid, Venezia, Constantinopolis, Stockholm, Moskva, Firenze, Medina, Damas, Nürnberg, Paris	Louis XVII của Pháp
Kurokawa Kisho chết trong <mask>.	Tokyo	Firenze, Athena, Carthage, Moskva, Warszawa, Cairo, Venezia, Paris, Roma, Tokyo	Kurokawa Kisho
Maximilien de Robespierre chết trong <mask>.	Paris	Firenze, Moskva, Medina, Damas, Roma, Tokyo, Nürnberg, Stockholm, Bagdad, Paris	Maximilien de Robespierre
Giorgione chết trong <mask>.	Venezia	Paris, Roma, Athena, Moskva, Helsinki, Luân Đôn, Constantinopolis, Medina, Lyon, Venezia	Giorgione
Petar I của Serbia chết trong <mask>.	Beograd	Tokyo, Bagdad, Luân Đôn, Paris, Đài Bắc, Kabul, Helsinki, Athena, Nürnberg, Beograd	Petar I của Serbia
Ludwik Lejzer Zamenhof chết trong <mask>.	Warszawa	Luân Đôn, Nürnberg, Athena, Beograd, Lyon, Helsinki, Bagdad, Constantinopolis, Paris, Warszawa	Ludwik Lejzer Zamenhof
Ibrahim Pasha của Ai Cập chết trong <mask>.	Cairo	Paris, Madison, Surrey, Praha, Beograd, Warszawa, Athena, Damas, Istanbul, Cairo	Ibrahim Pasha của Ai Cập
Giáo hoàng Clêmentê XII chết trong <mask>.	Roma	Berlin, Istanbul, Cairo, Tokyo, Constantinopolis, Beograd, Đài Bắc, Kabul, Paris, Roma	Giáo hoàng Clêmentê XII
Irênê chết trong <mask>.	Lyon	Detroit, Helsinki, Surrey, Medina, Nürnberg, Luân Đôn, Firenze, Constantinopolis, Moskva, Lyon	Irênê
Jacques Derrida chết trong <mask>.	Paris	Carthage, Berlin, Detroit, Athena, Roma, Beograd, Damas, Cairo, Lyon, Paris	Jacques Derrida
Carlos IV của Tây Ban Nha chết trong <mask>.	Roma	Praha, Madrid, Athena, Venezia, Warszawa, Tokyo, Helsinki, Moskva, Jerusalem, Roma	Carlos IV của Tây Ban Nha
Ralph Vaughan Williams chết trong <mask>.	Luân Đôn	Roma, Madrid, Athena, Berlin, Medina, Paris, Detroit, Lyon, Cairo, Luân Đôn	Ralph Vaughan Williams
Andrei Andreyevich Gromyko chết trong <mask>.	Moskva	Madrid, Đài Bắc, Detroit, Athena, Venezia, Damas, Carthage, Luân Đôn, Nürnberg, Moskva	Andrei Andreyevich Gromyko
Ulrika Eleonora của Thụy Điển chết trong <mask>.	Stockholm	Athena, Đài Bắc, Surrey, Warszawa, Jerusalem, Firenze, Madrid, Damas, Paris, Stockholm	Ulrika Eleonora của Thụy Điển
Otis Redding chết trong <mask>.	Madison	Paris, Venezia, Roma, Carthage, Firenze, Istanbul, Kabul, Bagdad, Stockholm, Madison	Otis Redding
Henri Rousseau chết trong <mask>.	Paris	Surrey, Firenze, Carthage, Helsinki, Venezia, Bagdad, Nürnberg, Damas, Beograd, Paris	Henri Rousseau
Muawiyah I chết trong <mask>.	Damas	Stockholm, Tokyo, Detroit, Constantinopolis, Madison, Madrid, Surrey, Praha, Paris, Damas	Muawiyah I
Louis Aragon chết trong <mask>.	Paris	Cairo, Madrid, Medina, Surrey, Jerusalem, Warszawa, Madison, Bagdad, Damas, Paris	Louis Aragon
Baybars I chết trong <mask>.	Damas	Moskva, Surrey, Paris, Jerusalem, Luân Đôn, Medina, Athena, Madrid, Beograd, Damas	Baybars I
Claus von Stauffenberg chết trong <mask>.	Berlin	Luân Đôn, Praha, Warszawa, Kabul, Paris, Lyon, Đài Bắc, Beograd, Detroit, Berlin	Claus von Stauffenberg
Donato Bramante chết trong <mask>.	Roma	Jerusalem, Helsinki, Lyon, Stockholm, Berlin, Moskva, Kabul, Bagdad, Warszawa, Roma	Donato Bramante
Francisco Franco chết trong <mask>.	Madrid	Roma, Lyon, Athena, Moskva, Jerusalem, Praha, Constantinopolis, Berlin, Detroit, Madrid	Francisco Franco
Claude Bernard chết trong <mask>.	Paris	Medina, Constantinopolis, Detroit, Damas, Lyon, Surrey, Stockholm, Madison, Berlin, Paris	Claude Bernard
Gamal Abdel Nasser chết trong <mask>.	Cairo	Medina, Istanbul, Nürnberg, Stockholm, Detroit, Đài Bắc, Firenze, Venezia, Warszawa, Cairo	Gamal Abdel Nasser
Yakov Mikhailovich Sverdlov chết trong <mask>.	Moskva	Đài Bắc, Bagdad, Detroit, Nürnberg, Damas, Luân Đôn, Berlin, Venezia, Constantinopolis, Moskva	Yakov Mikhailovich Sverdlov
Charles Louis Alphonse Laveran chết trong <mask>.	Paris	Madrid, Luân Đôn, Berlin, Jerusalem, Roma, Warszawa, Bagdad, Athena, Beograd, Paris	Charles Louis Alphonse Laveran
Tycho Brahe chết trong <mask>.	Praha	Carthage, Helsinki, Medina, Tokyo, Roma, Stockholm, Firenze, Istanbul, Bagdad, Praha	Tycho Brahe
Edward Heath chết trong <mask>.	Salisbury	Surrey, Paris, Đài Bắc, Constantinopolis, Madison, Warszawa, Berlin, Luân Đôn, Carthage, Salisbury	Edward Heath
Thiên hà hình hạt đậu là một lớp con của <mask>.	thiên hà	cầu, ADN, bánh mì kẹp, tiếng Anh, giao tiếp, điện ảnh, y học, công nghiệp, chó, thiên hà	Thiên hà hình hạt đậu
Sâm panh là một lớp con của <mask>.	rượu vang	săn, đồng tính luyến ái, tế bào, tư duy sáng tạo, thống kê, điện ảnh, phần mềm, thần thoại, Vắc-xin, rượu vang	Sâm panh
Thống kê mô tả là một lớp con của <mask>.	thống kê	tiếng Anh, công nghiệp, y học, Máy tính xách tay, động mạch, quản lý, công sự, chính khách, chủ nghĩa xã hội, thống kê	Thống kê mô tả
Hình học giải tích là một lớp con của <mask>.	hình học	thiên hà, sinh học, dịch bệnh, lịch sử, bồi bàn, thiết bị vũ trụ, than đá, Tàu tuần dương, giao tiếp, hình học	Hình học giải tích
Tàu đệm từ là một lớp con của <mask>.	tàu hỏa	chó, tế bào, y học, Gian lận, thương hiệu, số nguyên, bộ binh, nhà địa chất học, thuật toán, tàu hỏa	Tàu đệm từ
giao diện người dùng là một lớp con của <mask>.	giao diện	Đồng hồ, tư tế, cơ, bệnh, ô tô, hành tinh, công sự, Nhà vệ sinh, Kính viễn vọng, giao diện	giao diện người dùng
Phổ thông đầu phiếu là một lớp con của <mask>.	Quyền bầu cử	công nghiệp, nghệ sĩ, Phật giáo, thạch anh, ADN, Tri sự, hành tinh, ô nhiễm môi trường, LGBT, Quyền bầu cử	Phổ thông đầu phiếu
Prolactin là một lớp con của <mask>.	protein	Gian lận, Mệnh đề toán học, Người nổi tiếng, bệnh, diễn viên, cầu, dầu mỏ, nghệ sĩ, giao tiếp, protein	Prolactin
người đồng tính nam là một lớp con của <mask>.	đồng tính luyến ái	bồi bàn, dịch bệnh, diễn viên, Cờ vua, săn, Vắc-xin, phép toán, bộ binh, Jazz, đồng tính luyến ái	người đồng tính nam
Phân dạng là một lớp con của <mask>.	tập hợp	phép toán, Jazz, hư cấu, chó, Nhân vật chính, triết học, Máy tính xách tay, Kính viễn vọng, động mạch, tập hợp	Phân dạng
Thuyết âm mưu là một lớp con của <mask>.	Mệnh đề toán học	LGBT, bộ binh, phần mềm ứng dụng, rau, phần mềm, dịch bệnh, luật pháp, hành tinh, tế bào, Mệnh đề toán học	Thuyết âm mưu
chó bò Anh là một lớp con của <mask>.	chó	tiếng Trung Quốc, Nhà vệ sinh, ô nhiễm môi trường, thần thoại, vật lý học, dầu mỏ, bệnh, bánh mì kẹp, dược phẩm, chó	chó bò Anh
Hành tinh ngoài hệ Mặt Trời là một lớp con của <mask>.	hành tinh	công sự, não, Nhà vệ sinh, chó, thực vật, dân chủ, nghệ sĩ, triết học, Hài hước, hành tinh	Hành tinh ngoài hệ Mặt Trời
Người dẫn chương trình truyền hình là một lớp con của <mask>.	Người nổi tiếng	Hài hước, điện ảnh, tiếng Anh, phép toán, Quyền bầu cử, đạp xe, ô tô, Tàu tuần dương, Người chuyển giới, Người nổi tiếng	Người dẫn chương trình truyền hình
vũ trụ học là một lớp con của <mask>.	vật lý học	tiếng Trung Quốc, Jazz, Phật giáo, khí hậu, thịt, Người nổi tiếng, sinh học, Tri sự, Gian lận, vật lý học	vũ trụ học
Thần giao cách cảm là một lớp con của <mask>.	giao tiếp	nghệ sĩ, tiếng Anh, rượu vang, dịch bệnh, Vắc-xin, chó, rừng, số nguyên, sát hại, giao tiếp	Thần giao cách cảm
Triết học xã hội là một lớp con của <mask>.	triết học	quỷ, hành tinh, Quyền bầu cử, nhà địa chất học, cầu, vật lý học, tư duy sáng tạo, thiết bị vũ trụ, giao diện, triết học	Triết học xã hội
Pin sạc là một lớp con của <mask>.	pin	tàu hỏa, thần thoại, công sự, cầu, than đá, Người nổi tiếng, protein, nghệ sĩ, sinh học, pin	Pin sạc
xe đạp thể thao là một lớp con của <mask>.	đạp xe	thần thoại, tư duy sáng tạo, Người chuyển giới, tế bào, sinh vật, thực vật, LGBT, hư cấu, rau, đạp xe	xe đạp thể thao
Phát sinh giao tử là một lớp con của <mask>.	tế bào	bồi bàn, bảng chữ cái, thiết bị vũ trụ, LGBT, cầu, tiếng Anh, thương hiệu, rượu vang, hình học, tế bào	Phát sinh giao tử
Kính viễn vọng quang học là một lớp con của <mask>.	Kính viễn vọng	giao tiếp, hư cấu, rừng, số nguyên, dược phẩm, thần thoại, bảng chữ cái, nghệ sĩ, Tri sự, Kính viễn vọng	Kính viễn vọng quang học
Nhà vệ sinh công cộng là một lớp con của <mask>.	Nhà vệ sinh	bồi bàn, tập hợp, than đá, vật lý học, nhạc sĩ, thống kê, Giáo hoàng, Tri sự, công sự, Nhà vệ sinh	Nhà vệ sinh công cộng
Cờ tướng là một lớp con của <mask>.	Cờ vua	dược phẩm, ADN, vật lý học, phần mềm ứng dụng, tàu hỏa, giao diện, diễn viên, Mệnh đề toán học, chủ nghĩa xã hội, Cờ vua	Cờ tướng
Cà tím là một lớp con của <mask>.	rau	phần mềm ứng dụng, bánh mì kẹp, xa lát, chỗ ở, thiết bị vũ trụ, hành tinh, động mạch, cơ, dân chủ, rau	Cà tím
phim hoạt hình là một lớp con của <mask>.	điện ảnh	rừng, bộ binh, thực vật, giao tiếp, thương hiệu, than đá, quỷ, Nhân vật chính, ô tô, điện ảnh	phim hoạt hình
Động mạch chủ là một lớp con của <mask>.	động mạch	chỗ ở, Jazz, Nhân vật chính, bảng chữ cái, LGBT, Gian lận, ADN, triết học, dược phẩm, động mạch	Động mạch chủ
Đá lửa là một lớp con của <mask>.	thạch anh	điện ảnh, tế bào, dầu mỏ, tư tế, Gian lận, thần thoại, số nguyên, đồng tính luyến ái, sinh học, thạch anh	Đá lửa
Bông cải xanh là một lớp con của <mask>.	rau	Quyền bầu cử, nhà địa chất học, bồi bàn, thiết bị vũ trụ, Giáo hoàng, thịt, sát hại, diễn viên, bệnh, rau	Bông cải xanh
Pha chế rượu là một lớp con của <mask>.	bồi bàn	LGBT, phép toán, xa lát, bảng chữ cái, bộ binh, não, Vắc-xin, nhà địa chất học, thịt, bồi bàn	Pha chế rượu
Giáo hoàng đối lập là một lớp con của <mask>.	Giáo hoàng	thiên hà, Hài hước, đạp xe, công sự, vật lý học, hành tinh, nhiếp ảnh, công nghiệp, ô tô, Giáo hoàng	Giáo hoàng đối lập
Thiết bị nổ tự tạo là một lớp con của <mask>.	Bom	nhà địa chất học, bánh mì kẹp, quỷ, chó, bệnh, Tàu tuần dương, bồi bàn, thần thoại, vật lý học, Bom	Thiết bị nổ tự tạo
tổng thống là một lớp con của <mask>.	chính khách	diễn viên, Tri sự, pin, thịt, Hài hước, cơ, thống kê, Mệnh đề toán học, Quyền bầu cử, chính khách	tổng thống
Erythropoietin là một lớp con của <mask>.	protein	bộ binh, rượu vang, Kính viễn vọng, khí hậu, chó, vật lý học, Đồng hồ, thực vật, giao tiếp, protein	Erythropoietin
Rừng nguyên sinh là một lớp con của <mask>.	rừng	nghệ sĩ, bảng chữ cái, phần mềm, tế bào, điện ảnh, tư tế, Cờ vua, giao tiếp, ADN, rừng	Rừng nguyên sinh
thú y là một lớp con của <mask>.	y học	Gian lận, thịt, phần mềm, đạp xe, Quyền bầu cử, quản lý, công nghiệp, chính khách, protein, y học	thú y
phim hành động là một lớp con của <mask>.	điện ảnh	Giáo hoàng, hình học, nghệ sĩ, rượu vang, thịt, giao diện, não, protein, chủ nghĩa xã hội, điện ảnh	phim hành động
