Prompt	Ans	Candidate Ans	Subject
La langue officielle de Israël est <mask>.	hébreu	islandais, roumain, anglais, catalan, slovaque, grec, hongrois, polonais, bulgare, hébreu	Israël
La langue officielle de Samoa est <mask>.	anglais	hébreu, slovaque, arménien, espagnol, hongrois, coréen, ourdou, langues chinoises, japonais, anglais	Samoa
La langue officielle de Suisse est <mask>.	français	croate, hébreu, latin, allemand, hongrois, azéri, espagnol, ukrainien, néerlandais, français	Suisse
La langue officielle de Belgique est <mask>.	allemand	finnois, italien, azéri, islandais, grec, langues chinoises, arménien, géorgien, albanais, allemand	Belgique
La langue officielle de Nauru est <mask>.	anglais	azéri, hongrois, ukrainien, albanais, hébreu, croate, danois, français, italien, anglais	Nauru
La langue officielle de îles Malouines est <mask>.	anglais	indonésien, grec, hébreu, latin, slovaque, langues chinoises, arménien, géorgien, islandais, anglais	îles Malouines
La langue officielle de Guinée est <mask>.	français	tchèque, japonais, roumain, estonien, turc, islandais, indonésien, finnois, espagnol, français	Guinée
La langue officielle de Australie est <mask>.	anglais	suédois, islandais, slovaque, latin, coréen, croate, turc, français, azéri, anglais	Australie
La langue officielle de Pérou est <mask>.	espagnol	polonais, hongrois, islandais, néerlandais, arménien, suédois, bulgare, hébreu, tchèque, espagnol	Pérou
La langue officielle de Lesotho est <mask>.	anglais	estonien, lituanien, serbe, portugais, finnois, russe, français, thaï, hongrois, anglais	Lesotho
La langue officielle de Inde est <mask>.	anglais	bulgare, lituanien, thaï, albanais, néerlandais, langues chinoises, polonais, estonien, espagnol, anglais	Inde
La langue officielle de Zimbabwe est <mask>.	anglais	hébreu, lituanien, albanais, bulgare, polonais, géorgien, turc, danois, français, anglais	Zimbabwe
La langue officielle de Djibouti est <mask>.	français	slovène, néerlandais, anglais, islandais, hébreu, italien, ukrainien, slovaque, finnois, français	Djibouti
La langue officielle de Montana est <mask>.	anglais	slovaque, azéri, tchèque, albanais, bulgare, russe, japonais, néerlandais, slovène, anglais	Montana
La langue officielle de Bahamas est <mask>.	anglais	serbe, basque, persan, indonésien, bulgare, géorgien, espagnol, hongrois, ukrainien, anglais	Bahamas
La langue officielle de Ontario est <mask>.	anglais	allemand, hongrois, coréen, tchèque, ourdou, serbe, italien, russe, polonais, anglais	Ontario
La langue officielle de Alberta est <mask>.	anglais	grec, tchèque, danois, latin, ukrainien, allemand, slovène, suédois, catalan, anglais	Alberta
La langue officielle de Monténégro est <mask>.	serbe	estonien, latin, italien, ourdou, catalan, azéri, français, géorgien, espagnol, serbe	Monténégro
La langue officielle de Eswatini est <mask>.	anglais	hébreu, persan, bulgare, basque, albanais, suédois, français, coréen, slovaque, anglais	Eswatini
La langue officielle de Union européenne est <mask>.	néerlandais	grec, lituanien, islandais, latin, ukrainien, polonais, croate, anglais, estonien, néerlandais	Union européenne
La langue officielle de Grenade est <mask>.	anglais	hongrois, lituanien, serbe, latin, portugais, hébreu, arménien, bulgare, grec, anglais	Grenade
La langue officielle de Tchétchénie est <mask>.	russe	finnois, portugais, slovaque, basque, hongrois, latin, azéri, thaï, roumain, russe	Tchétchénie
La langue officielle de Rwanda est <mask>.	anglais	indonésien, polonais, portugais, ourdou, thaï, hébreu, grec, suédois, français, anglais	Rwanda
La langue officielle de Finlande est <mask>.	finnois	suédois, estonien, coréen, japonais, islandais, langues chinoises, hébreu, azéri, danois, finnois	Finlande
La langue officielle de Nebraska est <mask>.	anglais	tchèque, bulgare, lituanien, russe, finnois, langues chinoises, catalan, coréen, arménien, anglais	Nebraska
La langue officielle de Pologne est <mask>.	polonais	slovène, suédois, thaï, croate, tchèque, anglais, langues chinoises, arménien, italien, polonais	Pologne
La langue officielle de Bâle est <mask>.	allemand	finnois, roumain, serbe, danois, langues chinoises, ourdou, estonien, persan, japonais, allemand	Bâle
La langue officielle de Arkansas est <mask>.	anglais	italien, basque, islandais, tchèque, langues chinoises, hongrois, slovaque, serbe, danois, anglais	Arkansas
La langue officielle de Roumanie est <mask>.	roumain	russe, albanais, néerlandais, latin, langues chinoises, anglais, ourdou, ukrainien, danois, roumain	Roumanie
La langue officielle de Union européenne est <mask>.	grec	islandais, ukrainien, basque, langues chinoises, portugais, finnois, danois, azéri, suédois, grec	Union européenne
La langue officielle de Kenya est <mask>.	anglais	lituanien, allemand, basque, indonésien, hébreu, croate, ukrainien, espagnol, finnois, anglais	Kenya
La langue officielle de Ghana est <mask>.	anglais	roumain, géorgien, italien, estonien, danois, bulgare, tchèque, indonésien, hongrois, anglais	Ghana
La langue officielle de Slovénie est <mask>.	slovène	serbe, arménien, persan, islandais, turc, polonais, estonien, ourdou, ukrainien, slovène	Slovénie
La langue officielle de Moldavie est <mask>.	roumain	basque, français, suédois, portugais, coréen, allemand, serbe, japonais, danois, roumain	Moldavie
La langue officielle de Guyane est <mask>.	français	espagnol, géorgien, serbe, indonésien, ourdou, italien, islandais, basque, grec, français	Guyane
La langue officielle de Lituanie est <mask>.	lituanien	russe, slovène, catalan, slovaque, roumain, portugais, basque, ukrainien, allemand, lituanien	Lituanie
La langue officielle de Belize est <mask>.	anglais	néerlandais, turc, roumain, italien, basque, serbe, croate, russe, bulgare, anglais	Belize
La langue officielle de Espagne est <mask>.	catalan	tchèque, français, néerlandais, indonésien, basque, ukrainien, roumain, italien, hongrois, catalan	Espagne
La langue officielle de Barbade est <mask>.	anglais	portugais, italien, japonais, géorgien, catalan, basque, slovène, roumain, turc, anglais	Barbade
La langue officielle de Colombie est <mask>.	espagnol	géorgien, portugais, néerlandais, roumain, latin, hongrois, finnois, ukrainien, croate, espagnol	Colombie
La langue officielle de Brunei est <mask>.	anglais	slovène, hongrois, turc, langues chinoises, géorgien, slovaque, tchèque, estonien, latin, anglais	Brunei
La langue officielle de Pakistan est <mask>.	ourdou	hongrois, persan, allemand, français, portugais, croate, slovène, japonais, thaï, ourdou	Pakistan
La langue officielle de Sénégal est <mask>.	français	roumain, bulgare, slovène, turc, estonien, ukrainien, basque, portugais, espagnol, français	Sénégal
La langue officielle de Nunavut est <mask>.	anglais	géorgien, langues chinoises, serbe, lituanien, italien, croate, indonésien, catalan, coréen, anglais	Nunavut
La langue officielle de Genève est <mask>.	français	coréen, azéri, turc, japonais, néerlandais, ukrainien, estonien, portugais, catalan, français	Genève
La langue officielle de Union européenne est <mask>.	bulgare	serbe, géorgien, estonien, ourdou, indonésien, islandais, japonais, arménien, finnois, bulgare	Union européenne
La langue officielle de Bosnie-Herzégovine est <mask>.	serbe	coréen, espagnol, roumain, suédois, catalan, basque, hongrois, grec, albanais, serbe	Bosnie-Herzégovine
La langue officielle de Finlande est <mask>.	suédois	finnois, néerlandais, russe, albanais, allemand, thaï, espagnol, français, danois, suédois	Finlande
La langue officielle de Papouasie-Nouvelle-Guinée est <mask>.	anglais	portugais, ourdou, persan, indonésien, tchèque, polonais, finnois, danois, hébreu, anglais	Papouasie-Nouvelle-Guinée
La langue officielle de Rwanda est <mask>.	français	roumain, coréen, azéri, basque, latin, slovène, ourdou, russe, thaï, français	Rwanda
La langue officielle de Tchad est <mask>.	français	slovène, finnois, allemand, basque, anglais, slovaque, estonien, azéri, russe, français	Tchad
La langue officielle de Erevan est <mask>.	arménien	hébreu, anglais, danois, néerlandais, finnois, lituanien, albanais, coréen, serbe, arménien	Erevan
La langue officielle de Bolivie est <mask>.	espagnol	russe, serbe, croate, allemand, slovène, basque, arménien, finnois, islandais, espagnol	Bolivie
La langue officielle de Malaisie est <mask>.	anglais	arménien, langues chinoises, hongrois, géorgien, portugais, roumain, ukrainien, ourdou, suédois, anglais	Malaisie
La langue officielle de Soudan du Sud est <mask>.	anglais	hongrois, géorgien, néerlandais, russe, grec, allemand, turc, indonésien, catalan, anglais	Soudan du Sud
La langue officielle de Guinée équatoriale est <mask>.	français	estonien, finnois, lituanien, ourdou, indonésien, persan, azéri, coréen, slovaque, français	Guinée équatoriale
La langue officielle de Union européenne est <mask>.	hongrois	estonien, arménien, espagnol, slovène, grec, anglais, basque, catalan, croate, hongrois	Union européenne
La langue officielle de Kirghizistan est <mask>.	russe	estonien, bulgare, tchèque, néerlandais, serbe, coréen, lituanien, arménien, ukrainien, russe	Kirghizistan
La langue officielle de Japon est <mask>.	japonais	roumain, lituanien, suédois, finnois, slovène, latin, français, indonésien, géorgien, japonais	Japon
La langue officielle de Iran est <mask>.	persan	turc, danois, catalan, néerlandais, albanais, japonais, langues chinoises, indonésien, hébreu, persan	Iran
La langue officielle de Tampere est <mask>.	finnois	slovaque, bulgare, allemand, suédois, arménien, slovène, thaï, indonésien, croate, finnois	Tampere
La langue officielle de Panama est <mask>.	espagnol	suédois, basque, finnois, thaï, hongrois, slovène, ukrainien, russe, géorgien, espagnol	Panama
La langue officielle de Québec est <mask>.	français	croate, hongrois, espagnol, russe, polonais, ukrainien, slovène, tchèque, lituanien, français	Québec
La langue officielle de Empire romain est <mask>.	latin	lituanien, bulgare, coréen, suédois, azéri, ukrainien, tchèque, ourdou, islandais, latin	Empire romain
La langue officielle de Guinée équatoriale est <mask>.	espagnol	basque, ukrainien, ourdou, hébreu, persan, bulgare, slovène, portugais, lituanien, espagnol	Guinée équatoriale
La langue officielle de Terre-Neuve-et-Labrador est <mask>.	anglais	lituanien, bulgare, islandais, catalan, arménien, espagnol, langues chinoises, néerlandais, suédois, anglais	Terre-Neuve-et-Labrador
La langue officielle de Union européenne est <mask>.	estonien	lituanien, roumain, persan, grec, indonésien, thaï, bulgare, allemand, tchèque, estonien	Union européenne
La langue officielle de Organisation des Nations unies est <mask>.	espagnol	polonais, japonais, estonien, allemand, serbe, hongrois, croate, ourdou, islandais, espagnol	Organisation des Nations unies
La langue officielle de République de Sakha est <mask>.	russe	thaï, tchèque, anglais, français, grec, portugais, arménien, finnois, catalan, russe	République de Sakha
La langue officielle de Union européenne est <mask>.	polonais	langues chinoises, lituanien, slovaque, persan, russe, tchèque, estonien, azéri, japonais, polonais	Union européenne
La langue officielle de République dominicaine est <mask>.	espagnol	croate, langues chinoises, néerlandais, grec, italien, géorgien, slovène, allemand, albanais, espagnol	République dominicaine
La langue officielle de Colombie-Britannique est <mask>.	anglais	français, néerlandais, coréen, bulgare, catalan, croate, italien, grec, russe, anglais	Colombie-Britannique
La langue officielle de Belgique est <mask>.	néerlandais	basque, roumain, grec, français, lituanien, polonais, suédois, albanais, portugais, néerlandais	Belgique
La langue officielle de Empire byzantin est <mask>.	latin	espagnol, hébreu, roumain, japonais, estonien, thaï, danois, turc, indonésien, latin	Empire byzantin
La langue officielle de Irlande est <mask>.	anglais	serbe, allemand, italien, hongrois, russe, azéri, géorgien, islandais, espagnol, anglais	Irlande
La langue officielle de Pays-Bas est <mask>.	néerlandais	géorgien, tchèque, turc, estonien, ukrainien, hongrois, basque, indonésien, portugais, néerlandais	Pays-Bas
La langue officielle de Kansas est <mask>.	anglais	polonais, slovaque, turc, serbe, catalan, arménien, estonien, ukrainien, thaï, anglais	Kansas
La langue officielle de Afrique du Sud est <mask>.	anglais	ukrainien, latin, géorgien, thaï, langues chinoises, allemand, russe, italien, estonien, anglais	Afrique du Sud
La langue officielle de Vanuatu est <mask>.	anglais	latin, néerlandais, indonésien, coréen, bulgare, géorgien, allemand, catalan, serbe, anglais	Vanuatu
La langue officielle de Monténégro est <mask>.	croate	catalan, géorgien, ukrainien, tchèque, hongrois, danois, allemand, espagnol, grec, croate	Monténégro
La langue officielle de Suriname est <mask>.	néerlandais	hongrois, portugais, indonésien, serbe, croate, arménien, slovène, langues chinoises, tchèque, néerlandais	Suriname
La langue officielle de Colorado est <mask>.	anglais	catalan, ukrainien, islandais, azéri, portugais, hongrois, croate, français, tchèque, anglais	Colorado
La langue officielle de Tonga est <mask>.	anglais	slovaque, hongrois, catalan, géorgien, français, grec, arménien, suédois, portugais, anglais	Tonga
La langue officielle de Angleterre est <mask>.	anglais	slovène, danois, estonien, langues chinoises, albanais, suédois, finnois, tchèque, bulgare, anglais	Angleterre
La langue officielle de Guinée équatoriale est <mask>.	portugais	estonien, albanais, géorgien, slovène, hongrois, bulgare, slovaque, allemand, japonais, portugais	Guinée équatoriale
La langue officielle de Guinée-Bissau est <mask>.	portugais	slovaque, italien, latin, néerlandais, polonais, croate, suédois, indonésien, estonien, portugais	Guinée-Bissau
La langue officielle de Bosnie-Herzégovine est <mask>.	croate	russe, estonien, japonais, français, ourdou, portugais, persan, roumain, catalan, croate	Bosnie-Herzégovine
La langue officielle de Indiana est <mask>.	anglais	croate, hongrois, polonais, espagnol, albanais, langues chinoises, ourdou, islandais, thaï, anglais	Indiana
La langue officielle de Corée du Nord est <mask>.	coréen	persan, finnois, azéri, slovaque, turc, indonésien, basque, espagnol, thaï, coréen	Corée du Nord
La langue officielle de Russie est <mask>.	ukrainien	hongrois, arménien, indonésien, bulgare, géorgien, néerlandais, grec, roumain, latin, ukrainien	Russie
La langue officielle de Argentine est <mask>.	espagnol	slovaque, indonésien, langues chinoises, persan, albanais, suédois, islandais, hongrois, ukrainien, espagnol	Argentine
La langue officielle de Nouvelle-Écosse est <mask>.	anglais	thaï, croate, italien, azéri, hébreu, slovaque, tchèque, russe, allemand, anglais	Nouvelle-Écosse
La langue officielle de Hawaï est <mask>.	anglais	ukrainien, turc, bulgare, islandais, indonésien, slovaque, espagnol, danois, slovène, anglais	Hawaï
La langue officielle de Palaos est <mask>.	anglais	danois, polonais, suédois, slovaque, azéri, arménien, turc, italien, thaï, anglais	Palaos
La langue officielle de Niue est <mask>.	anglais	croate, estonien, danois, catalan, azéri, français, allemand, langues chinoises, portugais, anglais	Niue
La langue officielle de Côte d'Ivoire est <mask>.	français	coréen, italien, islandais, danois, japonais, suédois, géorgien, polonais, bulgare, français	Côte d'Ivoire
La langue officielle de Honduras est <mask>.	espagnol	langues chinoises, turc, hébreu, azéri, ourdou, géorgien, slovène, estonien, français, espagnol	Honduras
La langue officielle de New Hampshire est <mask>.	anglais	allemand, géorgien, portugais, persan, langues chinoises, hongrois, croate, coréen, indonésien, anglais	New Hampshire
La langue officielle de Burundi est <mask>.	anglais	russe, turc, néerlandais, langues chinoises, azéri, basque, coréen, allemand, slovène, anglais	Burundi
La langue officielle de Cameroun est <mask>.	anglais	basque, italien, grec, slovène, polonais, ourdou, hongrois, français, finnois, anglais	Cameroun
La langue officielle de Alaska est <mask>.	anglais	danois, finnois, slovène, croate, latin, roumain, russe, catalan, français, anglais	Alaska
La langue officielle de Vatican est <mask>.	italien	islandais, slovaque, albanais, finnois, tchèque, portugais, polonais, basque, hongrois, italien	Vatican
La langue officielle de Mozambique est <mask>.	portugais	hébreu, coréen, indonésien, ourdou, catalan, géorgien, slovène, croate, tchèque, portugais	Mozambique
La langue officielle de Timor oriental est <mask>.	portugais	latin, néerlandais, basque, arménien, italien, suédois, albanais, géorgien, coréen, portugais	Timor oriental
La langue officielle de Nigeria est <mask>.	anglais	albanais, lituanien, basque, estonien, slovaque, danois, espagnol, thaï, polonais, anglais	Nigeria
La langue officielle de Abkhazie est <mask>.	russe	portugais, langues chinoises, danois, coréen, français, indonésien, italien, croate, latin, russe	Abkhazie
La langue officielle de Portugal est <mask>.	portugais	slovaque, arménien, turc, russe, anglais, polonais, croate, indonésien, géorgien, portugais	Portugal
La langue officielle de Manitoba est <mask>.	anglais	portugais, roumain, slovène, polonais, bulgare, indonésien, latin, espagnol, finnois, anglais	Manitoba
La langue officielle de Malabo est <mask>.	espagnol	latin, français, albanais, hongrois, turc, géorgien, suédois, roumain, coréen, espagnol	Malabo
La langue officielle de Union européenne est <mask>.	espagnol	latin, turc, coréen, français, anglais, russe, suédois, basque, portugais, espagnol	Union européenne
La langue officielle de Helsinki est <mask>.	finnois	polonais, serbe, arménien, coréen, français, italien, ukrainien, grec, suédois, finnois	Helsinki
La langue officielle de Catalogne est <mask>.	espagnol	polonais, anglais, croate, lituanien, français, russe, roumain, arménien, italien, espagnol	Catalogne
La langue officielle de Seychelles est <mask>.	anglais	catalan, italien, espagnol, géorgien, finnois, croate, slovaque, latin, japonais, anglais	Seychelles
La langue officielle de Saskatchewan est <mask>.	anglais	persan, lituanien, latin, portugais, serbe, espagnol, suédois, slovaque, coréen, anglais	Saskatchewan
La langue officielle de Kosovo est <mask>.	albanais	italien, géorgien, français, indonésien, basque, ukrainien, latin, catalan, russe, albanais	Kosovo
La langue officielle de Équateur est <mask>.	espagnol	lituanien, basque, tchèque, russe, allemand, géorgien, croate, thaï, serbe, espagnol	Équateur
La langue officielle de Organisation des Nations unies est <mask>.	anglais	coréen, italien, japonais, estonien, lituanien, croate, grec, persan, russe, anglais	Organisation des Nations unies
La langue officielle de Guyana est <mask>.	anglais	allemand, thaï, grec, tchèque, latin, portugais, géorgien, basque, serbe, anglais	Guyana
La langue officielle de Autriche est <mask>.	allemand	suédois, grec, italien, lituanien, latin, tchèque, croate, basque, catalan, allemand	Autriche
La langue officielle de Turquie est <mask>.	turc	slovène, espagnol, islandais, portugais, néerlandais, polonais, allemand, albanais, français, turc	Turquie
La langue officielle de Chili est <mask>.	espagnol	basque, thaï, anglais, slovène, indonésien, allemand, néerlandais, tchèque, bulgare, espagnol	Chili
La langue officielle de Union européenne est <mask>.	anglais	roumain, français, grec, croate, albanais, hébreu, géorgien, persan, basque, anglais	Union européenne
La langue officielle de Dakota du Sud est <mask>.	anglais	français, tchèque, islandais, hébreu, latin, lituanien, azéri, catalan, japonais, anglais	Dakota du Sud
La langue officielle de Alabama est <mask>.	anglais	lituanien, grec, espagnol, estonien, allemand, serbe, hébreu, français, langues chinoises, anglais	Alabama
La langue officielle de Californie est <mask>.	anglais	espagnol, arménien, hébreu, italien, suédois, français, albanais, hongrois, ukrainien, anglais	Californie
La langue officielle de Suisse est <mask>.	italien	estonien, albanais, suédois, japonais, croate, bulgare, turc, lituanien, russe, italien	Suisse
La langue officielle de Russie est <mask>.	russe	latin, basque, langues chinoises, espagnol, roumain, persan, thaï, néerlandais, portugais, russe	Russie
La langue officielle de Yukon est <mask>.	anglais	thaï, azéri, ukrainien, finnois, espagnol, croate, slovaque, estonien, polonais, anglais	Yukon
La langue officielle de Burkina Faso est <mask>.	français	japonais, allemand, thaï, estonien, slovaque, portugais, polonais, indonésien, azéri, français	Burkina Faso
La langue officielle de Russie est <mask>.	azéri	tchèque, japonais, persan, islandais, albanais, slovène, roumain, coréen, russe, azéri	Russie
La langue officielle de Nunavut est <mask>.	français	turc, ourdou, coréen, basque, latin, croate, slovène, albanais, indonésien, français	Nunavut
La langue officielle de Italie est <mask>.	italien	néerlandais, roumain, turc, islandais, ukrainien, espagnol, finnois, géorgien, hongrois, italien	Italie
La langue officielle de Caroline du Nord est <mask>.	anglais	basque, grec, latin, polonais, français, turc, hongrois, néerlandais, russe, anglais	Caroline du Nord
La langue officielle de Philippines est <mask>.	anglais	latin, arménien, ourdou, estonien, albanais, danois, lituanien, serbe, suédois, anglais	Philippines
La langue officielle de Suède est <mask>.	finnois	thaï, croate, grec, ourdou, slovaque, polonais, hébreu, lituanien, bulgare, finnois	Suède
La langue officielle de Idaho est <mask>.	anglais	japonais, basque, azéri, thaï, français, islandais, tchèque, croate, arménien, anglais	Idaho
La langue officielle de Niger est <mask>.	français	ukrainien, allemand, polonais, finnois, thaï, azéri, néerlandais, espagnol, anglais, français	Niger
La langue officielle de Croatie est <mask>.	croate	basque, hébreu, catalan, grec, turc, japonais, français, néerlandais, latin, croate	Croatie
La langue officielle de Tchéquie est <mask>.	tchèque	japonais, latin, basque, portugais, thaï, néerlandais, ukrainien, bulgare, géorgien, tchèque	Tchéquie
La langue officielle de Sainte-Lucie est <mask>.	anglais	suédois, français, bulgare, islandais, néerlandais, estonien, espagnol, tchèque, azéri, anglais	Sainte-Lucie
La langue officielle de Liechtenstein est <mask>.	allemand	serbe, slovène, catalan, lituanien, polonais, ukrainien, basque, turc, grec, allemand	Liechtenstein
La langue officielle de Ouganda est <mask>.	anglais	albanais, polonais, thaï, tchèque, slovène, néerlandais, russe, persan, japonais, anglais	Ouganda
La langue officielle de Adyguée est <mask>.	russe	danois, turc, ukrainien, italien, slovène, thaï, arménien, estonien, géorgien, russe	Adyguée
La langue officielle de Seychelles est <mask>.	français	basque, portugais, roumain, thaï, danois, géorgien, albanais, indonésien, tchèque, français	Seychelles
La langue officielle de Union européenne est <mask>.	tchèque	slovaque, espagnol, géorgien, ourdou, latin, russe, albanais, coréen, bulgare, tchèque	Union européenne
La langue officielle de Érythrée est <mask>.	anglais	turc, géorgien, finnois, islandais, polonais, thaï, slovène, bulgare, tchèque, anglais	Érythrée
La langue officielle de Maurice est <mask>.	français	persan, bulgare, grec, indonésien, géorgien, albanais, langues chinoises, lituanien, latin, français	Maurice
La langue officielle de Union européenne est <mask>.	lituanien	français, turc, albanais, italien, slovène, géorgien, coréen, polonais, anglais, lituanien	Union européenne
La langue officielle de Ossétie-du-Nord-Alanie est <mask>.	russe	albanais, slovaque, catalan, ukrainien, français, thaï, langues chinoises, néerlandais, latin, russe	Ossétie-du-Nord-Alanie
La langue officielle de France est <mask>.	français	slovène, azéri, coréen, arménien, géorgien, basque, thaï, anglais, espagnol, français	France
La langue officielle de Cameroun est <mask>.	français	thaï, basque, turc, coréen, azéri, anglais, italien, danois, bulgare, français	Cameroun
La langue officielle de Québec est <mask>.	français	hongrois, suédois, hébreu, russe, anglais, estonien, polonais, persan, espagnol, français	Québec
La langue officielle de Thaïlande est <mask>.	thaï	allemand, anglais, ourdou, tchèque, langues chinoises, azéri, finnois, russe, ukrainien, thaï	Thaïlande
La langue officielle de République démocratique du Congo est <mask>.	français	grec, roumain, langues chinoises, islandais, suédois, ourdou, russe, arménien, azéri, français	République démocratique du Congo
La langue officielle de Hongrie est <mask>.	hongrois	finnois, grec, serbe, ourdou, portugais, géorgien, espagnol, estonien, allemand, hongrois	Hongrie
La langue officielle de Vanuatu est <mask>.	français	arménien, estonien, finnois, grec, turc, danois, latin, bulgare, ukrainien, français	Vanuatu
La langue officielle de Estonie est <mask>.	estonien	arménien, japonais, turc, catalan, grec, serbe, slovaque, bulgare, danois, estonien	Estonie
La langue officielle de Kentucky est <mask>.	anglais	tchèque, indonésien, basque, azéri, ukrainien, slovène, espagnol, finnois, croate, anglais	Kentucky
La langue officielle de Dakota du Nord est <mask>.	anglais	catalan, français, tchèque, ourdou, thaï, polonais, suédois, slovaque, langues chinoises, anglais	Dakota du Nord
La langue officielle de Espagne est <mask>.	basque	ourdou, langues chinoises, slovène, hébreu, polonais, japonais, lituanien, géorgien, espagnol, basque	Espagne
La langue officielle de Malte est <mask>.	anglais	allemand, bulgare, slovaque, japonais, portugais, ourdou, français, ukrainien, persan, anglais	Malte
La langue officielle de Territoires du Nord-Ouest est <mask>.	anglais	latin, néerlandais, tchèque, danois, géorgien, finnois, suédois, coréen, français, anglais	Territoires du Nord-Ouest
La langue officielle de Nouveau-Brunswick est <mask>.	anglais	suédois, islandais, danois, indonésien, tchèque, catalan, albanais, persan, langues chinoises, anglais	Nouveau-Brunswick
La langue officielle de pays de Galles est <mask>.	anglais	polonais, serbe, français, basque, russe, grec, tchèque, hébreu, coréen, anglais	pays de Galles
La langue officielle de Comores est <mask>.	français	indonésien, serbe, latin, japonais, croate, catalan, polonais, coréen, espagnol, français	Comores
La langue officielle de Organisation des Nations unies est <mask>.	français	allemand, japonais, arménien, grec, hongrois, russe, croate, persan, latin, français	Organisation des Nations unies
La langue officielle de Empire romain est <mask>.	grec	ukrainien, arménien, tchèque, estonien, catalan, langues chinoises, portugais, danois, basque, grec	Empire romain
La langue officielle de Gibraltar est <mask>.	anglais	danois, russe, tchèque, latin, croate, allemand, géorgien, hongrois, catalan, anglais	Gibraltar
La langue officielle de Espagne est <mask>.	espagnol	français, estonien, thaï, islandais, japonais, hébreu, suédois, catalan, russe, espagnol	Espagne
La langue officielle de Luxembourg est <mask>.	français	croate, géorgien, azéri, espagnol, finnois, bulgare, persan, catalan, basque, français	Luxembourg
La langue officielle de Salvador est <mask>.	espagnol	estonien, italien, danois, albanais, persan, néerlandais, arménien, portugais, allemand, espagnol	Salvador
La langue officielle de Union européenne est <mask>.	français	japonais, persan, serbe, turc, géorgien, grec, thaï, portugais, roumain, français	Union européenne
La langue officielle de Danemark est <mask>.	danois	albanais, catalan, ourdou, azéri, finnois, croate, russe, portugais, tchèque, danois	Danemark
La langue officielle de Canada est <mask>.	français	azéri, néerlandais, ukrainien, allemand, polonais, japonais, anglais, albanais, hébreu, français	Canada
La langue officielle de Saint-Marin est <mask>.	italien	portugais, basque, albanais, azéri, géorgien, allemand, hébreu, catalan, arménien, italien	Saint-Marin
La langue officielle de Pakistan est <mask>.	anglais	russe, coréen, hébreu, turc, géorgien, thaï, néerlandais, indonésien, polonais, anglais	Pakistan
La langue officielle de Union européenne est <mask>.	portugais	serbe, finnois, arménien, russe, polonais, ukrainien, néerlandais, hongrois, japonais, portugais	Union européenne
La langue officielle de Dominique est <mask>.	anglais	persan, hébreu, géorgien, suédois, polonais, turc, bulgare, thaï, néerlandais, anglais	Dominique
