Prompt	Ans	Candidate Ans	Subject
Samoa oficiālā valoda ir <mask>.	angļu valoda	ivrits, slovāku valoda, armēņu valoda, spāņu valoda, ungāru valoda, korejiešu valoda, urdu, ķīniešu valoda, japāņu valoda, angļu valoda	Samoa
Šveice oficiālā valoda ir <mask>.	franču valoda	horvātu valoda, ivrits, latīņu valoda, vācu valoda, ungāru valoda, azerbaidžāņu valoda, spāņu valoda, ukraiņu valoda, nīderlandiešu valoda, franču valoda	Šveice
Beļģija oficiālā valoda ir <mask>.	vācu valoda	somu valoda, itāļu valoda, azerbaidžāņu valoda, islandiešu valoda, grieķu valoda, ķīniešu valoda, armēņu valoda, gruzīnu valoda, albāņu valoda, vācu valoda	Beļģija
Nauru oficiālā valoda ir <mask>.	angļu valoda	azerbaidžāņu valoda, ungāru valoda, ukraiņu valoda, albāņu valoda, ivrits, horvātu valoda, dāņu valoda, franču valoda, itāļu valoda, angļu valoda	Nauru
Folklenda Salas oficiālā valoda ir <mask>.	angļu valoda	indonēziešu valoda, grieķu valoda, ivrits, latīņu valoda, slovāku valoda, ķīniešu valoda, armēņu valoda, gruzīnu valoda, islandiešu valoda, angļu valoda	Folklenda Salas
Gvineja oficiālā valoda ir <mask>.	franču valoda	čehu valoda, japāņu valoda, rumāņu valoda, igauņu valoda, turku valoda, islandiešu valoda, indonēziešu valoda, somu valoda, spāņu valoda, franču valoda	Gvineja
Austrālija oficiālā valoda ir <mask>.	angļu valoda	zviedru valoda, islandiešu valoda, slovāku valoda, latīņu valoda, korejiešu valoda, horvātu valoda, turku valoda, franču valoda, azerbaidžāņu valoda, angļu valoda	Austrālija
Peru oficiālā valoda ir <mask>.	spāņu valoda	poļu valoda, ungāru valoda, islandiešu valoda, nīderlandiešu valoda, armēņu valoda, zviedru valoda, bulgāru valoda, ivrits, čehu valoda, spāņu valoda	Peru
Lesoto oficiālā valoda ir <mask>.	angļu valoda	igauņu valoda, lietuviešu valoda, serbu valoda, portugāļu valoda, somu valoda, krievu valoda, franču valoda, Taju valoda, ungāru valoda, angļu valoda	Lesoto
Indija oficiālā valoda ir <mask>.	angļu valoda	bulgāru valoda, lietuviešu valoda, Taju valoda, albāņu valoda, nīderlandiešu valoda, ķīniešu valoda, poļu valoda, igauņu valoda, spāņu valoda, angļu valoda	Indija
Zimbabve oficiālā valoda ir <mask>.	angļu valoda	ivrits, lietuviešu valoda, albāņu valoda, bulgāru valoda, poļu valoda, gruzīnu valoda, turku valoda, dāņu valoda, franču valoda, angļu valoda	Zimbabve
Džibutija oficiālā valoda ir <mask>.	franču valoda	slovēņu valoda, nīderlandiešu valoda, angļu valoda, islandiešu valoda, ivrits, itāļu valoda, ukraiņu valoda, slovāku valoda, somu valoda, franču valoda	Džibutija
Montāna oficiālā valoda ir <mask>.	angļu valoda	slovāku valoda, azerbaidžāņu valoda, čehu valoda, albāņu valoda, bulgāru valoda, krievu valoda, japāņu valoda, nīderlandiešu valoda, slovēņu valoda, angļu valoda	Montāna
Bahamas oficiālā valoda ir <mask>.	angļu valoda	serbu valoda, basku valoda, persiešu valoda, indonēziešu valoda, bulgāru valoda, gruzīnu valoda, spāņu valoda, ungāru valoda, ukraiņu valoda, angļu valoda	Bahamas
Ontārio oficiālā valoda ir <mask>.	angļu valoda	vācu valoda, ungāru valoda, korejiešu valoda, čehu valoda, urdu, serbu valoda, itāļu valoda, krievu valoda, poļu valoda, angļu valoda	Ontārio
Alberta oficiālā valoda ir <mask>.	angļu valoda	grieķu valoda, čehu valoda, dāņu valoda, latīņu valoda, ukraiņu valoda, vācu valoda, slovēņu valoda, zviedru valoda, katalāņu valoda, angļu valoda	Alberta
Melnkalne oficiālā valoda ir <mask>.	serbu valoda	igauņu valoda, latīņu valoda, itāļu valoda, urdu, katalāņu valoda, azerbaidžāņu valoda, franču valoda, gruzīnu valoda, spāņu valoda, serbu valoda	Melnkalne
Svatini oficiālā valoda ir <mask>.	angļu valoda	ivrits, persiešu valoda, bulgāru valoda, basku valoda, albāņu valoda, zviedru valoda, franču valoda, korejiešu valoda, slovāku valoda, angļu valoda	Svatini
Eiropas Savienība oficiālā valoda ir <mask>.	nīderlandiešu valoda	grieķu valoda, lietuviešu valoda, islandiešu valoda, latīņu valoda, ukraiņu valoda, poļu valoda, horvātu valoda, angļu valoda, igauņu valoda, nīderlandiešu valoda	Eiropas Savienība
Grenāda oficiālā valoda ir <mask>.	angļu valoda	ungāru valoda, lietuviešu valoda, serbu valoda, latīņu valoda, portugāļu valoda, ivrits, armēņu valoda, bulgāru valoda, grieķu valoda, angļu valoda	Grenāda
Čečenija oficiālā valoda ir <mask>.	krievu valoda	somu valoda, portugāļu valoda, slovāku valoda, basku valoda, ungāru valoda, latīņu valoda, azerbaidžāņu valoda, Taju valoda, rumāņu valoda, krievu valoda	Čečenija
Ruanda oficiālā valoda ir <mask>.	angļu valoda	indonēziešu valoda, poļu valoda, portugāļu valoda, urdu, Taju valoda, ivrits, grieķu valoda, zviedru valoda, franču valoda, angļu valoda	Ruanda
Somija oficiālā valoda ir <mask>.	somu valoda	zviedru valoda, igauņu valoda, korejiešu valoda, japāņu valoda, islandiešu valoda, ķīniešu valoda, ivrits, azerbaidžāņu valoda, dāņu valoda, somu valoda	Somija
Nebraska oficiālā valoda ir <mask>.	angļu valoda	čehu valoda, bulgāru valoda, lietuviešu valoda, krievu valoda, somu valoda, ķīniešu valoda, katalāņu valoda, korejiešu valoda, armēņu valoda, angļu valoda	Nebraska
Polija oficiālā valoda ir <mask>.	poļu valoda	slovēņu valoda, zviedru valoda, Taju valoda, horvātu valoda, čehu valoda, angļu valoda, ķīniešu valoda, armēņu valoda, itāļu valoda, poļu valoda	Polija
Bāzele oficiālā valoda ir <mask>.	vācu valoda	somu valoda, rumāņu valoda, serbu valoda, dāņu valoda, ķīniešu valoda, urdu, igauņu valoda, persiešu valoda, japāņu valoda, vācu valoda	Bāzele
Ārkanzasa oficiālā valoda ir <mask>.	angļu valoda	itāļu valoda, basku valoda, islandiešu valoda, čehu valoda, ķīniešu valoda, ungāru valoda, slovāku valoda, serbu valoda, dāņu valoda, angļu valoda	Ārkanzasa
Rumānija oficiālā valoda ir <mask>.	rumāņu valoda	krievu valoda, albāņu valoda, nīderlandiešu valoda, latīņu valoda, ķīniešu valoda, angļu valoda, urdu, ukraiņu valoda, dāņu valoda, rumāņu valoda	Rumānija
Eiropas Savienība oficiālā valoda ir <mask>.	grieķu valoda	islandiešu valoda, ukraiņu valoda, basku valoda, ķīniešu valoda, portugāļu valoda, somu valoda, dāņu valoda, azerbaidžāņu valoda, zviedru valoda, grieķu valoda	Eiropas Savienība
Kenija oficiālā valoda ir <mask>.	angļu valoda	lietuviešu valoda, vācu valoda, basku valoda, indonēziešu valoda, ivrits, horvātu valoda, ukraiņu valoda, spāņu valoda, somu valoda, angļu valoda	Kenija
Gana oficiālā valoda ir <mask>.	angļu valoda	rumāņu valoda, gruzīnu valoda, itāļu valoda, igauņu valoda, dāņu valoda, bulgāru valoda, čehu valoda, indonēziešu valoda, ungāru valoda, angļu valoda	Gana
Slovēnija oficiālā valoda ir <mask>.	slovēņu valoda	serbu valoda, armēņu valoda, persiešu valoda, islandiešu valoda, turku valoda, poļu valoda, igauņu valoda, urdu, ukraiņu valoda, slovēņu valoda	Slovēnija
Moldova oficiālā valoda ir <mask>.	rumāņu valoda	basku valoda, franču valoda, zviedru valoda, portugāļu valoda, korejiešu valoda, vācu valoda, serbu valoda, japāņu valoda, dāņu valoda, rumāņu valoda	Moldova
Gviāna oficiālā valoda ir <mask>.	franču valoda	spāņu valoda, gruzīnu valoda, serbu valoda, indonēziešu valoda, urdu, itāļu valoda, islandiešu valoda, basku valoda, grieķu valoda, franču valoda	Gviāna
Lietuva oficiālā valoda ir <mask>.	lietuviešu valoda	krievu valoda, slovēņu valoda, katalāņu valoda, slovāku valoda, rumāņu valoda, portugāļu valoda, basku valoda, ukraiņu valoda, vācu valoda, lietuviešu valoda	Lietuva
Beliza oficiālā valoda ir <mask>.	angļu valoda	nīderlandiešu valoda, turku valoda, rumāņu valoda, itāļu valoda, basku valoda, serbu valoda, horvātu valoda, krievu valoda, bulgāru valoda, angļu valoda	Beliza
Spānija oficiālā valoda ir <mask>.	katalāņu valoda	čehu valoda, franču valoda, nīderlandiešu valoda, indonēziešu valoda, basku valoda, ukraiņu valoda, rumāņu valoda, itāļu valoda, ungāru valoda, katalāņu valoda	Spānija
Barbadosa oficiālā valoda ir <mask>.	angļu valoda	portugāļu valoda, itāļu valoda, japāņu valoda, gruzīnu valoda, katalāņu valoda, basku valoda, slovēņu valoda, rumāņu valoda, turku valoda, angļu valoda	Barbadosa
Kolumbija oficiālā valoda ir <mask>.	spāņu valoda	gruzīnu valoda, portugāļu valoda, nīderlandiešu valoda, rumāņu valoda, latīņu valoda, ungāru valoda, somu valoda, ukraiņu valoda, horvātu valoda, spāņu valoda	Kolumbija
Bruneja oficiālā valoda ir <mask>.	angļu valoda	slovēņu valoda, ungāru valoda, turku valoda, ķīniešu valoda, gruzīnu valoda, slovāku valoda, čehu valoda, igauņu valoda, latīņu valoda, angļu valoda	Bruneja
Pakistāna oficiālā valoda ir <mask>.	urdu	ungāru valoda, persiešu valoda, vācu valoda, franču valoda, portugāļu valoda, horvātu valoda, slovēņu valoda, japāņu valoda, Taju valoda, urdu	Pakistāna
Senegāla oficiālā valoda ir <mask>.	franču valoda	rumāņu valoda, bulgāru valoda, slovēņu valoda, turku valoda, igauņu valoda, ukraiņu valoda, basku valoda, portugāļu valoda, spāņu valoda, franču valoda	Senegāla
Nunavuta oficiālā valoda ir <mask>.	angļu valoda	gruzīnu valoda, ķīniešu valoda, serbu valoda, lietuviešu valoda, itāļu valoda, horvātu valoda, indonēziešu valoda, katalāņu valoda, korejiešu valoda, angļu valoda	Nunavuta
Ženēva oficiālā valoda ir <mask>.	franču valoda	korejiešu valoda, azerbaidžāņu valoda, turku valoda, japāņu valoda, nīderlandiešu valoda, ukraiņu valoda, igauņu valoda, portugāļu valoda, katalāņu valoda, franču valoda	Ženēva
Eiropas Savienība oficiālā valoda ir <mask>.	bulgāru valoda	serbu valoda, gruzīnu valoda, igauņu valoda, urdu, indonēziešu valoda, islandiešu valoda, japāņu valoda, armēņu valoda, somu valoda, bulgāru valoda	Eiropas Savienība
Bosnija un Hercegovina oficiālā valoda ir <mask>.	serbu valoda	korejiešu valoda, spāņu valoda, rumāņu valoda, zviedru valoda, katalāņu valoda, basku valoda, ungāru valoda, grieķu valoda, albāņu valoda, serbu valoda	Bosnija un Hercegovina
Somija oficiālā valoda ir <mask>.	zviedru valoda	somu valoda, nīderlandiešu valoda, krievu valoda, albāņu valoda, vācu valoda, Taju valoda, spāņu valoda, franču valoda, dāņu valoda, zviedru valoda	Somija
Papua-Jaungvineja oficiālā valoda ir <mask>.	angļu valoda	portugāļu valoda, urdu, persiešu valoda, indonēziešu valoda, čehu valoda, poļu valoda, somu valoda, dāņu valoda, ivrits, angļu valoda	Papua-Jaungvineja
Ruanda oficiālā valoda ir <mask>.	franču valoda	rumāņu valoda, korejiešu valoda, azerbaidžāņu valoda, basku valoda, latīņu valoda, slovēņu valoda, urdu, krievu valoda, Taju valoda, franču valoda	Ruanda
Čada oficiālā valoda ir <mask>.	franču valoda	slovēņu valoda, somu valoda, vācu valoda, basku valoda, angļu valoda, slovāku valoda, igauņu valoda, azerbaidžāņu valoda, krievu valoda, franču valoda	Čada
Erevāna oficiālā valoda ir <mask>.	armēņu valoda	ivrits, angļu valoda, dāņu valoda, nīderlandiešu valoda, somu valoda, lietuviešu valoda, albāņu valoda, korejiešu valoda, serbu valoda, armēņu valoda	Erevāna
Bolīvija oficiālā valoda ir <mask>.	spāņu valoda	krievu valoda, serbu valoda, horvātu valoda, vācu valoda, slovēņu valoda, basku valoda, armēņu valoda, somu valoda, islandiešu valoda, spāņu valoda	Bolīvija
Malaizija oficiālā valoda ir <mask>.	angļu valoda	armēņu valoda, ķīniešu valoda, ungāru valoda, gruzīnu valoda, portugāļu valoda, rumāņu valoda, ukraiņu valoda, urdu, zviedru valoda, angļu valoda	Malaizija
Dienvidsudāna oficiālā valoda ir <mask>.	angļu valoda	ungāru valoda, gruzīnu valoda, nīderlandiešu valoda, krievu valoda, grieķu valoda, vācu valoda, turku valoda, indonēziešu valoda, katalāņu valoda, angļu valoda	Dienvidsudāna
Ekvatoriālā Gvineja oficiālā valoda ir <mask>.	franču valoda	igauņu valoda, somu valoda, lietuviešu valoda, urdu, indonēziešu valoda, persiešu valoda, azerbaidžāņu valoda, korejiešu valoda, slovāku valoda, franču valoda	Ekvatoriālā Gvineja
Eiropas Savienība oficiālā valoda ir <mask>.	ungāru valoda	igauņu valoda, armēņu valoda, spāņu valoda, slovēņu valoda, grieķu valoda, angļu valoda, basku valoda, katalāņu valoda, horvātu valoda, ungāru valoda	Eiropas Savienība
Kirgizstāna oficiālā valoda ir <mask>.	krievu valoda	igauņu valoda, bulgāru valoda, čehu valoda, nīderlandiešu valoda, serbu valoda, korejiešu valoda, lietuviešu valoda, armēņu valoda, ukraiņu valoda, krievu valoda	Kirgizstāna
Japāna oficiālā valoda ir <mask>.	japāņu valoda	rumāņu valoda, lietuviešu valoda, zviedru valoda, somu valoda, slovēņu valoda, latīņu valoda, franču valoda, indonēziešu valoda, gruzīnu valoda, japāņu valoda	Japāna
Irāna oficiālā valoda ir <mask>.	persiešu valoda	turku valoda, dāņu valoda, katalāņu valoda, nīderlandiešu valoda, albāņu valoda, japāņu valoda, ķīniešu valoda, indonēziešu valoda, ivrits, persiešu valoda	Irāna
Tampere oficiālā valoda ir <mask>.	somu valoda	slovāku valoda, bulgāru valoda, vācu valoda, zviedru valoda, armēņu valoda, slovēņu valoda, Taju valoda, indonēziešu valoda, horvātu valoda, somu valoda	Tampere
Panama oficiālā valoda ir <mask>.	spāņu valoda	zviedru valoda, basku valoda, somu valoda, Taju valoda, ungāru valoda, slovēņu valoda, ukraiņu valoda, krievu valoda, gruzīnu valoda, spāņu valoda	Panama
Kvebeka oficiālā valoda ir <mask>.	franču valoda	horvātu valoda, ungāru valoda, spāņu valoda, krievu valoda, poļu valoda, ukraiņu valoda, slovēņu valoda, čehu valoda, lietuviešu valoda, franču valoda	Kvebeka
Romas impērija oficiālā valoda ir <mask>.	latīņu valoda	lietuviešu valoda, bulgāru valoda, korejiešu valoda, zviedru valoda, azerbaidžāņu valoda, ukraiņu valoda, čehu valoda, urdu, islandiešu valoda, latīņu valoda	Romas impērija
Ekvatoriālā Gvineja oficiālā valoda ir <mask>.	spāņu valoda	basku valoda, ukraiņu valoda, urdu, ivrits, persiešu valoda, bulgāru valoda, slovēņu valoda, portugāļu valoda, lietuviešu valoda, spāņu valoda	Ekvatoriālā Gvineja
Ņūfaundlenda un Labradora oficiālā valoda ir <mask>.	angļu valoda	lietuviešu valoda, bulgāru valoda, islandiešu valoda, katalāņu valoda, armēņu valoda, spāņu valoda, ķīniešu valoda, nīderlandiešu valoda, zviedru valoda, angļu valoda	Ņūfaundlenda un Labradora
Eiropas Savienība oficiālā valoda ir <mask>.	igauņu valoda	lietuviešu valoda, rumāņu valoda, persiešu valoda, grieķu valoda, indonēziešu valoda, Taju valoda, bulgāru valoda, vācu valoda, čehu valoda, igauņu valoda	Eiropas Savienība
Apvienoto Nāciju Organizācija oficiālā valoda ir <mask>.	spāņu valoda	poļu valoda, japāņu valoda, igauņu valoda, vācu valoda, serbu valoda, ungāru valoda, horvātu valoda, urdu, islandiešu valoda, spāņu valoda	Apvienoto Nāciju Organizācija
Saha oficiālā valoda ir <mask>.	krievu valoda	Taju valoda, čehu valoda, angļu valoda, franču valoda, grieķu valoda, portugāļu valoda, armēņu valoda, somu valoda, katalāņu valoda, krievu valoda	Saha
Eiropas Savienība oficiālā valoda ir <mask>.	poļu valoda	ķīniešu valoda, lietuviešu valoda, slovāku valoda, persiešu valoda, krievu valoda, čehu valoda, igauņu valoda, azerbaidžāņu valoda, japāņu valoda, poļu valoda	Eiropas Savienība
Dominikāna oficiālā valoda ir <mask>.	spāņu valoda	horvātu valoda, ķīniešu valoda, nīderlandiešu valoda, grieķu valoda, itāļu valoda, gruzīnu valoda, slovēņu valoda, vācu valoda, albāņu valoda, spāņu valoda	Dominikāna
Britu Kolumbija oficiālā valoda ir <mask>.	angļu valoda	franču valoda, nīderlandiešu valoda, korejiešu valoda, bulgāru valoda, katalāņu valoda, horvātu valoda, itāļu valoda, grieķu valoda, krievu valoda, angļu valoda	Britu Kolumbija
Beļģija oficiālā valoda ir <mask>.	nīderlandiešu valoda	basku valoda, rumāņu valoda, grieķu valoda, franču valoda, lietuviešu valoda, poļu valoda, zviedru valoda, albāņu valoda, portugāļu valoda, nīderlandiešu valoda	Beļģija
Austrumromas impērija oficiālā valoda ir <mask>.	latīņu valoda	spāņu valoda, ivrits, rumāņu valoda, japāņu valoda, igauņu valoda, Taju valoda, dāņu valoda, turku valoda, indonēziešu valoda, latīņu valoda	Austrumromas impērija
Īrija oficiālā valoda ir <mask>.	angļu valoda	serbu valoda, vācu valoda, itāļu valoda, ungāru valoda, krievu valoda, azerbaidžāņu valoda, gruzīnu valoda, islandiešu valoda, spāņu valoda, angļu valoda	Īrija
Nīderlande oficiālā valoda ir <mask>.	nīderlandiešu valoda	gruzīnu valoda, čehu valoda, turku valoda, igauņu valoda, ukraiņu valoda, ungāru valoda, basku valoda, indonēziešu valoda, portugāļu valoda, nīderlandiešu valoda	Nīderlande
Kanzasa oficiālā valoda ir <mask>.	angļu valoda	poļu valoda, slovāku valoda, turku valoda, serbu valoda, katalāņu valoda, armēņu valoda, igauņu valoda, ukraiņu valoda, Taju valoda, angļu valoda	Kanzasa
Dienvidāfrika oficiālā valoda ir <mask>.	angļu valoda	ukraiņu valoda, latīņu valoda, gruzīnu valoda, Taju valoda, ķīniešu valoda, vācu valoda, krievu valoda, itāļu valoda, igauņu valoda, angļu valoda	Dienvidāfrika
Vanuatu oficiālā valoda ir <mask>.	angļu valoda	latīņu valoda, nīderlandiešu valoda, indonēziešu valoda, korejiešu valoda, bulgāru valoda, gruzīnu valoda, vācu valoda, katalāņu valoda, serbu valoda, angļu valoda	Vanuatu
Melnkalne oficiālā valoda ir <mask>.	horvātu valoda	katalāņu valoda, gruzīnu valoda, ukraiņu valoda, čehu valoda, ungāru valoda, dāņu valoda, vācu valoda, spāņu valoda, grieķu valoda, horvātu valoda	Melnkalne
Surinama oficiālā valoda ir <mask>.	nīderlandiešu valoda	ungāru valoda, portugāļu valoda, indonēziešu valoda, serbu valoda, horvātu valoda, armēņu valoda, slovēņu valoda, ķīniešu valoda, čehu valoda, nīderlandiešu valoda	Surinama
Kolorādo oficiālā valoda ir <mask>.	angļu valoda	katalāņu valoda, ukraiņu valoda, islandiešu valoda, azerbaidžāņu valoda, portugāļu valoda, ungāru valoda, horvātu valoda, franču valoda, čehu valoda, angļu valoda	Kolorādo
Tonga oficiālā valoda ir <mask>.	angļu valoda	slovāku valoda, ungāru valoda, katalāņu valoda, gruzīnu valoda, franču valoda, grieķu valoda, armēņu valoda, zviedru valoda, portugāļu valoda, angļu valoda	Tonga
Anglija oficiālā valoda ir <mask>.	angļu valoda	slovēņu valoda, dāņu valoda, igauņu valoda, ķīniešu valoda, albāņu valoda, zviedru valoda, somu valoda, čehu valoda, bulgāru valoda, angļu valoda	Anglija
Ekvatoriālā Gvineja oficiālā valoda ir <mask>.	portugāļu valoda	igauņu valoda, albāņu valoda, gruzīnu valoda, slovēņu valoda, ungāru valoda, bulgāru valoda, slovāku valoda, vācu valoda, japāņu valoda, portugāļu valoda	Ekvatoriālā Gvineja
Gvineja-Bisava oficiālā valoda ir <mask>.	portugāļu valoda	slovāku valoda, itāļu valoda, latīņu valoda, nīderlandiešu valoda, poļu valoda, horvātu valoda, zviedru valoda, indonēziešu valoda, igauņu valoda, portugāļu valoda	Gvineja-Bisava
Bosnija un Hercegovina oficiālā valoda ir <mask>.	horvātu valoda	krievu valoda, igauņu valoda, japāņu valoda, franču valoda, urdu, portugāļu valoda, persiešu valoda, rumāņu valoda, katalāņu valoda, horvātu valoda	Bosnija un Hercegovina
Indiāna oficiālā valoda ir <mask>.	angļu valoda	horvātu valoda, ungāru valoda, poļu valoda, spāņu valoda, albāņu valoda, ķīniešu valoda, urdu, islandiešu valoda, Taju valoda, angļu valoda	Indiāna
Ziemeļkoreja oficiālā valoda ir <mask>.	korejiešu valoda	persiešu valoda, somu valoda, azerbaidžāņu valoda, slovāku valoda, turku valoda, indonēziešu valoda, basku valoda, spāņu valoda, Taju valoda, korejiešu valoda	Ziemeļkoreja
Krievija oficiālā valoda ir <mask>.	ukraiņu valoda	ungāru valoda, armēņu valoda, indonēziešu valoda, bulgāru valoda, gruzīnu valoda, nīderlandiešu valoda, grieķu valoda, rumāņu valoda, latīņu valoda, ukraiņu valoda	Krievija
Argentīna oficiālā valoda ir <mask>.	spāņu valoda	slovāku valoda, indonēziešu valoda, ķīniešu valoda, persiešu valoda, albāņu valoda, zviedru valoda, islandiešu valoda, ungāru valoda, ukraiņu valoda, spāņu valoda	Argentīna
Jaunskotija oficiālā valoda ir <mask>.	angļu valoda	Taju valoda, horvātu valoda, itāļu valoda, azerbaidžāņu valoda, ivrits, slovāku valoda, čehu valoda, krievu valoda, vācu valoda, angļu valoda	Jaunskotija
Havajas oficiālā valoda ir <mask>.	angļu valoda	ukraiņu valoda, turku valoda, bulgāru valoda, islandiešu valoda, indonēziešu valoda, slovāku valoda, spāņu valoda, dāņu valoda, slovēņu valoda, angļu valoda	Havajas
Palau oficiālā valoda ir <mask>.	angļu valoda	dāņu valoda, poļu valoda, zviedru valoda, slovāku valoda, azerbaidžāņu valoda, armēņu valoda, turku valoda, itāļu valoda, Taju valoda, angļu valoda	Palau
Niue oficiālā valoda ir <mask>.	angļu valoda	horvātu valoda, igauņu valoda, dāņu valoda, katalāņu valoda, azerbaidžāņu valoda, franču valoda, vācu valoda, ķīniešu valoda, portugāļu valoda, angļu valoda	Niue
Kotdivuāra oficiālā valoda ir <mask>.	franču valoda	korejiešu valoda, itāļu valoda, islandiešu valoda, dāņu valoda, japāņu valoda, zviedru valoda, gruzīnu valoda, poļu valoda, bulgāru valoda, franču valoda	Kotdivuāra
Hondurasa oficiālā valoda ir <mask>.	spāņu valoda	ķīniešu valoda, turku valoda, ivrits, azerbaidžāņu valoda, urdu, gruzīnu valoda, slovēņu valoda, igauņu valoda, franču valoda, spāņu valoda	Hondurasa
Ņūhempšīra oficiālā valoda ir <mask>.	angļu valoda	vācu valoda, gruzīnu valoda, portugāļu valoda, persiešu valoda, ķīniešu valoda, ungāru valoda, horvātu valoda, korejiešu valoda, indonēziešu valoda, angļu valoda	Ņūhempšīra
Burundi oficiālā valoda ir <mask>.	angļu valoda	krievu valoda, turku valoda, nīderlandiešu valoda, ķīniešu valoda, azerbaidžāņu valoda, basku valoda, korejiešu valoda, vācu valoda, slovēņu valoda, angļu valoda	Burundi
Kamerūna oficiālā valoda ir <mask>.	angļu valoda	basku valoda, itāļu valoda, grieķu valoda, slovēņu valoda, poļu valoda, urdu, ungāru valoda, franču valoda, somu valoda, angļu valoda	Kamerūna
