Prompt	Ans	Candidate Ans	Subject
মেক্সিকো এর সরকারী ভাষা হ'ল <mask>।	স্পেনীয় ভাষা	ইতালীয় ভাষা, চীনা ভাষা, এস্তোনীয় ভাষা, রোমানীয় ভাষা, আর্মেনীয় ভাষা, কাতালান ভাষা, বাস্ক ভাষা, ফরাসি ভাষা, উর্দু ভাষা, স্পেনীয় ভাষা	মেক্সিকো
গাম্বিয়া এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	সার্বীয় ভাষা, রুশ ভাষা, আজারবাইজানি ভাষা, পোলীয় ভাষা, স্পেনীয় ভাষা, এস্তোনীয় ভাষা, ইতালীয় ভাষা, লাতিন ভাষা, স্লোভাক ভাষা, ইংরেজি ভাষা	গাম্বিয়া
আইল অব ম্যান এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	ক্রোয়েশীয় ভাষা, কোরীয় ভাষা, ফিনীয় ভাষা, চীনা ভাষা, ফরাসি ভাষা, থাই ভাষা, জাপানি ভাষা, সার্বীয় ভাষা, বাস্ক ভাষা, ইংরেজি ভাষা	আইল অব ম্যান
মিসিসিপি এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	গ্রিক ভাষা, জাপানি ভাষা, ডেনীয় ভাষা, চীনা ভাষা, রোমানীয় ভাষা, ওলন্দাজ ভাষা, ক্রোয়েশীয় ভাষা, উর্দু ভাষা, আর্মেনীয় ভাষা, ইংরেজি ভাষা	মিসিসিপি
মাকাও এর সরকারী ভাষা হ'ল <mask>।	চীনা ভাষা	সুয়েডীয় ভাষা, আলবেনীয় ভাষা, চেক ভাষা, ইন্দোনেশীয় ভাষা, ফরাসি ভাষা, জার্মান ভাষা, থাই ভাষা, ক্রোয়েশীয় ভাষা, রোমানীয় ভাষা, চীনা ভাষা	মাকাও
ইসরায়েল এর সরকারী ভাষা হ'ল <mask>।	হিব্রু ভাষা	আইসল্যান্ডীয় ভাষা, রোমানীয় ভাষা, ইংরেজি ভাষা, কাতালান ভাষা, স্লোভাক ভাষা, গ্রিক ভাষা, হাঙ্গেরীয় ভাষা, পোলীয় ভাষা, বুলগেরীয় ভাষা, হিব্রু ভাষা	ইসরায়েল
সামোয়া এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	হিব্রু ভাষা, স্লোভাক ভাষা, আর্মেনীয় ভাষা, স্পেনীয় ভাষা, হাঙ্গেরীয় ভাষা, কোরীয় ভাষা, উর্দু ভাষা, চীনা ভাষা, জাপানি ভাষা, ইংরেজি ভাষা	সামোয়া
সুইজারল্যান্ড এর সরকারী ভাষা হ'ল <mask>।	ফরাসি ভাষা	ক্রোয়েশীয় ভাষা, হিব্রু ভাষা, লাতিন ভাষা, জার্মান ভাষা, হাঙ্গেরীয় ভাষা, আজারবাইজানি ভাষা, স্পেনীয় ভাষা, ইউক্রেনীয় ভাষা, ওলন্দাজ ভাষা, ফরাসি ভাষা	সুইজারল্যান্ড
বেলজিয়াম এর সরকারী ভাষা হ'ল <mask>।	জার্মান ভাষা	ফিনীয় ভাষা, ইতালীয় ভাষা, আজারবাইজানি ভাষা, আইসল্যান্ডীয় ভাষা, গ্রিক ভাষা, চীনা ভাষা, আর্মেনীয় ভাষা, জর্জীয় ভাষা, আলবেনীয় ভাষা, জার্মান ভাষা	বেলজিয়াম
নাউরু এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	আজারবাইজানি ভাষা, হাঙ্গেরীয় ভাষা, ইউক্রেনীয় ভাষা, আলবেনীয় ভাষা, হিব্রু ভাষা, ক্রোয়েশীয় ভাষা, ডেনীয় ভাষা, ফরাসি ভাষা, ইতালীয় ভাষা, ইংরেজি ভাষা	নাউরু
ফক্‌ল্যান্ড দ্বীপপুঞ্জ এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	ইন্দোনেশীয় ভাষা, গ্রিক ভাষা, হিব্রু ভাষা, লাতিন ভাষা, স্লোভাক ভাষা, চীনা ভাষা, আর্মেনীয় ভাষা, জর্জীয় ভাষা, আইসল্যান্ডীয় ভাষা, ইংরেজি ভাষা	ফক্‌ল্যান্ড দ্বীপপুঞ্জ
গিনি এর সরকারী ভাষা হ'ল <mask>।	ফরাসি ভাষা	চেক ভাষা, জাপানি ভাষা, রোমানীয় ভাষা, এস্তোনীয় ভাষা, তুর্কি ভাষা, আইসল্যান্ডীয় ভাষা, ইন্দোনেশীয় ভাষা, ফিনীয় ভাষা, স্পেনীয় ভাষা, ফরাসি ভাষা	গিনি
অস্ট্রেলিয়া এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	সুয়েডীয় ভাষা, আইসল্যান্ডীয় ভাষা, স্লোভাক ভাষা, লাতিন ভাষা, কোরীয় ভাষা, ক্রোয়েশীয় ভাষা, তুর্কি ভাষা, ফরাসি ভাষা, আজারবাইজানি ভাষা, ইংরেজি ভাষা	অস্ট্রেলিয়া
পেরু এর সরকারী ভাষা হ'ল <mask>।	স্পেনীয় ভাষা	পোলীয় ভাষা, হাঙ্গেরীয় ভাষা, আইসল্যান্ডীয় ভাষা, ওলন্দাজ ভাষা, আর্মেনীয় ভাষা, সুয়েডীয় ভাষা, বুলগেরীয় ভাষা, হিব্রু ভাষা, চেক ভাষা, স্পেনীয় ভাষা	পেরু
লেসোথো এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	এস্তোনীয় ভাষা, লিথুয়ানীয় ভাষা, সার্বীয় ভাষা, পর্তুগিজ ভাষা, ফিনীয় ভাষা, রুশ ভাষা, ফরাসি ভাষা, থাই ভাষা, হাঙ্গেরীয় ভাষা, ইংরেজি ভাষা	লেসোথো
ভারত এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	বুলগেরীয় ভাষা, লিথুয়ানীয় ভাষা, থাই ভাষা, আলবেনীয় ভাষা, ওলন্দাজ ভাষা, চীনা ভাষা, পোলীয় ভাষা, এস্তোনীয় ভাষা, স্পেনীয় ভাষা, ইংরেজি ভাষা	ভারত
জিম্বাবুয়ে এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	হিব্রু ভাষা, লিথুয়ানীয় ভাষা, আলবেনীয় ভাষা, বুলগেরীয় ভাষা, পোলীয় ভাষা, জর্জীয় ভাষা, তুর্কি ভাষা, ডেনীয় ভাষা, ফরাসি ভাষা, ইংরেজি ভাষা	জিম্বাবুয়ে
জিবুতি এর সরকারী ভাষা হ'ল <mask>।	ফরাসি ভাষা	স্লোভেনীয় ভাষা, ওলন্দাজ ভাষা, ইংরেজি ভাষা, আইসল্যান্ডীয় ভাষা, হিব্রু ভাষা, ইতালীয় ভাষা, ইউক্রেনীয় ভাষা, স্লোভাক ভাষা, ফিনীয় ভাষা, ফরাসি ভাষা	জিবুতি
মন্টানা এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	স্লোভাক ভাষা, আজারবাইজানি ভাষা, চেক ভাষা, আলবেনীয় ভাষা, বুলগেরীয় ভাষা, রুশ ভাষা, জাপানি ভাষা, ওলন্দাজ ভাষা, স্লোভেনীয় ভাষা, ইংরেজি ভাষা	মন্টানা
বাহামা দ্বীপপুঞ্জ এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	সার্বীয় ভাষা, বাস্ক ভাষা, ফার্সি ভাষা, ইন্দোনেশীয় ভাষা, বুলগেরীয় ভাষা, জর্জীয় ভাষা, স্পেনীয় ভাষা, হাঙ্গেরীয় ভাষা, ইউক্রেনীয় ভাষা, ইংরেজি ভাষা	বাহামা দ্বীপপুঞ্জ
অন্টারিও এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	জার্মান ভাষা, হাঙ্গেরীয় ভাষা, কোরীয় ভাষা, চেক ভাষা, উর্দু ভাষা, সার্বীয় ভাষা, ইতালীয় ভাষা, রুশ ভাষা, পোলীয় ভাষা, ইংরেজি ভাষা	অন্টারিও
এ্যালবার্টা এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	গ্রিক ভাষা, চেক ভাষা, ডেনীয় ভাষা, লাতিন ভাষা, ইউক্রেনীয় ভাষা, জার্মান ভাষা, স্লোভেনীয় ভাষা, সুয়েডীয় ভাষা, কাতালান ভাষা, ইংরেজি ভাষা	এ্যালবার্টা
মন্টিনিগ্রো এর সরকারী ভাষা হ'ল <mask>।	সার্বীয় ভাষা	এস্তোনীয় ভাষা, লাতিন ভাষা, ইতালীয় ভাষা, উর্দু ভাষা, কাতালান ভাষা, আজারবাইজানি ভাষা, ফরাসি ভাষা, জর্জীয় ভাষা, স্পেনীয় ভাষা, সার্বীয় ভাষা	মন্টিনিগ্রো
ইসোয়াতিনি এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	হিব্রু ভাষা, ফার্সি ভাষা, বুলগেরীয় ভাষা, বাস্ক ভাষা, আলবেনীয় ভাষা, সুয়েডীয় ভাষা, ফরাসি ভাষা, কোরীয় ভাষা, স্লোভাক ভাষা, ইংরেজি ভাষা	ইসোয়াতিনি
ইউরোপীয় ইউনিয়ন এর সরকারী ভাষা হ'ল <mask>।	ওলন্দাজ ভাষা	গ্রিক ভাষা, লিথুয়ানীয় ভাষা, আইসল্যান্ডীয় ভাষা, লাতিন ভাষা, ইউক্রেনীয় ভাষা, পোলীয় ভাষা, ক্রোয়েশীয় ভাষা, ইংরেজি ভাষা, এস্তোনীয় ভাষা, ওলন্দাজ ভাষা	ইউরোপীয় ইউনিয়ন
গ্রেনাডা এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	হাঙ্গেরীয় ভাষা, লিথুয়ানীয় ভাষা, সার্বীয় ভাষা, লাতিন ভাষা, পর্তুগিজ ভাষা, হিব্রু ভাষা, আর্মেনীয় ভাষা, বুলগেরীয় ভাষা, গ্রিক ভাষা, ইংরেজি ভাষা	গ্রেনাডা
চেচনিয়া এর সরকারী ভাষা হ'ল <mask>।	রুশ ভাষা	ফিনীয় ভাষা, পর্তুগিজ ভাষা, স্লোভাক ভাষা, বাস্ক ভাষা, হাঙ্গেরীয় ভাষা, লাতিন ভাষা, আজারবাইজানি ভাষা, থাই ভাষা, রোমানীয় ভাষা, রুশ ভাষা	চেচনিয়া
রুয়ান্ডা এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	ইন্দোনেশীয় ভাষা, পোলীয় ভাষা, পর্তুগিজ ভাষা, উর্দু ভাষা, থাই ভাষা, হিব্রু ভাষা, গ্রিক ভাষা, সুয়েডীয় ভাষা, ফরাসি ভাষা, ইংরেজি ভাষা	রুয়ান্ডা
ফিনল্যান্ড এর সরকারী ভাষা হ'ল <mask>।	ফিনীয় ভাষা	সুয়েডীয় ভাষা, এস্তোনীয় ভাষা, কোরীয় ভাষা, জাপানি ভাষা, আইসল্যান্ডীয় ভাষা, চীনা ভাষা, হিব্রু ভাষা, আজারবাইজানি ভাষা, ডেনীয় ভাষা, ফিনীয় ভাষা	ফিনল্যান্ড
নেব্রাস্কা এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	চেক ভাষা, বুলগেরীয় ভাষা, লিথুয়ানীয় ভাষা, রুশ ভাষা, ফিনীয় ভাষা, চীনা ভাষা, কাতালান ভাষা, কোরীয় ভাষা, আর্মেনীয় ভাষা, ইংরেজি ভাষা	নেব্রাস্কা
পোল্যান্ড এর সরকারী ভাষা হ'ল <mask>।	পোলীয় ভাষা	স্লোভেনীয় ভাষা, সুয়েডীয় ভাষা, থাই ভাষা, ক্রোয়েশীয় ভাষা, চেক ভাষা, ইংরেজি ভাষা, চীনা ভাষা, আর্মেনীয় ভাষা, ইতালীয় ভাষা, পোলীয় ভাষা	পোল্যান্ড
বাজেল এর সরকারী ভাষা হ'ল <mask>।	জার্মান ভাষা	ফিনীয় ভাষা, রোমানীয় ভাষা, সার্বীয় ভাষা, ডেনীয় ভাষা, চীনা ভাষা, উর্দু ভাষা, এস্তোনীয় ভাষা, ফার্সি ভাষা, জাপানি ভাষা, জার্মান ভাষা	বাজেল
আর্কানসাস এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	ইতালীয় ভাষা, বাস্ক ভাষা, আইসল্যান্ডীয় ভাষা, চেক ভাষা, চীনা ভাষা, হাঙ্গেরীয় ভাষা, স্লোভাক ভাষা, সার্বীয় ভাষা, ডেনীয় ভাষা, ইংরেজি ভাষা	আর্কানসাস
রোমানিয়া এর সরকারী ভাষা হ'ল <mask>।	রোমানীয় ভাষা	রুশ ভাষা, আলবেনীয় ভাষা, ওলন্দাজ ভাষা, লাতিন ভাষা, চীনা ভাষা, ইংরেজি ভাষা, উর্দু ভাষা, ইউক্রেনীয় ভাষা, ডেনীয় ভাষা, রোমানীয় ভাষা	রোমানিয়া
ইউরোপীয় ইউনিয়ন এর সরকারী ভাষা হ'ল <mask>।	গ্রিক ভাষা	আইসল্যান্ডীয় ভাষা, ইউক্রেনীয় ভাষা, বাস্ক ভাষা, চীনা ভাষা, পর্তুগিজ ভাষা, ফিনীয় ভাষা, ডেনীয় ভাষা, আজারবাইজানি ভাষা, সুয়েডীয় ভাষা, গ্রিক ভাষা	ইউরোপীয় ইউনিয়ন
কেনিয়া এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	লিথুয়ানীয় ভাষা, জার্মান ভাষা, বাস্ক ভাষা, ইন্দোনেশীয় ভাষা, হিব্রু ভাষা, ক্রোয়েশীয় ভাষা, ইউক্রেনীয় ভাষা, স্পেনীয় ভাষা, ফিনীয় ভাষা, ইংরেজি ভাষা	কেনিয়া
ঘানা এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	রোমানীয় ভাষা, জর্জীয় ভাষা, ইতালীয় ভাষা, এস্তোনীয় ভাষা, ডেনীয় ভাষা, বুলগেরীয় ভাষা, চেক ভাষা, ইন্দোনেশীয় ভাষা, হাঙ্গেরীয় ভাষা, ইংরেজি ভাষা	ঘানা
স্লোভেনিয়া এর সরকারী ভাষা হ'ল <mask>।	স্লোভেনীয় ভাষা	সার্বীয় ভাষা, আর্মেনীয় ভাষা, ফার্সি ভাষা, আইসল্যান্ডীয় ভাষা, তুর্কি ভাষা, পোলীয় ভাষা, এস্তোনীয় ভাষা, উর্দু ভাষা, ইউক্রেনীয় ভাষা, স্লোভেনীয় ভাষা	স্লোভেনিয়া
মলদোভা এর সরকারী ভাষা হ'ল <mask>।	রোমানীয় ভাষা	বাস্ক ভাষা, ফরাসি ভাষা, সুয়েডীয় ভাষা, পর্তুগিজ ভাষা, কোরীয় ভাষা, জার্মান ভাষা, সার্বীয় ভাষা, জাপানি ভাষা, ডেনীয় ভাষা, রোমানীয় ভাষা	মলদোভা
ফরাসি গায়ানা এর সরকারী ভাষা হ'ল <mask>।	ফরাসি ভাষা	স্পেনীয় ভাষা, জর্জীয় ভাষা, সার্বীয় ভাষা, ইন্দোনেশীয় ভাষা, উর্দু ভাষা, ইতালীয় ভাষা, আইসল্যান্ডীয় ভাষা, বাস্ক ভাষা, গ্রিক ভাষা, ফরাসি ভাষা	ফরাসি গায়ানা
লিথুয়ানিয়া এর সরকারী ভাষা হ'ল <mask>।	লিথুয়ানীয় ভাষা	রুশ ভাষা, স্লোভেনীয় ভাষা, কাতালান ভাষা, স্লোভাক ভাষা, রোমানীয় ভাষা, পর্তুগিজ ভাষা, বাস্ক ভাষা, ইউক্রেনীয় ভাষা, জার্মান ভাষা, লিথুয়ানীয় ভাষা	লিথুয়ানিয়া
বেলিজ এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	ওলন্দাজ ভাষা, তুর্কি ভাষা, রোমানীয় ভাষা, ইতালীয় ভাষা, বাস্ক ভাষা, সার্বীয় ভাষা, ক্রোয়েশীয় ভাষা, রুশ ভাষা, বুলগেরীয় ভাষা, ইংরেজি ভাষা	বেলিজ
স্পেন এর সরকারী ভাষা হ'ল <mask>।	কাতালান ভাষা	চেক ভাষা, ফরাসি ভাষা, ওলন্দাজ ভাষা, ইন্দোনেশীয় ভাষা, বাস্ক ভাষা, ইউক্রেনীয় ভাষা, রোমানীয় ভাষা, ইতালীয় ভাষা, হাঙ্গেরীয় ভাষা, কাতালান ভাষা	স্পেন
বার্বাডোস এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	পর্তুগিজ ভাষা, ইতালীয় ভাষা, জাপানি ভাষা, জর্জীয় ভাষা, কাতালান ভাষা, বাস্ক ভাষা, স্লোভেনীয় ভাষা, রোমানীয় ভাষা, তুর্কি ভাষা, ইংরেজি ভাষা	বার্বাডোস
কলম্বিয়া এর সরকারী ভাষা হ'ল <mask>।	স্পেনীয় ভাষা	জর্জীয় ভাষা, পর্তুগিজ ভাষা, ওলন্দাজ ভাষা, রোমানীয় ভাষা, লাতিন ভাষা, হাঙ্গেরীয় ভাষা, ফিনীয় ভাষা, ইউক্রেনীয় ভাষা, ক্রোয়েশীয় ভাষা, স্পেনীয় ভাষা	কলম্বিয়া
ব্রুনাই এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	স্লোভেনীয় ভাষা, হাঙ্গেরীয় ভাষা, তুর্কি ভাষা, চীনা ভাষা, জর্জীয় ভাষা, স্লোভাক ভাষা, চেক ভাষা, এস্তোনীয় ভাষা, লাতিন ভাষা, ইংরেজি ভাষা	ব্রুনাই
পাকিস্তান এর সরকারী ভাষা হ'ল <mask>।	উর্দু ভাষা	হাঙ্গেরীয় ভাষা, ফার্সি ভাষা, জার্মান ভাষা, ফরাসি ভাষা, পর্তুগিজ ভাষা, ক্রোয়েশীয় ভাষা, স্লোভেনীয় ভাষা, জাপানি ভাষা, থাই ভাষা, উর্দু ভাষা	পাকিস্তান
সেনেগাল এর সরকারী ভাষা হ'ল <mask>।	ফরাসি ভাষা	রোমানীয় ভাষা, বুলগেরীয় ভাষা, স্লোভেনীয় ভাষা, তুর্কি ভাষা, এস্তোনীয় ভাষা, ইউক্রেনীয় ভাষা, বাস্ক ভাষা, পর্তুগিজ ভাষা, স্পেনীয় ভাষা, ফরাসি ভাষা	সেনেগাল
নুনাভুত এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	জর্জীয় ভাষা, চীনা ভাষা, সার্বীয় ভাষা, লিথুয়ানীয় ভাষা, ইতালীয় ভাষা, ক্রোয়েশীয় ভাষা, ইন্দোনেশীয় ভাষা, কাতালান ভাষা, কোরীয় ভাষা, ইংরেজি ভাষা	নুনাভুত
জেনেভা এর সরকারী ভাষা হ'ল <mask>।	ফরাসি ভাষা	কোরীয় ভাষা, আজারবাইজানি ভাষা, তুর্কি ভাষা, জাপানি ভাষা, ওলন্দাজ ভাষা, ইউক্রেনীয় ভাষা, এস্তোনীয় ভাষা, পর্তুগিজ ভাষা, কাতালান ভাষা, ফরাসি ভাষা	জেনেভা
ইউরোপীয় ইউনিয়ন এর সরকারী ভাষা হ'ল <mask>।	বুলগেরীয় ভাষা	সার্বীয় ভাষা, জর্জীয় ভাষা, এস্তোনীয় ভাষা, উর্দু ভাষা, ইন্দোনেশীয় ভাষা, আইসল্যান্ডীয় ভাষা, জাপানি ভাষা, আর্মেনীয় ভাষা, ফিনীয় ভাষা, বুলগেরীয় ভাষা	ইউরোপীয় ইউনিয়ন
বসনিয়া ও হার্জেগোভিনা এর সরকারী ভাষা হ'ল <mask>।	সার্বীয় ভাষা	কোরীয় ভাষা, স্পেনীয় ভাষা, রোমানীয় ভাষা, সুয়েডীয় ভাষা, কাতালান ভাষা, বাস্ক ভাষা, হাঙ্গেরীয় ভাষা, গ্রিক ভাষা, আলবেনীয় ভাষা, সার্বীয় ভাষা	বসনিয়া ও হার্জেগোভিনা
ফিনল্যান্ড এর সরকারী ভাষা হ'ল <mask>।	সুয়েডীয় ভাষা	ফিনীয় ভাষা, ওলন্দাজ ভাষা, রুশ ভাষা, আলবেনীয় ভাষা, জার্মান ভাষা, থাই ভাষা, স্পেনীয় ভাষা, ফরাসি ভাষা, ডেনীয় ভাষা, সুয়েডীয় ভাষা	ফিনল্যান্ড
পাপুয়া নিউগিনি এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	পর্তুগিজ ভাষা, উর্দু ভাষা, ফার্সি ভাষা, ইন্দোনেশীয় ভাষা, চেক ভাষা, পোলীয় ভাষা, ফিনীয় ভাষা, ডেনীয় ভাষা, হিব্রু ভাষা, ইংরেজি ভাষা	পাপুয়া নিউগিনি
রুয়ান্ডা এর সরকারী ভাষা হ'ল <mask>।	ফরাসি ভাষা	রোমানীয় ভাষা, কোরীয় ভাষা, আজারবাইজানি ভাষা, বাস্ক ভাষা, লাতিন ভাষা, স্লোভেনীয় ভাষা, উর্দু ভাষা, রুশ ভাষা, থাই ভাষা, ফরাসি ভাষা	রুয়ান্ডা
চাদ এর সরকারী ভাষা হ'ল <mask>।	ফরাসি ভাষা	স্লোভেনীয় ভাষা, ফিনীয় ভাষা, জার্মান ভাষা, বাস্ক ভাষা, ইংরেজি ভাষা, স্লোভাক ভাষা, এস্তোনীয় ভাষা, আজারবাইজানি ভাষা, রুশ ভাষা, ফরাসি ভাষা	চাদ
ইয়েরেভান এর সরকারী ভাষা হ'ল <mask>।	আর্মেনীয় ভাষা	হিব্রু ভাষা, ইংরেজি ভাষা, ডেনীয় ভাষা, ওলন্দাজ ভাষা, ফিনীয় ভাষা, লিথুয়ানীয় ভাষা, আলবেনীয় ভাষা, কোরীয় ভাষা, সার্বীয় ভাষা, আর্মেনীয় ভাষা	ইয়েরেভান
বলিভিয়া এর সরকারী ভাষা হ'ল <mask>।	স্পেনীয় ভাষা	রুশ ভাষা, সার্বীয় ভাষা, ক্রোয়েশীয় ভাষা, জার্মান ভাষা, স্লোভেনীয় ভাষা, বাস্ক ভাষা, আর্মেনীয় ভাষা, ফিনীয় ভাষা, আইসল্যান্ডীয় ভাষা, স্পেনীয় ভাষা	বলিভিয়া
মালয়েশিয়া এর সরকারী ভাষা হ'ল <mask>।	ইংরেজি ভাষা	আর্মেনীয় ভাষা, চীনা ভাষা, হাঙ্গেরীয় ভাষা, জর্জীয় ভাষা, পর্তুগিজ ভাষা, রোমানীয় ভাষা, ইউক্রেনীয় ভাষা, উর্দু ভাষা, সুয়েডীয় ভাষা, ইংরেজি ভাষা	মালয়েশিয়া
