Prompt	Ans	Candidate Ans	Subject
Службени језик Екваторијална Гвинеја је <mask>.	шпански језик	баскијски језик, украјински језик, урду, хебрејски језик, персијски језик, бугарски језик, словеначки језик, португалски језик, литвански језик, шпански језик	Екваторијална Гвинеја
Службени језик Њуфаундленд и Лабрадор је <mask>.	енглески језик	литвански језик, бугарски језик, исландски језик, каталонски језик, јерменски језик, шпански језик, кинески језик, холандски језик, шведски језик, енглески језик	Њуфаундленд и Лабрадор
Службени језик Европска унија је <mask>.	естонски језик	литвански језик, румунски језик, персијски језик, грчки језик, индонежански језик, тајландски језик, бугарски језик, немачки језик, чешки језик, естонски језик	Европска унија
Службени језик Организација уједињених нација је <mask>.	шпански језик	пољски језик, јапански језик, естонски језик, немачки језик, српски језик, мађарски језик, хрватски језик, урду, исландски језик, шпански језик	Организација уједињених нација
Службени језик Јакутија је <mask>.	руски језик	тајландски језик, чешки језик, енглески језик, француски језик, грчки језик, португалски језик, јерменски језик, фински језик, каталонски језик, руски језик	Јакутија
Службени језик Европска унија је <mask>.	пољски језик	кинески језик, литвански језик, словачки језик, персијски језик, руски језик, чешки језик, естонски језик, азерски језик, јапански језик, пољски језик	Европска унија
Службени језик Доминиканска Република је <mask>.	шпански језик	хрватски језик, кинески језик, холандски језик, грчки језик, италијански језик, грузијски језик, словеначки језик, немачки језик, албански језик, шпански језик	Доминиканска Република
Службени језик Британска Колумбија је <mask>.	енглески језик	француски језик, холандски језик, корејски језик, бугарски језик, каталонски језик, хрватски језик, италијански језик, грчки језик, руски језик, енглески језик	Британска Колумбија
Службени језик Белгија је <mask>.	холандски језик	баскијски језик, румунски језик, грчки језик, француски језик, литвански језик, пољски језик, шведски језик, албански језик, португалски језик, холандски језик	Белгија
Службени језик Византијско царство је <mask>.	латински језик	шпански језик, хебрејски језик, румунски језик, јапански језик, естонски језик, тајландски језик, дански језик, турски језик, индонежански језик, латински језик	Византијско царство
Службени језик Република Ирска је <mask>.	енглески језик	српски језик, немачки језик, италијански језик, мађарски језик, руски језик, азерски језик, грузијски језик, исландски језик, шпански језик, енглески језик	Република Ирска
Службени језик Холандија је <mask>.	холандски језик	грузијски језик, чешки језик, турски језик, естонски језик, украјински језик, мађарски језик, баскијски језик, индонежански језик, португалски језик, холандски језик	Холандија
Службени језик Канзас је <mask>.	енглески језик	пољски језик, словачки језик, турски језик, српски језик, каталонски језик, јерменски језик, естонски језик, украјински језик, тајландски језик, енглески језик	Канзас
Службени језик Јужноафричка Република је <mask>.	енглески језик	украјински језик, латински језик, грузијски језик, тајландски језик, кинески језик, немачки језик, руски језик, италијански језик, естонски језик, енглески језик	Јужноафричка Република
Службени језик Вануату је <mask>.	енглески језик	латински језик, холандски језик, индонежански језик, корејски језик, бугарски језик, грузијски језик, немачки језик, каталонски језик, српски језик, енглески језик	Вануату
Службени језик Црна Гора је <mask>.	хрватски језик	каталонски језик, грузијски језик, украјински језик, чешки језик, мађарски језик, дански језик, немачки језик, шпански језик, грчки језик, хрватски језик	Црна Гора
Службени језик Суринам је <mask>.	холандски језик	мађарски језик, португалски језик, индонежански језик, српски језик, хрватски језик, јерменски језик, словеначки језик, кинески језик, чешки језик, холандски језик	Суринам
Службени језик Колорадо је <mask>.	енглески језик	каталонски језик, украјински језик, исландски језик, азерски језик, португалски језик, мађарски језик, хрватски језик, француски језик, чешки језик, енглески језик	Колорадо
Службени језик Тонга је <mask>.	енглески језик	словачки језик, мађарски језик, каталонски језик, грузијски језик, француски језик, грчки језик, јерменски језик, шведски језик, португалски језик, енглески језик	Тонга
Службени језик Енглеска је <mask>.	енглески језик	словеначки језик, дански језик, естонски језик, кинески језик, албански језик, шведски језик, фински језик, чешки језик, бугарски језик, енглески језик	Енглеска
Службени језик Екваторијална Гвинеја је <mask>.	португалски језик	естонски језик, албански језик, грузијски језик, словеначки језик, мађарски језик, бугарски језик, словачки језик, немачки језик, јапански језик, португалски језик	Екваторијална Гвинеја
Службени језик Гвинеја Бисао је <mask>.	португалски језик	словачки језик, италијански језик, латински језик, холандски језик, пољски језик, хрватски језик, шведски језик, индонежански језик, естонски језик, португалски језик	Гвинеја Бисао
Службени језик Босна и Херцеговина је <mask>.	хрватски језик	руски језик, естонски језик, јапански језик, француски језик, урду, португалски језик, персијски језик, румунски језик, каталонски језик, хрватски језик	Босна и Херцеговина
Службени језик Индијана је <mask>.	енглески језик	хрватски језик, мађарски језик, пољски језик, шпански језик, албански језик, кинески језик, урду, исландски језик, тајландски језик, енглески језик	Индијана
Службени језик Северна Кореја је <mask>.	корејски језик	персијски језик, фински језик, азерски језик, словачки језик, турски језик, индонежански језик, баскијски језик, шпански језик, тајландски језик, корејски језик	Северна Кореја
Службени језик Русија је <mask>.	украјински језик	мађарски језик, јерменски језик, индонежански језик, бугарски језик, грузијски језик, холандски језик, грчки језик, румунски језик, латински језик, украјински језик	Русија
Службени језик Аргентина је <mask>.	шпански језик	словачки језик, индонежански језик, кинески језик, персијски језик, албански језик, шведски језик, исландски језик, мађарски језик, украјински језик, шпански језик	Аргентина
Службени језик Нова Шкотска је <mask>.	енглески језик	тајландски језик, хрватски језик, италијански језик, азерски језик, хебрејски језик, словачки језик, чешки језик, руски језик, немачки језик, енглески језик	Нова Шкотска
Службени језик Хаваји је <mask>.	енглески језик	украјински језик, турски језик, бугарски језик, исландски језик, индонежански језик, словачки језик, шпански језик, дански језик, словеначки језик, енглески језик	Хаваји
Службени језик Палау је <mask>.	енглески језик	дански језик, пољски језик, шведски језик, словачки језик, азерски језик, јерменски језик, турски језик, италијански језик, тајландски језик, енглески језик	Палау
Службени језик Нијуе је <mask>.	енглески језик	хрватски језик, естонски језик, дански језик, каталонски језик, азерски језик, француски језик, немачки језик, кинески језик, португалски језик, енглески језик	Нијуе
Службени језик Обала Слоноваче је <mask>.	француски језик	корејски језик, италијански језик, исландски језик, дански језик, јапански језик, шведски језик, грузијски језик, пољски језик, бугарски језик, француски језик	Обала Слоноваче
