Prompt	Ans	Candidate Ans	Subject
השפה הרשמית של איי פוקלנד היא <mask>.	אנגלית	אינדונזית, יוונית, עברית, לטינית, סלובקית, שפות סיניות, ארמנית, גאורגית, איסלנדית, אנגלית	איי פוקלנד
השפה הרשמית של גינאה היא <mask>.	צרפתית	צ'כית, יפנית, רומנית, אסטונית, טורקית, איסלנדית, אינדונזית, פינית, ספרדית, צרפתית	גינאה
השפה הרשמית של אוסטרליה היא <mask>.	אנגלית	שוודית, איסלנדית, סלובקית, לטינית, קוריאנית, קרואטית, טורקית, צרפתית, אזרית, אנגלית	אוסטרליה
השפה הרשמית של פרו היא <mask>.	ספרדית	פולנית, הונגרית, איסלנדית, הולנדית, ארמנית, שוודית, בולגרית, עברית, צ'כית, ספרדית	פרו
השפה הרשמית של לסוטו היא <mask>.	אנגלית	אסטונית, ליטאית, סרבית, פורטוגזית, פינית, רוסית, צרפתית, תאית, הונגרית, אנגלית	לסוטו
השפה הרשמית של הודו היא <mask>.	אנגלית	בולגרית, ליטאית, תאית, אלבנית, הולנדית, שפות סיניות, פולנית, אסטונית, ספרדית, אנגלית	הודו
השפה הרשמית של זימבבואה היא <mask>.	אנגלית	עברית, ליטאית, אלבנית, בולגרית, פולנית, גאורגית, טורקית, דנית, צרפתית, אנגלית	זימבבואה
השפה הרשמית של ג'יבוטי היא <mask>.	צרפתית	סלובנית, הולנדית, אנגלית, איסלנדית, עברית, איטלקית, אוקראינית, סלובקית, פינית, צרפתית	ג'יבוטי
השפה הרשמית של מונטנה היא <mask>.	אנגלית	סלובקית, אזרית, צ'כית, אלבנית, בולגרית, רוסית, יפנית, הולנדית, סלובנית, אנגלית	מונטנה
השפה הרשמית של איי בהאמה היא <mask>.	אנגלית	סרבית, בסקית, פרסית, אינדונזית, בולגרית, גאורגית, ספרדית, הונגרית, אוקראינית, אנגלית	איי בהאמה
השפה הרשמית של אונטריו היא <mask>.	אנגלית	גרמנית, הונגרית, קוריאנית, צ'כית, אורדו, סרבית, איטלקית, רוסית, פולנית, אנגלית	אונטריו
השפה הרשמית של אלברטה היא <mask>.	אנגלית	יוונית, צ'כית, דנית, לטינית, אוקראינית, גרמנית, סלובנית, שוודית, קטלאנית, אנגלית	אלברטה
השפה הרשמית של מונטנגרו היא <mask>.	סרבית	אסטונית, לטינית, איטלקית, אורדו, קטלאנית, אזרית, צרפתית, גאורגית, ספרדית, סרבית	מונטנגרו
השפה הרשמית של אסוואטיני היא <mask>.	אנגלית	עברית, פרסית, בולגרית, בסקית, אלבנית, שוודית, צרפתית, קוריאנית, סלובקית, אנגלית	אסוואטיני
השפה הרשמית של האיחוד האירופי היא <mask>.	הולנדית	יוונית, ליטאית, איסלנדית, לטינית, אוקראינית, פולנית, קרואטית, אנגלית, אסטונית, הולנדית	האיחוד האירופי
השפה הרשמית של גרנדה היא <mask>.	אנגלית	הונגרית, ליטאית, סרבית, לטינית, פורטוגזית, עברית, ארמנית, בולגרית, יוונית, אנגלית	גרנדה
השפה הרשמית של צ'צ'ניה היא <mask>.	רוסית	פינית, פורטוגזית, סלובקית, בסקית, הונגרית, לטינית, אזרית, תאית, רומנית, רוסית	צ'צ'ניה
השפה הרשמית של רואנדה היא <mask>.	אנגלית	אינדונזית, פולנית, פורטוגזית, אורדו, תאית, עברית, יוונית, שוודית, צרפתית, אנגלית	רואנדה
השפה הרשמית של פינלנד היא <mask>.	פינית	שוודית, אסטונית, קוריאנית, יפנית, איסלנדית, שפות סיניות, עברית, אזרית, דנית, פינית	פינלנד
השפה הרשמית של נברסקה היא <mask>.	אנגלית	צ'כית, בולגרית, ליטאית, רוסית, פינית, שפות סיניות, קטלאנית, קוריאנית, ארמנית, אנגלית	נברסקה
השפה הרשמית של פולין היא <mask>.	פולנית	סלובנית, שוודית, תאית, קרואטית, צ'כית, אנגלית, שפות סיניות, ארמנית, איטלקית, פולנית	פולין
השפה הרשמית של בזל היא <mask>.	גרמנית	פינית, רומנית, סרבית, דנית, שפות סיניות, אורדו, אסטונית, פרסית, יפנית, גרמנית	בזל
השפה הרשמית של ארקנסו היא <mask>.	אנגלית	איטלקית, בסקית, איסלנדית, צ'כית, שפות סיניות, הונגרית, סלובקית, סרבית, דנית, אנגלית	ארקנסו
השפה הרשמית של רומניה היא <mask>.	רומנית	רוסית, אלבנית, הולנדית, לטינית, שפות סיניות, אנגלית, אורדו, אוקראינית, דנית, רומנית	רומניה
השפה הרשמית של האיחוד האירופי היא <mask>.	יוונית	איסלנדית, אוקראינית, בסקית, שפות סיניות, פורטוגזית, פינית, דנית, אזרית, שוודית, יוונית	האיחוד האירופי
השפה הרשמית של קניה היא <mask>.	אנגלית	ליטאית, גרמנית, בסקית, אינדונזית, עברית, קרואטית, אוקראינית, ספרדית, פינית, אנגלית	קניה
השפה הרשמית של גאנה היא <mask>.	אנגלית	רומנית, גאורגית, איטלקית, אסטונית, דנית, בולגרית, צ'כית, אינדונזית, הונגרית, אנגלית	גאנה
השפה הרשמית של סלובניה היא <mask>.	סלובנית	סרבית, ארמנית, פרסית, איסלנדית, טורקית, פולנית, אסטונית, אורדו, אוקראינית, סלובנית	סלובניה
השפה הרשמית של מולדובה היא <mask>.	רומנית	בסקית, צרפתית, שוודית, פורטוגזית, קוריאנית, גרמנית, סרבית, יפנית, דנית, רומנית	מולדובה
השפה הרשמית של גיאנה הצרפתית היא <mask>.	צרפתית	ספרדית, גאורגית, סרבית, אינדונזית, אורדו, איטלקית, איסלנדית, בסקית, יוונית, צרפתית	גיאנה הצרפתית
השפה הרשמית של ליטא היא <mask>.	ליטאית	רוסית, סלובנית, קטלאנית, סלובקית, רומנית, פורטוגזית, בסקית, אוקראינית, גרמנית, ליטאית	ליטא
השפה הרשמית של בליז היא <mask>.	אנגלית	הולנדית, טורקית, רומנית, איטלקית, בסקית, סרבית, קרואטית, רוסית, בולגרית, אנגלית	בליז
השפה הרשמית של ספרד היא <mask>.	קטלאנית	צ'כית, צרפתית, הולנדית, אינדונזית, בסקית, אוקראינית, רומנית, איטלקית, הונגרית, קטלאנית	ספרד
השפה הרשמית של ברבדוס היא <mask>.	אנגלית	פורטוגזית, איטלקית, יפנית, גאורגית, קטלאנית, בסקית, סלובנית, רומנית, טורקית, אנגלית	ברבדוס
השפה הרשמית של קולומביה היא <mask>.	ספרדית	גאורגית, פורטוגזית, הולנדית, רומנית, לטינית, הונגרית, פינית, אוקראינית, קרואטית, ספרדית	קולומביה
השפה הרשמית של ברוניי היא <mask>.	אנגלית	סלובנית, הונגרית, טורקית, שפות סיניות, גאורגית, סלובקית, צ'כית, אסטונית, לטינית, אנגלית	ברוניי
השפה הרשמית של פקיסטן היא <mask>.	אורדו	הונגרית, פרסית, גרמנית, צרפתית, פורטוגזית, קרואטית, סלובנית, יפנית, תאית, אורדו	פקיסטן
השפה הרשמית של סנגל היא <mask>.	צרפתית	רומנית, בולגרית, סלובנית, טורקית, אסטונית, אוקראינית, בסקית, פורטוגזית, ספרדית, צרפתית	סנגל
השפה הרשמית של נונאווט היא <mask>.	אנגלית	גאורגית, שפות סיניות, סרבית, ליטאית, איטלקית, קרואטית, אינדונזית, קטלאנית, קוריאנית, אנגלית	נונאווט
השפה הרשמית של ז'נבה היא <mask>.	צרפתית	קוריאנית, אזרית, טורקית, יפנית, הולנדית, אוקראינית, אסטונית, פורטוגזית, קטלאנית, צרפתית	ז'נבה
השפה הרשמית של האיחוד האירופי היא <mask>.	בולגרית	סרבית, גאורגית, אסטונית, אורדו, אינדונזית, איסלנדית, יפנית, ארמנית, פינית, בולגרית	האיחוד האירופי
השפה הרשמית של בוסניה והרצגובינה היא <mask>.	סרבית	קוריאנית, ספרדית, רומנית, שוודית, קטלאנית, בסקית, הונגרית, יוונית, אלבנית, סרבית	בוסניה והרצגובינה
השפה הרשמית של פינלנד היא <mask>.	שוודית	פינית, הולנדית, רוסית, אלבנית, גרמנית, תאית, ספרדית, צרפתית, דנית, שוודית	פינלנד
השפה הרשמית של פפואה גינאה החדשה היא <mask>.	אנגלית	פורטוגזית, אורדו, פרסית, אינדונזית, צ'כית, פולנית, פינית, דנית, עברית, אנגלית	פפואה גינאה החדשה
השפה הרשמית של רואנדה היא <mask>.	צרפתית	רומנית, קוריאנית, אזרית, בסקית, לטינית, סלובנית, אורדו, רוסית, תאית, צרפתית	רואנדה
השפה הרשמית של צ'אד היא <mask>.	צרפתית	סלובנית, פינית, גרמנית, בסקית, אנגלית, סלובקית, אסטונית, אזרית, רוסית, צרפתית	צ'אד
השפה הרשמית של ירוואן היא <mask>.	ארמנית	עברית, אנגלית, דנית, הולנדית, פינית, ליטאית, אלבנית, קוריאנית, סרבית, ארמנית	ירוואן
השפה הרשמית של בוליביה היא <mask>.	ספרדית	רוסית, סרבית, קרואטית, גרמנית, סלובנית, בסקית, ארמנית, פינית, איסלנדית, ספרדית	בוליביה
השפה הרשמית של מלזיה היא <mask>.	אנגלית	ארמנית, שפות סיניות, הונגרית, גאורגית, פורטוגזית, רומנית, אוקראינית, אורדו, שוודית, אנגלית	מלזיה
השפה הרשמית של דרום סודאן היא <mask>.	אנגלית	הונגרית, גאורגית, הולנדית, רוסית, יוונית, גרמנית, טורקית, אינדונזית, קטלאנית, אנגלית	דרום סודאן
השפה הרשמית של גינאה המשוונית היא <mask>.	צרפתית	אסטונית, פינית, ליטאית, אורדו, אינדונזית, פרסית, אזרית, קוריאנית, סלובקית, צרפתית	גינאה המשוונית
השפה הרשמית של האיחוד האירופי היא <mask>.	הונגרית	אסטונית, ארמנית, ספרדית, סלובנית, יוונית, אנגלית, בסקית, קטלאנית, קרואטית, הונגרית	האיחוד האירופי
השפה הרשמית של קירגיזסטן היא <mask>.	רוסית	אסטונית, בולגרית, צ'כית, הולנדית, סרבית, קוריאנית, ליטאית, ארמנית, אוקראינית, רוסית	קירגיזסטן
השפה הרשמית של יפן היא <mask>.	יפנית	רומנית, ליטאית, שוודית, פינית, סלובנית, לטינית, צרפתית, אינדונזית, גאורגית, יפנית	יפן
השפה הרשמית של איראן היא <mask>.	פרסית	טורקית, דנית, קטלאנית, הולנדית, אלבנית, יפנית, שפות סיניות, אינדונזית, עברית, פרסית	איראן
השפה הרשמית של טמפרה היא <mask>.	פינית	סלובקית, בולגרית, גרמנית, שוודית, ארמנית, סלובנית, תאית, אינדונזית, קרואטית, פינית	טמפרה
השפה הרשמית של פנמה היא <mask>.	ספרדית	שוודית, בסקית, פינית, תאית, הונגרית, סלובנית, אוקראינית, רוסית, גאורגית, ספרדית	פנמה
השפה הרשמית של קוויבק היא <mask>.	צרפתית	קרואטית, הונגרית, ספרדית, רוסית, פולנית, אוקראינית, סלובנית, צ'כית, ליטאית, צרפתית	קוויבק
השפה הרשמית של האימפריה הרומית היא <mask>.	לטינית	ליטאית, בולגרית, קוריאנית, שוודית, אזרית, אוקראינית, צ'כית, אורדו, איסלנדית, לטינית	האימפריה הרומית
השפה הרשמית של גינאה המשוונית היא <mask>.	ספרדית	בסקית, אוקראינית, אורדו, עברית, פרסית, בולגרית, סלובנית, פורטוגזית, ליטאית, ספרדית	גינאה המשוונית
השפה הרשמית של ניופאונדלנד ולברדור היא <mask>.	אנגלית	ליטאית, בולגרית, איסלנדית, קטלאנית, ארמנית, ספרדית, שפות סיניות, הולנדית, שוודית, אנגלית	ניופאונדלנד ולברדור
השפה הרשמית של האיחוד האירופי היא <mask>.	אסטונית	ליטאית, רומנית, פרסית, יוונית, אינדונזית, תאית, בולגרית, גרמנית, צ'כית, אסטונית	האיחוד האירופי
השפה הרשמית של האומות המאוחדות היא <mask>.	ספרדית	פולנית, יפנית, אסטונית, גרמנית, סרבית, הונגרית, קרואטית, אורדו, איסלנדית, ספרדית	האומות המאוחדות
השפה הרשמית של רפובליקת סאחה-יקוטיה היא <mask>.	רוסית	תאית, צ'כית, אנגלית, צרפתית, יוונית, פורטוגזית, ארמנית, פינית, קטלאנית, רוסית	רפובליקת סאחה-יקוטיה
השפה הרשמית של האיחוד האירופי היא <mask>.	פולנית	שפות סיניות, ליטאית, סלובקית, פרסית, רוסית, צ'כית, אסטונית, אזרית, יפנית, פולנית	האיחוד האירופי
השפה הרשמית של הרפובליקה הדומיניקנית היא <mask>.	ספרדית	קרואטית, שפות סיניות, הולנדית, יוונית, איטלקית, גאורגית, סלובנית, גרמנית, אלבנית, ספרדית	הרפובליקה הדומיניקנית
השפה הרשמית של קולומביה הבריטית היא <mask>.	אנגלית	צרפתית, הולנדית, קוריאנית, בולגרית, קטלאנית, קרואטית, איטלקית, יוונית, רוסית, אנגלית	קולומביה הבריטית
השפה הרשמית של בלגיה היא <mask>.	הולנדית	בסקית, רומנית, יוונית, צרפתית, ליטאית, פולנית, שוודית, אלבנית, פורטוגזית, הולנדית	בלגיה
השפה הרשמית של האימפריה הביזנטית היא <mask>.	לטינית	ספרדית, עברית, רומנית, יפנית, אסטונית, תאית, דנית, טורקית, אינדונזית, לטינית	האימפריה הביזנטית
השפה הרשמית של אירלנד היא <mask>.	אנגלית	סרבית, גרמנית, איטלקית, הונגרית, רוסית, אזרית, גאורגית, איסלנדית, ספרדית, אנגלית	אירלנד
השפה הרשמית של הולנד היא <mask>.	הולנדית	גאורגית, צ'כית, טורקית, אסטונית, אוקראינית, הונגרית, בסקית, אינדונזית, פורטוגזית, הולנדית	הולנד
השפה הרשמית של קנזס היא <mask>.	אנגלית	פולנית, סלובקית, טורקית, סרבית, קטלאנית, ארמנית, אסטונית, אוקראינית, תאית, אנגלית	קנזס
השפה הרשמית של דרום אפריקה היא <mask>.	אנגלית	אוקראינית, לטינית, גאורגית, תאית, שפות סיניות, גרמנית, רוסית, איטלקית, אסטונית, אנגלית	דרום אפריקה
השפה הרשמית של ונואטו היא <mask>.	אנגלית	לטינית, הולנדית, אינדונזית, קוריאנית, בולגרית, גאורגית, גרמנית, קטלאנית, סרבית, אנגלית	ונואטו
השפה הרשמית של מונטנגרו היא <mask>.	קרואטית	קטלאנית, גאורגית, אוקראינית, צ'כית, הונגרית, דנית, גרמנית, ספרדית, יוונית, קרואטית	מונטנגרו
השפה הרשמית של סורינאם היא <mask>.	הולנדית	הונגרית, פורטוגזית, אינדונזית, סרבית, קרואטית, ארמנית, סלובנית, שפות סיניות, צ'כית, הולנדית	סורינאם
השפה הרשמית של קולורדו היא <mask>.	אנגלית	קטלאנית, אוקראינית, איסלנדית, אזרית, פורטוגזית, הונגרית, קרואטית, צרפתית, צ'כית, אנגלית	קולורדו
השפה הרשמית של טונגה היא <mask>.	אנגלית	סלובקית, הונגרית, קטלאנית, גאורגית, צרפתית, יוונית, ארמנית, שוודית, פורטוגזית, אנגלית	טונגה
השפה הרשמית של אנגליה היא <mask>.	אנגלית	סלובנית, דנית, אסטונית, שפות סיניות, אלבנית, שוודית, פינית, צ'כית, בולגרית, אנגלית	אנגליה
השפה הרשמית של גינאה המשוונית היא <mask>.	פורטוגזית	אסטונית, אלבנית, גאורגית, סלובנית, הונגרית, בולגרית, סלובקית, גרמנית, יפנית, פורטוגזית	גינאה המשוונית
השפה הרשמית של גינאה ביסאו היא <mask>.	פורטוגזית	סלובקית, איטלקית, לטינית, הולנדית, פולנית, קרואטית, שוודית, אינדונזית, אסטונית, פורטוגזית	גינאה ביסאו
השפה הרשמית של בוסניה והרצגובינה היא <mask>.	קרואטית	רוסית, אסטונית, יפנית, צרפתית, אורדו, פורטוגזית, פרסית, רומנית, קטלאנית, קרואטית	בוסניה והרצגובינה
השפה הרשמית של אינדיאנה היא <mask>.	אנגלית	קרואטית, הונגרית, פולנית, ספרדית, אלבנית, שפות סיניות, אורדו, איסלנדית, תאית, אנגלית	אינדיאנה
השפה הרשמית של קוריאה הצפונית היא <mask>.	קוריאנית	פרסית, פינית, אזרית, סלובקית, טורקית, אינדונזית, בסקית, ספרדית, תאית, קוריאנית	קוריאה הצפונית
השפה הרשמית של רוסיה היא <mask>.	אוקראינית	הונגרית, ארמנית, אינדונזית, בולגרית, גאורגית, הולנדית, יוונית, רומנית, לטינית, אוקראינית	רוסיה
השפה הרשמית של ארגנטינה היא <mask>.	ספרדית	סלובקית, אינדונזית, שפות סיניות, פרסית, אלבנית, שוודית, איסלנדית, הונגרית, אוקראינית, ספרדית	ארגנטינה
השפה הרשמית של נובה סקוטיה היא <mask>.	אנגלית	תאית, קרואטית, איטלקית, אזרית, עברית, סלובקית, צ'כית, רוסית, גרמנית, אנגלית	נובה סקוטיה
השפה הרשמית של הוואי היא <mask>.	אנגלית	אוקראינית, טורקית, בולגרית, איסלנדית, אינדונזית, סלובקית, ספרדית, דנית, סלובנית, אנגלית	הוואי
השפה הרשמית של פלאו היא <mask>.	אנגלית	דנית, פולנית, שוודית, סלובקית, אזרית, ארמנית, טורקית, איטלקית, תאית, אנגלית	פלאו
השפה הרשמית של ניואה היא <mask>.	אנגלית	קרואטית, אסטונית, דנית, קטלאנית, אזרית, צרפתית, גרמנית, שפות סיניות, פורטוגזית, אנגלית	ניואה
השפה הרשמית של חוף השנהב היא <mask>.	צרפתית	קוריאנית, איטלקית, איסלנדית, דנית, יפנית, שוודית, גאורגית, פולנית, בולגרית, צרפתית	חוף השנהב
השפה הרשמית של הונדורס היא <mask>.	ספרדית	שפות סיניות, טורקית, עברית, אזרית, אורדו, גאורגית, סלובנית, אסטונית, צרפתית, ספרדית	הונדורס
השפה הרשמית של ניו המפשייר היא <mask>.	אנגלית	גרמנית, גאורגית, פורטוגזית, פרסית, שפות סיניות, הונגרית, קרואטית, קוריאנית, אינדונזית, אנגלית	ניו המפשייר
השפה הרשמית של בורונדי היא <mask>.	אנגלית	רוסית, טורקית, הולנדית, שפות סיניות, אזרית, בסקית, קוריאנית, גרמנית, סלובנית, אנגלית	בורונדי
השפה הרשמית של קמרון היא <mask>.	אנגלית	בסקית, איטלקית, יוונית, סלובנית, פולנית, אורדו, הונגרית, צרפתית, פינית, אנגלית	קמרון
השפה הרשמית של אלסקה היא <mask>.	אנגלית	דנית, פינית, סלובנית, קרואטית, לטינית, רומנית, רוסית, קטלאנית, צרפתית, אנגלית	אלסקה
השפה הרשמית של קריית הוותיקן היא <mask>.	איטלקית	איסלנדית, סלובקית, אלבנית, פינית, צ'כית, פורטוגזית, פולנית, בסקית, הונגרית, איטלקית	קריית הוותיקן
השפה הרשמית של מוזמביק היא <mask>.	פורטוגזית	עברית, קוריאנית, אינדונזית, אורדו, קטלאנית, גאורגית, סלובנית, קרואטית, צ'כית, פורטוגזית	מוזמביק
השפה הרשמית של מזרח טימור היא <mask>.	פורטוגזית	לטינית, הולנדית, בסקית, ארמנית, איטלקית, שוודית, אלבנית, גאורגית, קוריאנית, פורטוגזית	מזרח טימור
השפה הרשמית של ניגריה היא <mask>.	אנגלית	אלבנית, ליטאית, בסקית, אסטונית, סלובקית, דנית, ספרדית, תאית, פולנית, אנגלית	ניגריה
השפה הרשמית של אבחזיה היא <mask>.	רוסית	פורטוגזית, שפות סיניות, דנית, קוריאנית, צרפתית, אינדונזית, איטלקית, קרואטית, לטינית, רוסית	אבחזיה
השפה הרשמית של פורטוגל היא <mask>.	פורטוגזית	סלובקית, ארמנית, טורקית, רוסית, אנגלית, פולנית, קרואטית, אינדונזית, גאורגית, פורטוגזית	פורטוגל
השפה הרשמית של מניטובה היא <mask>.	אנגלית	פורטוגזית, רומנית, סלובנית, פולנית, בולגרית, אינדונזית, לטינית, ספרדית, פינית, אנגלית	מניטובה
השפה הרשמית של מלאבו היא <mask>.	ספרדית	לטינית, צרפתית, אלבנית, הונגרית, טורקית, גאורגית, שוודית, רומנית, קוריאנית, ספרדית	מלאבו
השפה הרשמית של האיחוד האירופי היא <mask>.	ספרדית	לטינית, טורקית, קוריאנית, צרפתית, אנגלית, רוסית, שוודית, בסקית, פורטוגזית, ספרדית	האיחוד האירופי
השפה הרשמית של הלסינקי היא <mask>.	פינית	פולנית, סרבית, ארמנית, קוריאנית, צרפתית, איטלקית, אוקראינית, יוונית, שוודית, פינית	הלסינקי
השפה הרשמית של קטלוניה היא <mask>.	ספרדית	פולנית, אנגלית, קרואטית, ליטאית, צרפתית, רוסית, רומנית, ארמנית, איטלקית, ספרדית	קטלוניה
השפה הרשמית של סיישל היא <mask>.	אנגלית	קטלאנית, איטלקית, ספרדית, גאורגית, פינית, קרואטית, סלובקית, לטינית, יפנית, אנגלית	סיישל
השפה הרשמית של ססקצ'ואן היא <mask>.	אנגלית	פרסית, ליטאית, לטינית, פורטוגזית, סרבית, ספרדית, שוודית, סלובקית, קוריאנית, אנגלית	ססקצ'ואן
השפה הרשמית של קוסובו היא <mask>.	אלבנית	איטלקית, גאורגית, צרפתית, אינדונזית, בסקית, אוקראינית, לטינית, קטלאנית, רוסית, אלבנית	קוסובו
השפה הרשמית של אקוודור היא <mask>.	ספרדית	ליטאית, בסקית, צ'כית, רוסית, גרמנית, גאורגית, קרואטית, תאית, סרבית, ספרדית	אקוודור
השפה הרשמית של האומות המאוחדות היא <mask>.	אנגלית	קוריאנית, איטלקית, יפנית, אסטונית, ליטאית, קרואטית, יוונית, פרסית, רוסית, אנגלית	האומות המאוחדות
השפה הרשמית של גיאנה היא <mask>.	אנגלית	גרמנית, תאית, יוונית, צ'כית, לטינית, פורטוגזית, גאורגית, בסקית, סרבית, אנגלית	גיאנה
השפה הרשמית של אוסטריה היא <mask>.	גרמנית	שוודית, יוונית, איטלקית, ליטאית, לטינית, צ'כית, קרואטית, בסקית, קטלאנית, גרמנית	אוסטריה
השפה הרשמית של טורקיה היא <mask>.	טורקית	סלובנית, ספרדית, איסלנדית, פורטוגזית, הולנדית, פולנית, גרמנית, אלבנית, צרפתית, טורקית	טורקיה
השפה הרשמית של צ'ילה היא <mask>.	ספרדית	בסקית, תאית, אנגלית, סלובנית, אינדונזית, גרמנית, הולנדית, צ'כית, בולגרית, ספרדית	צ'ילה
השפה הרשמית של האיחוד האירופי היא <mask>.	אנגלית	רומנית, צרפתית, יוונית, קרואטית, אלבנית, עברית, גאורגית, פרסית, בסקית, אנגלית	האיחוד האירופי
השפה הרשמית של דקוטה הדרומית היא <mask>.	אנגלית	צרפתית, צ'כית, איסלנדית, עברית, לטינית, ליטאית, אזרית, קטלאנית, יפנית, אנגלית	דקוטה הדרומית
השפה הרשמית של אלבמה היא <mask>.	אנגלית	ליטאית, יוונית, ספרדית, אסטונית, גרמנית, סרבית, עברית, צרפתית, שפות סיניות, אנגלית	אלבמה
השפה הרשמית של קליפורניה היא <mask>.	אנגלית	ספרדית, ארמנית, עברית, איטלקית, שוודית, צרפתית, אלבנית, הונגרית, אוקראינית, אנגלית	קליפורניה
השפה הרשמית של שווייץ היא <mask>.	איטלקית	אסטונית, אלבנית, שוודית, יפנית, קרואטית, בולגרית, טורקית, ליטאית, רוסית, איטלקית	שווייץ
השפה הרשמית של רוסיה היא <mask>.	רוסית	לטינית, בסקית, שפות סיניות, ספרדית, רומנית, פרסית, תאית, הולנדית, פורטוגזית, רוסית	רוסיה
השפה הרשמית של יוקון היא <mask>.	אנגלית	תאית, אזרית, אוקראינית, פינית, ספרדית, קרואטית, סלובקית, אסטונית, פולנית, אנגלית	יוקון
