Prompt	Ans	Candidate Ans	Subject
Officialis lingua est Nunavut autem <mask>.	lingua Anglica	lingua Georgiana, lingua Sinica, Lingua Serbica, lingua Lithuanica, lingua Italiana, lingua Croatica, lingua Indonesia, lingua Catalana, lingua Coreana, lingua Anglica	Nunavut
Officialis lingua est Genava autem <mask>.	lingua Francogallica	lingua Coreana, Lingua Atropatenica, lingua turcica, lingua Iaponica, lingua Batava, lingua Ucrainica, lingua Estonica, lingua Lusitana, lingua Catalana, lingua Francogallica	Genava
Officialis lingua est Unio Europaea autem <mask>.	lingua Bulgarica	Lingua Serbica, lingua Georgiana, lingua Estonica, lingua Urdu, lingua Indonesia, lingua Islandica, lingua Iaponica, lingua Armenia, lingua Finnica, lingua Bulgarica	Unio Europaea
Officialis lingua est Bosnia et Herzegovina autem <mask>.	Lingua Serbica	lingua Coreana, lingua Hispanica, lingua Dacoromanica, lingua Suecica, lingua Catalana, lingua Vasconica, Lingua Hungarica, lingua Graeca, lingua Albanica, Lingua Serbica	Bosnia et Herzegovina
Officialis lingua est Finnia autem <mask>.	lingua Suecica	lingua Finnica, lingua Batava, Russica, lingua Albanica, lingua Theodisca, lingua Thai, lingua Hispanica, lingua Francogallica, lingua Danica, lingua Suecica	Finnia
Officialis lingua est Papua Nova Guinea autem <mask>.	lingua Anglica	lingua Lusitana, lingua Urdu, lingua Persica, lingua Indonesia, lingua Bohemica, lingua Polonica, lingua Finnica, lingua Danica, Lingua Hebraica, lingua Anglica	Papua Nova Guinea
Officialis lingua est Ruanda autem <mask>.	lingua Francogallica	lingua Dacoromanica, lingua Coreana, Lingua Atropatenica, lingua Vasconica, lingua Latina, lingua Slovena, lingua Urdu, Russica, lingua Thai, lingua Francogallica	Ruanda
Officialis lingua est Tzadia autem <mask>.	lingua Francogallica	lingua Slovena, lingua Finnica, lingua Theodisca, lingua Vasconica, lingua Anglica, lingua Slovaca, lingua Estonica, Lingua Atropatenica, Russica, lingua Francogallica	Tzadia
Officialis lingua est Erevanum autem <mask>.	lingua Armenia	Lingua Hebraica, lingua Anglica, lingua Danica, lingua Batava, lingua Finnica, lingua Lithuanica, lingua Albanica, lingua Coreana, Lingua Serbica, lingua Armenia	Erevanum
Officialis lingua est Bolivia autem <mask>.	lingua Hispanica	Russica, Lingua Serbica, lingua Croatica, lingua Theodisca, lingua Slovena, lingua Vasconica, lingua Armenia, lingua Finnica, lingua Islandica, lingua Hispanica	Bolivia
Officialis lingua est Malaesia autem <mask>.	lingua Anglica	lingua Armenia, lingua Sinica, Lingua Hungarica, lingua Georgiana, lingua Lusitana, lingua Dacoromanica, lingua Ucrainica, lingua Urdu, lingua Suecica, lingua Anglica	Malaesia
Officialis lingua est Sudania Australis autem <mask>.	lingua Anglica	Lingua Hungarica, lingua Georgiana, lingua Batava, Russica, lingua Graeca, lingua Theodisca, lingua turcica, lingua Indonesia, lingua Catalana, lingua Anglica	Sudania Australis
Officialis lingua est Guinea Aequatorensis autem <mask>.	lingua Francogallica	lingua Estonica, lingua Finnica, lingua Lithuanica, lingua Urdu, lingua Indonesia, lingua Persica, Lingua Atropatenica, lingua Coreana, lingua Slovaca, lingua Francogallica	Guinea Aequatorensis
Officialis lingua est Unio Europaea autem <mask>.	Lingua Hungarica	lingua Estonica, lingua Armenia, lingua Hispanica, lingua Slovena, lingua Graeca, lingua Anglica, lingua Vasconica, lingua Catalana, lingua Croatica, Lingua Hungarica	Unio Europaea
Officialis lingua est Chirgisia autem <mask>.	Russica	lingua Estonica, lingua Bulgarica, lingua Bohemica, lingua Batava, Lingua Serbica, lingua Coreana, lingua Lithuanica, lingua Armenia, lingua Ucrainica, Russica	Chirgisia
Officialis lingua est Iaponia autem <mask>.	lingua Iaponica	lingua Dacoromanica, lingua Lithuanica, lingua Suecica, lingua Finnica, lingua Slovena, lingua Latina, lingua Francogallica, lingua Indonesia, lingua Georgiana, lingua Iaponica	Iaponia
Officialis lingua est Irania autem <mask>.	lingua Persica	lingua turcica, lingua Danica, lingua Catalana, lingua Batava, lingua Albanica, lingua Iaponica, lingua Sinica, lingua Indonesia, Lingua Hebraica, lingua Persica	Irania
Officialis lingua est Tammerforsia autem <mask>.	lingua Finnica	lingua Slovaca, lingua Bulgarica, lingua Theodisca, lingua Suecica, lingua Armenia, lingua Slovena, lingua Thai, lingua Indonesia, lingua Croatica, lingua Finnica	Tammerforsia
Officialis lingua est Panama autem <mask>.	lingua Hispanica	lingua Suecica, lingua Vasconica, lingua Finnica, lingua Thai, Lingua Hungarica, lingua Slovena, lingua Ucrainica, Russica, lingua Georgiana, lingua Hispanica	Panama
Officialis lingua est Quebecum autem <mask>.	lingua Francogallica	lingua Croatica, Lingua Hungarica, lingua Hispanica, Russica, lingua Polonica, lingua Ucrainica, lingua Slovena, lingua Bohemica, lingua Lithuanica, lingua Francogallica	Quebecum
Officialis lingua est Imperium Romanum autem <mask>.	lingua Latina	lingua Lithuanica, lingua Bulgarica, lingua Coreana, lingua Suecica, Lingua Atropatenica, lingua Ucrainica, lingua Bohemica, lingua Urdu, lingua Islandica, lingua Latina	Imperium Romanum
Officialis lingua est Guinea Aequatorensis autem <mask>.	lingua Hispanica	lingua Vasconica, lingua Ucrainica, lingua Urdu, Lingua Hebraica, lingua Persica, lingua Bulgarica, lingua Slovena, lingua Lusitana, lingua Lithuanica, lingua Hispanica	Guinea Aequatorensis
Officialis lingua est Terra Nova et Labrador autem <mask>.	lingua Anglica	lingua Lithuanica, lingua Bulgarica, lingua Islandica, lingua Catalana, lingua Armenia, lingua Hispanica, lingua Sinica, lingua Batava, lingua Suecica, lingua Anglica	Terra Nova et Labrador
Officialis lingua est Unio Europaea autem <mask>.	lingua Estonica	lingua Lithuanica, lingua Dacoromanica, lingua Persica, lingua Graeca, lingua Indonesia, lingua Thai, lingua Bulgarica, lingua Theodisca, lingua Bohemica, lingua Estonica	Unio Europaea
Officialis lingua est Consociatio Nationum autem <mask>.	lingua Hispanica	lingua Polonica, lingua Iaponica, lingua Estonica, lingua Theodisca, Lingua Serbica, Lingua Hungarica, lingua Croatica, lingua Urdu, lingua Islandica, lingua Hispanica	Consociatio Nationum
Officialis lingua est Iacutia autem <mask>.	Russica	lingua Thai, lingua Bohemica, lingua Anglica, lingua Francogallica, lingua Graeca, lingua Lusitana, lingua Armenia, lingua Finnica, lingua Catalana, Russica	Iacutia
Officialis lingua est Unio Europaea autem <mask>.	lingua Polonica	lingua Sinica, lingua Lithuanica, lingua Slovaca, lingua Persica, Russica, lingua Bohemica, lingua Estonica, Lingua Atropatenica, lingua Iaponica, lingua Polonica	Unio Europaea
Officialis lingua est Respublica Dominicana autem <mask>.	lingua Hispanica	lingua Croatica, lingua Sinica, lingua Batava, lingua Graeca, lingua Italiana, lingua Georgiana, lingua Slovena, lingua Theodisca, lingua Albanica, lingua Hispanica	Respublica Dominicana
Officialis lingua est Columbia Britannica autem <mask>.	lingua Anglica	lingua Francogallica, lingua Batava, lingua Coreana, lingua Bulgarica, lingua Catalana, lingua Croatica, lingua Italiana, lingua Graeca, Russica, lingua Anglica	Columbia Britannica
Officialis lingua est Belgica autem <mask>.	lingua Batava	lingua Vasconica, lingua Dacoromanica, lingua Graeca, lingua Francogallica, lingua Lithuanica, lingua Polonica, lingua Suecica, lingua Albanica, lingua Lusitana, lingua Batava	Belgica
Officialis lingua est Imperium Romanum Orientale autem <mask>.	lingua Latina	lingua Hispanica, Lingua Hebraica, lingua Dacoromanica, lingua Iaponica, lingua Estonica, lingua Thai, lingua Danica, lingua turcica, lingua Indonesia, lingua Latina	Imperium Romanum Orientale
Officialis lingua est Hibernia autem <mask>.	lingua Anglica	Lingua Serbica, lingua Theodisca, lingua Italiana, Lingua Hungarica, Russica, Lingua Atropatenica, lingua Georgiana, lingua Islandica, lingua Hispanica, lingua Anglica	Hibernia
Officialis lingua est Nederlandia autem <mask>.	lingua Batava	lingua Georgiana, lingua Bohemica, lingua turcica, lingua Estonica, lingua Ucrainica, Lingua Hungarica, lingua Vasconica, lingua Indonesia, lingua Lusitana, lingua Batava	Nederlandia
Officialis lingua est Kansia autem <mask>.	lingua Anglica	lingua Polonica, lingua Slovaca, lingua turcica, Lingua Serbica, lingua Catalana, lingua Armenia, lingua Estonica, lingua Ucrainica, lingua Thai, lingua Anglica	Kansia
Officialis lingua est Africa Australis autem <mask>.	lingua Anglica	lingua Ucrainica, lingua Latina, lingua Georgiana, lingua Thai, lingua Sinica, lingua Theodisca, Russica, lingua Italiana, lingua Estonica, lingua Anglica	Africa Australis
Officialis lingua est Vanuatu autem <mask>.	lingua Anglica	lingua Latina, lingua Batava, lingua Indonesia, lingua Coreana, lingua Bulgarica, lingua Georgiana, lingua Theodisca, lingua Catalana, Lingua Serbica, lingua Anglica	Vanuatu
Officialis lingua est Mons Niger autem <mask>.	lingua Croatica	lingua Catalana, lingua Georgiana, lingua Ucrainica, lingua Bohemica, Lingua Hungarica, lingua Danica, lingua Theodisca, lingua Hispanica, lingua Graeca, lingua Croatica	Mons Niger
Officialis lingua est Surinamia autem <mask>.	lingua Batava	Lingua Hungarica, lingua Lusitana, lingua Indonesia, Lingua Serbica, lingua Croatica, lingua Armenia, lingua Slovena, lingua Sinica, lingua Bohemica, lingua Batava	Surinamia
Officialis lingua est Coloratum autem <mask>.	lingua Anglica	lingua Catalana, lingua Ucrainica, lingua Islandica, Lingua Atropatenica, lingua Lusitana, Lingua Hungarica, lingua Croatica, lingua Francogallica, lingua Bohemica, lingua Anglica	Coloratum
Officialis lingua est Tonga autem <mask>.	lingua Anglica	lingua Slovaca, Lingua Hungarica, lingua Catalana, lingua Georgiana, lingua Francogallica, lingua Graeca, lingua Armenia, lingua Suecica, lingua Lusitana, lingua Anglica	Tonga
Officialis lingua est Anglia autem <mask>.	lingua Anglica	lingua Slovena, lingua Danica, lingua Estonica, lingua Sinica, lingua Albanica, lingua Suecica, lingua Finnica, lingua Bohemica, lingua Bulgarica, lingua Anglica	Anglia
Officialis lingua est Guinea Aequatorensis autem <mask>.	lingua Lusitana	lingua Estonica, lingua Albanica, lingua Georgiana, lingua Slovena, Lingua Hungarica, lingua Bulgarica, lingua Slovaca, lingua Theodisca, lingua Iaponica, lingua Lusitana	Guinea Aequatorensis
Officialis lingua est Guinea Bissaviensis autem <mask>.	lingua Lusitana	lingua Slovaca, lingua Italiana, lingua Latina, lingua Batava, lingua Polonica, lingua Croatica, lingua Suecica, lingua Indonesia, lingua Estonica, lingua Lusitana	Guinea Bissaviensis
Officialis lingua est Bosnia et Herzegovina autem <mask>.	lingua Croatica	Russica, lingua Estonica, lingua Iaponica, lingua Francogallica, lingua Urdu, lingua Lusitana, lingua Persica, lingua Dacoromanica, lingua Catalana, lingua Croatica	Bosnia et Herzegovina
Officialis lingua est Indiana autem <mask>.	lingua Anglica	lingua Croatica, Lingua Hungarica, lingua Polonica, lingua Hispanica, lingua Albanica, lingua Sinica, lingua Urdu, lingua Islandica, lingua Thai, lingua Anglica	Indiana
Officialis lingua est Respublica Popularis Democratica Coreana autem <mask>.	lingua Coreana	lingua Persica, lingua Finnica, Lingua Atropatenica, lingua Slovaca, lingua turcica, lingua Indonesia, lingua Vasconica, lingua Hispanica, lingua Thai, lingua Coreana	Respublica Popularis Democratica Coreana
Officialis lingua est Russia autem <mask>.	lingua Ucrainica	Lingua Hungarica, lingua Armenia, lingua Indonesia, lingua Bulgarica, lingua Georgiana, lingua Batava, lingua Graeca, lingua Dacoromanica, lingua Latina, lingua Ucrainica	Russia
Officialis lingua est Argentina autem <mask>.	lingua Hispanica	lingua Slovaca, lingua Indonesia, lingua Sinica, lingua Persica, lingua Albanica, lingua Suecica, lingua Islandica, Lingua Hungarica, lingua Ucrainica, lingua Hispanica	Argentina
Officialis lingua est Nova Scotia autem <mask>.	lingua Anglica	lingua Thai, lingua Croatica, lingua Italiana, Lingua Atropatenica, Lingua Hebraica, lingua Slovaca, lingua Bohemica, Russica, lingua Theodisca, lingua Anglica	Nova Scotia
Officialis lingua est Havaii autem <mask>.	lingua Anglica	lingua Ucrainica, lingua turcica, lingua Bulgarica, lingua Islandica, lingua Indonesia, lingua Slovaca, lingua Hispanica, lingua Danica, lingua Slovena, lingua Anglica	Havaii
Officialis lingua est Belavia autem <mask>.	lingua Anglica	lingua Danica, lingua Polonica, lingua Suecica, lingua Slovaca, Lingua Atropatenica, lingua Armenia, lingua turcica, lingua Italiana, lingua Thai, lingua Anglica	Belavia
Officialis lingua est Niue autem <mask>.	lingua Anglica	lingua Croatica, lingua Estonica, lingua Danica, lingua Catalana, Lingua Atropatenica, lingua Francogallica, lingua Theodisca, lingua Sinica, lingua Lusitana, lingua Anglica	Niue
Officialis lingua est Litus Eburneum autem <mask>.	lingua Francogallica	lingua Coreana, lingua Italiana, lingua Islandica, lingua Danica, lingua Iaponica, lingua Suecica, lingua Georgiana, lingua Polonica, lingua Bulgarica, lingua Francogallica	Litus Eburneum
