Prompt	Ans	Candidate Ans	Subject
फ़ॉकलैंड द्वीपसमूह की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	इंडोनेशियाई भाषा, यूनानी भाषा, इब्रानी भाषा, लातिन भाषा, स्लोवाक भाषा, चीनी भाषा, आर्मीनियाई भाषा, जॉर्जियाई भाषा, आइसलैण्डिक भाषा, अंग्रेज़ी भाषा	फ़ॉकलैंड द्वीपसमूह
गिनी की आधिकारिक भाषा <mask> है।	फ़्रान्सीसी भाषा	चॅक भाषा, जापानी भाषा, रोमानियाई भाषा, एस्टोनियाई भाषा, तुर्कीयाई भाषा, आइसलैण्डिक भाषा, इंडोनेशियाई भाषा, फ़िनिश भाषा, स्पेनिश भाषा, फ़्रान्सीसी भाषा	गिनी
ऑस्ट्रेलिया की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	स्वीडिश भाषा, आइसलैण्डिक भाषा, स्लोवाक भाषा, लातिन भाषा, कोरियाई भाषा, क्रोएशियन भाषा, तुर्कीयाई भाषा, फ़्रान्सीसी भाषा, अज़ेरी भाषा, अंग्रेज़ी भाषा	ऑस्ट्रेलिया
पेरू की आधिकारिक भाषा <mask> है।	स्पेनिश भाषा	पोलिश भाषा, हंगेरियाई भाषा, आइसलैण्डिक भाषा, डच भाषा, आर्मीनियाई भाषा, स्वीडिश भाषा, बुल्गारियाई भाषा, इब्रानी भाषा, चॅक भाषा, स्पेनिश भाषा	पेरू
लेसोथो की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	एस्टोनियाई भाषा, लिथुआनियाई भाषा, सर्बियाई भाषा, पुर्तगाली भाषा, फ़िनिश भाषा, रूसी भाषा, फ़्रान्सीसी भाषा, थाई भाषा, हंगेरियाई भाषा, अंग्रेज़ी भाषा	लेसोथो
भारत की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	बुल्गारियाई भाषा, लिथुआनियाई भाषा, थाई भाषा, अल्बेनियन भाषा, डच भाषा, चीनी भाषा, पोलिश भाषा, एस्टोनियाई भाषा, स्पेनिश भाषा, अंग्रेज़ी भाषा	भारत
ज़िम्बाब्वे की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	इब्रानी भाषा, लिथुआनियाई भाषा, अल्बेनियन भाषा, बुल्गारियाई भाषा, पोलिश भाषा, जॉर्जियाई भाषा, तुर्कीयाई भाषा, डेनिश भाषा, फ़्रान्सीसी भाषा, अंग्रेज़ी भाषा	ज़िम्बाब्वे
जिबूती की आधिकारिक भाषा <mask> है।	फ़्रान्सीसी भाषा	स्लोवेनियाई भाषा, डच भाषा, अंग्रेज़ी भाषा, आइसलैण्डिक भाषा, इब्रानी भाषा, इतालवी भाषा, यूक्रेनी भाषा एवं साहित्य, स्लोवाक भाषा, फ़िनिश भाषा, फ़्रान्सीसी भाषा	जिबूती
मोन्टाना की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	स्लोवाक भाषा, अज़ेरी भाषा, चॅक भाषा, अल्बेनियन भाषा, बुल्गारियाई भाषा, रूसी भाषा, जापानी भाषा, डच भाषा, स्लोवेनियाई भाषा, अंग्रेज़ी भाषा	मोन्टाना
बहामास की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	सर्बियाई भाषा, बास्क भाषा, फ़ारसी भाषा, इंडोनेशियाई भाषा, बुल्गारियाई भाषा, जॉर्जियाई भाषा, स्पेनिश भाषा, हंगेरियाई भाषा, यूक्रेनी भाषा एवं साहित्य, अंग्रेज़ी भाषा	बहामास
ओण्टारियो की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	जर्मन भाषा, हंगेरियाई भाषा, कोरियाई भाषा, चॅक भाषा, उर्दू, सर्बियाई भाषा, इतालवी भाषा, रूसी भाषा, पोलिश भाषा, अंग्रेज़ी भाषा	ओण्टारियो
अल्बर्टा की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	यूनानी भाषा, चॅक भाषा, डेनिश भाषा, लातिन भाषा, यूक्रेनी भाषा एवं साहित्य, जर्मन भाषा, स्लोवेनियाई भाषा, स्वीडिश भाषा, कैटलन भाषा, अंग्रेज़ी भाषा	अल्बर्टा
मॉन्टेनीग्रो की आधिकारिक भाषा <mask> है।	सर्बियाई भाषा	एस्टोनियाई भाषा, लातिन भाषा, इतालवी भाषा, उर्दू, कैटलन भाषा, अज़ेरी भाषा, फ़्रान्सीसी भाषा, जॉर्जियाई भाषा, स्पेनिश भाषा, सर्बियाई भाषा	मॉन्टेनीग्रो
एस्वातीनी की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	इब्रानी भाषा, फ़ारसी भाषा, बुल्गारियाई भाषा, बास्क भाषा, अल्बेनियन भाषा, स्वीडिश भाषा, फ़्रान्सीसी भाषा, कोरियाई भाषा, स्लोवाक भाषा, अंग्रेज़ी भाषा	एस्वातीनी
यूरोपीय संघ की आधिकारिक भाषा <mask> है।	डच भाषा	यूनानी भाषा, लिथुआनियाई भाषा, आइसलैण्डिक भाषा, लातिन भाषा, यूक्रेनी भाषा एवं साहित्य, पोलिश भाषा, क्रोएशियन भाषा, अंग्रेज़ी भाषा, एस्टोनियाई भाषा, डच भाषा	यूरोपीय संघ
ग्रेनाडा की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	हंगेरियाई भाषा, लिथुआनियाई भाषा, सर्बियाई भाषा, लातिन भाषा, पुर्तगाली भाषा, इब्रानी भाषा, आर्मीनियाई भाषा, बुल्गारियाई भाषा, यूनानी भाषा, अंग्रेज़ी भाषा	ग्रेनाडा
चेचन्या की आधिकारिक भाषा <mask> है।	रूसी भाषा	फ़िनिश भाषा, पुर्तगाली भाषा, स्लोवाक भाषा, बास्क भाषा, हंगेरियाई भाषा, लातिन भाषा, अज़ेरी भाषा, थाई भाषा, रोमानियाई भाषा, रूसी भाषा	चेचन्या
रवाण्डा की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	इंडोनेशियाई भाषा, पोलिश भाषा, पुर्तगाली भाषा, उर्दू, थाई भाषा, इब्रानी भाषा, यूनानी भाषा, स्वीडिश भाषा, फ़्रान्सीसी भाषा, अंग्रेज़ी भाषा	रवाण्डा
फ़िनलैण्ड की आधिकारिक भाषा <mask> है।	फ़िनिश भाषा	स्वीडिश भाषा, एस्टोनियाई भाषा, कोरियाई भाषा, जापानी भाषा, आइसलैण्डिक भाषा, चीनी भाषा, इब्रानी भाषा, अज़ेरी भाषा, डेनिश भाषा, फ़िनिश भाषा	फ़िनलैण्ड
नेब्रास्का की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	चॅक भाषा, बुल्गारियाई भाषा, लिथुआनियाई भाषा, रूसी भाषा, फ़िनिश भाषा, चीनी भाषा, कैटलन भाषा, कोरियाई भाषा, आर्मीनियाई भाषा, अंग्रेज़ी भाषा	नेब्रास्का
पोलैंड की आधिकारिक भाषा <mask> है।	पोलिश भाषा	स्लोवेनियाई भाषा, स्वीडिश भाषा, थाई भाषा, क्रोएशियन भाषा, चॅक भाषा, अंग्रेज़ी भाषा, चीनी भाषा, आर्मीनियाई भाषा, इतालवी भाषा, पोलिश भाषा	पोलैंड
बासेल की आधिकारिक भाषा <mask> है।	जर्मन भाषा	फ़िनिश भाषा, रोमानियाई भाषा, सर्बियाई भाषा, डेनिश भाषा, चीनी भाषा, उर्दू, एस्टोनियाई भाषा, फ़ारसी भाषा, जापानी भाषा, जर्मन भाषा	बासेल
अरकांसास की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	इतालवी भाषा, बास्क भाषा, आइसलैण्डिक भाषा, चॅक भाषा, चीनी भाषा, हंगेरियाई भाषा, स्लोवाक भाषा, सर्बियाई भाषा, डेनिश भाषा, अंग्रेज़ी भाषा	अरकांसास
रोमानिया की आधिकारिक भाषा <mask> है।	रोमानियाई भाषा	रूसी भाषा, अल्बेनियन भाषा, डच भाषा, लातिन भाषा, चीनी भाषा, अंग्रेज़ी भाषा, उर्दू, यूक्रेनी भाषा एवं साहित्य, डेनिश भाषा, रोमानियाई भाषा	रोमानिया
यूरोपीय संघ की आधिकारिक भाषा <mask> है।	यूनानी भाषा	आइसलैण्डिक भाषा, यूक्रेनी भाषा एवं साहित्य, बास्क भाषा, चीनी भाषा, पुर्तगाली भाषा, फ़िनिश भाषा, डेनिश भाषा, अज़ेरी भाषा, स्वीडिश भाषा, यूनानी भाषा	यूरोपीय संघ
कीनिया की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	लिथुआनियाई भाषा, जर्मन भाषा, बास्क भाषा, इंडोनेशियाई भाषा, इब्रानी भाषा, क्रोएशियन भाषा, यूक्रेनी भाषा एवं साहित्य, स्पेनिश भाषा, फ़िनिश भाषा, अंग्रेज़ी भाषा	कीनिया
घाना की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	रोमानियाई भाषा, जॉर्जियाई भाषा, इतालवी भाषा, एस्टोनियाई भाषा, डेनिश भाषा, बुल्गारियाई भाषा, चॅक भाषा, इंडोनेशियाई भाषा, हंगेरियाई भाषा, अंग्रेज़ी भाषा	घाना
स्लोवेनिया की आधिकारिक भाषा <mask> है।	स्लोवेनियाई भाषा	सर्बियाई भाषा, आर्मीनियाई भाषा, फ़ारसी भाषा, आइसलैण्डिक भाषा, तुर्कीयाई भाषा, पोलिश भाषा, एस्टोनियाई भाषा, उर्दू, यूक्रेनी भाषा एवं साहित्य, स्लोवेनियाई भाषा	स्लोवेनिया
मॉल्डोवा की आधिकारिक भाषा <mask> है।	रोमानियाई भाषा	बास्क भाषा, फ़्रान्सीसी भाषा, स्वीडिश भाषा, पुर्तगाली भाषा, कोरियाई भाषा, जर्मन भाषा, सर्बियाई भाषा, जापानी भाषा, डेनिश भाषा, रोमानियाई भाषा	मॉल्डोवा
फ़्रान्सीसी गुयाना की आधिकारिक भाषा <mask> है।	फ़्रान्सीसी भाषा	स्पेनिश भाषा, जॉर्जियाई भाषा, सर्बियाई भाषा, इंडोनेशियाई भाषा, उर्दू, इतालवी भाषा, आइसलैण्डिक भाषा, बास्क भाषा, यूनानी भाषा, फ़्रान्सीसी भाषा	फ़्रान्सीसी गुयाना
लिथुआनिया की आधिकारिक भाषा <mask> है।	लिथुआनियाई भाषा	रूसी भाषा, स्लोवेनियाई भाषा, कैटलन भाषा, स्लोवाक भाषा, रोमानियाई भाषा, पुर्तगाली भाषा, बास्क भाषा, यूक्रेनी भाषा एवं साहित्य, जर्मन भाषा, लिथुआनियाई भाषा	लिथुआनिया
बेलीज़ की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	डच भाषा, तुर्कीयाई भाषा, रोमानियाई भाषा, इतालवी भाषा, बास्क भाषा, सर्बियाई भाषा, क्रोएशियन भाषा, रूसी भाषा, बुल्गारियाई भाषा, अंग्रेज़ी भाषा	बेलीज़
स्पेन की आधिकारिक भाषा <mask> है।	कैटलन भाषा	चॅक भाषा, फ़्रान्सीसी भाषा, डच भाषा, इंडोनेशियाई भाषा, बास्क भाषा, यूक्रेनी भाषा एवं साहित्य, रोमानियाई भाषा, इतालवी भाषा, हंगेरियाई भाषा, कैटलन भाषा	स्पेन
बारबाडोस की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	पुर्तगाली भाषा, इतालवी भाषा, जापानी भाषा, जॉर्जियाई भाषा, कैटलन भाषा, बास्क भाषा, स्लोवेनियाई भाषा, रोमानियाई भाषा, तुर्कीयाई भाषा, अंग्रेज़ी भाषा	बारबाडोस
कोलम्बिया की आधिकारिक भाषा <mask> है।	स्पेनिश भाषा	जॉर्जियाई भाषा, पुर्तगाली भाषा, डच भाषा, रोमानियाई भाषा, लातिन भाषा, हंगेरियाई भाषा, फ़िनिश भाषा, यूक्रेनी भाषा एवं साहित्य, क्रोएशियन भाषा, स्पेनिश भाषा	कोलम्बिया
ब्रुनेई की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	स्लोवेनियाई भाषा, हंगेरियाई भाषा, तुर्कीयाई भाषा, चीनी भाषा, जॉर्जियाई भाषा, स्लोवाक भाषा, चॅक भाषा, एस्टोनियाई भाषा, लातिन भाषा, अंग्रेज़ी भाषा	ब्रुनेई
पाकिस्तान की आधिकारिक भाषा <mask> है।	उर्दू	हंगेरियाई भाषा, फ़ारसी भाषा, जर्मन भाषा, फ़्रान्सीसी भाषा, पुर्तगाली भाषा, क्रोएशियन भाषा, स्लोवेनियाई भाषा, जापानी भाषा, थाई भाषा, उर्दू	पाकिस्तान
सेनेगल की आधिकारिक भाषा <mask> है।	फ़्रान्सीसी भाषा	रोमानियाई भाषा, बुल्गारियाई भाषा, स्लोवेनियाई भाषा, तुर्कीयाई भाषा, एस्टोनियाई भाषा, यूक्रेनी भाषा एवं साहित्य, बास्क भाषा, पुर्तगाली भाषा, स्पेनिश भाषा, फ़्रान्सीसी भाषा	सेनेगल
नुनावुत की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	जॉर्जियाई भाषा, चीनी भाषा, सर्बियाई भाषा, लिथुआनियाई भाषा, इतालवी भाषा, क्रोएशियन भाषा, इंडोनेशियाई भाषा, कैटलन भाषा, कोरियाई भाषा, अंग्रेज़ी भाषा	नुनावुत
जिनेवा की आधिकारिक भाषा <mask> है।	फ़्रान्सीसी भाषा	कोरियाई भाषा, अज़ेरी भाषा, तुर्कीयाई भाषा, जापानी भाषा, डच भाषा, यूक्रेनी भाषा एवं साहित्य, एस्टोनियाई भाषा, पुर्तगाली भाषा, कैटलन भाषा, फ़्रान्सीसी भाषा	जिनेवा
यूरोपीय संघ की आधिकारिक भाषा <mask> है।	बुल्गारियाई भाषा	सर्बियाई भाषा, जॉर्जियाई भाषा, एस्टोनियाई भाषा, उर्दू, इंडोनेशियाई भाषा, आइसलैण्डिक भाषा, जापानी भाषा, आर्मीनियाई भाषा, फ़िनिश भाषा, बुल्गारियाई भाषा	यूरोपीय संघ
बॉस्निया और हर्ज़ेगोविना की आधिकारिक भाषा <mask> है।	सर्बियाई भाषा	कोरियाई भाषा, स्पेनिश भाषा, रोमानियाई भाषा, स्वीडिश भाषा, कैटलन भाषा, बास्क भाषा, हंगेरियाई भाषा, यूनानी भाषा, अल्बेनियन भाषा, सर्बियाई भाषा	बॉस्निया और हर्ज़ेगोविना
फ़िनलैण्ड की आधिकारिक भाषा <mask> है।	स्वीडिश भाषा	फ़िनिश भाषा, डच भाषा, रूसी भाषा, अल्बेनियन भाषा, जर्मन भाषा, थाई भाषा, स्पेनिश भाषा, फ़्रान्सीसी भाषा, डेनिश भाषा, स्वीडिश भाषा	फ़िनलैण्ड
पापुआ न्यू गिनी की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	पुर्तगाली भाषा, उर्दू, फ़ारसी भाषा, इंडोनेशियाई भाषा, चॅक भाषा, पोलिश भाषा, फ़िनिश भाषा, डेनिश भाषा, इब्रानी भाषा, अंग्रेज़ी भाषा	पापुआ न्यू गिनी
रवाण्डा की आधिकारिक भाषा <mask> है।	फ़्रान्सीसी भाषा	रोमानियाई भाषा, कोरियाई भाषा, अज़ेरी भाषा, बास्क भाषा, लातिन भाषा, स्लोवेनियाई भाषा, उर्दू, रूसी भाषा, थाई भाषा, फ़्रान्सीसी भाषा	रवाण्डा
चाड की आधिकारिक भाषा <mask> है।	फ़्रान्सीसी भाषा	स्लोवेनियाई भाषा, फ़िनिश भाषा, जर्मन भाषा, बास्क भाषा, अंग्रेज़ी भाषा, स्लोवाक भाषा, एस्टोनियाई भाषा, अज़ेरी भाषा, रूसी भाषा, फ़्रान्सीसी भाषा	चाड
येरवान की आधिकारिक भाषा <mask> है।	आर्मीनियाई भाषा	इब्रानी भाषा, अंग्रेज़ी भाषा, डेनिश भाषा, डच भाषा, फ़िनिश भाषा, लिथुआनियाई भाषा, अल्बेनियन भाषा, कोरियाई भाषा, सर्बियाई भाषा, आर्मीनियाई भाषा	येरवान
बोलिविया की आधिकारिक भाषा <mask> है।	स्पेनिश भाषा	रूसी भाषा, सर्बियाई भाषा, क्रोएशियन भाषा, जर्मन भाषा, स्लोवेनियाई भाषा, बास्क भाषा, आर्मीनियाई भाषा, फ़िनिश भाषा, आइसलैण्डिक भाषा, स्पेनिश भाषा	बोलिविया
मलेशिया की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	आर्मीनियाई भाषा, चीनी भाषा, हंगेरियाई भाषा, जॉर्जियाई भाषा, पुर्तगाली भाषा, रोमानियाई भाषा, यूक्रेनी भाषा एवं साहित्य, उर्दू, स्वीडिश भाषा, अंग्रेज़ी भाषा	मलेशिया
दक्षिण सूडान की आधिकारिक भाषा <mask> है।	अंग्रेज़ी भाषा	हंगेरियाई भाषा, जॉर्जियाई भाषा, डच भाषा, रूसी भाषा, यूनानी भाषा, जर्मन भाषा, तुर्कीयाई भाषा, इंडोनेशियाई भाषा, कैटलन भाषा, अंग्रेज़ी भाषा	दक्षिण सूडान
भूमध्यरेखीय गिनी की आधिकारिक भाषा <mask> है।	फ़्रान्सीसी भाषा	एस्टोनियाई भाषा, फ़िनिश भाषा, लिथुआनियाई भाषा, उर्दू, इंडोनेशियाई भाषा, फ़ारसी भाषा, अज़ेरी भाषा, कोरियाई भाषा, स्लोवाक भाषा, फ़्रान्सीसी भाषा	भूमध्यरेखीय गिनी
यूरोपीय संघ की आधिकारिक भाषा <mask> है।	हंगेरियाई भाषा	एस्टोनियाई भाषा, आर्मीनियाई भाषा, स्पेनिश भाषा, स्लोवेनियाई भाषा, यूनानी भाषा, अंग्रेज़ी भाषा, बास्क भाषा, कैटलन भाषा, क्रोएशियन भाषा, हंगेरियाई भाषा	यूरोपीय संघ
किर्गिज़स्तान की आधिकारिक भाषा <mask> है।	रूसी भाषा	एस्टोनियाई भाषा, बुल्गारियाई भाषा, चॅक भाषा, डच भाषा, सर्बियाई भाषा, कोरियाई भाषा, लिथुआनियाई भाषा, आर्मीनियाई भाषा, यूक्रेनी भाषा एवं साहित्य, रूसी भाषा	किर्गिज़स्तान
जापान की आधिकारिक भाषा <mask> है।	जापानी भाषा	रोमानियाई भाषा, लिथुआनियाई भाषा, स्वीडिश भाषा, फ़िनिश भाषा, स्लोवेनियाई भाषा, लातिन भाषा, फ़्रान्सीसी भाषा, इंडोनेशियाई भाषा, जॉर्जियाई भाषा, जापानी भाषा	जापान
ईरान की आधिकारिक भाषा <mask> है।	फ़ारसी भाषा	तुर्कीयाई भाषा, डेनिश भाषा, कैटलन भाषा, डच भाषा, अल्बेनियन भाषा, जापानी भाषा, चीनी भाषा, इंडोनेशियाई भाषा, इब्रानी भाषा, फ़ारसी भाषा	ईरान
टेम्पेरे की आधिकारिक भाषा <mask> है।	फ़िनिश भाषा	स्लोवाक भाषा, बुल्गारियाई भाषा, जर्मन भाषा, स्वीडिश भाषा, आर्मीनियाई भाषा, स्लोवेनियाई भाषा, थाई भाषा, इंडोनेशियाई भाषा, क्रोएशियन भाषा, फ़िनिश भाषा	टेम्पेरे
पनामा की आधिकारिक भाषा <mask> है।	स्पेनिश भाषा	स्वीडिश भाषा, बास्क भाषा, फ़िनिश भाषा, थाई भाषा, हंगेरियाई भाषा, स्लोवेनियाई भाषा, यूक्रेनी भाषा एवं साहित्य, रूसी भाषा, जॉर्जियाई भाषा, स्पेनिश भाषा	पनामा
क्यूबेक की आधिकारिक भाषा <mask> है।	फ़्रान्सीसी भाषा	क्रोएशियन भाषा, हंगेरियाई भाषा, स्पेनिश भाषा, रूसी भाषा, पोलिश भाषा, यूक्रेनी भाषा एवं साहित्य, स्लोवेनियाई भाषा, चॅक भाषा, लिथुआनियाई भाषा, फ़्रान्सीसी भाषा	क्यूबेक
