Prompt	Ans	Candidate Ans	Subject
Samoa ametlik keel on <mask>.	inglise keel	heebrea keel, slovaki keel, armeenia keel, hispaania keel, ungari keel, korea keel, urdu keel, hiina keel, jaapani keel, inglise keel	Samoa
Šveits ametlik keel on <mask>.	prantsuse keel	Horvaadi keel, heebrea keel, ladina keel, saksa keel, ungari keel, aserbaidžaani keel, hispaania keel, Ukraina keel, hollandi keel, prantsuse keel	Šveits
Belgia ametlik keel on <mask>.	saksa keel	soome keel, itaalia keel, aserbaidžaani keel, islandi keel, kreeka keel, hiina keel, armeenia keel, gruusia keel, Albaania keel, saksa keel	Belgia
Nauru ametlik keel on <mask>.	inglise keel	aserbaidžaani keel, ungari keel, Ukraina keel, Albaania keel, heebrea keel, Horvaadi keel, taani keel, prantsuse keel, itaalia keel, inglise keel	Nauru
Falklandi saared ametlik keel on <mask>.	inglise keel	indoneesia keel, kreeka keel, heebrea keel, ladina keel, slovaki keel, hiina keel, armeenia keel, gruusia keel, islandi keel, inglise keel	Falklandi saared
Guinea ametlik keel on <mask>.	prantsuse keel	Tšehhi keel, jaapani keel, rumeenia keel, eesti keel, türgi keel, islandi keel, indoneesia keel, soome keel, hispaania keel, prantsuse keel	Guinea
Austraalia ametlik keel on <mask>.	inglise keel	rootsi keel, islandi keel, slovaki keel, ladina keel, korea keel, Horvaadi keel, türgi keel, prantsuse keel, aserbaidžaani keel, inglise keel	Austraalia
Peruu ametlik keel on <mask>.	hispaania keel	poola keel, ungari keel, islandi keel, hollandi keel, armeenia keel, rootsi keel, bulgaaria keel, heebrea keel, Tšehhi keel, hispaania keel	Peruu
Lesotho ametlik keel on <mask>.	inglise keel	eesti keel, leedu keel, Serbia keel, portugali keel, soome keel, vene keel, prantsuse keel, tai keel, ungari keel, inglise keel	Lesotho
India ametlik keel on <mask>.	inglise keel	bulgaaria keel, leedu keel, tai keel, Albaania keel, hollandi keel, hiina keel, poola keel, eesti keel, hispaania keel, inglise keel	India
Zimbabwe ametlik keel on <mask>.	inglise keel	heebrea keel, leedu keel, Albaania keel, bulgaaria keel, poola keel, gruusia keel, türgi keel, taani keel, prantsuse keel, inglise keel	Zimbabwe
Djibouti ametlik keel on <mask>.	prantsuse keel	Sloveeni keel, hollandi keel, inglise keel, islandi keel, heebrea keel, itaalia keel, Ukraina keel, slovaki keel, soome keel, prantsuse keel	Djibouti
Montana ametlik keel on <mask>.	inglise keel	slovaki keel, aserbaidžaani keel, Tšehhi keel, Albaania keel, bulgaaria keel, vene keel, jaapani keel, hollandi keel, Sloveeni keel, inglise keel	Montana
Bahama ametlik keel on <mask>.	inglise keel	Serbia keel, baski keel, pärsia keel, indoneesia keel, bulgaaria keel, gruusia keel, hispaania keel, ungari keel, Ukraina keel, inglise keel	Bahama
Ontario ametlik keel on <mask>.	inglise keel	saksa keel, ungari keel, korea keel, Tšehhi keel, urdu keel, Serbia keel, itaalia keel, vene keel, poola keel, inglise keel	Ontario
Alberta ametlik keel on <mask>.	inglise keel	kreeka keel, Tšehhi keel, taani keel, ladina keel, Ukraina keel, saksa keel, Sloveeni keel, rootsi keel, katalaani keel, inglise keel	Alberta
Montenegro ametlik keel on <mask>.	Serbia keel	eesti keel, ladina keel, itaalia keel, urdu keel, katalaani keel, aserbaidžaani keel, prantsuse keel, gruusia keel, hispaania keel, Serbia keel	Montenegro
Svaasimaa ametlik keel on <mask>.	inglise keel	heebrea keel, pärsia keel, bulgaaria keel, baski keel, Albaania keel, rootsi keel, prantsuse keel, korea keel, slovaki keel, inglise keel	Svaasimaa
Euroopa Liit ametlik keel on <mask>.	hollandi keel	kreeka keel, leedu keel, islandi keel, ladina keel, Ukraina keel, poola keel, Horvaadi keel, inglise keel, eesti keel, hollandi keel	Euroopa Liit
Grenada ametlik keel on <mask>.	inglise keel	ungari keel, leedu keel, Serbia keel, ladina keel, portugali keel, heebrea keel, armeenia keel, bulgaaria keel, kreeka keel, inglise keel	Grenada
Tšetšeeni Vabariik ametlik keel on <mask>.	vene keel	soome keel, portugali keel, slovaki keel, baski keel, ungari keel, ladina keel, aserbaidžaani keel, tai keel, rumeenia keel, vene keel	Tšetšeeni Vabariik
Rwanda ametlik keel on <mask>.	inglise keel	indoneesia keel, poola keel, portugali keel, urdu keel, tai keel, heebrea keel, kreeka keel, rootsi keel, prantsuse keel, inglise keel	Rwanda
Soome ametlik keel on <mask>.	soome keel	rootsi keel, eesti keel, korea keel, jaapani keel, islandi keel, hiina keel, heebrea keel, aserbaidžaani keel, taani keel, soome keel	Soome
Nebraska ametlik keel on <mask>.	inglise keel	Tšehhi keel, bulgaaria keel, leedu keel, vene keel, soome keel, hiina keel, katalaani keel, korea keel, armeenia keel, inglise keel	Nebraska
Poola ametlik keel on <mask>.	poola keel	Sloveeni keel, rootsi keel, tai keel, Horvaadi keel, Tšehhi keel, inglise keel, hiina keel, armeenia keel, itaalia keel, poola keel	Poola
Basel ametlik keel on <mask>.	saksa keel	soome keel, rumeenia keel, Serbia keel, taani keel, hiina keel, urdu keel, eesti keel, pärsia keel, jaapani keel, saksa keel	Basel
Arkansas ametlik keel on <mask>.	inglise keel	itaalia keel, baski keel, islandi keel, Tšehhi keel, hiina keel, ungari keel, slovaki keel, Serbia keel, taani keel, inglise keel	Arkansas
Rumeenia ametlik keel on <mask>.	rumeenia keel	vene keel, Albaania keel, hollandi keel, ladina keel, hiina keel, inglise keel, urdu keel, Ukraina keel, taani keel, rumeenia keel	Rumeenia
Euroopa Liit ametlik keel on <mask>.	kreeka keel	islandi keel, Ukraina keel, baski keel, hiina keel, portugali keel, soome keel, taani keel, aserbaidžaani keel, rootsi keel, kreeka keel	Euroopa Liit
Keenia ametlik keel on <mask>.	inglise keel	leedu keel, saksa keel, baski keel, indoneesia keel, heebrea keel, Horvaadi keel, Ukraina keel, hispaania keel, soome keel, inglise keel	Keenia
Ghana ametlik keel on <mask>.	inglise keel	rumeenia keel, gruusia keel, itaalia keel, eesti keel, taani keel, bulgaaria keel, Tšehhi keel, indoneesia keel, ungari keel, inglise keel	Ghana
Sloveenia ametlik keel on <mask>.	Sloveeni keel	Serbia keel, armeenia keel, pärsia keel, islandi keel, türgi keel, poola keel, eesti keel, urdu keel, Ukraina keel, Sloveeni keel	Sloveenia
Moldova ametlik keel on <mask>.	rumeenia keel	baski keel, prantsuse keel, rootsi keel, portugali keel, korea keel, saksa keel, Serbia keel, jaapani keel, taani keel, rumeenia keel	Moldova
Prantsuse Guajaana ametlik keel on <mask>.	prantsuse keel	hispaania keel, gruusia keel, Serbia keel, indoneesia keel, urdu keel, itaalia keel, islandi keel, baski keel, kreeka keel, prantsuse keel	Prantsuse Guajaana
Leedu ametlik keel on <mask>.	leedu keel	vene keel, Sloveeni keel, katalaani keel, slovaki keel, rumeenia keel, portugali keel, baski keel, Ukraina keel, saksa keel, leedu keel	Leedu
Belize ametlik keel on <mask>.	inglise keel	hollandi keel, türgi keel, rumeenia keel, itaalia keel, baski keel, Serbia keel, Horvaadi keel, vene keel, bulgaaria keel, inglise keel	Belize
Hispaania ametlik keel on <mask>.	katalaani keel	Tšehhi keel, prantsuse keel, hollandi keel, indoneesia keel, baski keel, Ukraina keel, rumeenia keel, itaalia keel, ungari keel, katalaani keel	Hispaania
Barbados ametlik keel on <mask>.	inglise keel	portugali keel, itaalia keel, jaapani keel, gruusia keel, katalaani keel, baski keel, Sloveeni keel, rumeenia keel, türgi keel, inglise keel	Barbados
Colombia ametlik keel on <mask>.	hispaania keel	gruusia keel, portugali keel, hollandi keel, rumeenia keel, ladina keel, ungari keel, soome keel, Ukraina keel, Horvaadi keel, hispaania keel	Colombia
Brunei ametlik keel on <mask>.	inglise keel	Sloveeni keel, ungari keel, türgi keel, hiina keel, gruusia keel, slovaki keel, Tšehhi keel, eesti keel, ladina keel, inglise keel	Brunei
Pakistan ametlik keel on <mask>.	urdu keel	ungari keel, pärsia keel, saksa keel, prantsuse keel, portugali keel, Horvaadi keel, Sloveeni keel, jaapani keel, tai keel, urdu keel	Pakistan
Senegal ametlik keel on <mask>.	prantsuse keel	rumeenia keel, bulgaaria keel, Sloveeni keel, türgi keel, eesti keel, Ukraina keel, baski keel, portugali keel, hispaania keel, prantsuse keel	Senegal
Nunavut ametlik keel on <mask>.	inglise keel	gruusia keel, hiina keel, Serbia keel, leedu keel, itaalia keel, Horvaadi keel, indoneesia keel, katalaani keel, korea keel, inglise keel	Nunavut
Genf ametlik keel on <mask>.	prantsuse keel	korea keel, aserbaidžaani keel, türgi keel, jaapani keel, hollandi keel, Ukraina keel, eesti keel, portugali keel, katalaani keel, prantsuse keel	Genf
Euroopa Liit ametlik keel on <mask>.	bulgaaria keel	Serbia keel, gruusia keel, eesti keel, urdu keel, indoneesia keel, islandi keel, jaapani keel, armeenia keel, soome keel, bulgaaria keel	Euroopa Liit
Bosnia ja Hertsegoviina ametlik keel on <mask>.	Serbia keel	korea keel, hispaania keel, rumeenia keel, rootsi keel, katalaani keel, baski keel, ungari keel, kreeka keel, Albaania keel, Serbia keel	Bosnia ja Hertsegoviina
Soome ametlik keel on <mask>.	rootsi keel	soome keel, hollandi keel, vene keel, Albaania keel, saksa keel, tai keel, hispaania keel, prantsuse keel, taani keel, rootsi keel	Soome
Paapua Uus-Guinea ametlik keel on <mask>.	inglise keel	portugali keel, urdu keel, pärsia keel, indoneesia keel, Tšehhi keel, poola keel, soome keel, taani keel, heebrea keel, inglise keel	Paapua Uus-Guinea
Rwanda ametlik keel on <mask>.	prantsuse keel	rumeenia keel, korea keel, aserbaidžaani keel, baski keel, ladina keel, Sloveeni keel, urdu keel, vene keel, tai keel, prantsuse keel	Rwanda
Tšaad ametlik keel on <mask>.	prantsuse keel	Sloveeni keel, soome keel, saksa keel, baski keel, inglise keel, slovaki keel, eesti keel, aserbaidžaani keel, vene keel, prantsuse keel	Tšaad
Jerevan ametlik keel on <mask>.	armeenia keel	heebrea keel, inglise keel, taani keel, hollandi keel, soome keel, leedu keel, Albaania keel, korea keel, Serbia keel, armeenia keel	Jerevan
Boliivia ametlik keel on <mask>.	hispaania keel	vene keel, Serbia keel, Horvaadi keel, saksa keel, Sloveeni keel, baski keel, armeenia keel, soome keel, islandi keel, hispaania keel	Boliivia
Malaisia ametlik keel on <mask>.	inglise keel	armeenia keel, hiina keel, ungari keel, gruusia keel, portugali keel, rumeenia keel, Ukraina keel, urdu keel, rootsi keel, inglise keel	Malaisia
Lõuna-Sudaan ametlik keel on <mask>.	inglise keel	ungari keel, gruusia keel, hollandi keel, vene keel, kreeka keel, saksa keel, türgi keel, indoneesia keel, katalaani keel, inglise keel	Lõuna-Sudaan
Ekvatoriaal-Guinea ametlik keel on <mask>.	prantsuse keel	eesti keel, soome keel, leedu keel, urdu keel, indoneesia keel, pärsia keel, aserbaidžaani keel, korea keel, slovaki keel, prantsuse keel	Ekvatoriaal-Guinea
Euroopa Liit ametlik keel on <mask>.	ungari keel	eesti keel, armeenia keel, hispaania keel, Sloveeni keel, kreeka keel, inglise keel, baski keel, katalaani keel, Horvaadi keel, ungari keel	Euroopa Liit
Kõrgõzstan ametlik keel on <mask>.	vene keel	eesti keel, bulgaaria keel, Tšehhi keel, hollandi keel, Serbia keel, korea keel, leedu keel, armeenia keel, Ukraina keel, vene keel	Kõrgõzstan
Jaapan ametlik keel on <mask>.	jaapani keel	rumeenia keel, leedu keel, rootsi keel, soome keel, Sloveeni keel, ladina keel, prantsuse keel, indoneesia keel, gruusia keel, jaapani keel	Jaapan
Iraan ametlik keel on <mask>.	pärsia keel	türgi keel, taani keel, katalaani keel, hollandi keel, Albaania keel, jaapani keel, hiina keel, indoneesia keel, heebrea keel, pärsia keel	Iraan
Tampere ametlik keel on <mask>.	soome keel	slovaki keel, bulgaaria keel, saksa keel, rootsi keel, armeenia keel, Sloveeni keel, tai keel, indoneesia keel, Horvaadi keel, soome keel	Tampere
Panama ametlik keel on <mask>.	hispaania keel	rootsi keel, baski keel, soome keel, tai keel, ungari keel, Sloveeni keel, Ukraina keel, vene keel, gruusia keel, hispaania keel	Panama
Québec ametlik keel on <mask>.	prantsuse keel	Horvaadi keel, ungari keel, hispaania keel, vene keel, poola keel, Ukraina keel, Sloveeni keel, Tšehhi keel, leedu keel, prantsuse keel	Québec
Rooma keisririik ametlik keel on <mask>.	ladina keel	leedu keel, bulgaaria keel, korea keel, rootsi keel, aserbaidžaani keel, Ukraina keel, Tšehhi keel, urdu keel, islandi keel, ladina keel	Rooma keisririik
Ekvatoriaal-Guinea ametlik keel on <mask>.	hispaania keel	baski keel, Ukraina keel, urdu keel, heebrea keel, pärsia keel, bulgaaria keel, Sloveeni keel, portugali keel, leedu keel, hispaania keel	Ekvatoriaal-Guinea
Newfoundland ja Labrador ametlik keel on <mask>.	inglise keel	leedu keel, bulgaaria keel, islandi keel, katalaani keel, armeenia keel, hispaania keel, hiina keel, hollandi keel, rootsi keel, inglise keel	Newfoundland ja Labrador
Euroopa Liit ametlik keel on <mask>.	eesti keel	leedu keel, rumeenia keel, pärsia keel, kreeka keel, indoneesia keel, tai keel, bulgaaria keel, saksa keel, Tšehhi keel, eesti keel	Euroopa Liit
Ühinenud Rahvaste Organisatsioon ametlik keel on <mask>.	hispaania keel	poola keel, jaapani keel, eesti keel, saksa keel, Serbia keel, ungari keel, Horvaadi keel, urdu keel, islandi keel, hispaania keel	Ühinenud Rahvaste Organisatsioon
Sahha ametlik keel on <mask>.	vene keel	tai keel, Tšehhi keel, inglise keel, prantsuse keel, kreeka keel, portugali keel, armeenia keel, soome keel, katalaani keel, vene keel	Sahha
Euroopa Liit ametlik keel on <mask>.	poola keel	hiina keel, leedu keel, slovaki keel, pärsia keel, vene keel, Tšehhi keel, eesti keel, aserbaidžaani keel, jaapani keel, poola keel	Euroopa Liit
Dominikaani Vabariik ametlik keel on <mask>.	hispaania keel	Horvaadi keel, hiina keel, hollandi keel, kreeka keel, itaalia keel, gruusia keel, Sloveeni keel, saksa keel, Albaania keel, hispaania keel	Dominikaani Vabariik
Briti Columbia ametlik keel on <mask>.	inglise keel	prantsuse keel, hollandi keel, korea keel, bulgaaria keel, katalaani keel, Horvaadi keel, itaalia keel, kreeka keel, vene keel, inglise keel	Briti Columbia
Belgia ametlik keel on <mask>.	hollandi keel	baski keel, rumeenia keel, kreeka keel, prantsuse keel, leedu keel, poola keel, rootsi keel, Albaania keel, portugali keel, hollandi keel	Belgia
Bütsants ametlik keel on <mask>.	ladina keel	hispaania keel, heebrea keel, rumeenia keel, jaapani keel, eesti keel, tai keel, taani keel, türgi keel, indoneesia keel, ladina keel	Bütsants
Iirimaa ametlik keel on <mask>.	inglise keel	Serbia keel, saksa keel, itaalia keel, ungari keel, vene keel, aserbaidžaani keel, gruusia keel, islandi keel, hispaania keel, inglise keel	Iirimaa
Holland ametlik keel on <mask>.	hollandi keel	gruusia keel, Tšehhi keel, türgi keel, eesti keel, Ukraina keel, ungari keel, baski keel, indoneesia keel, portugali keel, hollandi keel	Holland
Kansas ametlik keel on <mask>.	inglise keel	poola keel, slovaki keel, türgi keel, Serbia keel, katalaani keel, armeenia keel, eesti keel, Ukraina keel, tai keel, inglise keel	Kansas
Lõuna-Aafrika Vabariik ametlik keel on <mask>.	inglise keel	Ukraina keel, ladina keel, gruusia keel, tai keel, hiina keel, saksa keel, vene keel, itaalia keel, eesti keel, inglise keel	Lõuna-Aafrika Vabariik
Vanuatu ametlik keel on <mask>.	inglise keel	ladina keel, hollandi keel, indoneesia keel, korea keel, bulgaaria keel, gruusia keel, saksa keel, katalaani keel, Serbia keel, inglise keel	Vanuatu
Montenegro ametlik keel on <mask>.	Horvaadi keel	katalaani keel, gruusia keel, Ukraina keel, Tšehhi keel, ungari keel, taani keel, saksa keel, hispaania keel, kreeka keel, Horvaadi keel	Montenegro
Suriname ametlik keel on <mask>.	hollandi keel	ungari keel, portugali keel, indoneesia keel, Serbia keel, Horvaadi keel, armeenia keel, Sloveeni keel, hiina keel, Tšehhi keel, hollandi keel	Suriname
Colorado ametlik keel on <mask>.	inglise keel	katalaani keel, Ukraina keel, islandi keel, aserbaidžaani keel, portugali keel, ungari keel, Horvaadi keel, prantsuse keel, Tšehhi keel, inglise keel	Colorado
Tonga ametlik keel on <mask>.	inglise keel	slovaki keel, ungari keel, katalaani keel, gruusia keel, prantsuse keel, kreeka keel, armeenia keel, rootsi keel, portugali keel, inglise keel	Tonga
Inglismaa ametlik keel on <mask>.	inglise keel	Sloveeni keel, taani keel, eesti keel, hiina keel, Albaania keel, rootsi keel, soome keel, Tšehhi keel, bulgaaria keel, inglise keel	Inglismaa
Ekvatoriaal-Guinea ametlik keel on <mask>.	portugali keel	eesti keel, Albaania keel, gruusia keel, Sloveeni keel, ungari keel, bulgaaria keel, slovaki keel, saksa keel, jaapani keel, portugali keel	Ekvatoriaal-Guinea
Guinea-Bissau ametlik keel on <mask>.	portugali keel	slovaki keel, itaalia keel, ladina keel, hollandi keel, poola keel, Horvaadi keel, rootsi keel, indoneesia keel, eesti keel, portugali keel	Guinea-Bissau
Bosnia ja Hertsegoviina ametlik keel on <mask>.	Horvaadi keel	vene keel, eesti keel, jaapani keel, prantsuse keel, urdu keel, portugali keel, pärsia keel, rumeenia keel, katalaani keel, Horvaadi keel	Bosnia ja Hertsegoviina
Indiana ametlik keel on <mask>.	inglise keel	Horvaadi keel, ungari keel, poola keel, hispaania keel, Albaania keel, hiina keel, urdu keel, islandi keel, tai keel, inglise keel	Indiana
Põhja-Korea ametlik keel on <mask>.	korea keel	pärsia keel, soome keel, aserbaidžaani keel, slovaki keel, türgi keel, indoneesia keel, baski keel, hispaania keel, tai keel, korea keel	Põhja-Korea
Venemaa ametlik keel on <mask>.	Ukraina keel	ungari keel, armeenia keel, indoneesia keel, bulgaaria keel, gruusia keel, hollandi keel, kreeka keel, rumeenia keel, ladina keel, Ukraina keel	Venemaa
Argentina ametlik keel on <mask>.	hispaania keel	slovaki keel, indoneesia keel, hiina keel, pärsia keel, Albaania keel, rootsi keel, islandi keel, ungari keel, Ukraina keel, hispaania keel	Argentina
Nova Scotia ametlik keel on <mask>.	inglise keel	tai keel, Horvaadi keel, itaalia keel, aserbaidžaani keel, heebrea keel, slovaki keel, Tšehhi keel, vene keel, saksa keel, inglise keel	Nova Scotia
Hawaii osariik ametlik keel on <mask>.	inglise keel	Ukraina keel, türgi keel, bulgaaria keel, islandi keel, indoneesia keel, slovaki keel, hispaania keel, taani keel, Sloveeni keel, inglise keel	Hawaii osariik
Belau ametlik keel on <mask>.	inglise keel	taani keel, poola keel, rootsi keel, slovaki keel, aserbaidžaani keel, armeenia keel, türgi keel, itaalia keel, tai keel, inglise keel	Belau
Niue ametlik keel on <mask>.	inglise keel	Horvaadi keel, eesti keel, taani keel, katalaani keel, aserbaidžaani keel, prantsuse keel, saksa keel, hiina keel, portugali keel, inglise keel	Niue
Elevandiluurannik ametlik keel on <mask>.	prantsuse keel	korea keel, itaalia keel, islandi keel, taani keel, jaapani keel, rootsi keel, gruusia keel, poola keel, bulgaaria keel, prantsuse keel	Elevandiluurannik
Honduras ametlik keel on <mask>.	hispaania keel	hiina keel, türgi keel, heebrea keel, aserbaidžaani keel, urdu keel, gruusia keel, Sloveeni keel, eesti keel, prantsuse keel, hispaania keel	Honduras
New Hampshire ametlik keel on <mask>.	inglise keel	saksa keel, gruusia keel, portugali keel, pärsia keel, hiina keel, ungari keel, Horvaadi keel, korea keel, indoneesia keel, inglise keel	New Hampshire
Burundi ametlik keel on <mask>.	inglise keel	vene keel, türgi keel, hollandi keel, hiina keel, aserbaidžaani keel, baski keel, korea keel, saksa keel, Sloveeni keel, inglise keel	Burundi
Kamerun ametlik keel on <mask>.	inglise keel	baski keel, itaalia keel, kreeka keel, Sloveeni keel, poola keel, urdu keel, ungari keel, prantsuse keel, soome keel, inglise keel	Kamerun
Alaska ametlik keel on <mask>.	inglise keel	taani keel, soome keel, Sloveeni keel, Horvaadi keel, ladina keel, rumeenia keel, vene keel, katalaani keel, prantsuse keel, inglise keel	Alaska
Vatikan ametlik keel on <mask>.	itaalia keel	islandi keel, slovaki keel, Albaania keel, soome keel, Tšehhi keel, portugali keel, poola keel, baski keel, ungari keel, itaalia keel	Vatikan
Mosambiik ametlik keel on <mask>.	portugali keel	heebrea keel, korea keel, indoneesia keel, urdu keel, katalaani keel, gruusia keel, Sloveeni keel, Horvaadi keel, Tšehhi keel, portugali keel	Mosambiik
Ida-Timor ametlik keel on <mask>.	portugali keel	ladina keel, hollandi keel, baski keel, armeenia keel, itaalia keel, rootsi keel, Albaania keel, gruusia keel, korea keel, portugali keel	Ida-Timor
Nigeeria ametlik keel on <mask>.	inglise keel	Albaania keel, leedu keel, baski keel, eesti keel, slovaki keel, taani keel, hispaania keel, tai keel, poola keel, inglise keel	Nigeeria
Abhaasia ametlik keel on <mask>.	vene keel	portugali keel, hiina keel, taani keel, korea keel, prantsuse keel, indoneesia keel, itaalia keel, Horvaadi keel, ladina keel, vene keel	Abhaasia
Portugal ametlik keel on <mask>.	portugali keel	slovaki keel, armeenia keel, türgi keel, vene keel, inglise keel, poola keel, Horvaadi keel, indoneesia keel, gruusia keel, portugali keel	Portugal
Manitoba provints ametlik keel on <mask>.	inglise keel	portugali keel, rumeenia keel, Sloveeni keel, poola keel, bulgaaria keel, indoneesia keel, ladina keel, hispaania keel, soome keel, inglise keel	Manitoba provints
Malabo ametlik keel on <mask>.	hispaania keel	ladina keel, prantsuse keel, Albaania keel, ungari keel, türgi keel, gruusia keel, rootsi keel, rumeenia keel, korea keel, hispaania keel	Malabo
Euroopa Liit ametlik keel on <mask>.	hispaania keel	ladina keel, türgi keel, korea keel, prantsuse keel, inglise keel, vene keel, rootsi keel, baski keel, portugali keel, hispaania keel	Euroopa Liit
Helsingi ametlik keel on <mask>.	soome keel	poola keel, Serbia keel, armeenia keel, korea keel, prantsuse keel, itaalia keel, Ukraina keel, kreeka keel, rootsi keel, soome keel	Helsingi
Kataloonia ametlik keel on <mask>.	hispaania keel	poola keel, inglise keel, Horvaadi keel, leedu keel, prantsuse keel, vene keel, rumeenia keel, armeenia keel, itaalia keel, hispaania keel	Kataloonia
Seišellid ametlik keel on <mask>.	inglise keel	katalaani keel, itaalia keel, hispaania keel, gruusia keel, soome keel, Horvaadi keel, slovaki keel, ladina keel, jaapani keel, inglise keel	Seišellid
Saskatchewani provints ametlik keel on <mask>.	inglise keel	pärsia keel, leedu keel, ladina keel, portugali keel, Serbia keel, hispaania keel, rootsi keel, slovaki keel, korea keel, inglise keel	Saskatchewani provints
Kosovo ametlik keel on <mask>.	Albaania keel	itaalia keel, gruusia keel, prantsuse keel, indoneesia keel, baski keel, Ukraina keel, ladina keel, katalaani keel, vene keel, Albaania keel	Kosovo
Ecuador ametlik keel on <mask>.	hispaania keel	leedu keel, baski keel, Tšehhi keel, vene keel, saksa keel, gruusia keel, Horvaadi keel, tai keel, Serbia keel, hispaania keel	Ecuador
Ühinenud Rahvaste Organisatsioon ametlik keel on <mask>.	inglise keel	korea keel, itaalia keel, jaapani keel, eesti keel, leedu keel, Horvaadi keel, kreeka keel, pärsia keel, vene keel, inglise keel	Ühinenud Rahvaste Organisatsioon
Guyana ametlik keel on <mask>.	inglise keel	saksa keel, tai keel, kreeka keel, Tšehhi keel, ladina keel, portugali keel, gruusia keel, baski keel, Serbia keel, inglise keel	Guyana
Austria ametlik keel on <mask>.	saksa keel	rootsi keel, kreeka keel, itaalia keel, leedu keel, ladina keel, Tšehhi keel, Horvaadi keel, baski keel, katalaani keel, saksa keel	Austria
Türgi ametlik keel on <mask>.	türgi keel	Sloveeni keel, hispaania keel, islandi keel, portugali keel, hollandi keel, poola keel, saksa keel, Albaania keel, prantsuse keel, türgi keel	Türgi
