Prompt	Ans	Candidate Ans	Subject
Официальный язык Ирландия - <mask>.	английский язык	сербский язык, немецкий язык, итальянский язык, венгерский язык, русский язык, азербайджанский язык, грузинский язык, исландский язык, испанский язык, английский язык	Ирландия
Официальный язык Нидерланды - <mask>.	нидерландский язык	грузинский язык, чешский язык, турецкий язык, эстонский язык, украинский язык, венгерский язык, баскский язык, индонезийский язык, португальский язык, нидерландский язык	Нидерланды
Официальный язык Канзас - <mask>.	английский язык	польский язык, словацкий язык, турецкий язык, сербский язык, каталанский язык, армянский язык, эстонский язык, украинский язык, тайский язык, английский язык	Канзас
Официальный язык ЮАР - <mask>.	английский язык	украинский язык, латинский язык, грузинский язык, тайский язык, китайский язык, немецкий язык, русский язык, итальянский язык, эстонский язык, английский язык	ЮАР
Официальный язык Вануату - <mask>.	английский язык	латинский язык, нидерландский язык, индонезийский язык, корейский язык, болгарский язык, грузинский язык, немецкий язык, каталанский язык, сербский язык, английский язык	Вануату
Официальный язык Черногория - <mask>.	хорватский язык	каталанский язык, грузинский язык, украинский язык, чешский язык, венгерский язык, датский язык, немецкий язык, испанский язык, греческий язык, хорватский язык	Черногория
Официальный язык Суринам - <mask>.	нидерландский язык	венгерский язык, португальский язык, индонезийский язык, сербский язык, хорватский язык, армянский язык, словенский язык, китайский язык, чешский язык, нидерландский язык	Суринам
Официальный язык Колорадо - <mask>.	английский язык	каталанский язык, украинский язык, исландский язык, азербайджанский язык, португальский язык, венгерский язык, хорватский язык, французский язык, чешский язык, английский язык	Колорадо
Официальный язык Тонга - <mask>.	английский язык	словацкий язык, венгерский язык, каталанский язык, грузинский язык, французский язык, греческий язык, армянский язык, шведский язык, португальский язык, английский язык	Тонга
Официальный язык Англия - <mask>.	английский язык	словенский язык, датский язык, эстонский язык, китайский язык, албанский язык, шведский язык, финский язык, чешский язык, болгарский язык, английский язык	Англия
Официальный язык Экваториальная Гвинея - <mask>.	португальский язык	эстонский язык, албанский язык, грузинский язык, словенский язык, венгерский язык, болгарский язык, словацкий язык, немецкий язык, японский язык, португальский язык	Экваториальная Гвинея
Официальный язык Гвинея-Бисау - <mask>.	португальский язык	словацкий язык, итальянский язык, латинский язык, нидерландский язык, польский язык, хорватский язык, шведский язык, индонезийский язык, эстонский язык, португальский язык	Гвинея-Бисау
Официальный язык Босния и Герцеговина - <mask>.	хорватский язык	русский язык, эстонский язык, японский язык, французский язык, урду, португальский язык, персидский язык, румынский язык, каталанский язык, хорватский язык	Босния и Герцеговина
Официальный язык Индиана - <mask>.	английский язык	хорватский язык, венгерский язык, польский язык, испанский язык, албанский язык, китайский язык, урду, исландский язык, тайский язык, английский язык	Индиана
Официальный язык КНДР - <mask>.	корейский язык	персидский язык, финский язык, азербайджанский язык, словацкий язык, турецкий язык, индонезийский язык, баскский язык, испанский язык, тайский язык, корейский язык	КНДР
Официальный язык Россия - <mask>.	украинский язык	венгерский язык, армянский язык, индонезийский язык, болгарский язык, грузинский язык, нидерландский язык, греческий язык, румынский язык, латинский язык, украинский язык	Россия
Официальный язык Аргентина - <mask>.	испанский язык	словацкий язык, индонезийский язык, китайский язык, персидский язык, албанский язык, шведский язык, исландский язык, венгерский язык, украинский язык, испанский язык	Аргентина
Официальный язык Новая Шотландия - <mask>.	английский язык	тайский язык, хорватский язык, итальянский язык, азербайджанский язык, иврит, словацкий язык, чешский язык, русский язык, немецкий язык, английский язык	Новая Шотландия
Официальный язык Гавайи - <mask>.	английский язык	украинский язык, турецкий язык, болгарский язык, исландский язык, индонезийский язык, словацкий язык, испанский язык, датский язык, словенский язык, английский язык	Гавайи
Официальный язык Палау - <mask>.	английский язык	датский язык, польский язык, шведский язык, словацкий язык, азербайджанский язык, армянский язык, турецкий язык, итальянский язык, тайский язык, английский язык	Палау
