Prompt	Ans	Candidate Ans	Subject
La lingua ufficiale di Moldavia è <mask>.	romeno	basco, francese, svedese, portoghese, coreano, tedesco, serbo, giapponese, danese, romeno	Moldavia
La lingua ufficiale di Guyana francese è <mask>.	francese	spagnolo, georgiano, serbo, indonesiano, urdu, italiano, islandese, basco, greco, francese	Guyana francese
La lingua ufficiale di Lituania è <mask>.	lituano	russo, sloveno, catalano, slovacco, romeno, portoghese, basco, ucraino, tedesco, lituano	Lituania
La lingua ufficiale di Belize è <mask>.	inglese	olandese, turco, romeno, italiano, basco, serbo, croato, russo, bulgaro, inglese	Belize
La lingua ufficiale di Spagna è <mask>.	catalano	ceco, francese, olandese, indonesiano, basco, ucraino, romeno, italiano, ungherese, catalano	Spagna
La lingua ufficiale di Barbados è <mask>.	inglese	portoghese, italiano, giapponese, georgiano, catalano, basco, sloveno, romeno, turco, inglese	Barbados
La lingua ufficiale di Colombia è <mask>.	spagnolo	georgiano, portoghese, olandese, romeno, latino, ungherese, finlandese, ucraino, croato, spagnolo	Colombia
La lingua ufficiale di Brunei è <mask>.	inglese	sloveno, ungherese, turco, cinese, georgiano, slovacco, ceco, estone, latino, inglese	Brunei
La lingua ufficiale di Pakistan è <mask>.	urdu	ungherese, persiano, tedesco, francese, portoghese, croato, sloveno, giapponese, thailandese, urdu	Pakistan
La lingua ufficiale di Senegal è <mask>.	francese	romeno, bulgaro, sloveno, turco, estone, ucraino, basco, portoghese, spagnolo, francese	Senegal
La lingua ufficiale di Nunavut è <mask>.	inglese	georgiano, cinese, serbo, lituano, italiano, croato, indonesiano, catalano, coreano, inglese	Nunavut
La lingua ufficiale di Ginevra è <mask>.	francese	coreano, azero, turco, giapponese, olandese, ucraino, estone, portoghese, catalano, francese	Ginevra
La lingua ufficiale di Unione europea è <mask>.	bulgaro	serbo, georgiano, estone, urdu, indonesiano, islandese, giapponese, armeno, finlandese, bulgaro	Unione europea
La lingua ufficiale di Bosnia ed Erzegovina è <mask>.	serbo	coreano, spagnolo, romeno, svedese, catalano, basco, ungherese, greco, albanese, serbo	Bosnia ed Erzegovina
La lingua ufficiale di Finlandia è <mask>.	svedese	finlandese, olandese, russo, albanese, tedesco, thailandese, spagnolo, francese, danese, svedese	Finlandia
La lingua ufficiale di Papua Nuova Guinea è <mask>.	inglese	portoghese, urdu, persiano, indonesiano, ceco, polacco, finlandese, danese, ebraico, inglese	Papua Nuova Guinea
La lingua ufficiale di Ruanda è <mask>.	francese	romeno, coreano, azero, basco, latino, sloveno, urdu, russo, thailandese, francese	Ruanda
La lingua ufficiale di Ciad è <mask>.	francese	sloveno, finlandese, tedesco, basco, inglese, slovacco, estone, azero, russo, francese	Ciad
La lingua ufficiale di Erevan è <mask>.	armeno	ebraico, inglese, danese, olandese, finlandese, lituano, albanese, coreano, serbo, armeno	Erevan
La lingua ufficiale di Bolivia è <mask>.	spagnolo	russo, serbo, croato, tedesco, sloveno, basco, armeno, finlandese, islandese, spagnolo	Bolivia
La lingua ufficiale di Malaysia è <mask>.	inglese	armeno, cinese, ungherese, georgiano, portoghese, romeno, ucraino, urdu, svedese, inglese	Malaysia
La lingua ufficiale di Sudan del Sud è <mask>.	inglese	ungherese, georgiano, olandese, russo, greco, tedesco, turco, indonesiano, catalano, inglese	Sudan del Sud
La lingua ufficiale di Guinea Equatoriale è <mask>.	francese	estone, finlandese, lituano, urdu, indonesiano, persiano, azero, coreano, slovacco, francese	Guinea Equatoriale
La lingua ufficiale di Unione europea è <mask>.	ungherese	estone, armeno, spagnolo, sloveno, greco, inglese, basco, catalano, croato, ungherese	Unione europea
La lingua ufficiale di Kirghizistan è <mask>.	russo	estone, bulgaro, ceco, olandese, serbo, coreano, lituano, armeno, ucraino, russo	Kirghizistan
La lingua ufficiale di Giappone è <mask>.	giapponese	romeno, lituano, svedese, finlandese, sloveno, latino, francese, indonesiano, georgiano, giapponese	Giappone
La lingua ufficiale di Iran è <mask>.	persiano	turco, danese, catalano, olandese, albanese, giapponese, cinese, indonesiano, ebraico, persiano	Iran
La lingua ufficiale di Tampere è <mask>.	finlandese	slovacco, bulgaro, tedesco, svedese, armeno, sloveno, thailandese, indonesiano, croato, finlandese	Tampere
La lingua ufficiale di Panama è <mask>.	spagnolo	svedese, basco, finlandese, thailandese, ungherese, sloveno, ucraino, russo, georgiano, spagnolo	Panama
La lingua ufficiale di Québec è <mask>.	francese	croato, ungherese, spagnolo, russo, polacco, ucraino, sloveno, ceco, lituano, francese	Québec
La lingua ufficiale di Impero romano è <mask>.	latino	lituano, bulgaro, coreano, svedese, azero, ucraino, ceco, urdu, islandese, latino	Impero romano
La lingua ufficiale di Guinea Equatoriale è <mask>.	spagnolo	basco, ucraino, urdu, ebraico, persiano, bulgaro, sloveno, portoghese, lituano, spagnolo	Guinea Equatoriale
La lingua ufficiale di Terranova e Labrador è <mask>.	inglese	lituano, bulgaro, islandese, catalano, armeno, spagnolo, cinese, olandese, svedese, inglese	Terranova e Labrador
La lingua ufficiale di Unione europea è <mask>.	estone	lituano, romeno, persiano, greco, indonesiano, thailandese, bulgaro, tedesco, ceco, estone	Unione europea
La lingua ufficiale di Organizzazione delle Nazioni Unite è <mask>.	spagnolo	polacco, giapponese, estone, tedesco, serbo, ungherese, croato, urdu, islandese, spagnolo	Organizzazione delle Nazioni Unite
La lingua ufficiale di Sacha-Jacuzia è <mask>.	russo	thailandese, ceco, inglese, francese, greco, portoghese, armeno, finlandese, catalano, russo	Sacha-Jacuzia
La lingua ufficiale di Unione europea è <mask>.	polacco	cinese, lituano, slovacco, persiano, russo, ceco, estone, azero, giapponese, polacco	Unione europea
La lingua ufficiale di Repubblica Dominicana è <mask>.	spagnolo	croato, cinese, olandese, greco, italiano, georgiano, sloveno, tedesco, albanese, spagnolo	Repubblica Dominicana
La lingua ufficiale di Columbia Britannica è <mask>.	inglese	francese, olandese, coreano, bulgaro, catalano, croato, italiano, greco, russo, inglese	Columbia Britannica
La lingua ufficiale di Belgio è <mask>.	olandese	basco, romeno, greco, francese, lituano, polacco, svedese, albanese, portoghese, olandese	Belgio
La lingua ufficiale di Impero bizantino è <mask>.	latino	spagnolo, ebraico, romeno, giapponese, estone, thailandese, danese, turco, indonesiano, latino	Impero bizantino
La lingua ufficiale di Irlanda è <mask>.	inglese	serbo, tedesco, italiano, ungherese, russo, azero, georgiano, islandese, spagnolo, inglese	Irlanda
La lingua ufficiale di Paesi Bassi è <mask>.	olandese	georgiano, ceco, turco, estone, ucraino, ungherese, basco, indonesiano, portoghese, olandese	Paesi Bassi
La lingua ufficiale di Kansas è <mask>.	inglese	polacco, slovacco, turco, serbo, catalano, armeno, estone, ucraino, thailandese, inglese	Kansas
La lingua ufficiale di Sudafrica è <mask>.	inglese	ucraino, latino, georgiano, thailandese, cinese, tedesco, russo, italiano, estone, inglese	Sudafrica
La lingua ufficiale di Vanuatu è <mask>.	inglese	latino, olandese, indonesiano, coreano, bulgaro, georgiano, tedesco, catalano, serbo, inglese	Vanuatu
La lingua ufficiale di Montenegro è <mask>.	croato	catalano, georgiano, ucraino, ceco, ungherese, danese, tedesco, spagnolo, greco, croato	Montenegro
La lingua ufficiale di Suriname è <mask>.	olandese	ungherese, portoghese, indonesiano, serbo, croato, armeno, sloveno, cinese, ceco, olandese	Suriname
La lingua ufficiale di Colorado è <mask>.	inglese	catalano, ucraino, islandese, azero, portoghese, ungherese, croato, francese, ceco, inglese	Colorado
La lingua ufficiale di Tonga è <mask>.	inglese	slovacco, ungherese, catalano, georgiano, francese, greco, armeno, svedese, portoghese, inglese	Tonga
La lingua ufficiale di Inghilterra è <mask>.	inglese	sloveno, danese, estone, cinese, albanese, svedese, finlandese, ceco, bulgaro, inglese	Inghilterra
La lingua ufficiale di Guinea Equatoriale è <mask>.	portoghese	estone, albanese, georgiano, sloveno, ungherese, bulgaro, slovacco, tedesco, giapponese, portoghese	Guinea Equatoriale
La lingua ufficiale di Guinea-Bissau è <mask>.	portoghese	slovacco, italiano, latino, olandese, polacco, croato, svedese, indonesiano, estone, portoghese	Guinea-Bissau
La lingua ufficiale di Bosnia ed Erzegovina è <mask>.	croato	russo, estone, giapponese, francese, urdu, portoghese, persiano, romeno, catalano, croato	Bosnia ed Erzegovina
La lingua ufficiale di Indiana è <mask>.	inglese	croato, ungherese, polacco, spagnolo, albanese, cinese, urdu, islandese, thailandese, inglese	Indiana
La lingua ufficiale di Corea del Nord è <mask>.	coreano	persiano, finlandese, azero, slovacco, turco, indonesiano, basco, spagnolo, thailandese, coreano	Corea del Nord
La lingua ufficiale di Russia è <mask>.	ucraino	ungherese, armeno, indonesiano, bulgaro, georgiano, olandese, greco, romeno, latino, ucraino	Russia
La lingua ufficiale di Argentina è <mask>.	spagnolo	slovacco, indonesiano, cinese, persiano, albanese, svedese, islandese, ungherese, ucraino, spagnolo	Argentina
La lingua ufficiale di Nuova Scozia è <mask>.	inglese	thailandese, croato, italiano, azero, ebraico, slovacco, ceco, russo, tedesco, inglese	Nuova Scozia
La lingua ufficiale di Hawaii è <mask>.	inglese	ucraino, turco, bulgaro, islandese, indonesiano, slovacco, spagnolo, danese, sloveno, inglese	Hawaii
La lingua ufficiale di Palau è <mask>.	inglese	danese, polacco, svedese, slovacco, azero, armeno, turco, italiano, thailandese, inglese	Palau
La lingua ufficiale di Niue è <mask>.	inglese	croato, estone, danese, catalano, azero, francese, tedesco, cinese, portoghese, inglese	Niue
La lingua ufficiale di Costa d'Avorio è <mask>.	francese	coreano, italiano, islandese, danese, giapponese, svedese, georgiano, polacco, bulgaro, francese	Costa d'Avorio
La lingua ufficiale di Honduras è <mask>.	spagnolo	cinese, turco, ebraico, azero, urdu, georgiano, sloveno, estone, francese, spagnolo	Honduras
La lingua ufficiale di New Hampshire è <mask>.	inglese	tedesco, georgiano, portoghese, persiano, cinese, ungherese, croato, coreano, indonesiano, inglese	New Hampshire
La lingua ufficiale di Burundi è <mask>.	inglese	russo, turco, olandese, cinese, azero, basco, coreano, tedesco, sloveno, inglese	Burundi
La lingua ufficiale di Camerun è <mask>.	inglese	basco, italiano, greco, sloveno, polacco, urdu, ungherese, francese, finlandese, inglese	Camerun
La lingua ufficiale di Alaska è <mask>.	inglese	danese, finlandese, sloveno, croato, latino, romeno, russo, catalano, francese, inglese	Alaska
La lingua ufficiale di Città del Vaticano è <mask>.	italiano	islandese, slovacco, albanese, finlandese, ceco, portoghese, polacco, basco, ungherese, italiano	Città del Vaticano
La lingua ufficiale di Mozambico è <mask>.	portoghese	ebraico, coreano, indonesiano, urdu, catalano, georgiano, sloveno, croato, ceco, portoghese	Mozambico
La lingua ufficiale di Timor Est è <mask>.	portoghese	latino, olandese, basco, armeno, italiano, svedese, albanese, georgiano, coreano, portoghese	Timor Est
La lingua ufficiale di Nigeria è <mask>.	inglese	albanese, lituano, basco, estone, slovacco, danese, spagnolo, thailandese, polacco, inglese	Nigeria
La lingua ufficiale di Abcasia è <mask>.	russo	portoghese, cinese, danese, coreano, francese, indonesiano, italiano, croato, latino, russo	Abcasia
La lingua ufficiale di Portogallo è <mask>.	portoghese	slovacco, armeno, turco, russo, inglese, polacco, croato, indonesiano, georgiano, portoghese	Portogallo
La lingua ufficiale di Manitoba è <mask>.	inglese	portoghese, romeno, sloveno, polacco, bulgaro, indonesiano, latino, spagnolo, finlandese, inglese	Manitoba
La lingua ufficiale di Malabo è <mask>.	spagnolo	latino, francese, albanese, ungherese, turco, georgiano, svedese, romeno, coreano, spagnolo	Malabo
La lingua ufficiale di Unione europea è <mask>.	spagnolo	latino, turco, coreano, francese, inglese, russo, svedese, basco, portoghese, spagnolo	Unione europea
La lingua ufficiale di Helsinki è <mask>.	finlandese	polacco, serbo, armeno, coreano, francese, italiano, ucraino, greco, svedese, finlandese	Helsinki
La lingua ufficiale di Catalogna è <mask>.	spagnolo	polacco, inglese, croato, lituano, francese, russo, romeno, armeno, italiano, spagnolo	Catalogna
La lingua ufficiale di Seychelles è <mask>.	inglese	catalano, italiano, spagnolo, georgiano, finlandese, croato, slovacco, latino, giapponese, inglese	Seychelles
La lingua ufficiale di Saskatchewan è <mask>.	inglese	persiano, lituano, latino, portoghese, serbo, spagnolo, svedese, slovacco, coreano, inglese	Saskatchewan
La lingua ufficiale di Kosovo è <mask>.	albanese	italiano, georgiano, francese, indonesiano, basco, ucraino, latino, catalano, russo, albanese	Kosovo
La lingua ufficiale di Ecuador è <mask>.	spagnolo	lituano, basco, ceco, russo, tedesco, georgiano, croato, thailandese, serbo, spagnolo	Ecuador
La lingua ufficiale di Organizzazione delle Nazioni Unite è <mask>.	inglese	coreano, italiano, giapponese, estone, lituano, croato, greco, persiano, russo, inglese	Organizzazione delle Nazioni Unite
La lingua ufficiale di Guyana è <mask>.	inglese	tedesco, thailandese, greco, ceco, latino, portoghese, georgiano, basco, serbo, inglese	Guyana
La lingua ufficiale di Austria è <mask>.	tedesco	svedese, greco, italiano, lituano, latino, ceco, croato, basco, catalano, tedesco	Austria
La lingua ufficiale di Turchia è <mask>.	turco	sloveno, spagnolo, islandese, portoghese, olandese, polacco, tedesco, albanese, francese, turco	Turchia
La lingua ufficiale di Cile è <mask>.	spagnolo	basco, thailandese, inglese, sloveno, indonesiano, tedesco, olandese, ceco, bulgaro, spagnolo	Cile
La lingua ufficiale di Unione europea è <mask>.	inglese	romeno, francese, greco, croato, albanese, ebraico, georgiano, persiano, basco, inglese	Unione europea
La lingua ufficiale di Dakota del Sud è <mask>.	inglese	francese, ceco, islandese, ebraico, latino, lituano, azero, catalano, giapponese, inglese	Dakota del Sud
La lingua ufficiale di Alabama è <mask>.	inglese	lituano, greco, spagnolo, estone, tedesco, serbo, ebraico, francese, cinese, inglese	Alabama
La lingua ufficiale di California è <mask>.	inglese	spagnolo, armeno, ebraico, italiano, svedese, francese, albanese, ungherese, ucraino, inglese	California
La lingua ufficiale di Svizzera è <mask>.	italiano	estone, albanese, svedese, giapponese, croato, bulgaro, turco, lituano, russo, italiano	Svizzera
La lingua ufficiale di Russia è <mask>.	russo	latino, basco, cinese, spagnolo, romeno, persiano, thailandese, olandese, portoghese, russo	Russia
La lingua ufficiale di Yukon è <mask>.	inglese	thailandese, azero, ucraino, finlandese, spagnolo, croato, slovacco, estone, polacco, inglese	Yukon
La lingua ufficiale di Burkina Faso è <mask>.	francese	giapponese, tedesco, thailandese, estone, slovacco, portoghese, polacco, indonesiano, azero, francese	Burkina Faso
La lingua ufficiale di Russia è <mask>.	azero	ceco, giapponese, persiano, islandese, albanese, sloveno, romeno, coreano, russo, azero	Russia
La lingua ufficiale di Nunavut è <mask>.	francese	turco, urdu, coreano, basco, latino, croato, sloveno, albanese, indonesiano, francese	Nunavut
La lingua ufficiale di Italia è <mask>.	italiano	olandese, romeno, turco, islandese, ucraino, spagnolo, finlandese, georgiano, ungherese, italiano	Italia
La lingua ufficiale di Carolina del Nord è <mask>.	inglese	basco, greco, latino, polacco, francese, turco, ungherese, olandese, russo, inglese	Carolina del Nord
La lingua ufficiale di Filippine è <mask>.	inglese	latino, armeno, urdu, estone, albanese, danese, lituano, serbo, svedese, inglese	Filippine
La lingua ufficiale di Svezia è <mask>.	finlandese	thailandese, croato, greco, urdu, slovacco, polacco, ebraico, lituano, bulgaro, finlandese	Svezia
La lingua ufficiale di Idaho è <mask>.	inglese	giapponese, basco, azero, thailandese, francese, islandese, ceco, croato, armeno, inglese	Idaho
La lingua ufficiale di Niger è <mask>.	francese	ucraino, tedesco, polacco, finlandese, thailandese, azero, olandese, spagnolo, inglese, francese	Niger
La lingua ufficiale di Croazia è <mask>.	croato	basco, ebraico, catalano, greco, turco, giapponese, francese, olandese, latino, croato	Croazia
La lingua ufficiale di Repubblica Ceca è <mask>.	ceco	giapponese, latino, basco, portoghese, thailandese, olandese, ucraino, bulgaro, georgiano, ceco	Repubblica Ceca
La lingua ufficiale di Saint Lucia è <mask>.	inglese	svedese, francese, bulgaro, islandese, olandese, estone, spagnolo, ceco, azero, inglese	Saint Lucia
La lingua ufficiale di Liechtenstein è <mask>.	tedesco	serbo, sloveno, catalano, lituano, polacco, ucraino, basco, turco, greco, tedesco	Liechtenstein
La lingua ufficiale di Uganda è <mask>.	inglese	albanese, polacco, thailandese, ceco, sloveno, olandese, russo, persiano, giapponese, inglese	Uganda
La lingua ufficiale di Adighezia è <mask>.	russo	danese, turco, ucraino, italiano, sloveno, thailandese, armeno, estone, georgiano, russo	Adighezia
La lingua ufficiale di Seychelles è <mask>.	francese	basco, portoghese, romeno, thailandese, danese, georgiano, albanese, indonesiano, ceco, francese	Seychelles
La lingua ufficiale di Unione europea è <mask>.	ceco	slovacco, spagnolo, georgiano, urdu, latino, russo, albanese, coreano, bulgaro, ceco	Unione europea
La lingua ufficiale di Eritrea è <mask>.	inglese	turco, georgiano, finlandese, islandese, polacco, thailandese, sloveno, bulgaro, ceco, inglese	Eritrea
La lingua ufficiale di Mauritius è <mask>.	francese	persiano, bulgaro, greco, indonesiano, georgiano, albanese, cinese, lituano, latino, francese	Mauritius
La lingua ufficiale di Unione europea è <mask>.	lituano	francese, turco, albanese, italiano, sloveno, georgiano, coreano, polacco, inglese, lituano	Unione europea
La lingua ufficiale di Ossezia Settentrionale-Alania è <mask>.	russo	albanese, slovacco, catalano, ucraino, francese, thailandese, cinese, olandese, latino, russo	Ossezia Settentrionale-Alania
La lingua ufficiale di Francia è <mask>.	francese	sloveno, azero, coreano, armeno, georgiano, basco, thailandese, inglese, spagnolo, francese	Francia
La lingua ufficiale di Camerun è <mask>.	francese	thailandese, basco, turco, coreano, azero, inglese, italiano, danese, bulgaro, francese	Camerun
La lingua ufficiale di Québec è <mask>.	francese	ungherese, svedese, ebraico, russo, inglese, estone, polacco, persiano, spagnolo, francese	Québec
La lingua ufficiale di Thailandia è <mask>.	thailandese	tedesco, inglese, urdu, ceco, cinese, azero, finlandese, russo, ucraino, thailandese	Thailandia
La lingua ufficiale di Repubblica Democratica del Congo è <mask>.	francese	greco, romeno, cinese, islandese, svedese, urdu, russo, armeno, azero, francese	Repubblica Democratica del Congo
La lingua ufficiale di Ungheria è <mask>.	ungherese	finlandese, greco, serbo, urdu, portoghese, georgiano, spagnolo, estone, tedesco, ungherese	Ungheria
La lingua ufficiale di Vanuatu è <mask>.	francese	armeno, estone, finlandese, greco, turco, danese, latino, bulgaro, ucraino, francese	Vanuatu
La lingua ufficiale di Estonia è <mask>.	estone	armeno, giapponese, turco, catalano, greco, serbo, slovacco, bulgaro, danese, estone	Estonia
La lingua ufficiale di Kentucky è <mask>.	inglese	ceco, indonesiano, basco, azero, ucraino, sloveno, spagnolo, finlandese, croato, inglese	Kentucky
La lingua ufficiale di Dakota del Nord è <mask>.	inglese	catalano, francese, ceco, urdu, thailandese, polacco, svedese, slovacco, cinese, inglese	Dakota del Nord
La lingua ufficiale di Spagna è <mask>.	basco	urdu, cinese, sloveno, ebraico, polacco, giapponese, lituano, georgiano, spagnolo, basco	Spagna
La lingua ufficiale di Malta è <mask>.	inglese	tedesco, bulgaro, slovacco, giapponese, portoghese, urdu, francese, ucraino, persiano, inglese	Malta
La lingua ufficiale di Territori del Nord-Ovest è <mask>.	inglese	latino, olandese, ceco, danese, georgiano, finlandese, svedese, coreano, francese, inglese	Territori del Nord-Ovest
La lingua ufficiale di Nuovo Brunswick è <mask>.	inglese	svedese, islandese, danese, indonesiano, ceco, catalano, albanese, persiano, cinese, inglese	Nuovo Brunswick
La lingua ufficiale di Galles è <mask>.	inglese	polacco, serbo, francese, basco, russo, greco, ceco, ebraico, coreano, inglese	Galles
La lingua ufficiale di Comore è <mask>.	francese	indonesiano, serbo, latino, giapponese, croato, catalano, polacco, coreano, spagnolo, francese	Comore
La lingua ufficiale di Organizzazione delle Nazioni Unite è <mask>.	francese	tedesco, giapponese, armeno, greco, ungherese, russo, croato, persiano, latino, francese	Organizzazione delle Nazioni Unite
La lingua ufficiale di Impero romano è <mask>.	greco	ucraino, armeno, ceco, estone, catalano, cinese, portoghese, danese, basco, greco	Impero romano
