Prompt	Ans	Candidate Ans	Subject
Bahasa resmi Kepulauan Solomon adalah <mask>.	Inggris	Prancis, Hongaria, Thai, Bahasa Slowakia, Bahasa Islan, Bahasa Bulgaria, Korea, Tionghoa, Rusia, Inggris	Kepulauan Solomon
Bahasa resmi Pulau Paskah adalah <mask>.	Spanyol	Rusia, Bahasa Ceska, bahasa Latin, Bahasa Denmark, Jepang, Hongaria, Bahasa Islan, Bahasa Georgia, Swedia, Spanyol	Pulau Paskah
Bahasa resmi Brasil adalah <mask>.	Portugis	Bahasa Urdu, Bahasa Islan, Bahasa Serbia, Thai, Finlandia, Bahasa Georgia, Bahasa Basque, Bahasa Slowakia, Bahasa Lituavi, Portugis	Brasil
Bahasa resmi Meksiko adalah <mask>.	Spanyol	Italia, Tionghoa, Bahasa Esti, Bahasa Rumania, Bahasa Armenia, Bahasa Katala, Bahasa Basque, Prancis, Bahasa Urdu, Spanyol	Meksiko
Bahasa resmi Gambia adalah <mask>.	Inggris	Bahasa Serbia, Rusia, Bahasa Azeri, Polandia, Spanyol, Bahasa Esti, Italia, bahasa Latin, Bahasa Slowakia, Inggris	Gambia
Bahasa resmi Pulau Man adalah <mask>.	Inggris	Bahasa Kroasia, Korea, Finlandia, Tionghoa, Prancis, Thai, Jepang, Bahasa Serbia, Bahasa Basque, Inggris	Pulau Man
Bahasa resmi Mississippi adalah <mask>.	Inggris	Yunani, Jepang, Bahasa Denmark, Tionghoa, Bahasa Rumania, Belanda, Bahasa Kroasia, Bahasa Urdu, Bahasa Armenia, Inggris	Mississippi
Bahasa resmi Makau adalah <mask>.	Tionghoa	Swedia, Bahasa Albania, Bahasa Ceska, Indonesia, Prancis, Jerman, Thai, Bahasa Kroasia, Bahasa Rumania, Tionghoa	Makau
Bahasa resmi Israel adalah <mask>.	Bahasa Ibrani	Bahasa Islan, Bahasa Rumania, Inggris, Bahasa Katala, Bahasa Slowakia, Yunani, Hongaria, Polandia, Bahasa Bulgaria, Bahasa Ibrani	Israel
Bahasa resmi Samoa adalah <mask>.	Inggris	Bahasa Ibrani, Bahasa Slowakia, Bahasa Armenia, Spanyol, Hongaria, Korea, Bahasa Urdu, Tionghoa, Jepang, Inggris	Samoa
Bahasa resmi Swiss adalah <mask>.	Prancis	Bahasa Kroasia, Bahasa Ibrani, bahasa Latin, Jerman, Hongaria, Bahasa Azeri, Spanyol, Bahasa Ukraina, Belanda, Prancis	Swiss
Bahasa resmi Belgia adalah <mask>.	Jerman	Finlandia, Italia, Bahasa Azeri, Bahasa Islan, Yunani, Tionghoa, Bahasa Armenia, Bahasa Georgia, Bahasa Albania, Jerman	Belgia
Bahasa resmi Nauru adalah <mask>.	Inggris	Bahasa Azeri, Hongaria, Bahasa Ukraina, Bahasa Albania, Bahasa Ibrani, Bahasa Kroasia, Bahasa Denmark, Prancis, Italia, Inggris	Nauru
Bahasa resmi Kepulauan Falkland adalah <mask>.	Inggris	Indonesia, Yunani, Bahasa Ibrani, bahasa Latin, Bahasa Slowakia, Tionghoa, Bahasa Armenia, Bahasa Georgia, Bahasa Islan, Inggris	Kepulauan Falkland
Bahasa resmi Guinea adalah <mask>.	Prancis	Bahasa Ceska, Jepang, Bahasa Rumania, Bahasa Esti, Bahasa Turki, Bahasa Islan, Indonesia, Finlandia, Spanyol, Prancis	Guinea
Bahasa resmi Australia adalah <mask>.	Inggris	Swedia, Bahasa Islan, Bahasa Slowakia, bahasa Latin, Korea, Bahasa Kroasia, Bahasa Turki, Prancis, Bahasa Azeri, Inggris	Australia
Bahasa resmi Peru adalah <mask>.	Spanyol	Polandia, Hongaria, Bahasa Islan, Belanda, Bahasa Armenia, Swedia, Bahasa Bulgaria, Bahasa Ibrani, Bahasa Ceska, Spanyol	Peru
Bahasa resmi Lesotho adalah <mask>.	Inggris	Bahasa Esti, Bahasa Lituavi, Bahasa Serbia, Portugis, Finlandia, Rusia, Prancis, Thai, Hongaria, Inggris	Lesotho
Bahasa resmi India adalah <mask>.	Inggris	Bahasa Bulgaria, Bahasa Lituavi, Thai, Bahasa Albania, Belanda, Tionghoa, Polandia, Bahasa Esti, Spanyol, Inggris	India
Bahasa resmi Zimbabwe adalah <mask>.	Inggris	Bahasa Ibrani, Bahasa Lituavi, Bahasa Albania, Bahasa Bulgaria, Polandia, Bahasa Georgia, Bahasa Turki, Bahasa Denmark, Prancis, Inggris	Zimbabwe
Bahasa resmi Djibouti adalah <mask>.	Prancis	Bahasa Slovenia, Belanda, Inggris, Bahasa Islan, Bahasa Ibrani, Italia, Bahasa Ukraina, Bahasa Slowakia, Finlandia, Prancis	Djibouti
Bahasa resmi Montana adalah <mask>.	Inggris	Bahasa Slowakia, Bahasa Azeri, Bahasa Ceska, Bahasa Albania, Bahasa Bulgaria, Rusia, Jepang, Belanda, Bahasa Slovenia, Inggris	Montana
Bahasa resmi Bahama adalah <mask>.	Inggris	Bahasa Serbia, Bahasa Basque, Persia, Indonesia, Bahasa Bulgaria, Bahasa Georgia, Spanyol, Hongaria, Bahasa Ukraina, Inggris	Bahama
Bahasa resmi Ontario adalah <mask>.	Inggris	Jerman, Hongaria, Korea, Bahasa Ceska, Bahasa Urdu, Bahasa Serbia, Italia, Rusia, Polandia, Inggris	Ontario
Bahasa resmi Alberta adalah <mask>.	Inggris	Yunani, Bahasa Ceska, Bahasa Denmark, bahasa Latin, Bahasa Ukraina, Jerman, Bahasa Slovenia, Swedia, Bahasa Katala, Inggris	Alberta
Bahasa resmi Montenegro adalah <mask>.	Bahasa Serbia	Bahasa Esti, bahasa Latin, Italia, Bahasa Urdu, Bahasa Katala, Bahasa Azeri, Prancis, Bahasa Georgia, Spanyol, Bahasa Serbia	Montenegro
Bahasa resmi Eswatini adalah <mask>.	Inggris	Bahasa Ibrani, Persia, Bahasa Bulgaria, Bahasa Basque, Bahasa Albania, Swedia, Prancis, Korea, Bahasa Slowakia, Inggris	Eswatini
Bahasa resmi Uni Eropa adalah <mask>.	Belanda	Yunani, Bahasa Lituavi, Bahasa Islan, bahasa Latin, Bahasa Ukraina, Polandia, Bahasa Kroasia, Inggris, Bahasa Esti, Belanda	Uni Eropa
Bahasa resmi Grenada adalah <mask>.	Inggris	Hongaria, Bahasa Lituavi, Bahasa Serbia, bahasa Latin, Portugis, Bahasa Ibrani, Bahasa Armenia, Bahasa Bulgaria, Yunani, Inggris	Grenada
Bahasa resmi Chechnya adalah <mask>.	Rusia	Finlandia, Portugis, Bahasa Slowakia, Bahasa Basque, Hongaria, bahasa Latin, Bahasa Azeri, Thai, Bahasa Rumania, Rusia	Chechnya
Bahasa resmi Rwanda adalah <mask>.	Inggris	Indonesia, Polandia, Portugis, Bahasa Urdu, Thai, Bahasa Ibrani, Yunani, Swedia, Prancis, Inggris	Rwanda
Bahasa resmi Finlandia adalah <mask>.	Finlandia	Swedia, Bahasa Esti, Korea, Jepang, Bahasa Islan, Tionghoa, Bahasa Ibrani, Bahasa Azeri, Bahasa Denmark, Finlandia	Finlandia
Bahasa resmi Nebraska adalah <mask>.	Inggris	Bahasa Ceska, Bahasa Bulgaria, Bahasa Lituavi, Rusia, Finlandia, Tionghoa, Bahasa Katala, Korea, Bahasa Armenia, Inggris	Nebraska
Bahasa resmi Polandia adalah <mask>.	Polandia	Bahasa Slovenia, Swedia, Thai, Bahasa Kroasia, Bahasa Ceska, Inggris, Tionghoa, Bahasa Armenia, Italia, Polandia	Polandia
Bahasa resmi Basel adalah <mask>.	Jerman	Finlandia, Bahasa Rumania, Bahasa Serbia, Bahasa Denmark, Tionghoa, Bahasa Urdu, Bahasa Esti, Persia, Jepang, Jerman	Basel
Bahasa resmi Arkansas adalah <mask>.	Inggris	Italia, Bahasa Basque, Bahasa Islan, Bahasa Ceska, Tionghoa, Hongaria, Bahasa Slowakia, Bahasa Serbia, Bahasa Denmark, Inggris	Arkansas
Bahasa resmi Rumania adalah <mask>.	Bahasa Rumania	Rusia, Bahasa Albania, Belanda, bahasa Latin, Tionghoa, Inggris, Bahasa Urdu, Bahasa Ukraina, Bahasa Denmark, Bahasa Rumania	Rumania
Bahasa resmi Uni Eropa adalah <mask>.	Yunani	Bahasa Islan, Bahasa Ukraina, Bahasa Basque, Tionghoa, Portugis, Finlandia, Bahasa Denmark, Bahasa Azeri, Swedia, Yunani	Uni Eropa
Bahasa resmi Kenya adalah <mask>.	Inggris	Bahasa Lituavi, Jerman, Bahasa Basque, Indonesia, Bahasa Ibrani, Bahasa Kroasia, Bahasa Ukraina, Spanyol, Finlandia, Inggris	Kenya
Bahasa resmi Ghana adalah <mask>.	Inggris	Bahasa Rumania, Bahasa Georgia, Italia, Bahasa Esti, Bahasa Denmark, Bahasa Bulgaria, Bahasa Ceska, Indonesia, Hongaria, Inggris	Ghana
Bahasa resmi Slovenia adalah <mask>.	Bahasa Slovenia	Bahasa Serbia, Bahasa Armenia, Persia, Bahasa Islan, Bahasa Turki, Polandia, Bahasa Esti, Bahasa Urdu, Bahasa Ukraina, Bahasa Slovenia	Slovenia
Bahasa resmi Moldova adalah <mask>.	Bahasa Rumania	Bahasa Basque, Prancis, Swedia, Portugis, Korea, Jerman, Bahasa Serbia, Jepang, Bahasa Denmark, Bahasa Rumania	Moldova
Bahasa resmi Guyana Perancis adalah <mask>.	Prancis	Spanyol, Bahasa Georgia, Bahasa Serbia, Indonesia, Bahasa Urdu, Italia, Bahasa Islan, Bahasa Basque, Yunani, Prancis	Guyana Perancis
Bahasa resmi Lituania adalah <mask>.	Bahasa Lituavi	Rusia, Bahasa Slovenia, Bahasa Katala, Bahasa Slowakia, Bahasa Rumania, Portugis, Bahasa Basque, Bahasa Ukraina, Jerman, Bahasa Lituavi	Lituania
Bahasa resmi Belize adalah <mask>.	Inggris	Belanda, Bahasa Turki, Bahasa Rumania, Italia, Bahasa Basque, Bahasa Serbia, Bahasa Kroasia, Rusia, Bahasa Bulgaria, Inggris	Belize
Bahasa resmi Spanyol adalah <mask>.	Bahasa Katala	Bahasa Ceska, Prancis, Belanda, Indonesia, Bahasa Basque, Bahasa Ukraina, Bahasa Rumania, Italia, Hongaria, Bahasa Katala	Spanyol
Bahasa resmi Barbados adalah <mask>.	Inggris	Portugis, Italia, Jepang, Bahasa Georgia, Bahasa Katala, Bahasa Basque, Bahasa Slovenia, Bahasa Rumania, Bahasa Turki, Inggris	Barbados
Bahasa resmi Kolombia adalah <mask>.	Spanyol	Bahasa Georgia, Portugis, Belanda, Bahasa Rumania, bahasa Latin, Hongaria, Finlandia, Bahasa Ukraina, Bahasa Kroasia, Spanyol	Kolombia
Bahasa resmi Brunei Darussalam adalah <mask>.	Inggris	Bahasa Slovenia, Hongaria, Bahasa Turki, Tionghoa, Bahasa Georgia, Bahasa Slowakia, Bahasa Ceska, Bahasa Esti, bahasa Latin, Inggris	Brunei Darussalam
Bahasa resmi Pakistan adalah <mask>.	Bahasa Urdu	Hongaria, Persia, Jerman, Prancis, Portugis, Bahasa Kroasia, Bahasa Slovenia, Jepang, Thai, Bahasa Urdu	Pakistan
Bahasa resmi Senegal adalah <mask>.	Prancis	Bahasa Rumania, Bahasa Bulgaria, Bahasa Slovenia, Bahasa Turki, Bahasa Esti, Bahasa Ukraina, Bahasa Basque, Portugis, Spanyol, Prancis	Senegal
Bahasa resmi Nunavut adalah <mask>.	Inggris	Bahasa Georgia, Tionghoa, Bahasa Serbia, Bahasa Lituavi, Italia, Bahasa Kroasia, Indonesia, Bahasa Katala, Korea, Inggris	Nunavut
Bahasa resmi Jenewa adalah <mask>.	Prancis	Korea, Bahasa Azeri, Bahasa Turki, Jepang, Belanda, Bahasa Ukraina, Bahasa Esti, Portugis, Bahasa Katala, Prancis	Jenewa
Bahasa resmi Uni Eropa adalah <mask>.	Bahasa Bulgaria	Bahasa Serbia, Bahasa Georgia, Bahasa Esti, Bahasa Urdu, Indonesia, Bahasa Islan, Jepang, Bahasa Armenia, Finlandia, Bahasa Bulgaria	Uni Eropa
Bahasa resmi Bosnia dan Herzegovina adalah <mask>.	Bahasa Serbia	Korea, Spanyol, Bahasa Rumania, Swedia, Bahasa Katala, Bahasa Basque, Hongaria, Yunani, Bahasa Albania, Bahasa Serbia	Bosnia dan Herzegovina
Bahasa resmi Finlandia adalah <mask>.	Swedia	Finlandia, Belanda, Rusia, Bahasa Albania, Jerman, Thai, Spanyol, Prancis, Bahasa Denmark, Swedia	Finlandia
Bahasa resmi Papua Nugini adalah <mask>.	Inggris	Portugis, Bahasa Urdu, Persia, Indonesia, Bahasa Ceska, Polandia, Finlandia, Bahasa Denmark, Bahasa Ibrani, Inggris	Papua Nugini
Bahasa resmi Rwanda adalah <mask>.	Prancis	Bahasa Rumania, Korea, Bahasa Azeri, Bahasa Basque, bahasa Latin, Bahasa Slovenia, Bahasa Urdu, Rusia, Thai, Prancis	Rwanda
Bahasa resmi Chad adalah <mask>.	Prancis	Bahasa Slovenia, Finlandia, Jerman, Bahasa Basque, Inggris, Bahasa Slowakia, Bahasa Esti, Bahasa Azeri, Rusia, Prancis	Chad
Bahasa resmi Yerevan adalah <mask>.	Bahasa Armenia	Bahasa Ibrani, Inggris, Bahasa Denmark, Belanda, Finlandia, Bahasa Lituavi, Bahasa Albania, Korea, Bahasa Serbia, Bahasa Armenia	Yerevan
Bahasa resmi Bolivia adalah <mask>.	Spanyol	Rusia, Bahasa Serbia, Bahasa Kroasia, Jerman, Bahasa Slovenia, Bahasa Basque, Bahasa Armenia, Finlandia, Bahasa Islan, Spanyol	Bolivia
Bahasa resmi Malaysia adalah <mask>.	Inggris	Bahasa Armenia, Tionghoa, Hongaria, Bahasa Georgia, Portugis, Bahasa Rumania, Bahasa Ukraina, Bahasa Urdu, Swedia, Inggris	Malaysia
Bahasa resmi Sudan Selatan adalah <mask>.	Inggris	Hongaria, Bahasa Georgia, Belanda, Rusia, Yunani, Jerman, Bahasa Turki, Indonesia, Bahasa Katala, Inggris	Sudan Selatan
Bahasa resmi Guinea Khatulistiwa adalah <mask>.	Prancis	Bahasa Esti, Finlandia, Bahasa Lituavi, Bahasa Urdu, Indonesia, Persia, Bahasa Azeri, Korea, Bahasa Slowakia, Prancis	Guinea Khatulistiwa
Bahasa resmi Uni Eropa adalah <mask>.	Hongaria	Bahasa Esti, Bahasa Armenia, Spanyol, Bahasa Slovenia, Yunani, Inggris, Bahasa Basque, Bahasa Katala, Bahasa Kroasia, Hongaria	Uni Eropa
Bahasa resmi Kirgizstan adalah <mask>.	Rusia	Bahasa Esti, Bahasa Bulgaria, Bahasa Ceska, Belanda, Bahasa Serbia, Korea, Bahasa Lituavi, Bahasa Armenia, Bahasa Ukraina, Rusia	Kirgizstan
Bahasa resmi Jepang adalah <mask>.	Jepang	Bahasa Rumania, Bahasa Lituavi, Swedia, Finlandia, Bahasa Slovenia, bahasa Latin, Prancis, Indonesia, Bahasa Georgia, Jepang	Jepang
Bahasa resmi Iran adalah <mask>.	Persia	Bahasa Turki, Bahasa Denmark, Bahasa Katala, Belanda, Bahasa Albania, Jepang, Tionghoa, Indonesia, Bahasa Ibrani, Persia	Iran
Bahasa resmi Tampere adalah <mask>.	Finlandia	Bahasa Slowakia, Bahasa Bulgaria, Jerman, Swedia, Bahasa Armenia, Bahasa Slovenia, Thai, Indonesia, Bahasa Kroasia, Finlandia	Tampere
Bahasa resmi Panama adalah <mask>.	Spanyol	Swedia, Bahasa Basque, Finlandia, Thai, Hongaria, Bahasa Slovenia, Bahasa Ukraina, Rusia, Bahasa Georgia, Spanyol	Panama
Bahasa resmi Quebec adalah <mask>.	Prancis	Bahasa Kroasia, Hongaria, Spanyol, Rusia, Polandia, Bahasa Ukraina, Bahasa Slovenia, Bahasa Ceska, Bahasa Lituavi, Prancis	Quebec
Bahasa resmi Kekaisaran Romawi adalah <mask>.	bahasa Latin	Bahasa Lituavi, Bahasa Bulgaria, Korea, Swedia, Bahasa Azeri, Bahasa Ukraina, Bahasa Ceska, Bahasa Urdu, Bahasa Islan, bahasa Latin	Kekaisaran Romawi
Bahasa resmi Guinea Khatulistiwa adalah <mask>.	Spanyol	Bahasa Basque, Bahasa Ukraina, Bahasa Urdu, Bahasa Ibrani, Persia, Bahasa Bulgaria, Bahasa Slovenia, Portugis, Bahasa Lituavi, Spanyol	Guinea Khatulistiwa
Bahasa resmi Newfoundland dan Labrador adalah <mask>.	Inggris	Bahasa Lituavi, Bahasa Bulgaria, Bahasa Islan, Bahasa Katala, Bahasa Armenia, Spanyol, Tionghoa, Belanda, Swedia, Inggris	Newfoundland dan Labrador
Bahasa resmi Uni Eropa adalah <mask>.	Bahasa Esti	Bahasa Lituavi, Bahasa Rumania, Persia, Yunani, Indonesia, Thai, Bahasa Bulgaria, Jerman, Bahasa Ceska, Bahasa Esti	Uni Eropa
Bahasa resmi Perserikatan Bangsa-Bangsa adalah <mask>.	Spanyol	Polandia, Jepang, Bahasa Esti, Jerman, Bahasa Serbia, Hongaria, Bahasa Kroasia, Bahasa Urdu, Bahasa Islan, Spanyol	Perserikatan Bangsa-Bangsa
Bahasa resmi Sakha adalah <mask>.	Rusia	Thai, Bahasa Ceska, Inggris, Prancis, Yunani, Portugis, Bahasa Armenia, Finlandia, Bahasa Katala, Rusia	Sakha
Bahasa resmi Uni Eropa adalah <mask>.	Polandia	Tionghoa, Bahasa Lituavi, Bahasa Slowakia, Persia, Rusia, Bahasa Ceska, Bahasa Esti, Bahasa Azeri, Jepang, Polandia	Uni Eropa
Bahasa resmi Republik Dominika adalah <mask>.	Spanyol	Bahasa Kroasia, Tionghoa, Belanda, Yunani, Italia, Bahasa Georgia, Bahasa Slovenia, Jerman, Bahasa Albania, Spanyol	Republik Dominika
Bahasa resmi British Columbia adalah <mask>.	Inggris	Prancis, Belanda, Korea, Bahasa Bulgaria, Bahasa Katala, Bahasa Kroasia, Italia, Yunani, Rusia, Inggris	British Columbia
Bahasa resmi Belgia adalah <mask>.	Belanda	Bahasa Basque, Bahasa Rumania, Yunani, Prancis, Bahasa Lituavi, Polandia, Swedia, Bahasa Albania, Portugis, Belanda	Belgia
Bahasa resmi Kekaisaran Romawi Timur adalah <mask>.	bahasa Latin	Spanyol, Bahasa Ibrani, Bahasa Rumania, Jepang, Bahasa Esti, Thai, Bahasa Denmark, Bahasa Turki, Indonesia, bahasa Latin	Kekaisaran Romawi Timur
Bahasa resmi Republik Irlandia adalah <mask>.	Inggris	Bahasa Serbia, Jerman, Italia, Hongaria, Rusia, Bahasa Azeri, Bahasa Georgia, Bahasa Islan, Spanyol, Inggris	Republik Irlandia
Bahasa resmi Belanda adalah <mask>.	Belanda	Bahasa Georgia, Bahasa Ceska, Bahasa Turki, Bahasa Esti, Bahasa Ukraina, Hongaria, Bahasa Basque, Indonesia, Portugis, Belanda	Belanda
Bahasa resmi Kansas adalah <mask>.	Inggris	Polandia, Bahasa Slowakia, Bahasa Turki, Bahasa Serbia, Bahasa Katala, Bahasa Armenia, Bahasa Esti, Bahasa Ukraina, Thai, Inggris	Kansas
Bahasa resmi Afrika Selatan adalah <mask>.	Inggris	Bahasa Ukraina, bahasa Latin, Bahasa Georgia, Thai, Tionghoa, Jerman, Rusia, Italia, Bahasa Esti, Inggris	Afrika Selatan
Bahasa resmi Vanuatu adalah <mask>.	Inggris	bahasa Latin, Belanda, Indonesia, Korea, Bahasa Bulgaria, Bahasa Georgia, Jerman, Bahasa Katala, Bahasa Serbia, Inggris	Vanuatu
Bahasa resmi Montenegro adalah <mask>.	Bahasa Kroasia	Bahasa Katala, Bahasa Georgia, Bahasa Ukraina, Bahasa Ceska, Hongaria, Bahasa Denmark, Jerman, Spanyol, Yunani, Bahasa Kroasia	Montenegro
Bahasa resmi Suriname adalah <mask>.	Belanda	Hongaria, Portugis, Indonesia, Bahasa Serbia, Bahasa Kroasia, Bahasa Armenia, Bahasa Slovenia, Tionghoa, Bahasa Ceska, Belanda	Suriname
Bahasa resmi Colorado adalah <mask>.	Inggris	Bahasa Katala, Bahasa Ukraina, Bahasa Islan, Bahasa Azeri, Portugis, Hongaria, Bahasa Kroasia, Prancis, Bahasa Ceska, Inggris	Colorado
Bahasa resmi Tonga adalah <mask>.	Inggris	Bahasa Slowakia, Hongaria, Bahasa Katala, Bahasa Georgia, Prancis, Yunani, Bahasa Armenia, Swedia, Portugis, Inggris	Tonga
Bahasa resmi Inggris adalah <mask>.	Inggris	Bahasa Slovenia, Bahasa Denmark, Bahasa Esti, Tionghoa, Bahasa Albania, Swedia, Finlandia, Bahasa Ceska, Bahasa Bulgaria, Inggris	Inggris
Bahasa resmi Guinea Khatulistiwa adalah <mask>.	Portugis	Bahasa Esti, Bahasa Albania, Bahasa Georgia, Bahasa Slovenia, Hongaria, Bahasa Bulgaria, Bahasa Slowakia, Jerman, Jepang, Portugis	Guinea Khatulistiwa
Bahasa resmi Guinea-Bissau adalah <mask>.	Portugis	Bahasa Slowakia, Italia, bahasa Latin, Belanda, Polandia, Bahasa Kroasia, Swedia, Indonesia, Bahasa Esti, Portugis	Guinea-Bissau
Bahasa resmi Bosnia dan Herzegovina adalah <mask>.	Bahasa Kroasia	Rusia, Bahasa Esti, Jepang, Prancis, Bahasa Urdu, Portugis, Persia, Bahasa Rumania, Bahasa Katala, Bahasa Kroasia	Bosnia dan Herzegovina
Bahasa resmi Indiana adalah <mask>.	Inggris	Bahasa Kroasia, Hongaria, Polandia, Spanyol, Bahasa Albania, Tionghoa, Bahasa Urdu, Bahasa Islan, Thai, Inggris	Indiana
Bahasa resmi Korea Utara adalah <mask>.	Korea	Persia, Finlandia, Bahasa Azeri, Bahasa Slowakia, Bahasa Turki, Indonesia, Bahasa Basque, Spanyol, Thai, Korea	Korea Utara
Bahasa resmi Rusia adalah <mask>.	Bahasa Ukraina	Hongaria, Bahasa Armenia, Indonesia, Bahasa Bulgaria, Bahasa Georgia, Belanda, Yunani, Bahasa Rumania, bahasa Latin, Bahasa Ukraina	Rusia
Bahasa resmi Argentina adalah <mask>.	Spanyol	Bahasa Slowakia, Indonesia, Tionghoa, Persia, Bahasa Albania, Swedia, Bahasa Islan, Hongaria, Bahasa Ukraina, Spanyol	Argentina
Bahasa resmi Nova Scotia adalah <mask>.	Inggris	Thai, Bahasa Kroasia, Italia, Bahasa Azeri, Bahasa Ibrani, Bahasa Slowakia, Bahasa Ceska, Rusia, Jerman, Inggris	Nova Scotia
Bahasa resmi Hawaii adalah <mask>.	Inggris	Bahasa Ukraina, Bahasa Turki, Bahasa Bulgaria, Bahasa Islan, Indonesia, Bahasa Slowakia, Spanyol, Bahasa Denmark, Bahasa Slovenia, Inggris	Hawaii
Bahasa resmi Palau adalah <mask>.	Inggris	Bahasa Denmark, Polandia, Swedia, Bahasa Slowakia, Bahasa Azeri, Bahasa Armenia, Bahasa Turki, Italia, Thai, Inggris	Palau
Bahasa resmi Niue adalah <mask>.	Inggris	Bahasa Kroasia, Bahasa Esti, Bahasa Denmark, Bahasa Katala, Bahasa Azeri, Prancis, Jerman, Tionghoa, Portugis, Inggris	Niue
Bahasa resmi Pantai Gading adalah <mask>.	Prancis	Korea, Italia, Bahasa Islan, Bahasa Denmark, Jepang, Swedia, Bahasa Georgia, Polandia, Bahasa Bulgaria, Prancis	Pantai Gading
Bahasa resmi Honduras adalah <mask>.	Spanyol	Tionghoa, Bahasa Turki, Bahasa Ibrani, Bahasa Azeri, Bahasa Urdu, Bahasa Georgia, Bahasa Slovenia, Bahasa Esti, Prancis, Spanyol	Honduras
Bahasa resmi New Hampshire adalah <mask>.	Inggris	Jerman, Bahasa Georgia, Portugis, Persia, Tionghoa, Hongaria, Bahasa Kroasia, Korea, Indonesia, Inggris	New Hampshire
Bahasa resmi Burundi adalah <mask>.	Inggris	Rusia, Bahasa Turki, Belanda, Tionghoa, Bahasa Azeri, Bahasa Basque, Korea, Jerman, Bahasa Slovenia, Inggris	Burundi
Bahasa resmi Kamerun adalah <mask>.	Inggris	Bahasa Basque, Italia, Yunani, Bahasa Slovenia, Polandia, Bahasa Urdu, Hongaria, Prancis, Finlandia, Inggris	Kamerun
Bahasa resmi Alaska adalah <mask>.	Inggris	Bahasa Denmark, Finlandia, Bahasa Slovenia, Bahasa Kroasia, bahasa Latin, Bahasa Rumania, Rusia, Bahasa Katala, Prancis, Inggris	Alaska
Bahasa resmi Vatikan adalah <mask>.	Italia	Bahasa Islan, Bahasa Slowakia, Bahasa Albania, Finlandia, Bahasa Ceska, Portugis, Polandia, Bahasa Basque, Hongaria, Italia	Vatikan
Bahasa resmi Mozambik adalah <mask>.	Portugis	Bahasa Ibrani, Korea, Indonesia, Bahasa Urdu, Bahasa Katala, Bahasa Georgia, Bahasa Slovenia, Bahasa Kroasia, Bahasa Ceska, Portugis	Mozambik
Bahasa resmi Timor Leste adalah <mask>.	Portugis	bahasa Latin, Belanda, Bahasa Basque, Bahasa Armenia, Italia, Swedia, Bahasa Albania, Bahasa Georgia, Korea, Portugis	Timor Leste
Bahasa resmi Nigeria adalah <mask>.	Inggris	Bahasa Albania, Bahasa Lituavi, Bahasa Basque, Bahasa Esti, Bahasa Slowakia, Bahasa Denmark, Spanyol, Thai, Polandia, Inggris	Nigeria
Bahasa resmi Abkhazia adalah <mask>.	Rusia	Portugis, Tionghoa, Bahasa Denmark, Korea, Prancis, Indonesia, Italia, Bahasa Kroasia, bahasa Latin, Rusia	Abkhazia
