Prompt	Ans	Candidate Ans	Subject
Η επίσημη γλώσσα του Δημοκρατία του Κονγκό είναι <mask>.	Γαλλικά	Πολωνικά, Εβραϊκά, Ταϊλανδικά, Κροατικά, Εσθονικά, λατινική γλώσσα, Ελληνικά, Ιαπωνικά, Τουρκικά, Γαλλικά	Δημοκρατία του Κονγκό
Η επίσημη γλώσσα του Νησιά Σολομώντα είναι <mask>.	Αγγλικά	Γαλλικά, Ουγγρικά, Ταϊλανδικά, Σλοβακικά, Ισλανδική γλώσσα, Βουλγαρικά, Κορεατική γλώσσα, Κινεζικά, Ρωσικά, Αγγλικά	Νησιά Σολομώντα
Η επίσημη γλώσσα του Νησί του Πάσχα είναι <mask>.	Ισπανικά	Ρωσικά, Τσεχικά, λατινική γλώσσα, Δανικά, Ιαπωνικά, Ουγγρικά, Ισλανδική γλώσσα, Γεωργιανή γλώσσα, σουηδικά, Ισπανικά	Νησί του Πάσχα
Η επίσημη γλώσσα του Βραζιλία είναι <mask>.	Πορτογαλικά	Ουρντού, Ισλανδική γλώσσα, Σερβικά, Ταϊλανδικά, Φινλανδικά, Γεωργιανή γλώσσα, Βασκική γλώσσα, Σλοβακικά, Λιθουανικά, Πορτογαλικά	Βραζιλία
Η επίσημη γλώσσα του Μεξικό είναι <mask>.	Ισπανικά	Ιταλικά, Κινεζικά, Εσθονικά, Ρουμανικά, Aρμενικά, Καταλανικά, Βασκική γλώσσα, Γαλλικά, Ουρντού, Ισπανικά	Μεξικό
Η επίσημη γλώσσα του Γκάμπια είναι <mask>.	Αγγλικά	Σερβικά, Ρωσικά, Αζερική γλώσσα, Πολωνικά, Ισπανικά, Εσθονικά, Ιταλικά, λατινική γλώσσα, Σλοβακικά, Αγγλικά	Γκάμπια
Η επίσημη γλώσσα του Νήσος του Μαν είναι <mask>.	Αγγλικά	Κροατικά, Κορεατική γλώσσα, Φινλανδικά, Κινεζικά, Γαλλικά, Ταϊλανδικά, Ιαπωνικά, Σερβικά, Βασκική γλώσσα, Αγγλικά	Νήσος του Μαν
Η επίσημη γλώσσα του Μισισίπι είναι <mask>.	Αγγλικά	Ελληνικά, Ιαπωνικά, Δανικά, Κινεζικά, Ρουμανικά, Ολλανδικά, Κροατικά, Ουρντού, Aρμενικά, Αγγλικά	Μισισίπι
Η επίσημη γλώσσα του Μακάου είναι <mask>.	Κινεζικά	σουηδικά, Αλβανικά, Τσεχικά, Ινδονησιακά, Γαλλικά, Γερμανικά, Ταϊλανδικά, Κροατικά, Ρουμανικά, Κινεζικά	Μακάου
Η επίσημη γλώσσα του Ισραήλ είναι <mask>.	Εβραϊκά	Ισλανδική γλώσσα, Ρουμανικά, Αγγλικά, Καταλανικά, Σλοβακικά, Ελληνικά, Ουγγρικά, Πολωνικά, Βουλγαρικά, Εβραϊκά	Ισραήλ
Η επίσημη γλώσσα του Σαμόα είναι <mask>.	Αγγλικά	Εβραϊκά, Σλοβακικά, Aρμενικά, Ισπανικά, Ουγγρικά, Κορεατική γλώσσα, Ουρντού, Κινεζικά, Ιαπωνικά, Αγγλικά	Σαμόα
Η επίσημη γλώσσα του Ελβετία είναι <mask>.	Γαλλικά	Κροατικά, Εβραϊκά, λατινική γλώσσα, Γερμανικά, Ουγγρικά, Αζερική γλώσσα, Ισπανικά, Ουκρανικά, Ολλανδικά, Γαλλικά	Ελβετία
Η επίσημη γλώσσα του Βέλγιο είναι <mask>.	Γερμανικά	Φινλανδικά, Ιταλικά, Αζερική γλώσσα, Ισλανδική γλώσσα, Ελληνικά, Κινεζικά, Aρμενικά, Γεωργιανή γλώσσα, Αλβανικά, Γερμανικά	Βέλγιο
Η επίσημη γλώσσα του Ναουρού είναι <mask>.	Αγγλικά	Αζερική γλώσσα, Ουγγρικά, Ουκρανικά, Αλβανικά, Εβραϊκά, Κροατικά, Δανικά, Γαλλικά, Ιταλικά, Αγγλικά	Ναουρού
Η επίσημη γλώσσα του Νήσοι Φώκλαντ είναι <mask>.	Αγγλικά	Ινδονησιακά, Ελληνικά, Εβραϊκά, λατινική γλώσσα, Σλοβακικά, Κινεζικά, Aρμενικά, Γεωργιανή γλώσσα, Ισλανδική γλώσσα, Αγγλικά	Νήσοι Φώκλαντ
Η επίσημη γλώσσα του Γουινέα είναι <mask>.	Γαλλικά	Τσεχικά, Ιαπωνικά, Ρουμανικά, Εσθονικά, Τουρκικά, Ισλανδική γλώσσα, Ινδονησιακά, Φινλανδικά, Ισπανικά, Γαλλικά	Γουινέα
Η επίσημη γλώσσα του Αυστραλία είναι <mask>.	Αγγλικά	σουηδικά, Ισλανδική γλώσσα, Σλοβακικά, λατινική γλώσσα, Κορεατική γλώσσα, Κροατικά, Τουρκικά, Γαλλικά, Αζερική γλώσσα, Αγγλικά	Αυστραλία
Η επίσημη γλώσσα του Περού είναι <mask>.	Ισπανικά	Πολωνικά, Ουγγρικά, Ισλανδική γλώσσα, Ολλανδικά, Aρμενικά, σουηδικά, Βουλγαρικά, Εβραϊκά, Τσεχικά, Ισπανικά	Περού
Η επίσημη γλώσσα του Λεσότο είναι <mask>.	Αγγλικά	Εσθονικά, Λιθουανικά, Σερβικά, Πορτογαλικά, Φινλανδικά, Ρωσικά, Γαλλικά, Ταϊλανδικά, Ουγγρικά, Αγγλικά	Λεσότο
Η επίσημη γλώσσα του Ινδία είναι <mask>.	Αγγλικά	Βουλγαρικά, Λιθουανικά, Ταϊλανδικά, Αλβανικά, Ολλανδικά, Κινεζικά, Πολωνικά, Εσθονικά, Ισπανικά, Αγγλικά	Ινδία
Η επίσημη γλώσσα του Ζιμπάμπουε είναι <mask>.	Αγγλικά	Εβραϊκά, Λιθουανικά, Αλβανικά, Βουλγαρικά, Πολωνικά, Γεωργιανή γλώσσα, Τουρκικά, Δανικά, Γαλλικά, Αγγλικά	Ζιμπάμπουε
Η επίσημη γλώσσα του Τζιμπουτί είναι <mask>.	Γαλλικά	Σλοβενικά, Ολλανδικά, Αγγλικά, Ισλανδική γλώσσα, Εβραϊκά, Ιταλικά, Ουκρανικά, Σλοβακικά, Φινλανδικά, Γαλλικά	Τζιμπουτί
Η επίσημη γλώσσα του Μοντάνα είναι <mask>.	Αγγλικά	Σλοβακικά, Αζερική γλώσσα, Τσεχικά, Αλβανικά, Βουλγαρικά, Ρωσικά, Ιαπωνικά, Ολλανδικά, Σλοβενικά, Αγγλικά	Μοντάνα
Η επίσημη γλώσσα του Μπαχάμες είναι <mask>.	Αγγλικά	Σερβικά, Βασκική γλώσσα, Περσικά, Ινδονησιακά, Βουλγαρικά, Γεωργιανή γλώσσα, Ισπανικά, Ουγγρικά, Ουκρανικά, Αγγλικά	Μπαχάμες
Η επίσημη γλώσσα του Οντάριο είναι <mask>.	Αγγλικά	Γερμανικά, Ουγγρικά, Κορεατική γλώσσα, Τσεχικά, Ουρντού, Σερβικά, Ιταλικά, Ρωσικά, Πολωνικά, Αγγλικά	Οντάριο
Η επίσημη γλώσσα του Αλμπέρτα είναι <mask>.	Αγγλικά	Ελληνικά, Τσεχικά, Δανικά, λατινική γλώσσα, Ουκρανικά, Γερμανικά, Σλοβενικά, σουηδικά, Καταλανικά, Αγγλικά	Αλμπέρτα
Η επίσημη γλώσσα του Μαυροβούνιο είναι <mask>.	Σερβικά	Εσθονικά, λατινική γλώσσα, Ιταλικά, Ουρντού, Καταλανικά, Αζερική γλώσσα, Γαλλικά, Γεωργιανή γλώσσα, Ισπανικά, Σερβικά	Μαυροβούνιο
Η επίσημη γλώσσα του Εσουατίνι είναι <mask>.	Αγγλικά	Εβραϊκά, Περσικά, Βουλγαρικά, Βασκική γλώσσα, Αλβανικά, σουηδικά, Γαλλικά, Κορεατική γλώσσα, Σλοβακικά, Αγγλικά	Εσουατίνι
Η επίσημη γλώσσα του Ευρωπαϊκή Ένωση είναι <mask>.	Ολλανδικά	Ελληνικά, Λιθουανικά, Ισλανδική γλώσσα, λατινική γλώσσα, Ουκρανικά, Πολωνικά, Κροατικά, Αγγλικά, Εσθονικά, Ολλανδικά	Ευρωπαϊκή Ένωση
Η επίσημη γλώσσα του Γρενάδα είναι <mask>.	Αγγλικά	Ουγγρικά, Λιθουανικά, Σερβικά, λατινική γλώσσα, Πορτογαλικά, Εβραϊκά, Aρμενικά, Βουλγαρικά, Ελληνικά, Αγγλικά	Γρενάδα
Η επίσημη γλώσσα του Δημοκρατία της Τσετσενίας είναι <mask>.	Ρωσικά	Φινλανδικά, Πορτογαλικά, Σλοβακικά, Βασκική γλώσσα, Ουγγρικά, λατινική γλώσσα, Αζερική γλώσσα, Ταϊλανδικά, Ρουμανικά, Ρωσικά	Δημοκρατία της Τσετσενίας
Η επίσημη γλώσσα του Ρουάντα είναι <mask>.	Αγγλικά	Ινδονησιακά, Πολωνικά, Πορτογαλικά, Ουρντού, Ταϊλανδικά, Εβραϊκά, Ελληνικά, σουηδικά, Γαλλικά, Αγγλικά	Ρουάντα
Η επίσημη γλώσσα του Φινλανδία είναι <mask>.	Φινλανδικά	σουηδικά, Εσθονικά, Κορεατική γλώσσα, Ιαπωνικά, Ισλανδική γλώσσα, Κινεζικά, Εβραϊκά, Αζερική γλώσσα, Δανικά, Φινλανδικά	Φινλανδία
Η επίσημη γλώσσα του Νεμπράσκα είναι <mask>.	Αγγλικά	Τσεχικά, Βουλγαρικά, Λιθουανικά, Ρωσικά, Φινλανδικά, Κινεζικά, Καταλανικά, Κορεατική γλώσσα, Aρμενικά, Αγγλικά	Νεμπράσκα
Η επίσημη γλώσσα του Πολωνία είναι <mask>.	Πολωνικά	Σλοβενικά, σουηδικά, Ταϊλανδικά, Κροατικά, Τσεχικά, Αγγλικά, Κινεζικά, Aρμενικά, Ιταλικά, Πολωνικά	Πολωνία
Η επίσημη γλώσσα του Βασιλεία είναι <mask>.	Γερμανικά	Φινλανδικά, Ρουμανικά, Σερβικά, Δανικά, Κινεζικά, Ουρντού, Εσθονικά, Περσικά, Ιαπωνικά, Γερμανικά	Βασιλεία
Η επίσημη γλώσσα του Άρκανσο είναι <mask>.	Αγγλικά	Ιταλικά, Βασκική γλώσσα, Ισλανδική γλώσσα, Τσεχικά, Κινεζικά, Ουγγρικά, Σλοβακικά, Σερβικά, Δανικά, Αγγλικά	Άρκανσο
Η επίσημη γλώσσα του Ρουμανία είναι <mask>.	Ρουμανικά	Ρωσικά, Αλβανικά, Ολλανδικά, λατινική γλώσσα, Κινεζικά, Αγγλικά, Ουρντού, Ουκρανικά, Δανικά, Ρουμανικά	Ρουμανία
Η επίσημη γλώσσα του Ευρωπαϊκή Ένωση είναι <mask>.	Ελληνικά	Ισλανδική γλώσσα, Ουκρανικά, Βασκική γλώσσα, Κινεζικά, Πορτογαλικά, Φινλανδικά, Δανικά, Αζερική γλώσσα, σουηδικά, Ελληνικά	Ευρωπαϊκή Ένωση
Η επίσημη γλώσσα του Κένυα είναι <mask>.	Αγγλικά	Λιθουανικά, Γερμανικά, Βασκική γλώσσα, Ινδονησιακά, Εβραϊκά, Κροατικά, Ουκρανικά, Ισπανικά, Φινλανδικά, Αγγλικά	Κένυα
Η επίσημη γλώσσα του Γκάνα είναι <mask>.	Αγγλικά	Ρουμανικά, Γεωργιανή γλώσσα, Ιταλικά, Εσθονικά, Δανικά, Βουλγαρικά, Τσεχικά, Ινδονησιακά, Ουγγρικά, Αγγλικά	Γκάνα
Η επίσημη γλώσσα του Σλοβενία είναι <mask>.	Σλοβενικά	Σερβικά, Aρμενικά, Περσικά, Ισλανδική γλώσσα, Τουρκικά, Πολωνικά, Εσθονικά, Ουρντού, Ουκρανικά, Σλοβενικά	Σλοβενία
Η επίσημη γλώσσα του Μολδαβία είναι <mask>.	Ρουμανικά	Βασκική γλώσσα, Γαλλικά, σουηδικά, Πορτογαλικά, Κορεατική γλώσσα, Γερμανικά, Σερβικά, Ιαπωνικά, Δανικά, Ρουμανικά	Μολδαβία
Η επίσημη γλώσσα του Γαλλική Γουιάνα είναι <mask>.	Γαλλικά	Ισπανικά, Γεωργιανή γλώσσα, Σερβικά, Ινδονησιακά, Ουρντού, Ιταλικά, Ισλανδική γλώσσα, Βασκική γλώσσα, Ελληνικά, Γαλλικά	Γαλλική Γουιάνα
Η επίσημη γλώσσα του Λιθουανία είναι <mask>.	Λιθουανικά	Ρωσικά, Σλοβενικά, Καταλανικά, Σλοβακικά, Ρουμανικά, Πορτογαλικά, Βασκική γλώσσα, Ουκρανικά, Γερμανικά, Λιθουανικά	Λιθουανία
Η επίσημη γλώσσα του Μπελίζ είναι <mask>.	Αγγλικά	Ολλανδικά, Τουρκικά, Ρουμανικά, Ιταλικά, Βασκική γλώσσα, Σερβικά, Κροατικά, Ρωσικά, Βουλγαρικά, Αγγλικά	Μπελίζ
Η επίσημη γλώσσα του Ισπανία είναι <mask>.	Καταλανικά	Τσεχικά, Γαλλικά, Ολλανδικά, Ινδονησιακά, Βασκική γλώσσα, Ουκρανικά, Ρουμανικά, Ιταλικά, Ουγγρικά, Καταλανικά	Ισπανία
Η επίσημη γλώσσα του Μπαρμπάντος είναι <mask>.	Αγγλικά	Πορτογαλικά, Ιταλικά, Ιαπωνικά, Γεωργιανή γλώσσα, Καταλανικά, Βασκική γλώσσα, Σλοβενικά, Ρουμανικά, Τουρκικά, Αγγλικά	Μπαρμπάντος
Η επίσημη γλώσσα του Κολομβία είναι <mask>.	Ισπανικά	Γεωργιανή γλώσσα, Πορτογαλικά, Ολλανδικά, Ρουμανικά, λατινική γλώσσα, Ουγγρικά, Φινλανδικά, Ουκρανικά, Κροατικά, Ισπανικά	Κολομβία
Η επίσημη γλώσσα του Μπρουνέι είναι <mask>.	Αγγλικά	Σλοβενικά, Ουγγρικά, Τουρκικά, Κινεζικά, Γεωργιανή γλώσσα, Σλοβακικά, Τσεχικά, Εσθονικά, λατινική γλώσσα, Αγγλικά	Μπρουνέι
Η επίσημη γλώσσα του Πακιστάν είναι <mask>.	Ουρντού	Ουγγρικά, Περσικά, Γερμανικά, Γαλλικά, Πορτογαλικά, Κροατικά, Σλοβενικά, Ιαπωνικά, Ταϊλανδικά, Ουρντού	Πακιστάν
Η επίσημη γλώσσα του Σενεγάλη είναι <mask>.	Γαλλικά	Ρουμανικά, Βουλγαρικά, Σλοβενικά, Τουρκικά, Εσθονικά, Ουκρανικά, Βασκική γλώσσα, Πορτογαλικά, Ισπανικά, Γαλλικά	Σενεγάλη
Η επίσημη γλώσσα του Νούναβουτ είναι <mask>.	Αγγλικά	Γεωργιανή γλώσσα, Κινεζικά, Σερβικά, Λιθουανικά, Ιταλικά, Κροατικά, Ινδονησιακά, Καταλανικά, Κορεατική γλώσσα, Αγγλικά	Νούναβουτ
Η επίσημη γλώσσα του Γενεύη είναι <mask>.	Γαλλικά	Κορεατική γλώσσα, Αζερική γλώσσα, Τουρκικά, Ιαπωνικά, Ολλανδικά, Ουκρανικά, Εσθονικά, Πορτογαλικά, Καταλανικά, Γαλλικά	Γενεύη
Η επίσημη γλώσσα του Ευρωπαϊκή Ένωση είναι <mask>.	Βουλγαρικά	Σερβικά, Γεωργιανή γλώσσα, Εσθονικά, Ουρντού, Ινδονησιακά, Ισλανδική γλώσσα, Ιαπωνικά, Aρμενικά, Φινλανδικά, Βουλγαρικά	Ευρωπαϊκή Ένωση
Η επίσημη γλώσσα του Βοσνία και Ερζεγοβίνη είναι <mask>.	Σερβικά	Κορεατική γλώσσα, Ισπανικά, Ρουμανικά, σουηδικά, Καταλανικά, Βασκική γλώσσα, Ουγγρικά, Ελληνικά, Αλβανικά, Σερβικά	Βοσνία και Ερζεγοβίνη
Η επίσημη γλώσσα του Φινλανδία είναι <mask>.	σουηδικά	Φινλανδικά, Ολλανδικά, Ρωσικά, Αλβανικά, Γερμανικά, Ταϊλανδικά, Ισπανικά, Γαλλικά, Δανικά, σουηδικά	Φινλανδία
Η επίσημη γλώσσα του Παπούα Νέα Γουινέα είναι <mask>.	Αγγλικά	Πορτογαλικά, Ουρντού, Περσικά, Ινδονησιακά, Τσεχικά, Πολωνικά, Φινλανδικά, Δανικά, Εβραϊκά, Αγγλικά	Παπούα Νέα Γουινέα
Η επίσημη γλώσσα του Ρουάντα είναι <mask>.	Γαλλικά	Ρουμανικά, Κορεατική γλώσσα, Αζερική γλώσσα, Βασκική γλώσσα, λατινική γλώσσα, Σλοβενικά, Ουρντού, Ρωσικά, Ταϊλανδικά, Γαλλικά	Ρουάντα
Η επίσημη γλώσσα του Τσαντ είναι <mask>.	Γαλλικά	Σλοβενικά, Φινλανδικά, Γερμανικά, Βασκική γλώσσα, Αγγλικά, Σλοβακικά, Εσθονικά, Αζερική γλώσσα, Ρωσικά, Γαλλικά	Τσαντ
Η επίσημη γλώσσα του Γερεβάν είναι <mask>.	Aρμενικά	Εβραϊκά, Αγγλικά, Δανικά, Ολλανδικά, Φινλανδικά, Λιθουανικά, Αλβανικά, Κορεατική γλώσσα, Σερβικά, Aρμενικά	Γερεβάν
Η επίσημη γλώσσα του Βολιβία είναι <mask>.	Ισπανικά	Ρωσικά, Σερβικά, Κροατικά, Γερμανικά, Σλοβενικά, Βασκική γλώσσα, Aρμενικά, Φινλανδικά, Ισλανδική γλώσσα, Ισπανικά	Βολιβία
Η επίσημη γλώσσα του Μαλαισία είναι <mask>.	Αγγλικά	Aρμενικά, Κινεζικά, Ουγγρικά, Γεωργιανή γλώσσα, Πορτογαλικά, Ρουμανικά, Ουκρανικά, Ουρντού, σουηδικά, Αγγλικά	Μαλαισία
Η επίσημη γλώσσα του Νότιο Σουδάν είναι <mask>.	Αγγλικά	Ουγγρικά, Γεωργιανή γλώσσα, Ολλανδικά, Ρωσικά, Ελληνικά, Γερμανικά, Τουρκικά, Ινδονησιακά, Καταλανικά, Αγγλικά	Νότιο Σουδάν
Η επίσημη γλώσσα του Ισημερινή Γουινέα είναι <mask>.	Γαλλικά	Εσθονικά, Φινλανδικά, Λιθουανικά, Ουρντού, Ινδονησιακά, Περσικά, Αζερική γλώσσα, Κορεατική γλώσσα, Σλοβακικά, Γαλλικά	Ισημερινή Γουινέα
Η επίσημη γλώσσα του Ευρωπαϊκή Ένωση είναι <mask>.	Ουγγρικά	Εσθονικά, Aρμενικά, Ισπανικά, Σλοβενικά, Ελληνικά, Αγγλικά, Βασκική γλώσσα, Καταλανικά, Κροατικά, Ουγγρικά	Ευρωπαϊκή Ένωση
Η επίσημη γλώσσα του Κιργιζία είναι <mask>.	Ρωσικά	Εσθονικά, Βουλγαρικά, Τσεχικά, Ολλανδικά, Σερβικά, Κορεατική γλώσσα, Λιθουανικά, Aρμενικά, Ουκρανικά, Ρωσικά	Κιργιζία
Η επίσημη γλώσσα του Ιαπωνία είναι <mask>.	Ιαπωνικά	Ρουμανικά, Λιθουανικά, σουηδικά, Φινλανδικά, Σλοβενικά, λατινική γλώσσα, Γαλλικά, Ινδονησιακά, Γεωργιανή γλώσσα, Ιαπωνικά	Ιαπωνία
Η επίσημη γλώσσα του Ιράν είναι <mask>.	Περσικά	Τουρκικά, Δανικά, Καταλανικά, Ολλανδικά, Αλβανικά, Ιαπωνικά, Κινεζικά, Ινδονησιακά, Εβραϊκά, Περσικά	Ιράν
Η επίσημη γλώσσα του Τάμπερε είναι <mask>.	Φινλανδικά	Σλοβακικά, Βουλγαρικά, Γερμανικά, σουηδικά, Aρμενικά, Σλοβενικά, Ταϊλανδικά, Ινδονησιακά, Κροατικά, Φινλανδικά	Τάμπερε
Η επίσημη γλώσσα του Παναμάς είναι <mask>.	Ισπανικά	σουηδικά, Βασκική γλώσσα, Φινλανδικά, Ταϊλανδικά, Ουγγρικά, Σλοβενικά, Ουκρανικά, Ρωσικά, Γεωργιανή γλώσσα, Ισπανικά	Παναμάς
Η επίσημη γλώσσα του Κεμπέκ είναι <mask>.	Γαλλικά	Κροατικά, Ουγγρικά, Ισπανικά, Ρωσικά, Πολωνικά, Ουκρανικά, Σλοβενικά, Τσεχικά, Λιθουανικά, Γαλλικά	Κεμπέκ
Η επίσημη γλώσσα του Ρωμαϊκή Αυτοκρατορία είναι <mask>.	λατινική γλώσσα	Λιθουανικά, Βουλγαρικά, Κορεατική γλώσσα, σουηδικά, Αζερική γλώσσα, Ουκρανικά, Τσεχικά, Ουρντού, Ισλανδική γλώσσα, λατινική γλώσσα	Ρωμαϊκή Αυτοκρατορία
Η επίσημη γλώσσα του Ισημερινή Γουινέα είναι <mask>.	Ισπανικά	Βασκική γλώσσα, Ουκρανικά, Ουρντού, Εβραϊκά, Περσικά, Βουλγαρικά, Σλοβενικά, Πορτογαλικά, Λιθουανικά, Ισπανικά	Ισημερινή Γουινέα
Η επίσημη γλώσσα του Νέα Γη και Λαμπραντόρ είναι <mask>.	Αγγλικά	Λιθουανικά, Βουλγαρικά, Ισλανδική γλώσσα, Καταλανικά, Aρμενικά, Ισπανικά, Κινεζικά, Ολλανδικά, σουηδικά, Αγγλικά	Νέα Γη και Λαμπραντόρ
Η επίσημη γλώσσα του Ευρωπαϊκή Ένωση είναι <mask>.	Εσθονικά	Λιθουανικά, Ρουμανικά, Περσικά, Ελληνικά, Ινδονησιακά, Ταϊλανδικά, Βουλγαρικά, Γερμανικά, Τσεχικά, Εσθονικά	Ευρωπαϊκή Ένωση
Η επίσημη γλώσσα του Οργανισμός Ηνωμένων Εθνών είναι <mask>.	Ισπανικά	Πολωνικά, Ιαπωνικά, Εσθονικά, Γερμανικά, Σερβικά, Ουγγρικά, Κροατικά, Ουρντού, Ισλανδική γλώσσα, Ισπανικά	Οργανισμός Ηνωμένων Εθνών
Η επίσημη γλώσσα του Δημοκρατία των Σαχά είναι <mask>.	Ρωσικά	Ταϊλανδικά, Τσεχικά, Αγγλικά, Γαλλικά, Ελληνικά, Πορτογαλικά, Aρμενικά, Φινλανδικά, Καταλανικά, Ρωσικά	Δημοκρατία των Σαχά
Η επίσημη γλώσσα του Ευρωπαϊκή Ένωση είναι <mask>.	Πολωνικά	Κινεζικά, Λιθουανικά, Σλοβακικά, Περσικά, Ρωσικά, Τσεχικά, Εσθονικά, Αζερική γλώσσα, Ιαπωνικά, Πολωνικά	Ευρωπαϊκή Ένωση
Η επίσημη γλώσσα του Δομινικανή Δημοκρατία είναι <mask>.	Ισπανικά	Κροατικά, Κινεζικά, Ολλανδικά, Ελληνικά, Ιταλικά, Γεωργιανή γλώσσα, Σλοβενικά, Γερμανικά, Αλβανικά, Ισπανικά	Δομινικανή Δημοκρατία
Η επίσημη γλώσσα του Βρετανική Κολομβία είναι <mask>.	Αγγλικά	Γαλλικά, Ολλανδικά, Κορεατική γλώσσα, Βουλγαρικά, Καταλανικά, Κροατικά, Ιταλικά, Ελληνικά, Ρωσικά, Αγγλικά	Βρετανική Κολομβία
Η επίσημη γλώσσα του Βέλγιο είναι <mask>.	Ολλανδικά	Βασκική γλώσσα, Ρουμανικά, Ελληνικά, Γαλλικά, Λιθουανικά, Πολωνικά, σουηδικά, Αλβανικά, Πορτογαλικά, Ολλανδικά	Βέλγιο
Η επίσημη γλώσσα του Βυζαντινή Αυτοκρατορία είναι <mask>.	λατινική γλώσσα	Ισπανικά, Εβραϊκά, Ρουμανικά, Ιαπωνικά, Εσθονικά, Ταϊλανδικά, Δανικά, Τουρκικά, Ινδονησιακά, λατινική γλώσσα	Βυζαντινή Αυτοκρατορία
Η επίσημη γλώσσα του Δημοκρατία της Ιρλανδίας είναι <mask>.	Αγγλικά	Σερβικά, Γερμανικά, Ιταλικά, Ουγγρικά, Ρωσικά, Αζερική γλώσσα, Γεωργιανή γλώσσα, Ισλανδική γλώσσα, Ισπανικά, Αγγλικά	Δημοκρατία της Ιρλανδίας
Η επίσημη γλώσσα του Ολλανδία είναι <mask>.	Ολλανδικά	Γεωργιανή γλώσσα, Τσεχικά, Τουρκικά, Εσθονικά, Ουκρανικά, Ουγγρικά, Βασκική γλώσσα, Ινδονησιακά, Πορτογαλικά, Ολλανδικά	Ολλανδία
Η επίσημη γλώσσα του Κάνσας είναι <mask>.	Αγγλικά	Πολωνικά, Σλοβακικά, Τουρκικά, Σερβικά, Καταλανικά, Aρμενικά, Εσθονικά, Ουκρανικά, Ταϊλανδικά, Αγγλικά	Κάνσας
Η επίσημη γλώσσα του Νότια Αφρική είναι <mask>.	Αγγλικά	Ουκρανικά, λατινική γλώσσα, Γεωργιανή γλώσσα, Ταϊλανδικά, Κινεζικά, Γερμανικά, Ρωσικά, Ιταλικά, Εσθονικά, Αγγλικά	Νότια Αφρική
Η επίσημη γλώσσα του Βανουάτου είναι <mask>.	Αγγλικά	λατινική γλώσσα, Ολλανδικά, Ινδονησιακά, Κορεατική γλώσσα, Βουλγαρικά, Γεωργιανή γλώσσα, Γερμανικά, Καταλανικά, Σερβικά, Αγγλικά	Βανουάτου
Η επίσημη γλώσσα του Μαυροβούνιο είναι <mask>.	Κροατικά	Καταλανικά, Γεωργιανή γλώσσα, Ουκρανικά, Τσεχικά, Ουγγρικά, Δανικά, Γερμανικά, Ισπανικά, Ελληνικά, Κροατικά	Μαυροβούνιο
