Prompt	Ans	Candidate Ans	Subject
اللغة الرسمية لـ غامبيا هي <mask>.	الإنجليزية	الصربية, الروسية, الأذرية, البولندية, الإسبانية, الإستونية, الإيطالية, اللاتينية, السلوفاكية, الإنجليزية	غامبيا
اللغة الرسمية لـ جزيرة مان هي <mask>.	الإنجليزية	الكرواتية, الكورية, الفنلندية, الصينية, الفرنسية, التايلندية, اليابانية, الصربية, الباسكية, الإنجليزية	جزيرة مان
اللغة الرسمية لـ مسيسيبي هي <mask>.	الإنجليزية	اليونانية, اليابانية, الدنماركية, الصينية, الرومانية, الهولندية, الكرواتية, الأردية, الأرمنية, الإنجليزية	مسيسيبي
اللغة الرسمية لـ ماكاو هي <mask>.	الصينية	السويدية, الألبانية, التشيكية, الإندونيسية, الفرنسية, الألمانية, التايلندية, الكرواتية, الرومانية, الصينية	ماكاو
اللغة الرسمية لـ إسرائيل هي <mask>.	العبرية	الآيسلندية, الرومانية, الإنجليزية, الكتالونية, السلوفاكية, اليونانية, المجرية, البولندية, البلغارية, العبرية	إسرائيل
اللغة الرسمية لـ ساموا هي <mask>.	الإنجليزية	العبرية, السلوفاكية, الأرمنية, الإسبانية, المجرية, الكورية, الأردية, الصينية, اليابانية, الإنجليزية	ساموا
اللغة الرسمية لـ سويسرا هي <mask>.	الفرنسية	الكرواتية, العبرية, اللاتينية, الألمانية, المجرية, الأذرية, الإسبانية, الأوكرانية, الهولندية, الفرنسية	سويسرا
اللغة الرسمية لـ بلجيكا هي <mask>.	الألمانية	الفنلندية, الإيطالية, الأذرية, الآيسلندية, اليونانية, الصينية, الأرمنية, الجورجية, الألبانية, الألمانية	بلجيكا
اللغة الرسمية لـ ناورو هي <mask>.	الإنجليزية	الأذرية, المجرية, الأوكرانية, الألبانية, العبرية, الكرواتية, الدنماركية, الفرنسية, الإيطالية, الإنجليزية	ناورو
اللغة الرسمية لـ جزر فوكلاند هي <mask>.	الإنجليزية	الإندونيسية, اليونانية, العبرية, اللاتينية, السلوفاكية, الصينية, الأرمنية, الجورجية, الآيسلندية, الإنجليزية	جزر فوكلاند
اللغة الرسمية لـ غينيا هي <mask>.	الفرنسية	التشيكية, اليابانية, الرومانية, الإستونية, التركية, الآيسلندية, الإندونيسية, الفنلندية, الإسبانية, الفرنسية	غينيا
اللغة الرسمية لـ أستراليا هي <mask>.	الإنجليزية	السويدية, الآيسلندية, السلوفاكية, اللاتينية, الكورية, الكرواتية, التركية, الفرنسية, الأذرية, الإنجليزية	أستراليا
اللغة الرسمية لـ بيرو هي <mask>.	الإسبانية	البولندية, المجرية, الآيسلندية, الهولندية, الأرمنية, السويدية, البلغارية, العبرية, التشيكية, الإسبانية	بيرو
اللغة الرسمية لـ ليسوتو هي <mask>.	الإنجليزية	الإستونية, الليتوانية, الصربية, البرتغالية, الفنلندية, الروسية, الفرنسية, التايلندية, المجرية, الإنجليزية	ليسوتو
اللغة الرسمية لـ الهند هي <mask>.	الإنجليزية	البلغارية, الليتوانية, التايلندية, الألبانية, الهولندية, الصينية, البولندية, الإستونية, الإسبانية, الإنجليزية	الهند
اللغة الرسمية لـ زيمبابوي هي <mask>.	الإنجليزية	العبرية, الليتوانية, الألبانية, البلغارية, البولندية, الجورجية, التركية, الدنماركية, الفرنسية, الإنجليزية	زيمبابوي
اللغة الرسمية لـ جيبوتي هي <mask>.	الفرنسية	السلوفينية, الهولندية, الإنجليزية, الآيسلندية, العبرية, الإيطالية, الأوكرانية, السلوفاكية, الفنلندية, الفرنسية	جيبوتي
اللغة الرسمية لـ مونتانا هي <mask>.	الإنجليزية	السلوفاكية, الأذرية, التشيكية, الألبانية, البلغارية, الروسية, اليابانية, الهولندية, السلوفينية, الإنجليزية	مونتانا
اللغة الرسمية لـ باهاماس هي <mask>.	الإنجليزية	الصربية, الباسكية, الفارسية, الإندونيسية, البلغارية, الجورجية, الإسبانية, المجرية, الأوكرانية, الإنجليزية	باهاماس
اللغة الرسمية لـ أونتاريو هي <mask>.	الإنجليزية	الألمانية, المجرية, الكورية, التشيكية, الأردية, الصربية, الإيطالية, الروسية, البولندية, الإنجليزية	أونتاريو
اللغة الرسمية لـ ألبرتا هي <mask>.	الإنجليزية	اليونانية, التشيكية, الدنماركية, اللاتينية, الأوكرانية, الألمانية, السلوفينية, السويدية, الكتالونية, الإنجليزية	ألبرتا
اللغة الرسمية لـ الجبل الأسود هي <mask>.	الصربية	الإستونية, اللاتينية, الإيطالية, الأردية, الكتالونية, الأذرية, الفرنسية, الجورجية, الإسبانية, الصربية	الجبل الأسود
اللغة الرسمية لـ إسواتيني هي <mask>.	الإنجليزية	العبرية, الفارسية, البلغارية, الباسكية, الألبانية, السويدية, الفرنسية, الكورية, السلوفاكية, الإنجليزية	إسواتيني
اللغة الرسمية لـ الاتحاد الأوروبي هي <mask>.	الهولندية	اليونانية, الليتوانية, الآيسلندية, اللاتينية, الأوكرانية, البولندية, الكرواتية, الإنجليزية, الإستونية, الهولندية	الاتحاد الأوروبي
اللغة الرسمية لـ غرينادا هي <mask>.	الإنجليزية	المجرية, الليتوانية, الصربية, اللاتينية, البرتغالية, العبرية, الأرمنية, البلغارية, اليونانية, الإنجليزية	غرينادا
اللغة الرسمية لـ الشيشان هي <mask>.	الروسية	الفنلندية, البرتغالية, السلوفاكية, الباسكية, المجرية, اللاتينية, الأذرية, التايلندية, الرومانية, الروسية	الشيشان
اللغة الرسمية لـ رواندا هي <mask>.	الإنجليزية	الإندونيسية, البولندية, البرتغالية, الأردية, التايلندية, العبرية, اليونانية, السويدية, الفرنسية, الإنجليزية	رواندا
اللغة الرسمية لـ فنلندا هي <mask>.	الفنلندية	السويدية, الإستونية, الكورية, اليابانية, الآيسلندية, الصينية, العبرية, الأذرية, الدنماركية, الفنلندية	فنلندا
اللغة الرسمية لـ نبراسكا هي <mask>.	الإنجليزية	التشيكية, البلغارية, الليتوانية, الروسية, الفنلندية, الصينية, الكتالونية, الكورية, الأرمنية, الإنجليزية	نبراسكا
اللغة الرسمية لـ بولندا هي <mask>.	البولندية	السلوفينية, السويدية, التايلندية, الكرواتية, التشيكية, الإنجليزية, الصينية, الأرمنية, الإيطالية, البولندية	بولندا
اللغة الرسمية لـ بازل هي <mask>.	الألمانية	الفنلندية, الرومانية, الصربية, الدنماركية, الصينية, الأردية, الإستونية, الفارسية, اليابانية, الألمانية	بازل
اللغة الرسمية لـ أركنساس هي <mask>.	الإنجليزية	الإيطالية, الباسكية, الآيسلندية, التشيكية, الصينية, المجرية, السلوفاكية, الصربية, الدنماركية, الإنجليزية	أركنساس
اللغة الرسمية لـ رومانيا هي <mask>.	الرومانية	الروسية, الألبانية, الهولندية, اللاتينية, الصينية, الإنجليزية, الأردية, الأوكرانية, الدنماركية, الرومانية	رومانيا
اللغة الرسمية لـ الاتحاد الأوروبي هي <mask>.	اليونانية	الآيسلندية, الأوكرانية, الباسكية, الصينية, البرتغالية, الفنلندية, الدنماركية, الأذرية, السويدية, اليونانية	الاتحاد الأوروبي
اللغة الرسمية لـ كينيا هي <mask>.	الإنجليزية	الليتوانية, الألمانية, الباسكية, الإندونيسية, العبرية, الكرواتية, الأوكرانية, الإسبانية, الفنلندية, الإنجليزية	كينيا
اللغة الرسمية لـ غانا هي <mask>.	الإنجليزية	الرومانية, الجورجية, الإيطالية, الإستونية, الدنماركية, البلغارية, التشيكية, الإندونيسية, المجرية, الإنجليزية	غانا
اللغة الرسمية لـ سلوفينيا هي <mask>.	السلوفينية	الصربية, الأرمنية, الفارسية, الآيسلندية, التركية, البولندية, الإستونية, الأردية, الأوكرانية, السلوفينية	سلوفينيا
اللغة الرسمية لـ مولدوفا هي <mask>.	الرومانية	الباسكية, الفرنسية, السويدية, البرتغالية, الكورية, الألمانية, الصربية, اليابانية, الدنماركية, الرومانية	مولدوفا
اللغة الرسمية لـ غويانا الفرنسية هي <mask>.	الفرنسية	الإسبانية, الجورجية, الصربية, الإندونيسية, الأردية, الإيطالية, الآيسلندية, الباسكية, اليونانية, الفرنسية	غويانا الفرنسية
اللغة الرسمية لـ ليتوانيا هي <mask>.	الليتوانية	الروسية, السلوفينية, الكتالونية, السلوفاكية, الرومانية, البرتغالية, الباسكية, الأوكرانية, الألمانية, الليتوانية	ليتوانيا
اللغة الرسمية لـ بليز هي <mask>.	الإنجليزية	الهولندية, التركية, الرومانية, الإيطالية, الباسكية, الصربية, الكرواتية, الروسية, البلغارية, الإنجليزية	بليز
اللغة الرسمية لـ إسبانيا هي <mask>.	الكتالونية	التشيكية, الفرنسية, الهولندية, الإندونيسية, الباسكية, الأوكرانية, الرومانية, الإيطالية, المجرية, الكتالونية	إسبانيا
اللغة الرسمية لـ باربادوس هي <mask>.	الإنجليزية	البرتغالية, الإيطالية, اليابانية, الجورجية, الكتالونية, الباسكية, السلوفينية, الرومانية, التركية, الإنجليزية	باربادوس
اللغة الرسمية لـ كولومبيا هي <mask>.	الإسبانية	الجورجية, البرتغالية, الهولندية, الرومانية, اللاتينية, المجرية, الفنلندية, الأوكرانية, الكرواتية, الإسبانية	كولومبيا
اللغة الرسمية لـ بروناي هي <mask>.	الإنجليزية	السلوفينية, المجرية, التركية, الصينية, الجورجية, السلوفاكية, التشيكية, الإستونية, اللاتينية, الإنجليزية	بروناي
اللغة الرسمية لـ باكستان هي <mask>.	الأردية	المجرية, الفارسية, الألمانية, الفرنسية, البرتغالية, الكرواتية, السلوفينية, اليابانية, التايلندية, الأردية	باكستان
اللغة الرسمية لـ السنغال هي <mask>.	الفرنسية	الرومانية, البلغارية, السلوفينية, التركية, الإستونية, الأوكرانية, الباسكية, البرتغالية, الإسبانية, الفرنسية	السنغال
اللغة الرسمية لـ نونافوت هي <mask>.	الإنجليزية	الجورجية, الصينية, الصربية, الليتوانية, الإيطالية, الكرواتية, الإندونيسية, الكتالونية, الكورية, الإنجليزية	نونافوت
اللغة الرسمية لـ جنيف هي <mask>.	الفرنسية	الكورية, الأذرية, التركية, اليابانية, الهولندية, الأوكرانية, الإستونية, البرتغالية, الكتالونية, الفرنسية	جنيف
اللغة الرسمية لـ الاتحاد الأوروبي هي <mask>.	البلغارية	الصربية, الجورجية, الإستونية, الأردية, الإندونيسية, الآيسلندية, اليابانية, الأرمنية, الفنلندية, البلغارية	الاتحاد الأوروبي
اللغة الرسمية لـ البوسنة والهرسك هي <mask>.	الصربية	الكورية, الإسبانية, الرومانية, السويدية, الكتالونية, الباسكية, المجرية, اليونانية, الألبانية, الصربية	البوسنة والهرسك
اللغة الرسمية لـ فنلندا هي <mask>.	السويدية	الفنلندية, الهولندية, الروسية, الألبانية, الألمانية, التايلندية, الإسبانية, الفرنسية, الدنماركية, السويدية	فنلندا
اللغة الرسمية لـ بابوا غينيا الجديدة هي <mask>.	الإنجليزية	البرتغالية, الأردية, الفارسية, الإندونيسية, التشيكية, البولندية, الفنلندية, الدنماركية, العبرية, الإنجليزية	بابوا غينيا الجديدة
اللغة الرسمية لـ رواندا هي <mask>.	الفرنسية	الرومانية, الكورية, الأذرية, الباسكية, اللاتينية, السلوفينية, الأردية, الروسية, التايلندية, الفرنسية	رواندا
اللغة الرسمية لـ تشاد هي <mask>.	الفرنسية	السلوفينية, الفنلندية, الألمانية, الباسكية, الإنجليزية, السلوفاكية, الإستونية, الأذرية, الروسية, الفرنسية	تشاد
اللغة الرسمية لـ يريفان هي <mask>.	الأرمنية	العبرية, الإنجليزية, الدنماركية, الهولندية, الفنلندية, الليتوانية, الألبانية, الكورية, الصربية, الأرمنية	يريفان
اللغة الرسمية لـ بوليفيا هي <mask>.	الإسبانية	الروسية, الصربية, الكرواتية, الألمانية, السلوفينية, الباسكية, الأرمنية, الفنلندية, الآيسلندية, الإسبانية	بوليفيا
اللغة الرسمية لـ ماليزيا هي <mask>.	الإنجليزية	الأرمنية, الصينية, المجرية, الجورجية, البرتغالية, الرومانية, الأوكرانية, الأردية, السويدية, الإنجليزية	ماليزيا
اللغة الرسمية لـ جنوب السودان هي <mask>.	الإنجليزية	المجرية, الجورجية, الهولندية, الروسية, اليونانية, الألمانية, التركية, الإندونيسية, الكتالونية, الإنجليزية	جنوب السودان
اللغة الرسمية لـ غينيا الاستوائية هي <mask>.	الفرنسية	الإستونية, الفنلندية, الليتوانية, الأردية, الإندونيسية, الفارسية, الأذرية, الكورية, السلوفاكية, الفرنسية	غينيا الاستوائية
اللغة الرسمية لـ الاتحاد الأوروبي هي <mask>.	المجرية	الإستونية, الأرمنية, الإسبانية, السلوفينية, اليونانية, الإنجليزية, الباسكية, الكتالونية, الكرواتية, المجرية	الاتحاد الأوروبي
اللغة الرسمية لـ قيرغيزستان هي <mask>.	الروسية	الإستونية, البلغارية, التشيكية, الهولندية, الصربية, الكورية, الليتوانية, الأرمنية, الأوكرانية, الروسية	قيرغيزستان
اللغة الرسمية لـ اليابان هي <mask>.	اليابانية	الرومانية, الليتوانية, السويدية, الفنلندية, السلوفينية, اللاتينية, الفرنسية, الإندونيسية, الجورجية, اليابانية	اليابان
اللغة الرسمية لـ إيران هي <mask>.	الفارسية	التركية, الدنماركية, الكتالونية, الهولندية, الألبانية, اليابانية, الصينية, الإندونيسية, العبرية, الفارسية	إيران
اللغة الرسمية لـ تامبيري هي <mask>.	الفنلندية	السلوفاكية, البلغارية, الألمانية, السويدية, الأرمنية, السلوفينية, التايلندية, الإندونيسية, الكرواتية, الفنلندية	تامبيري
اللغة الرسمية لـ بنما هي <mask>.	الإسبانية	السويدية, الباسكية, الفنلندية, التايلندية, المجرية, السلوفينية, الأوكرانية, الروسية, الجورجية, الإسبانية	بنما
اللغة الرسمية لـ كيبك هي <mask>.	الفرنسية	الكرواتية, المجرية, الإسبانية, الروسية, البولندية, الأوكرانية, السلوفينية, التشيكية, الليتوانية, الفرنسية	كيبك
اللغة الرسمية لـ الإمبراطورية الرومانية هي <mask>.	اللاتينية	الليتوانية, البلغارية, الكورية, السويدية, الأذرية, الأوكرانية, التشيكية, الأردية, الآيسلندية, اللاتينية	الإمبراطورية الرومانية
اللغة الرسمية لـ غينيا الاستوائية هي <mask>.	الإسبانية	الباسكية, الأوكرانية, الأردية, العبرية, الفارسية, البلغارية, السلوفينية, البرتغالية, الليتوانية, الإسبانية	غينيا الاستوائية
اللغة الرسمية لـ نيوفندلاند ولابرادور هي <mask>.	الإنجليزية	الليتوانية, البلغارية, الآيسلندية, الكتالونية, الأرمنية, الإسبانية, الصينية, الهولندية, السويدية, الإنجليزية	نيوفندلاند ولابرادور
اللغة الرسمية لـ الاتحاد الأوروبي هي <mask>.	الإستونية	الليتوانية, الرومانية, الفارسية, اليونانية, الإندونيسية, التايلندية, البلغارية, الألمانية, التشيكية, الإستونية	الاتحاد الأوروبي
اللغة الرسمية لـ الأمم المتحدة هي <mask>.	الإسبانية	البولندية, اليابانية, الإستونية, الألمانية, الصربية, المجرية, الكرواتية, الأردية, الآيسلندية, الإسبانية	الأمم المتحدة
اللغة الرسمية لـ ياقوتيا هي <mask>.	الروسية	التايلندية, التشيكية, الإنجليزية, الفرنسية, اليونانية, البرتغالية, الأرمنية, الفنلندية, الكتالونية, الروسية	ياقوتيا
اللغة الرسمية لـ الاتحاد الأوروبي هي <mask>.	البولندية	الصينية, الليتوانية, السلوفاكية, الفارسية, الروسية, التشيكية, الإستونية, الأذرية, اليابانية, البولندية	الاتحاد الأوروبي
اللغة الرسمية لـ جمهورية الدومينيكان هي <mask>.	الإسبانية	الكرواتية, الصينية, الهولندية, اليونانية, الإيطالية, الجورجية, السلوفينية, الألمانية, الألبانية, الإسبانية	جمهورية الدومينيكان
اللغة الرسمية لـ كولومبيا البريطانية هي <mask>.	الإنجليزية	الفرنسية, الهولندية, الكورية, البلغارية, الكتالونية, الكرواتية, الإيطالية, اليونانية, الروسية, الإنجليزية	كولومبيا البريطانية
اللغة الرسمية لـ بلجيكا هي <mask>.	الهولندية	الباسكية, الرومانية, اليونانية, الفرنسية, الليتوانية, البولندية, السويدية, الألبانية, البرتغالية, الهولندية	بلجيكا
اللغة الرسمية لـ الإمبراطورية البيزنطية هي <mask>.	اللاتينية	الإسبانية, العبرية, الرومانية, اليابانية, الإستونية, التايلندية, الدنماركية, التركية, الإندونيسية, اللاتينية	الإمبراطورية البيزنطية
اللغة الرسمية لـ جمهورية أيرلندا هي <mask>.	الإنجليزية	الصربية, الألمانية, الإيطالية, المجرية, الروسية, الأذرية, الجورجية, الآيسلندية, الإسبانية, الإنجليزية	جمهورية أيرلندا
اللغة الرسمية لـ هولندا هي <mask>.	الهولندية	الجورجية, التشيكية, التركية, الإستونية, الأوكرانية, المجرية, الباسكية, الإندونيسية, البرتغالية, الهولندية	هولندا
اللغة الرسمية لـ كانساس هي <mask>.	الإنجليزية	البولندية, السلوفاكية, التركية, الصربية, الكتالونية, الأرمنية, الإستونية, الأوكرانية, التايلندية, الإنجليزية	كانساس
اللغة الرسمية لـ جنوب أفريقيا هي <mask>.	الإنجليزية	الأوكرانية, اللاتينية, الجورجية, التايلندية, الصينية, الألمانية, الروسية, الإيطالية, الإستونية, الإنجليزية	جنوب أفريقيا
اللغة الرسمية لـ فانواتو هي <mask>.	الإنجليزية	اللاتينية, الهولندية, الإندونيسية, الكورية, البلغارية, الجورجية, الألمانية, الكتالونية, الصربية, الإنجليزية	فانواتو
اللغة الرسمية لـ الجبل الأسود هي <mask>.	الكرواتية	الكتالونية, الجورجية, الأوكرانية, التشيكية, المجرية, الدنماركية, الألمانية, الإسبانية, اليونانية, الكرواتية	الجبل الأسود
اللغة الرسمية لـ سورينام هي <mask>.	الهولندية	المجرية, البرتغالية, الإندونيسية, الصربية, الكرواتية, الأرمنية, السلوفينية, الصينية, التشيكية, الهولندية	سورينام
اللغة الرسمية لـ كولورادو هي <mask>.	الإنجليزية	الكتالونية, الأوكرانية, الآيسلندية, الأذرية, البرتغالية, المجرية, الكرواتية, الفرنسية, التشيكية, الإنجليزية	كولورادو
اللغة الرسمية لـ تونغا هي <mask>.	الإنجليزية	السلوفاكية, المجرية, الكتالونية, الجورجية, الفرنسية, اليونانية, الأرمنية, السويدية, البرتغالية, الإنجليزية	تونغا
اللغة الرسمية لـ إنجلترا هي <mask>.	الإنجليزية	السلوفينية, الدنماركية, الإستونية, الصينية, الألبانية, السويدية, الفنلندية, التشيكية, البلغارية, الإنجليزية	إنجلترا
اللغة الرسمية لـ غينيا الاستوائية هي <mask>.	البرتغالية	الإستونية, الألبانية, الجورجية, السلوفينية, المجرية, البلغارية, السلوفاكية, الألمانية, اليابانية, البرتغالية	غينيا الاستوائية
اللغة الرسمية لـ غينيا بيساو هي <mask>.	البرتغالية	السلوفاكية, الإيطالية, اللاتينية, الهولندية, البولندية, الكرواتية, السويدية, الإندونيسية, الإستونية, البرتغالية	غينيا بيساو
اللغة الرسمية لـ البوسنة والهرسك هي <mask>.	الكرواتية	الروسية, الإستونية, اليابانية, الفرنسية, الأردية, البرتغالية, الفارسية, الرومانية, الكتالونية, الكرواتية	البوسنة والهرسك
اللغة الرسمية لـ إنديانا هي <mask>.	الإنجليزية	الكرواتية, المجرية, البولندية, الإسبانية, الألبانية, الصينية, الأردية, الآيسلندية, التايلندية, الإنجليزية	إنديانا
اللغة الرسمية لـ كوريا الشمالية هي <mask>.	الكورية	الفارسية, الفنلندية, الأذرية, السلوفاكية, التركية, الإندونيسية, الباسكية, الإسبانية, التايلندية, الكورية	كوريا الشمالية
اللغة الرسمية لـ روسيا هي <mask>.	الأوكرانية	المجرية, الأرمنية, الإندونيسية, البلغارية, الجورجية, الهولندية, اليونانية, الرومانية, اللاتينية, الأوكرانية	روسيا
اللغة الرسمية لـ الأرجنتين هي <mask>.	الإسبانية	السلوفاكية, الإندونيسية, الصينية, الفارسية, الألبانية, السويدية, الآيسلندية, المجرية, الأوكرانية, الإسبانية	الأرجنتين
اللغة الرسمية لـ نوفا سكوشا هي <mask>.	الإنجليزية	التايلندية, الكرواتية, الإيطالية, الأذرية, العبرية, السلوفاكية, التشيكية, الروسية, الألمانية, الإنجليزية	نوفا سكوشا
اللغة الرسمية لـ هاواي هي <mask>.	الإنجليزية	الأوكرانية, التركية, البلغارية, الآيسلندية, الإندونيسية, السلوفاكية, الإسبانية, الدنماركية, السلوفينية, الإنجليزية	هاواي
اللغة الرسمية لـ بالاو هي <mask>.	الإنجليزية	الدنماركية, البولندية, السويدية, السلوفاكية, الأذرية, الأرمنية, التركية, الإيطالية, التايلندية, الإنجليزية	بالاو
اللغة الرسمية لـ نييوي هي <mask>.	الإنجليزية	الكرواتية, الإستونية, الدنماركية, الكتالونية, الأذرية, الفرنسية, الألمانية, الصينية, البرتغالية, الإنجليزية	نييوي
اللغة الرسمية لـ ساحل العاج هي <mask>.	الفرنسية	الكورية, الإيطالية, الآيسلندية, الدنماركية, اليابانية, السويدية, الجورجية, البولندية, البلغارية, الفرنسية	ساحل العاج
اللغة الرسمية لـ هندوراس هي <mask>.	الإسبانية	الصينية, التركية, العبرية, الأذرية, الأردية, الجورجية, السلوفينية, الإستونية, الفرنسية, الإسبانية	هندوراس
اللغة الرسمية لـ نيوهامبشير هي <mask>.	الإنجليزية	الألمانية, الجورجية, البرتغالية, الفارسية, الصينية, المجرية, الكرواتية, الكورية, الإندونيسية, الإنجليزية	نيوهامبشير
اللغة الرسمية لـ بوروندي هي <mask>.	الإنجليزية	الروسية, التركية, الهولندية, الصينية, الأذرية, الباسكية, الكورية, الألمانية, السلوفينية, الإنجليزية	بوروندي
اللغة الرسمية لـ الكاميرون هي <mask>.	الإنجليزية	الباسكية, الإيطالية, اليونانية, السلوفينية, البولندية, الأردية, المجرية, الفرنسية, الفنلندية, الإنجليزية	الكاميرون
اللغة الرسمية لـ ألاسكا هي <mask>.	الإنجليزية	الدنماركية, الفنلندية, السلوفينية, الكرواتية, اللاتينية, الرومانية, الروسية, الكتالونية, الفرنسية, الإنجليزية	ألاسكا
اللغة الرسمية لـ الفاتيكان هي <mask>.	الإيطالية	الآيسلندية, السلوفاكية, الألبانية, الفنلندية, التشيكية, البرتغالية, البولندية, الباسكية, المجرية, الإيطالية	الفاتيكان
اللغة الرسمية لـ موزمبيق هي <mask>.	البرتغالية	العبرية, الكورية, الإندونيسية, الأردية, الكتالونية, الجورجية, السلوفينية, الكرواتية, التشيكية, البرتغالية	موزمبيق
اللغة الرسمية لـ تيمور الشرقية هي <mask>.	البرتغالية	اللاتينية, الهولندية, الباسكية, الأرمنية, الإيطالية, السويدية, الألبانية, الجورجية, الكورية, البرتغالية	تيمور الشرقية
اللغة الرسمية لـ نيجيريا هي <mask>.	الإنجليزية	الألبانية, الليتوانية, الباسكية, الإستونية, السلوفاكية, الدنماركية, الإسبانية, التايلندية, البولندية, الإنجليزية	نيجيريا
اللغة الرسمية لـ أبخازيا هي <mask>.	الروسية	البرتغالية, الصينية, الدنماركية, الكورية, الفرنسية, الإندونيسية, الإيطالية, الكرواتية, اللاتينية, الروسية	أبخازيا
اللغة الرسمية لـ البرتغال هي <mask>.	البرتغالية	السلوفاكية, الأرمنية, التركية, الروسية, الإنجليزية, البولندية, الكرواتية, الإندونيسية, الجورجية, البرتغالية	البرتغال
اللغة الرسمية لـ مانيتوبا هي <mask>.	الإنجليزية	البرتغالية, الرومانية, السلوفينية, البولندية, البلغارية, الإندونيسية, اللاتينية, الإسبانية, الفنلندية, الإنجليزية	مانيتوبا
اللغة الرسمية لـ مالابو هي <mask>.	الإسبانية	اللاتينية, الفرنسية, الألبانية, المجرية, التركية, الجورجية, السويدية, الرومانية, الكورية, الإسبانية	مالابو
اللغة الرسمية لـ الاتحاد الأوروبي هي <mask>.	الإسبانية	اللاتينية, التركية, الكورية, الفرنسية, الإنجليزية, الروسية, السويدية, الباسكية, البرتغالية, الإسبانية	الاتحاد الأوروبي
اللغة الرسمية لـ هلسنكي هي <mask>.	الفنلندية	البولندية, الصربية, الأرمنية, الكورية, الفرنسية, الإيطالية, الأوكرانية, اليونانية, السويدية, الفنلندية	هلسنكي
اللغة الرسمية لـ كتالونيا هي <mask>.	الإسبانية	البولندية, الإنجليزية, الكرواتية, الليتوانية, الفرنسية, الروسية, الرومانية, الأرمنية, الإيطالية, الإسبانية	كتالونيا
اللغة الرسمية لـ سيشل هي <mask>.	الإنجليزية	الكتالونية, الإيطالية, الإسبانية, الجورجية, الفنلندية, الكرواتية, السلوفاكية, اللاتينية, اليابانية, الإنجليزية	سيشل
اللغة الرسمية لـ ساسكاتشوان هي <mask>.	الإنجليزية	الفارسية, الليتوانية, اللاتينية, البرتغالية, الصربية, الإسبانية, السويدية, السلوفاكية, الكورية, الإنجليزية	ساسكاتشوان
