Prompt	Ans	Candidate Ans	Subject
காம்பியா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	செருபிய மொழி, உருசியம், அசேரி, போலிய மொழி, எசுப்பானியம், எசுத்தோனிய மொழி, இத்தாலிய மொழி, இலத்தீன், சுலோவாக்கிய மொழி, ஆங்கிலம்	காம்பியா
மாண் தீவு இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	குரோவாசிய மொழி, கொரிய மொழி, பின்னிய மொழி, சீன மொழி, பிரான்சிய மொழி, தாய், யப்பானியம், செருபிய மொழி, பாஸ்க் மொழி, ஆங்கிலம்	மாண் தீவு
மிசிசிப்பி இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	கிரேக்கம், யப்பானியம், டேனிய மொழி, சீன மொழி, உருமானிய மொழி, டச்சு மொழி, குரோவாசிய மொழி, உருது, அருமேனிய மொழி, ஆங்கிலம்	மிசிசிப்பி
மக்காவு இன் அதிகாரப்பூர்வ மொழி <mask>.	சீன மொழி	சுவீடிய மொழி, அல்பானிய மொழி, செக் மொழி, இந்தோனேசியம், பிரான்சிய மொழி, இடாய்ச்சு மொழி, தாய், குரோவாசிய மொழி, உருமானிய மொழி, சீன மொழி	மக்காவு
இசுரேல் இன் அதிகாரப்பூர்வ மொழி <mask>.	எபிரேயம்	இசுலேன்சுக மொழி, உருமானிய மொழி, ஆங்கிலம், காட்டலான் மொழி, சுலோவாக்கிய மொழி, கிரேக்கம், அங்கேரிய மொழி, போலிய மொழி, பல்கேரிய மொழி, எபிரேயம்	இசுரேல்
சமோவா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	எபிரேயம், சுலோவாக்கிய மொழி, அருமேனிய மொழி, எசுப்பானியம், அங்கேரிய மொழி, கொரிய மொழி, உருது, சீன மொழி, யப்பானியம், ஆங்கிலம்	சமோவா
சுவிட்சர்லாந்து இன் அதிகாரப்பூர்வ மொழி <mask>.	பிரான்சிய மொழி	குரோவாசிய மொழி, எபிரேயம், இலத்தீன், இடாய்ச்சு மொழி, அங்கேரிய மொழி, அசேரி, எசுப்பானியம், உக்குரேனிய மொழி, டச்சு மொழி, பிரான்சிய மொழி	சுவிட்சர்லாந்து
பெல்ஜியம் இன் அதிகாரப்பூர்வ மொழி <mask>.	இடாய்ச்சு மொழி	பின்னிய மொழி, இத்தாலிய மொழி, அசேரி, இசுலேன்சுக மொழி, கிரேக்கம், சீன மொழி, அருமேனிய மொழி, சியார்சிய மொழி, அல்பானிய மொழி, இடாய்ச்சு மொழி	பெல்ஜியம்
நவூரு இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	அசேரி, அங்கேரிய மொழி, உக்குரேனிய மொழி, அல்பானிய மொழி, எபிரேயம், குரோவாசிய மொழி, டேனிய மொழி, பிரான்சிய மொழி, இத்தாலிய மொழி, ஆங்கிலம்	நவூரு
போக்லாந்து தீவுகள் இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	இந்தோனேசியம், கிரேக்கம், எபிரேயம், இலத்தீன், சுலோவாக்கிய மொழி, சீன மொழி, அருமேனிய மொழி, சியார்சிய மொழி, இசுலேன்சுக மொழி, ஆங்கிலம்	போக்லாந்து தீவுகள்
கினி இன் அதிகாரப்பூர்வ மொழி <mask>.	பிரான்சிய மொழி	செக் மொழி, யப்பானியம், உருமானிய மொழி, எசுத்தோனிய மொழி, துருக்கிய மொழி, இசுலேன்சுக மொழி, இந்தோனேசியம், பின்னிய மொழி, எசுப்பானியம், பிரான்சிய மொழி	கினி
அவுத்திரேலியா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	சுவீடிய மொழி, இசுலேன்சுக மொழி, சுலோவாக்கிய மொழி, இலத்தீன், கொரிய மொழி, குரோவாசிய மொழி, துருக்கிய மொழி, பிரான்சிய மொழி, அசேரி, ஆங்கிலம்	அவுத்திரேலியா
பெரு இன் அதிகாரப்பூர்வ மொழி <mask>.	எசுப்பானியம்	போலிய மொழி, அங்கேரிய மொழி, இசுலேன்சுக மொழி, டச்சு மொழி, அருமேனிய மொழி, சுவீடிய மொழி, பல்கேரிய மொழி, எபிரேயம், செக் மொழி, எசுப்பானியம்	பெரு
லெசோத்தோ இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	எசுத்தோனிய மொழி, இலித்துவானிய மொழி, செருபிய மொழி, போர்த்துக்கீச மொழி, பின்னிய மொழி, உருசியம், பிரான்சிய மொழி, தாய், அங்கேரிய மொழி, ஆங்கிலம்	லெசோத்தோ
இந்தியா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	பல்கேரிய மொழி, இலித்துவானிய மொழி, தாய், அல்பானிய மொழி, டச்சு மொழி, சீன மொழி, போலிய மொழி, எசுத்தோனிய மொழி, எசுப்பானியம், ஆங்கிலம்	இந்தியா
சிம்பாப்வே இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	எபிரேயம், இலித்துவானிய மொழி, அல்பானிய மொழி, பல்கேரிய மொழி, போலிய மொழி, சியார்சிய மொழி, துருக்கிய மொழி, டேனிய மொழி, பிரான்சிய மொழி, ஆங்கிலம்	சிம்பாப்வே
சிபூட்டி இன் அதிகாரப்பூர்வ மொழி <mask>.	பிரான்சிய மொழி	சுலோவேனிய மொழி, டச்சு மொழி, ஆங்கிலம், இசுலேன்சுக மொழி, எபிரேயம், இத்தாலிய மொழி, உக்குரேனிய மொழி, சுலோவாக்கிய மொழி, பின்னிய மொழி, பிரான்சிய மொழி	சிபூட்டி
மொன்டானா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	சுலோவாக்கிய மொழி, அசேரி, செக் மொழி, அல்பானிய மொழி, பல்கேரிய மொழி, உருசியம், யப்பானியம், டச்சு மொழி, சுலோவேனிய மொழி, ஆங்கிலம்	மொன்டானா
பகாமாசு இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	செருபிய மொழி, பாஸ்க் மொழி, பாரசீக மொழி, இந்தோனேசியம், பல்கேரிய மொழி, சியார்சிய மொழி, எசுப்பானியம், அங்கேரிய மொழி, உக்குரேனிய மொழி, ஆங்கிலம்	பகாமாசு
ஒன்ராறியோ இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	இடாய்ச்சு மொழி, அங்கேரிய மொழி, கொரிய மொழி, செக் மொழி, உருது, செருபிய மொழி, இத்தாலிய மொழி, உருசியம், போலிய மொழி, ஆங்கிலம்	ஒன்ராறியோ
ஆல்பர்ட்டா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	கிரேக்கம், செக் மொழி, டேனிய மொழி, இலத்தீன், உக்குரேனிய மொழி, இடாய்ச்சு மொழி, சுலோவேனிய மொழி, சுவீடிய மொழி, காட்டலான் மொழி, ஆங்கிலம்	ஆல்பர்ட்டா
மொண்டெனேகுரோ இன் அதிகாரப்பூர்வ மொழி <mask>.	செருபிய மொழி	எசுத்தோனிய மொழி, இலத்தீன், இத்தாலிய மொழி, உருது, காட்டலான் மொழி, அசேரி, பிரான்சிய மொழி, சியார்சிய மொழி, எசுப்பானியம், செருபிய மொழி	மொண்டெனேகுரோ
எசுவாத்தினி இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	எபிரேயம், பாரசீக மொழி, பல்கேரிய மொழி, பாஸ்க் மொழி, அல்பானிய மொழி, சுவீடிய மொழி, பிரான்சிய மொழி, கொரிய மொழி, சுலோவாக்கிய மொழி, ஆங்கிலம்	எசுவாத்தினி
ஐரோப்பிய ஒன்றியம் இன் அதிகாரப்பூர்வ மொழி <mask>.	டச்சு மொழி	கிரேக்கம், இலித்துவானிய மொழி, இசுலேன்சுக மொழி, இலத்தீன், உக்குரேனிய மொழி, போலிய மொழி, குரோவாசிய மொழி, ஆங்கிலம், எசுத்தோனிய மொழி, டச்சு மொழி	ஐரோப்பிய ஒன்றியம்
கிரெனடா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	அங்கேரிய மொழி, இலித்துவானிய மொழி, செருபிய மொழி, இலத்தீன், போர்த்துக்கீச மொழி, எபிரேயம், அருமேனிய மொழி, பல்கேரிய மொழி, கிரேக்கம், ஆங்கிலம்	கிரெனடா
செச்சினியா இன் அதிகாரப்பூர்வ மொழி <mask>.	உருசியம்	பின்னிய மொழி, போர்த்துக்கீச மொழி, சுலோவாக்கிய மொழி, பாஸ்க் மொழி, அங்கேரிய மொழி, இலத்தீன், அசேரி, தாய், உருமானிய மொழி, உருசியம்	செச்சினியா
ருவாண்டா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	இந்தோனேசியம், போலிய மொழி, போர்த்துக்கீச மொழி, உருது, தாய், எபிரேயம், கிரேக்கம், சுவீடிய மொழி, பிரான்சிய மொழி, ஆங்கிலம்	ருவாண்டா
பின்லாந்து இன் அதிகாரப்பூர்வ மொழி <mask>.	பின்னிய மொழி	சுவீடிய மொழி, எசுத்தோனிய மொழி, கொரிய மொழி, யப்பானியம், இசுலேன்சுக மொழி, சீன மொழி, எபிரேயம், அசேரி, டேனிய மொழி, பின்னிய மொழி	பின்லாந்து
நெப்ராஸ்கா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	செக் மொழி, பல்கேரிய மொழி, இலித்துவானிய மொழி, உருசியம், பின்னிய மொழி, சீன மொழி, காட்டலான் மொழி, கொரிய மொழி, அருமேனிய மொழி, ஆங்கிலம்	நெப்ராஸ்கா
போலந்து இன் அதிகாரப்பூர்வ மொழி <mask>.	போலிய மொழி	சுலோவேனிய மொழி, சுவீடிய மொழி, தாய், குரோவாசிய மொழி, செக் மொழி, ஆங்கிலம், சீன மொழி, அருமேனிய மொழி, இத்தாலிய மொழி, போலிய மொழி	போலந்து
பேசெல் இன் அதிகாரப்பூர்வ மொழி <mask>.	இடாய்ச்சு மொழி	பின்னிய மொழி, உருமானிய மொழி, செருபிய மொழி, டேனிய மொழி, சீன மொழி, உருது, எசுத்தோனிய மொழி, பாரசீக மொழி, யப்பானியம், இடாய்ச்சு மொழி	பேசெல்
ஆர்கன்சா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	இத்தாலிய மொழி, பாஸ்க் மொழி, இசுலேன்சுக மொழி, செக் மொழி, சீன மொழி, அங்கேரிய மொழி, சுலோவாக்கிய மொழி, செருபிய மொழி, டேனிய மொழி, ஆங்கிலம்	ஆர்கன்சா
உருமேனியா இன் அதிகாரப்பூர்வ மொழி <mask>.	உருமானிய மொழி	உருசியம், அல்பானிய மொழி, டச்சு மொழி, இலத்தீன், சீன மொழி, ஆங்கிலம், உருது, உக்குரேனிய மொழி, டேனிய மொழி, உருமானிய மொழி	உருமேனியா
ஐரோப்பிய ஒன்றியம் இன் அதிகாரப்பூர்வ மொழி <mask>.	கிரேக்கம்	இசுலேன்சுக மொழி, உக்குரேனிய மொழி, பாஸ்க் மொழி, சீன மொழி, போர்த்துக்கீச மொழி, பின்னிய மொழி, டேனிய மொழி, அசேரி, சுவீடிய மொழி, கிரேக்கம்	ஐரோப்பிய ஒன்றியம்
கென்யா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	இலித்துவானிய மொழி, இடாய்ச்சு மொழி, பாஸ்க் மொழி, இந்தோனேசியம், எபிரேயம், குரோவாசிய மொழி, உக்குரேனிய மொழி, எசுப்பானியம், பின்னிய மொழி, ஆங்கிலம்	கென்யா
கானா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	உருமானிய மொழி, சியார்சிய மொழி, இத்தாலிய மொழி, எசுத்தோனிய மொழி, டேனிய மொழி, பல்கேரிய மொழி, செக் மொழி, இந்தோனேசியம், அங்கேரிய மொழி, ஆங்கிலம்	கானா
சுலோவீனியா இன் அதிகாரப்பூர்வ மொழி <mask>.	சுலோவேனிய மொழி	செருபிய மொழி, அருமேனிய மொழி, பாரசீக மொழி, இசுலேன்சுக மொழி, துருக்கிய மொழி, போலிய மொழி, எசுத்தோனிய மொழி, உருது, உக்குரேனிய மொழி, சுலோவேனிய மொழி	சுலோவீனியா
மல்தோவா இன் அதிகாரப்பூர்வ மொழி <mask>.	உருமானிய மொழி	பாஸ்க் மொழி, பிரான்சிய மொழி, சுவீடிய மொழி, போர்த்துக்கீச மொழி, கொரிய மொழி, இடாய்ச்சு மொழி, செருபிய மொழி, யப்பானியம், டேனிய மொழி, உருமானிய மொழி	மல்தோவா
பிரெஞ்சு கயானா இன் அதிகாரப்பூர்வ மொழி <mask>.	பிரான்சிய மொழி	எசுப்பானியம், சியார்சிய மொழி, செருபிய மொழி, இந்தோனேசியம், உருது, இத்தாலிய மொழி, இசுலேன்சுக மொழி, பாஸ்க் மொழி, கிரேக்கம், பிரான்சிய மொழி	பிரெஞ்சு கயானா
லித்துவேனியா இன் அதிகாரப்பூர்வ மொழி <mask>.	இலித்துவானிய மொழி	உருசியம், சுலோவேனிய மொழி, காட்டலான் மொழி, சுலோவாக்கிய மொழி, உருமானிய மொழி, போர்த்துக்கீச மொழி, பாஸ்க் மொழி, உக்குரேனிய மொழி, இடாய்ச்சு மொழி, இலித்துவானிய மொழி	லித்துவேனியா
பெலீசு இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	டச்சு மொழி, துருக்கிய மொழி, உருமானிய மொழி, இத்தாலிய மொழி, பாஸ்க் மொழி, செருபிய மொழி, குரோவாசிய மொழி, உருசியம், பல்கேரிய மொழி, ஆங்கிலம்	பெலீசு
எசுப்பானியா இன் அதிகாரப்பூர்வ மொழி <mask>.	காட்டலான் மொழி	செக் மொழி, பிரான்சிய மொழி, டச்சு மொழி, இந்தோனேசியம், பாஸ்க் மொழி, உக்குரேனிய மொழி, உருமானிய மொழி, இத்தாலிய மொழி, அங்கேரிய மொழி, காட்டலான் மொழி	எசுப்பானியா
பார்படோசு இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	போர்த்துக்கீச மொழி, இத்தாலிய மொழி, யப்பானியம், சியார்சிய மொழி, காட்டலான் மொழி, பாஸ்க் மொழி, சுலோவேனிய மொழி, உருமானிய மொழி, துருக்கிய மொழி, ஆங்கிலம்	பார்படோசு
கொலம்பியா இன் அதிகாரப்பூர்வ மொழி <mask>.	எசுப்பானியம்	சியார்சிய மொழி, போர்த்துக்கீச மொழி, டச்சு மொழி, உருமானிய மொழி, இலத்தீன், அங்கேரிய மொழி, பின்னிய மொழி, உக்குரேனிய மொழி, குரோவாசிய மொழி, எசுப்பானியம்	கொலம்பியா
புரூணை இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	சுலோவேனிய மொழி, அங்கேரிய மொழி, துருக்கிய மொழி, சீன மொழி, சியார்சிய மொழி, சுலோவாக்கிய மொழி, செக் மொழி, எசுத்தோனிய மொழி, இலத்தீன், ஆங்கிலம்	புரூணை
பாக்கித்தான் இன் அதிகாரப்பூர்வ மொழி <mask>.	உருது	அங்கேரிய மொழி, பாரசீக மொழி, இடாய்ச்சு மொழி, பிரான்சிய மொழி, போர்த்துக்கீச மொழி, குரோவாசிய மொழி, சுலோவேனிய மொழி, யப்பானியம், தாய், உருது	பாக்கித்தான்
செனிகல் இன் அதிகாரப்பூர்வ மொழி <mask>.	பிரான்சிய மொழி	உருமானிய மொழி, பல்கேரிய மொழி, சுலோவேனிய மொழி, துருக்கிய மொழி, எசுத்தோனிய மொழி, உக்குரேனிய மொழி, பாஸ்க் மொழி, போர்த்துக்கீச மொழி, எசுப்பானியம், பிரான்சிய மொழி	செனிகல்
நுனாவுட் இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	சியார்சிய மொழி, சீன மொழி, செருபிய மொழி, இலித்துவானிய மொழி, இத்தாலிய மொழி, குரோவாசிய மொழி, இந்தோனேசியம், காட்டலான் மொழி, கொரிய மொழி, ஆங்கிலம்	நுனாவுட்
ஜெனீவா இன் அதிகாரப்பூர்வ மொழி <mask>.	பிரான்சிய மொழி	கொரிய மொழி, அசேரி, துருக்கிய மொழி, யப்பானியம், டச்சு மொழி, உக்குரேனிய மொழி, எசுத்தோனிய மொழி, போர்த்துக்கீச மொழி, காட்டலான் மொழி, பிரான்சிய மொழி	ஜெனீவா
ஐரோப்பிய ஒன்றியம் இன் அதிகாரப்பூர்வ மொழி <mask>.	பல்கேரிய மொழி	செருபிய மொழி, சியார்சிய மொழி, எசுத்தோனிய மொழி, உருது, இந்தோனேசியம், இசுலேன்சுக மொழி, யப்பானியம், அருமேனிய மொழி, பின்னிய மொழி, பல்கேரிய மொழி	ஐரோப்பிய ஒன்றியம்
பொசுனியா எர்செகோவினா இன் அதிகாரப்பூர்வ மொழி <mask>.	செருபிய மொழி	கொரிய மொழி, எசுப்பானியம், உருமானிய மொழி, சுவீடிய மொழி, காட்டலான் மொழி, பாஸ்க் மொழி, அங்கேரிய மொழி, கிரேக்கம், அல்பானிய மொழி, செருபிய மொழி	பொசுனியா எர்செகோவினா
பின்லாந்து இன் அதிகாரப்பூர்வ மொழி <mask>.	சுவீடிய மொழி	பின்னிய மொழி, டச்சு மொழி, உருசியம், அல்பானிய மொழி, இடாய்ச்சு மொழி, தாய், எசுப்பானியம், பிரான்சிய மொழி, டேனிய மொழி, சுவீடிய மொழி	பின்லாந்து
பப்புவா நியூ கினி இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	போர்த்துக்கீச மொழி, உருது, பாரசீக மொழி, இந்தோனேசியம், செக் மொழி, போலிய மொழி, பின்னிய மொழி, டேனிய மொழி, எபிரேயம், ஆங்கிலம்	பப்புவா நியூ கினி
ருவாண்டா இன் அதிகாரப்பூர்வ மொழி <mask>.	பிரான்சிய மொழி	உருமானிய மொழி, கொரிய மொழி, அசேரி, பாஸ்க் மொழி, இலத்தீன், சுலோவேனிய மொழி, உருது, உருசியம், தாய், பிரான்சிய மொழி	ருவாண்டா
சாட் இன் அதிகாரப்பூர்வ மொழி <mask>.	பிரான்சிய மொழி	சுலோவேனிய மொழி, பின்னிய மொழி, இடாய்ச்சு மொழி, பாஸ்க் மொழி, ஆங்கிலம், சுலோவாக்கிய மொழி, எசுத்தோனிய மொழி, அசேரி, உருசியம், பிரான்சிய மொழி	சாட்
யெரெவான் இன் அதிகாரப்பூர்வ மொழி <mask>.	அருமேனிய மொழி	எபிரேயம், ஆங்கிலம், டேனிய மொழி, டச்சு மொழி, பின்னிய மொழி, இலித்துவானிய மொழி, அல்பானிய மொழி, கொரிய மொழி, செருபிய மொழி, அருமேனிய மொழி	யெரெவான்
பொலிவியா இன் அதிகாரப்பூர்வ மொழி <mask>.	எசுப்பானியம்	உருசியம், செருபிய மொழி, குரோவாசிய மொழி, இடாய்ச்சு மொழி, சுலோவேனிய மொழி, பாஸ்க் மொழி, அருமேனிய மொழி, பின்னிய மொழி, இசுலேன்சுக மொழி, எசுப்பானியம்	பொலிவியா
மலேசியா இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	அருமேனிய மொழி, சீன மொழி, அங்கேரிய மொழி, சியார்சிய மொழி, போர்த்துக்கீச மொழி, உருமானிய மொழி, உக்குரேனிய மொழி, உருது, சுவீடிய மொழி, ஆங்கிலம்	மலேசியா
தெற்கு சூடான் இன் அதிகாரப்பூர்வ மொழி <mask>.	ஆங்கிலம்	அங்கேரிய மொழி, சியார்சிய மொழி, டச்சு மொழி, உருசியம், கிரேக்கம், இடாய்ச்சு மொழி, துருக்கிய மொழி, இந்தோனேசியம், காட்டலான் மொழி, ஆங்கிலம்	தெற்கு சூடான்
எக்குவடோரியல் கினி இன் அதிகாரப்பூர்வ மொழி <mask>.	பிரான்சிய மொழி	எசுத்தோனிய மொழி, பின்னிய மொழி, இலித்துவானிய மொழி, உருது, இந்தோனேசியம், பாரசீக மொழி, அசேரி, கொரிய மொழி, சுலோவாக்கிய மொழி, பிரான்சிய மொழி	எக்குவடோரியல் கினி
ஐரோப்பிய ஒன்றியம் இன் அதிகாரப்பூர்வ மொழி <mask>.	அங்கேரிய மொழி	எசுத்தோனிய மொழி, அருமேனிய மொழி, எசுப்பானியம், சுலோவேனிய மொழி, கிரேக்கம், ஆங்கிலம், பாஸ்க் மொழி, காட்டலான் மொழி, குரோவாசிய மொழி, அங்கேரிய மொழி	ஐரோப்பிய ஒன்றியம்
கிர்கிசுத்தான் இன் அதிகாரப்பூர்வ மொழி <mask>.	உருசியம்	எசுத்தோனிய மொழி, பல்கேரிய மொழி, செக் மொழி, டச்சு மொழி, செருபிய மொழி, கொரிய மொழி, இலித்துவானிய மொழி, அருமேனிய மொழி, உக்குரேனிய மொழி, உருசியம்	கிர்கிசுத்தான்
ஜப்பான் இன் அதிகாரப்பூர்வ மொழி <mask>.	யப்பானியம்	உருமானிய மொழி, இலித்துவானிய மொழி, சுவீடிய மொழி, பின்னிய மொழி, சுலோவேனிய மொழி, இலத்தீன், பிரான்சிய மொழி, இந்தோனேசியம், சியார்சிய மொழி, யப்பானியம்	ஜப்பான்
ஈரான் இன் அதிகாரப்பூர்வ மொழி <mask>.	பாரசீக மொழி	துருக்கிய மொழி, டேனிய மொழி, காட்டலான் மொழி, டச்சு மொழி, அல்பானிய மொழி, யப்பானியம், சீன மொழி, இந்தோனேசியம், எபிரேயம், பாரசீக மொழி	ஈரான்
ட்டம்ப்ரேய இன் அதிகாரப்பூர்வ மொழி <mask>.	பின்னிய மொழி	சுலோவாக்கிய மொழி, பல்கேரிய மொழி, இடாய்ச்சு மொழி, சுவீடிய மொழி, அருமேனிய மொழி, சுலோவேனிய மொழி, தாய், இந்தோனேசியம், குரோவாசிய மொழி, பின்னிய மொழி	ட்டம்ப்ரேய
பனாமா இன் அதிகாரப்பூர்வ மொழி <mask>.	எசுப்பானியம்	சுவீடிய மொழி, பாஸ்க் மொழி, பின்னிய மொழி, தாய், அங்கேரிய மொழி, சுலோவேனிய மொழி, உக்குரேனிய மொழி, உருசியம், சியார்சிய மொழி, எசுப்பானியம்	பனாமா
கியூபெக் இன் அதிகாரப்பூர்வ மொழி <mask>.	பிரான்சிய மொழி	குரோவாசிய மொழி, அங்கேரிய மொழி, எசுப்பானியம், உருசியம், போலிய மொழி, உக்குரேனிய மொழி, சுலோவேனிய மொழி, செக் மொழி, இலித்துவானிய மொழி, பிரான்சிய மொழி	கியூபெக்
