Prompt	Ans	Candidate Ans	Subject
O idioma oficial de Suíça é <mask>.	francês	Língua croata, hebraico, latim, alemão, húngaro, Língua azeri, espanhol, ucraniano, holandês, francês	Suíça
O idioma oficial de Bélgica é <mask>.	alemão	finlandês, italiano, Língua azeri, islandês, grego, língua chinesa, língua arménia, Língua georgiana, língua albanesa, alemão	Bélgica
O idioma oficial de Nauru é <mask>.	inglês	Língua azeri, húngaro, ucraniano, língua albanesa, hebraico, Língua croata, dinamarquês, francês, italiano, inglês	Nauru
O idioma oficial de Ilhas Malvinas é <mask>.	inglês	língua indonésia, grego, hebraico, latim, eslovaco, língua chinesa, língua arménia, Língua georgiana, islandês, inglês	Ilhas Malvinas
O idioma oficial de Guiné é <mask>.	francês	checo, japonês, Língua romena, estónio, língua turca, islandês, língua indonésia, finlandês, espanhol, francês	Guiné
O idioma oficial de Austrália é <mask>.	inglês	língua sueca, islandês, eslovaco, latim, coreano, Língua croata, língua turca, francês, Língua azeri, inglês	Austrália
O idioma oficial de Peru é <mask>.	espanhol	polaco, húngaro, islandês, holandês, língua arménia, língua sueca, língua búlgara, hebraico, checo, espanhol	Peru
O idioma oficial de Lesoto é <mask>.	inglês	estónio, língua lituana, língua sérvia, português, finlandês, russo, francês, Língua tailandesa, húngaro, inglês	Lesoto
O idioma oficial de Índia é <mask>.	inglês	língua búlgara, língua lituana, Língua tailandesa, língua albanesa, holandês, língua chinesa, polaco, estónio, espanhol, inglês	Índia
O idioma oficial de Zimbábue é <mask>.	inglês	hebraico, língua lituana, língua albanesa, língua búlgara, polaco, Língua georgiana, língua turca, dinamarquês, francês, inglês	Zimbábue
O idioma oficial de Djibouti é <mask>.	francês	língua eslovena, holandês, inglês, islandês, hebraico, italiano, ucraniano, eslovaco, finlandês, francês	Djibouti
O idioma oficial de Montana é <mask>.	inglês	eslovaco, Língua azeri, checo, língua albanesa, língua búlgara, russo, japonês, holandês, língua eslovena, inglês	Montana
O idioma oficial de Bahamas é <mask>.	inglês	língua sérvia, basco, língua persa, língua indonésia, língua búlgara, Língua georgiana, espanhol, húngaro, ucraniano, inglês	Bahamas
O idioma oficial de Ontário é <mask>.	inglês	alemão, húngaro, coreano, checo, Língua urdu, língua sérvia, italiano, russo, polaco, inglês	Ontário
O idioma oficial de Alberta é <mask>.	inglês	grego, checo, dinamarquês, latim, ucraniano, alemão, língua eslovena, língua sueca, língua catalã, inglês	Alberta
O idioma oficial de Montenegro é <mask>.	língua sérvia	estónio, latim, italiano, Língua urdu, língua catalã, Língua azeri, francês, Língua georgiana, espanhol, língua sérvia	Montenegro
O idioma oficial de Essuatíni é <mask>.	inglês	hebraico, língua persa, língua búlgara, basco, língua albanesa, língua sueca, francês, coreano, eslovaco, inglês	Essuatíni
O idioma oficial de União Europeia é <mask>.	holandês	grego, língua lituana, islandês, latim, ucraniano, polaco, Língua croata, inglês, estónio, holandês	União Europeia
O idioma oficial de Granada é <mask>.	inglês	húngaro, língua lituana, língua sérvia, latim, português, hebraico, língua arménia, língua búlgara, grego, inglês	Granada
O idioma oficial de Chechénia é <mask>.	russo	finlandês, português, eslovaco, basco, húngaro, latim, Língua azeri, Língua tailandesa, Língua romena, russo	Chechénia
O idioma oficial de Ruanda é <mask>.	inglês	língua indonésia, polaco, português, Língua urdu, Língua tailandesa, hebraico, grego, língua sueca, francês, inglês	Ruanda
O idioma oficial de Finlândia é <mask>.	finlandês	língua sueca, estónio, coreano, japonês, islandês, língua chinesa, hebraico, Língua azeri, dinamarquês, finlandês	Finlândia
O idioma oficial de Nebraska é <mask>.	inglês	checo, língua búlgara, língua lituana, russo, finlandês, língua chinesa, língua catalã, coreano, língua arménia, inglês	Nebraska
O idioma oficial de Polónia é <mask>.	polaco	língua eslovena, língua sueca, Língua tailandesa, Língua croata, checo, inglês, língua chinesa, língua arménia, italiano, polaco	Polónia
O idioma oficial de Basileia é <mask>.	alemão	finlandês, Língua romena, língua sérvia, dinamarquês, língua chinesa, Língua urdu, estónio, língua persa, japonês, alemão	Basileia
O idioma oficial de Arkansas é <mask>.	inglês	italiano, basco, islandês, checo, língua chinesa, húngaro, eslovaco, língua sérvia, dinamarquês, inglês	Arkansas
O idioma oficial de Roménia é <mask>.	Língua romena	russo, língua albanesa, holandês, latim, língua chinesa, inglês, Língua urdu, ucraniano, dinamarquês, Língua romena	Roménia
O idioma oficial de União Europeia é <mask>.	grego	islandês, ucraniano, basco, língua chinesa, português, finlandês, dinamarquês, Língua azeri, língua sueca, grego	União Europeia
O idioma oficial de Quénia é <mask>.	inglês	língua lituana, alemão, basco, língua indonésia, hebraico, Língua croata, ucraniano, espanhol, finlandês, inglês	Quénia
O idioma oficial de Gana é <mask>.	inglês	Língua romena, Língua georgiana, italiano, estónio, dinamarquês, língua búlgara, checo, língua indonésia, húngaro, inglês	Gana
O idioma oficial de Eslovénia é <mask>.	língua eslovena	língua sérvia, língua arménia, língua persa, islandês, língua turca, polaco, estónio, Língua urdu, ucraniano, língua eslovena	Eslovénia
O idioma oficial de Moldávia é <mask>.	Língua romena	basco, francês, língua sueca, português, coreano, alemão, língua sérvia, japonês, dinamarquês, Língua romena	Moldávia
O idioma oficial de Guiana Francesa é <mask>.	francês	espanhol, Língua georgiana, língua sérvia, língua indonésia, Língua urdu, italiano, islandês, basco, grego, francês	Guiana Francesa
O idioma oficial de Lituânia é <mask>.	língua lituana	russo, língua eslovena, língua catalã, eslovaco, Língua romena, português, basco, ucraniano, alemão, língua lituana	Lituânia
O idioma oficial de Belize é <mask>.	inglês	holandês, língua turca, Língua romena, italiano, basco, língua sérvia, Língua croata, russo, língua búlgara, inglês	Belize
O idioma oficial de Espanha é <mask>.	língua catalã	checo, francês, holandês, língua indonésia, basco, ucraniano, Língua romena, italiano, húngaro, língua catalã	Espanha
O idioma oficial de Barbados é <mask>.	inglês	português, italiano, japonês, Língua georgiana, língua catalã, basco, língua eslovena, Língua romena, língua turca, inglês	Barbados
O idioma oficial de Colômbia é <mask>.	espanhol	Língua georgiana, português, holandês, Língua romena, latim, húngaro, finlandês, ucraniano, Língua croata, espanhol	Colômbia
O idioma oficial de Brunei é <mask>.	inglês	língua eslovena, húngaro, língua turca, língua chinesa, Língua georgiana, eslovaco, checo, estónio, latim, inglês	Brunei
O idioma oficial de Paquistão é <mask>.	Língua urdu	húngaro, língua persa, alemão, francês, português, Língua croata, língua eslovena, japonês, Língua tailandesa, Língua urdu	Paquistão
O idioma oficial de Senegal é <mask>.	francês	Língua romena, língua búlgara, língua eslovena, língua turca, estónio, ucraniano, basco, português, espanhol, francês	Senegal
O idioma oficial de Nunavut é <mask>.	inglês	Língua georgiana, língua chinesa, língua sérvia, língua lituana, italiano, Língua croata, língua indonésia, língua catalã, coreano, inglês	Nunavut
O idioma oficial de Genebra é <mask>.	francês	coreano, Língua azeri, língua turca, japonês, holandês, ucraniano, estónio, português, língua catalã, francês	Genebra
O idioma oficial de União Europeia é <mask>.	língua búlgara	língua sérvia, Língua georgiana, estónio, Língua urdu, língua indonésia, islandês, japonês, língua arménia, finlandês, língua búlgara	União Europeia
O idioma oficial de Bósnia e Herzegovina é <mask>.	língua sérvia	coreano, espanhol, Língua romena, língua sueca, língua catalã, basco, húngaro, grego, língua albanesa, língua sérvia	Bósnia e Herzegovina
O idioma oficial de Finlândia é <mask>.	língua sueca	finlandês, holandês, russo, língua albanesa, alemão, Língua tailandesa, espanhol, francês, dinamarquês, língua sueca	Finlândia
O idioma oficial de Papua-Nova Guiné é <mask>.	inglês	português, Língua urdu, língua persa, língua indonésia, checo, polaco, finlandês, dinamarquês, hebraico, inglês	Papua-Nova Guiné
O idioma oficial de Ruanda é <mask>.	francês	Língua romena, coreano, Língua azeri, basco, latim, língua eslovena, Língua urdu, russo, Língua tailandesa, francês	Ruanda
O idioma oficial de Chade é <mask>.	francês	língua eslovena, finlandês, alemão, basco, inglês, eslovaco, estónio, Língua azeri, russo, francês	Chade
O idioma oficial de Erevan é <mask>.	língua arménia	hebraico, inglês, dinamarquês, holandês, finlandês, língua lituana, língua albanesa, coreano, língua sérvia, língua arménia	Erevan
O idioma oficial de Bolívia é <mask>.	espanhol	russo, língua sérvia, Língua croata, alemão, língua eslovena, basco, língua arménia, finlandês, islandês, espanhol	Bolívia
O idioma oficial de Malásia é <mask>.	inglês	língua arménia, língua chinesa, húngaro, Língua georgiana, português, Língua romena, ucraniano, Língua urdu, língua sueca, inglês	Malásia
O idioma oficial de Sudão do Sul é <mask>.	inglês	húngaro, Língua georgiana, holandês, russo, grego, alemão, língua turca, língua indonésia, língua catalã, inglês	Sudão do Sul
O idioma oficial de Guiné Equatorial é <mask>.	francês	estónio, finlandês, língua lituana, Língua urdu, língua indonésia, língua persa, Língua azeri, coreano, eslovaco, francês	Guiné Equatorial
O idioma oficial de União Europeia é <mask>.	húngaro	estónio, língua arménia, espanhol, língua eslovena, grego, inglês, basco, língua catalã, Língua croata, húngaro	União Europeia
O idioma oficial de Quirguistão é <mask>.	russo	estónio, língua búlgara, checo, holandês, língua sérvia, coreano, língua lituana, língua arménia, ucraniano, russo	Quirguistão
O idioma oficial de Japão é <mask>.	japonês	Língua romena, língua lituana, língua sueca, finlandês, língua eslovena, latim, francês, língua indonésia, Língua georgiana, japonês	Japão
O idioma oficial de Irão é <mask>.	língua persa	língua turca, dinamarquês, língua catalã, holandês, língua albanesa, japonês, língua chinesa, língua indonésia, hebraico, língua persa	Irão
O idioma oficial de Tampere é <mask>.	finlandês	eslovaco, língua búlgara, alemão, língua sueca, língua arménia, língua eslovena, Língua tailandesa, língua indonésia, Língua croata, finlandês	Tampere
O idioma oficial de Panamá é <mask>.	espanhol	língua sueca, basco, finlandês, Língua tailandesa, húngaro, língua eslovena, ucraniano, russo, Língua georgiana, espanhol	Panamá
O idioma oficial de Quebeque é <mask>.	francês	Língua croata, húngaro, espanhol, russo, polaco, ucraniano, língua eslovena, checo, língua lituana, francês	Quebeque
O idioma oficial de Império Romano é <mask>.	latim	língua lituana, língua búlgara, coreano, língua sueca, Língua azeri, ucraniano, checo, Língua urdu, islandês, latim	Império Romano
O idioma oficial de Guiné Equatorial é <mask>.	espanhol	basco, ucraniano, Língua urdu, hebraico, língua persa, língua búlgara, língua eslovena, português, língua lituana, espanhol	Guiné Equatorial
O idioma oficial de Terra Nova e Labrador é <mask>.	inglês	língua lituana, língua búlgara, islandês, língua catalã, língua arménia, espanhol, língua chinesa, holandês, língua sueca, inglês	Terra Nova e Labrador
O idioma oficial de União Europeia é <mask>.	estónio	língua lituana, Língua romena, língua persa, grego, língua indonésia, Língua tailandesa, língua búlgara, alemão, checo, estónio	União Europeia
O idioma oficial de Organização das Nações Unidas é <mask>.	espanhol	polaco, japonês, estónio, alemão, língua sérvia, húngaro, Língua croata, Língua urdu, islandês, espanhol	Organização das Nações Unidas
O idioma oficial de Iacútia é <mask>.	russo	Língua tailandesa, checo, inglês, francês, grego, português, língua arménia, finlandês, língua catalã, russo	Iacútia
O idioma oficial de União Europeia é <mask>.	polaco	língua chinesa, língua lituana, eslovaco, língua persa, russo, checo, estónio, Língua azeri, japonês, polaco	União Europeia
O idioma oficial de República Dominicana é <mask>.	espanhol	Língua croata, língua chinesa, holandês, grego, italiano, Língua georgiana, língua eslovena, alemão, língua albanesa, espanhol	República Dominicana
O idioma oficial de Colúmbia Britânica é <mask>.	inglês	francês, holandês, coreano, língua búlgara, língua catalã, Língua croata, italiano, grego, russo, inglês	Colúmbia Britânica
O idioma oficial de Bélgica é <mask>.	holandês	basco, Língua romena, grego, francês, língua lituana, polaco, língua sueca, língua albanesa, português, holandês	Bélgica
O idioma oficial de Império Bizantino é <mask>.	latim	espanhol, hebraico, Língua romena, japonês, estónio, Língua tailandesa, dinamarquês, língua turca, língua indonésia, latim	Império Bizantino
O idioma oficial de República da Irlanda é <mask>.	inglês	língua sérvia, alemão, italiano, húngaro, russo, Língua azeri, Língua georgiana, islandês, espanhol, inglês	República da Irlanda
O idioma oficial de Países Baixos é <mask>.	holandês	Língua georgiana, checo, língua turca, estónio, ucraniano, húngaro, basco, língua indonésia, português, holandês	Países Baixos
O idioma oficial de Kansas é <mask>.	inglês	polaco, eslovaco, língua turca, língua sérvia, língua catalã, língua arménia, estónio, ucraniano, Língua tailandesa, inglês	Kansas
O idioma oficial de África do Sul é <mask>.	inglês	ucraniano, latim, Língua georgiana, Língua tailandesa, língua chinesa, alemão, russo, italiano, estónio, inglês	África do Sul
O idioma oficial de Vanuatu é <mask>.	inglês	latim, holandês, língua indonésia, coreano, língua búlgara, Língua georgiana, alemão, língua catalã, língua sérvia, inglês	Vanuatu
O idioma oficial de Montenegro é <mask>.	Língua croata	língua catalã, Língua georgiana, ucraniano, checo, húngaro, dinamarquês, alemão, espanhol, grego, Língua croata	Montenegro
O idioma oficial de Suriname é <mask>.	holandês	húngaro, português, língua indonésia, língua sérvia, Língua croata, língua arménia, língua eslovena, língua chinesa, checo, holandês	Suriname
O idioma oficial de Colorado é <mask>.	inglês	língua catalã, ucraniano, islandês, Língua azeri, português, húngaro, Língua croata, francês, checo, inglês	Colorado
O idioma oficial de Tonga é <mask>.	inglês	eslovaco, húngaro, língua catalã, Língua georgiana, francês, grego, língua arménia, língua sueca, português, inglês	Tonga
O idioma oficial de Inglaterra é <mask>.	inglês	língua eslovena, dinamarquês, estónio, língua chinesa, língua albanesa, língua sueca, finlandês, checo, língua búlgara, inglês	Inglaterra
O idioma oficial de Guiné Equatorial é <mask>.	português	estónio, língua albanesa, Língua georgiana, língua eslovena, húngaro, língua búlgara, eslovaco, alemão, japonês, português	Guiné Equatorial
O idioma oficial de Guiné-Bissau é <mask>.	português	eslovaco, italiano, latim, holandês, polaco, Língua croata, língua sueca, língua indonésia, estónio, português	Guiné-Bissau
O idioma oficial de Bósnia e Herzegovina é <mask>.	Língua croata	russo, estónio, japonês, francês, Língua urdu, português, língua persa, Língua romena, língua catalã, Língua croata	Bósnia e Herzegovina
O idioma oficial de Indiana é <mask>.	inglês	Língua croata, húngaro, polaco, espanhol, língua albanesa, língua chinesa, Língua urdu, islandês, Língua tailandesa, inglês	Indiana
O idioma oficial de Coreia do Norte é <mask>.	coreano	língua persa, finlandês, Língua azeri, eslovaco, língua turca, língua indonésia, basco, espanhol, Língua tailandesa, coreano	Coreia do Norte
O idioma oficial de Rússia é <mask>.	ucraniano	húngaro, língua arménia, língua indonésia, língua búlgara, Língua georgiana, holandês, grego, Língua romena, latim, ucraniano	Rússia
O idioma oficial de Argentina é <mask>.	espanhol	eslovaco, língua indonésia, língua chinesa, língua persa, língua albanesa, língua sueca, islandês, húngaro, ucraniano, espanhol	Argentina
O idioma oficial de Nova Escócia é <mask>.	inglês	Língua tailandesa, Língua croata, italiano, Língua azeri, hebraico, eslovaco, checo, russo, alemão, inglês	Nova Escócia
O idioma oficial de Havaí é <mask>.	inglês	ucraniano, língua turca, língua búlgara, islandês, língua indonésia, eslovaco, espanhol, dinamarquês, língua eslovena, inglês	Havaí
O idioma oficial de Palau é <mask>.	inglês	dinamarquês, polaco, língua sueca, eslovaco, Língua azeri, língua arménia, língua turca, italiano, Língua tailandesa, inglês	Palau
O idioma oficial de Niue é <mask>.	inglês	Língua croata, estónio, dinamarquês, língua catalã, Língua azeri, francês, alemão, língua chinesa, português, inglês	Niue
O idioma oficial de Costa do Marfim é <mask>.	francês	coreano, italiano, islandês, dinamarquês, japonês, língua sueca, Língua georgiana, polaco, língua búlgara, francês	Costa do Marfim
O idioma oficial de Honduras é <mask>.	espanhol	língua chinesa, língua turca, hebraico, Língua azeri, Língua urdu, Língua georgiana, língua eslovena, estónio, francês, espanhol	Honduras
O idioma oficial de Nova Hampshire é <mask>.	inglês	alemão, Língua georgiana, português, língua persa, língua chinesa, húngaro, Língua croata, coreano, língua indonésia, inglês	Nova Hampshire
O idioma oficial de Burundi é <mask>.	inglês	russo, língua turca, holandês, língua chinesa, Língua azeri, basco, coreano, alemão, língua eslovena, inglês	Burundi
O idioma oficial de Camarões é <mask>.	inglês	basco, italiano, grego, língua eslovena, polaco, Língua urdu, húngaro, francês, finlandês, inglês	Camarões
O idioma oficial de Alasca é <mask>.	inglês	dinamarquês, finlandês, língua eslovena, Língua croata, latim, Língua romena, russo, língua catalã, francês, inglês	Alasca
O idioma oficial de Vaticano é <mask>.	italiano	islandês, eslovaco, língua albanesa, finlandês, checo, português, polaco, basco, húngaro, italiano	Vaticano
O idioma oficial de Moçambique é <mask>.	português	hebraico, coreano, língua indonésia, Língua urdu, língua catalã, Língua georgiana, língua eslovena, Língua croata, checo, português	Moçambique
O idioma oficial de Timor-Leste é <mask>.	português	latim, holandês, basco, língua arménia, italiano, língua sueca, língua albanesa, Língua georgiana, coreano, português	Timor-Leste
O idioma oficial de Nigéria é <mask>.	inglês	língua albanesa, língua lituana, basco, estónio, eslovaco, dinamarquês, espanhol, Língua tailandesa, polaco, inglês	Nigéria
O idioma oficial de Abecásia é <mask>.	russo	português, língua chinesa, dinamarquês, coreano, francês, língua indonésia, italiano, Língua croata, latim, russo	Abecásia
O idioma oficial de Portugal é <mask>.	português	eslovaco, língua arménia, língua turca, russo, inglês, polaco, Língua croata, língua indonésia, Língua georgiana, português	Portugal
O idioma oficial de Manitoba é <mask>.	inglês	português, Língua romena, língua eslovena, polaco, língua búlgara, língua indonésia, latim, espanhol, finlandês, inglês	Manitoba
O idioma oficial de Malabo é <mask>.	espanhol	latim, francês, língua albanesa, húngaro, língua turca, Língua georgiana, língua sueca, Língua romena, coreano, espanhol	Malabo
O idioma oficial de União Europeia é <mask>.	espanhol	latim, língua turca, coreano, francês, inglês, russo, língua sueca, basco, português, espanhol	União Europeia
O idioma oficial de Helsínquia é <mask>.	finlandês	polaco, língua sérvia, língua arménia, coreano, francês, italiano, ucraniano, grego, língua sueca, finlandês	Helsínquia
O idioma oficial de Catalunha é <mask>.	espanhol	polaco, inglês, Língua croata, língua lituana, francês, russo, Língua romena, língua arménia, italiano, espanhol	Catalunha
O idioma oficial de Seychelles é <mask>.	inglês	língua catalã, italiano, espanhol, Língua georgiana, finlandês, Língua croata, eslovaco, latim, japonês, inglês	Seychelles
O idioma oficial de Saskatchewan é <mask>.	inglês	língua persa, língua lituana, latim, português, língua sérvia, espanhol, língua sueca, eslovaco, coreano, inglês	Saskatchewan
O idioma oficial de Kosovo é <mask>.	língua albanesa	italiano, Língua georgiana, francês, língua indonésia, basco, ucraniano, latim, língua catalã, russo, língua albanesa	Kosovo
O idioma oficial de Equador é <mask>.	espanhol	língua lituana, basco, checo, russo, alemão, Língua georgiana, Língua croata, Língua tailandesa, língua sérvia, espanhol	Equador
O idioma oficial de Organização das Nações Unidas é <mask>.	inglês	coreano, italiano, japonês, estónio, língua lituana, Língua croata, grego, língua persa, russo, inglês	Organização das Nações Unidas
O idioma oficial de Guiana é <mask>.	inglês	alemão, Língua tailandesa, grego, checo, latim, português, Língua georgiana, basco, língua sérvia, inglês	Guiana
O idioma oficial de Áustria é <mask>.	alemão	língua sueca, grego, italiano, língua lituana, latim, checo, Língua croata, basco, língua catalã, alemão	Áustria
O idioma oficial de Turquia é <mask>.	língua turca	língua eslovena, espanhol, islandês, português, holandês, polaco, alemão, língua albanesa, francês, língua turca	Turquia
O idioma oficial de Chile é <mask>.	espanhol	basco, Língua tailandesa, inglês, língua eslovena, língua indonésia, alemão, holandês, checo, língua búlgara, espanhol	Chile
O idioma oficial de União Europeia é <mask>.	inglês	Língua romena, francês, grego, Língua croata, língua albanesa, hebraico, Língua georgiana, língua persa, basco, inglês	União Europeia
O idioma oficial de Dakota do Sul é <mask>.	inglês	francês, checo, islandês, hebraico, latim, língua lituana, Língua azeri, língua catalã, japonês, inglês	Dakota do Sul
O idioma oficial de Alabama é <mask>.	inglês	língua lituana, grego, espanhol, estónio, alemão, língua sérvia, hebraico, francês, língua chinesa, inglês	Alabama
O idioma oficial de Califórnia é <mask>.	inglês	espanhol, língua arménia, hebraico, italiano, língua sueca, francês, língua albanesa, húngaro, ucraniano, inglês	Califórnia
O idioma oficial de Suíça é <mask>.	italiano	estónio, língua albanesa, língua sueca, japonês, Língua croata, língua búlgara, língua turca, língua lituana, russo, italiano	Suíça
O idioma oficial de Rússia é <mask>.	russo	latim, basco, língua chinesa, espanhol, Língua romena, língua persa, Língua tailandesa, holandês, português, russo	Rússia
O idioma oficial de Yukon é <mask>.	inglês	Língua tailandesa, Língua azeri, ucraniano, finlandês, espanhol, Língua croata, eslovaco, estónio, polaco, inglês	Yukon
O idioma oficial de Burkina Faso é <mask>.	francês	japonês, alemão, Língua tailandesa, estónio, eslovaco, português, polaco, língua indonésia, Língua azeri, francês	Burkina Faso
O idioma oficial de Rússia é <mask>.	Língua azeri	checo, japonês, língua persa, islandês, língua albanesa, língua eslovena, Língua romena, coreano, russo, Língua azeri	Rússia
O idioma oficial de Nunavut é <mask>.	francês	língua turca, Língua urdu, coreano, basco, latim, Língua croata, língua eslovena, língua albanesa, língua indonésia, francês	Nunavut
O idioma oficial de Itália é <mask>.	italiano	holandês, Língua romena, língua turca, islandês, ucraniano, espanhol, finlandês, Língua georgiana, húngaro, italiano	Itália
O idioma oficial de Carolina do Norte é <mask>.	inglês	basco, grego, latim, polaco, francês, língua turca, húngaro, holandês, russo, inglês	Carolina do Norte
O idioma oficial de Filipinas é <mask>.	inglês	latim, língua arménia, Língua urdu, estónio, língua albanesa, dinamarquês, língua lituana, língua sérvia, língua sueca, inglês	Filipinas
O idioma oficial de Suécia é <mask>.	finlandês	Língua tailandesa, Língua croata, grego, Língua urdu, eslovaco, polaco, hebraico, língua lituana, língua búlgara, finlandês	Suécia
O idioma oficial de Idaho é <mask>.	inglês	japonês, basco, Língua azeri, Língua tailandesa, francês, islandês, checo, Língua croata, língua arménia, inglês	Idaho
O idioma oficial de Níger é <mask>.	francês	ucraniano, alemão, polaco, finlandês, Língua tailandesa, Língua azeri, holandês, espanhol, inglês, francês	Níger
O idioma oficial de Croácia é <mask>.	Língua croata	basco, hebraico, língua catalã, grego, língua turca, japonês, francês, holandês, latim, Língua croata	Croácia
O idioma oficial de República Checa é <mask>.	checo	japonês, latim, basco, português, Língua tailandesa, holandês, ucraniano, língua búlgara, Língua georgiana, checo	República Checa
O idioma oficial de Santa Lúcia é <mask>.	inglês	língua sueca, francês, língua búlgara, islandês, holandês, estónio, espanhol, checo, Língua azeri, inglês	Santa Lúcia
O idioma oficial de Liechtenstein é <mask>.	alemão	língua sérvia, língua eslovena, língua catalã, língua lituana, polaco, ucraniano, basco, língua turca, grego, alemão	Liechtenstein
O idioma oficial de Uganda é <mask>.	inglês	língua albanesa, polaco, Língua tailandesa, checo, língua eslovena, holandês, russo, língua persa, japonês, inglês	Uganda
O idioma oficial de Adiguésia é <mask>.	russo	dinamarquês, língua turca, ucraniano, italiano, língua eslovena, Língua tailandesa, língua arménia, estónio, Língua georgiana, russo	Adiguésia
O idioma oficial de Seychelles é <mask>.	francês	basco, português, Língua romena, Língua tailandesa, dinamarquês, Língua georgiana, língua albanesa, língua indonésia, checo, francês	Seychelles
O idioma oficial de União Europeia é <mask>.	checo	eslovaco, espanhol, Língua georgiana, Língua urdu, latim, russo, língua albanesa, coreano, língua búlgara, checo	União Europeia
O idioma oficial de Eritreia é <mask>.	inglês	língua turca, Língua georgiana, finlandês, islandês, polaco, Língua tailandesa, língua eslovena, língua búlgara, checo, inglês	Eritreia
O idioma oficial de Maurícia é <mask>.	francês	língua persa, língua búlgara, grego, língua indonésia, Língua georgiana, língua albanesa, língua chinesa, língua lituana, latim, francês	Maurícia
O idioma oficial de União Europeia é <mask>.	língua lituana	francês, língua turca, língua albanesa, italiano, língua eslovena, Língua georgiana, coreano, polaco, inglês, língua lituana	União Europeia
O idioma oficial de Ossétia do Norte-Alânia é <mask>.	russo	língua albanesa, eslovaco, língua catalã, ucraniano, francês, Língua tailandesa, língua chinesa, holandês, latim, russo	Ossétia do Norte-Alânia
O idioma oficial de França é <mask>.	francês	língua eslovena, Língua azeri, coreano, língua arménia, Língua georgiana, basco, Língua tailandesa, inglês, espanhol, francês	França
O idioma oficial de Camarões é <mask>.	francês	Língua tailandesa, basco, língua turca, coreano, Língua azeri, inglês, italiano, dinamarquês, língua búlgara, francês	Camarões
