Prompt	Ans	Candidate Ans	Subject
Ngôn ngữ chính thức của Slovenia là <mask>.	tiếng Slovene	tiếng Serbia, tiếng Armenia, tiếng Ba Tư, tiếng Iceland, tiếng Thổ Nhĩ Kỳ, tiếng Ba Lan, tiếng Estonia, tiếng Urdu, tiếng Ukraina, tiếng Slovene	Slovenia
Ngôn ngữ chính thức của Moldova là <mask>.	tiếng Romania	tiếng Basque, tiếng Pháp, tiếng Thụy Điển, tiếng Bồ Đào Nha, tiếng Triều Tiên, tiếng Đức, tiếng Serbia, tiếng Nhật, tiếng Đan Mạch, tiếng Romania	Moldova
Ngôn ngữ chính thức của Guyane thuộc Pháp là <mask>.	tiếng Pháp	tiếng Tây Ban Nha, tiếng Gruzia, tiếng Serbia, tiếng Indonesia, tiếng Urdu, tiếng Ý, tiếng Iceland, tiếng Basque, tiếng Hy Lạp, tiếng Pháp	Guyane thuộc Pháp
Ngôn ngữ chính thức của Litva là <mask>.	tiếng Litva	tiếng Nga, tiếng Slovene, tiếng Catalan, tiếng Slovak, tiếng Romania, tiếng Bồ Đào Nha, tiếng Basque, tiếng Ukraina, tiếng Đức, tiếng Litva	Litva
Ngôn ngữ chính thức của Belize là <mask>.	tiếng Anh	tiếng Hà Lan, tiếng Thổ Nhĩ Kỳ, tiếng Romania, tiếng Ý, tiếng Basque, tiếng Serbia, tiếng Croatia, tiếng Nga, tiếng Bulgaria, tiếng Anh	Belize
Ngôn ngữ chính thức của Tây Ban Nha là <mask>.	tiếng Catalan	tiếng Séc, tiếng Pháp, tiếng Hà Lan, tiếng Indonesia, tiếng Basque, tiếng Ukraina, tiếng Romania, tiếng Ý, tiếng Hungary, tiếng Catalan	Tây Ban Nha
Ngôn ngữ chính thức của Barbados là <mask>.	tiếng Anh	tiếng Bồ Đào Nha, tiếng Ý, tiếng Nhật, tiếng Gruzia, tiếng Catalan, tiếng Basque, tiếng Slovene, tiếng Romania, tiếng Thổ Nhĩ Kỳ, tiếng Anh	Barbados
Ngôn ngữ chính thức của Colombia là <mask>.	tiếng Tây Ban Nha	tiếng Gruzia, tiếng Bồ Đào Nha, tiếng Hà Lan, tiếng Romania, tiếng Latinh, tiếng Hungary, tiếng Phần Lan, tiếng Ukraina, tiếng Croatia, tiếng Tây Ban Nha	Colombia
Ngôn ngữ chính thức của Brunei là <mask>.	tiếng Anh	tiếng Slovene, tiếng Hungary, tiếng Thổ Nhĩ Kỳ, tiếng Trung Quốc, tiếng Gruzia, tiếng Slovak, tiếng Séc, tiếng Estonia, tiếng Latinh, tiếng Anh	Brunei
Ngôn ngữ chính thức của Pakistan là <mask>.	tiếng Urdu	tiếng Hungary, tiếng Ba Tư, tiếng Đức, tiếng Pháp, tiếng Bồ Đào Nha, tiếng Croatia, tiếng Slovene, tiếng Nhật, tiếng Thái, tiếng Urdu	Pakistan
Ngôn ngữ chính thức của Sénégal là <mask>.	tiếng Pháp	tiếng Romania, tiếng Bulgaria, tiếng Slovene, tiếng Thổ Nhĩ Kỳ, tiếng Estonia, tiếng Ukraina, tiếng Basque, tiếng Bồ Đào Nha, tiếng Tây Ban Nha, tiếng Pháp	Sénégal
Ngôn ngữ chính thức của Nunavut là <mask>.	tiếng Anh	tiếng Gruzia, tiếng Trung Quốc, tiếng Serbia, tiếng Litva, tiếng Ý, tiếng Croatia, tiếng Indonesia, tiếng Catalan, tiếng Triều Tiên, tiếng Anh	Nunavut
Ngôn ngữ chính thức của Genève là <mask>.	tiếng Pháp	tiếng Triều Tiên, tiếng Azerbaijan, tiếng Thổ Nhĩ Kỳ, tiếng Nhật, tiếng Hà Lan, tiếng Ukraina, tiếng Estonia, tiếng Bồ Đào Nha, tiếng Catalan, tiếng Pháp	Genève
Ngôn ngữ chính thức của Liên minh châu Âu là <mask>.	tiếng Bulgaria	tiếng Serbia, tiếng Gruzia, tiếng Estonia, tiếng Urdu, tiếng Indonesia, tiếng Iceland, tiếng Nhật, tiếng Armenia, tiếng Phần Lan, tiếng Bulgaria	Liên minh châu Âu
Ngôn ngữ chính thức của Bosna và Hercegovina là <mask>.	tiếng Serbia	tiếng Triều Tiên, tiếng Tây Ban Nha, tiếng Romania, tiếng Thụy Điển, tiếng Catalan, tiếng Basque, tiếng Hungary, tiếng Hy Lạp, tiếng Albania, tiếng Serbia	Bosna và Hercegovina
Ngôn ngữ chính thức của Phần Lan là <mask>.	tiếng Thụy Điển	tiếng Phần Lan, tiếng Hà Lan, tiếng Nga, tiếng Albania, tiếng Đức, tiếng Thái, tiếng Tây Ban Nha, tiếng Pháp, tiếng Đan Mạch, tiếng Thụy Điển	Phần Lan
Ngôn ngữ chính thức của Papua New Guinea là <mask>.	tiếng Anh	tiếng Bồ Đào Nha, tiếng Urdu, tiếng Ba Tư, tiếng Indonesia, tiếng Séc, tiếng Ba Lan, tiếng Phần Lan, tiếng Đan Mạch, tiếng Hebrew, tiếng Anh	Papua New Guinea
Ngôn ngữ chính thức của Rwanda là <mask>.	tiếng Pháp	tiếng Romania, tiếng Triều Tiên, tiếng Azerbaijan, tiếng Basque, tiếng Latinh, tiếng Slovene, tiếng Urdu, tiếng Nga, tiếng Thái, tiếng Pháp	Rwanda
Ngôn ngữ chính thức của Tchad là <mask>.	tiếng Pháp	tiếng Slovene, tiếng Phần Lan, tiếng Đức, tiếng Basque, tiếng Anh, tiếng Slovak, tiếng Estonia, tiếng Azerbaijan, tiếng Nga, tiếng Pháp	Tchad
Ngôn ngữ chính thức của Yerevan là <mask>.	tiếng Armenia	tiếng Hebrew, tiếng Anh, tiếng Đan Mạch, tiếng Hà Lan, tiếng Phần Lan, tiếng Litva, tiếng Albania, tiếng Triều Tiên, tiếng Serbia, tiếng Armenia	Yerevan
Ngôn ngữ chính thức của Bolivia là <mask>.	tiếng Tây Ban Nha	tiếng Nga, tiếng Serbia, tiếng Croatia, tiếng Đức, tiếng Slovene, tiếng Basque, tiếng Armenia, tiếng Phần Lan, tiếng Iceland, tiếng Tây Ban Nha	Bolivia
Ngôn ngữ chính thức của Malaysia là <mask>.	tiếng Anh	tiếng Armenia, tiếng Trung Quốc, tiếng Hungary, tiếng Gruzia, tiếng Bồ Đào Nha, tiếng Romania, tiếng Ukraina, tiếng Urdu, tiếng Thụy Điển, tiếng Anh	Malaysia
Ngôn ngữ chính thức của Nam Sudan là <mask>.	tiếng Anh	tiếng Hungary, tiếng Gruzia, tiếng Hà Lan, tiếng Nga, tiếng Hy Lạp, tiếng Đức, tiếng Thổ Nhĩ Kỳ, tiếng Indonesia, tiếng Catalan, tiếng Anh	Nam Sudan
Ngôn ngữ chính thức của Guinea Xích Đạo là <mask>.	tiếng Pháp	tiếng Estonia, tiếng Phần Lan, tiếng Litva, tiếng Urdu, tiếng Indonesia, tiếng Ba Tư, tiếng Azerbaijan, tiếng Triều Tiên, tiếng Slovak, tiếng Pháp	Guinea Xích Đạo
Ngôn ngữ chính thức của Liên minh châu Âu là <mask>.	tiếng Hungary	tiếng Estonia, tiếng Armenia, tiếng Tây Ban Nha, tiếng Slovene, tiếng Hy Lạp, tiếng Anh, tiếng Basque, tiếng Catalan, tiếng Croatia, tiếng Hungary	Liên minh châu Âu
Ngôn ngữ chính thức của Kyrgyzstan là <mask>.	tiếng Nga	tiếng Estonia, tiếng Bulgaria, tiếng Séc, tiếng Hà Lan, tiếng Serbia, tiếng Triều Tiên, tiếng Litva, tiếng Armenia, tiếng Ukraina, tiếng Nga	Kyrgyzstan
Ngôn ngữ chính thức của Nhật Bản là <mask>.	tiếng Nhật	tiếng Romania, tiếng Litva, tiếng Thụy Điển, tiếng Phần Lan, tiếng Slovene, tiếng Latinh, tiếng Pháp, tiếng Indonesia, tiếng Gruzia, tiếng Nhật	Nhật Bản
Ngôn ngữ chính thức của Iran là <mask>.	tiếng Ba Tư	tiếng Thổ Nhĩ Kỳ, tiếng Đan Mạch, tiếng Catalan, tiếng Hà Lan, tiếng Albania, tiếng Nhật, tiếng Trung Quốc, tiếng Indonesia, tiếng Hebrew, tiếng Ba Tư	Iran
Ngôn ngữ chính thức của Tampere là <mask>.	tiếng Phần Lan	tiếng Slovak, tiếng Bulgaria, tiếng Đức, tiếng Thụy Điển, tiếng Armenia, tiếng Slovene, tiếng Thái, tiếng Indonesia, tiếng Croatia, tiếng Phần Lan	Tampere
Ngôn ngữ chính thức của Panama là <mask>.	tiếng Tây Ban Nha	tiếng Thụy Điển, tiếng Basque, tiếng Phần Lan, tiếng Thái, tiếng Hungary, tiếng Slovene, tiếng Ukraina, tiếng Nga, tiếng Gruzia, tiếng Tây Ban Nha	Panama
Ngôn ngữ chính thức của Québec là <mask>.	tiếng Pháp	tiếng Croatia, tiếng Hungary, tiếng Tây Ban Nha, tiếng Nga, tiếng Ba Lan, tiếng Ukraina, tiếng Slovene, tiếng Séc, tiếng Litva, tiếng Pháp	Québec
Ngôn ngữ chính thức của Đế quốc La Mã là <mask>.	tiếng Latinh	tiếng Litva, tiếng Bulgaria, tiếng Triều Tiên, tiếng Thụy Điển, tiếng Azerbaijan, tiếng Ukraina, tiếng Séc, tiếng Urdu, tiếng Iceland, tiếng Latinh	Đế quốc La Mã
Ngôn ngữ chính thức của Guinea Xích Đạo là <mask>.	tiếng Tây Ban Nha	tiếng Basque, tiếng Ukraina, tiếng Urdu, tiếng Hebrew, tiếng Ba Tư, tiếng Bulgaria, tiếng Slovene, tiếng Bồ Đào Nha, tiếng Litva, tiếng Tây Ban Nha	Guinea Xích Đạo
Ngôn ngữ chính thức của Newfoundland và Labrador là <mask>.	tiếng Anh	tiếng Litva, tiếng Bulgaria, tiếng Iceland, tiếng Catalan, tiếng Armenia, tiếng Tây Ban Nha, tiếng Trung Quốc, tiếng Hà Lan, tiếng Thụy Điển, tiếng Anh	Newfoundland và Labrador
Ngôn ngữ chính thức của Liên minh châu Âu là <mask>.	tiếng Estonia	tiếng Litva, tiếng Romania, tiếng Ba Tư, tiếng Hy Lạp, tiếng Indonesia, tiếng Thái, tiếng Bulgaria, tiếng Đức, tiếng Séc, tiếng Estonia	Liên minh châu Âu
Ngôn ngữ chính thức của Liên Hiệp Quốc là <mask>.	tiếng Tây Ban Nha	tiếng Ba Lan, tiếng Nhật, tiếng Estonia, tiếng Đức, tiếng Serbia, tiếng Hungary, tiếng Croatia, tiếng Urdu, tiếng Iceland, tiếng Tây Ban Nha	Liên Hiệp Quốc
Ngôn ngữ chính thức của Cộng hòa Sakha là <mask>.	tiếng Nga	tiếng Thái, tiếng Séc, tiếng Anh, tiếng Pháp, tiếng Hy Lạp, tiếng Bồ Đào Nha, tiếng Armenia, tiếng Phần Lan, tiếng Catalan, tiếng Nga	Cộng hòa Sakha
Ngôn ngữ chính thức của Liên minh châu Âu là <mask>.	tiếng Ba Lan	tiếng Trung Quốc, tiếng Litva, tiếng Slovak, tiếng Ba Tư, tiếng Nga, tiếng Séc, tiếng Estonia, tiếng Azerbaijan, tiếng Nhật, tiếng Ba Lan	Liên minh châu Âu
Ngôn ngữ chính thức của Cộng hòa Dominica là <mask>.	tiếng Tây Ban Nha	tiếng Croatia, tiếng Trung Quốc, tiếng Hà Lan, tiếng Hy Lạp, tiếng Ý, tiếng Gruzia, tiếng Slovene, tiếng Đức, tiếng Albania, tiếng Tây Ban Nha	Cộng hòa Dominica
Ngôn ngữ chính thức của British Columbia là <mask>.	tiếng Anh	tiếng Pháp, tiếng Hà Lan, tiếng Triều Tiên, tiếng Bulgaria, tiếng Catalan, tiếng Croatia, tiếng Ý, tiếng Hy Lạp, tiếng Nga, tiếng Anh	British Columbia
Ngôn ngữ chính thức của Bỉ là <mask>.	tiếng Hà Lan	tiếng Basque, tiếng Romania, tiếng Hy Lạp, tiếng Pháp, tiếng Litva, tiếng Ba Lan, tiếng Thụy Điển, tiếng Albania, tiếng Bồ Đào Nha, tiếng Hà Lan	Bỉ
Ngôn ngữ chính thức của Đế quốc Đông La Mã là <mask>.	tiếng Latinh	tiếng Tây Ban Nha, tiếng Hebrew, tiếng Romania, tiếng Nhật, tiếng Estonia, tiếng Thái, tiếng Đan Mạch, tiếng Thổ Nhĩ Kỳ, tiếng Indonesia, tiếng Latinh	Đế quốc Đông La Mã
Ngôn ngữ chính thức của Cộng hòa Ireland là <mask>.	tiếng Anh	tiếng Serbia, tiếng Đức, tiếng Ý, tiếng Hungary, tiếng Nga, tiếng Azerbaijan, tiếng Gruzia, tiếng Iceland, tiếng Tây Ban Nha, tiếng Anh	Cộng hòa Ireland
Ngôn ngữ chính thức của Hà Lan là <mask>.	tiếng Hà Lan	tiếng Gruzia, tiếng Séc, tiếng Thổ Nhĩ Kỳ, tiếng Estonia, tiếng Ukraina, tiếng Hungary, tiếng Basque, tiếng Indonesia, tiếng Bồ Đào Nha, tiếng Hà Lan	Hà Lan
Ngôn ngữ chính thức của Kansas là <mask>.	tiếng Anh	tiếng Ba Lan, tiếng Slovak, tiếng Thổ Nhĩ Kỳ, tiếng Serbia, tiếng Catalan, tiếng Armenia, tiếng Estonia, tiếng Ukraina, tiếng Thái, tiếng Anh	Kansas
Ngôn ngữ chính thức của Cộng hòa Nam Phi là <mask>.	tiếng Anh	tiếng Ukraina, tiếng Latinh, tiếng Gruzia, tiếng Thái, tiếng Trung Quốc, tiếng Đức, tiếng Nga, tiếng Ý, tiếng Estonia, tiếng Anh	Cộng hòa Nam Phi
