Prompt	Ans	Candidate Ans	Subject
The official language of Guinea is <mask>.	French	Czech, Japanese, Romanian, Estonian, Turkish, Icelandic, Indonesian, Finnish, Spanish, French	Guinea
The official language of Australia is <mask>.	English	Swedish, Icelandic, Slovak, Latin, Korean, Croatian, Turkish, French, Azerbaijani, English	Australia
The official language of Peru is <mask>.	Spanish	Polish, Hungarian, Icelandic, Dutch, Armenian, Swedish, Bulgarian, Hebrew, Czech, Spanish	Peru
The official language of Lesotho is <mask>.	English	Estonian, Lithuanian, Serbian, Portuguese, Finnish, Russian, French, Thai, Hungarian, English	Lesotho
The official language of India is <mask>.	English	Bulgarian, Lithuanian, Thai, Albanian, Dutch, Chinese, Polish, Estonian, Spanish, English	India
The official language of Zimbabwe is <mask>.	English	Hebrew, Lithuanian, Albanian, Bulgarian, Polish, Georgian, Turkish, Danish, French, English	Zimbabwe
The official language of Djibouti is <mask>.	French	Slovene, Dutch, English, Icelandic, Hebrew, Italian, Ukrainian, Slovak, Finnish, French	Djibouti
The official language of Montana is <mask>.	English	Slovak, Azerbaijani, Czech, Albanian, Bulgarian, Russian, Japanese, Dutch, Slovene, English	Montana
The official language of The Bahamas is <mask>.	English	Serbian, Basque, Persian, Indonesian, Bulgarian, Georgian, Spanish, Hungarian, Ukrainian, English	The Bahamas
The official language of Ontario is <mask>.	English	German, Hungarian, Korean, Czech, Urdu, Serbian, Italian, Russian, Polish, English	Ontario
The official language of Alberta is <mask>.	English	Greek, Czech, Danish, Latin, Ukrainian, German, Slovene, Swedish, Catalan, English	Alberta
The official language of Montenegro is <mask>.	Serbian	Estonian, Latin, Italian, Urdu, Catalan, Azerbaijani, French, Georgian, Spanish, Serbian	Montenegro
The official language of Eswatini is <mask>.	English	Hebrew, Persian, Bulgarian, Basque, Albanian, Swedish, French, Korean, Slovak, English	Eswatini
The official language of European Union is <mask>.	Dutch	Greek, Lithuanian, Icelandic, Latin, Ukrainian, Polish, Croatian, English, Estonian, Dutch	European Union
The official language of Grenada is <mask>.	English	Hungarian, Lithuanian, Serbian, Latin, Portuguese, Hebrew, Armenian, Bulgarian, Greek, English	Grenada
The official language of Chechen Republic is <mask>.	Russian	Finnish, Portuguese, Slovak, Basque, Hungarian, Latin, Azerbaijani, Thai, Romanian, Russian	Chechen Republic
The official language of Rwanda is <mask>.	English	Indonesian, Polish, Portuguese, Urdu, Thai, Hebrew, Greek, Swedish, French, English	Rwanda
The official language of Finland is <mask>.	Finnish	Swedish, Estonian, Korean, Japanese, Icelandic, Chinese, Hebrew, Azerbaijani, Danish, Finnish	Finland
The official language of Nebraska is <mask>.	English	Czech, Bulgarian, Lithuanian, Russian, Finnish, Chinese, Catalan, Korean, Armenian, English	Nebraska
The official language of Poland is <mask>.	Polish	Slovene, Swedish, Thai, Croatian, Czech, English, Chinese, Armenian, Italian, Polish	Poland
The official language of Basel is <mask>.	German	Finnish, Romanian, Serbian, Danish, Chinese, Urdu, Estonian, Persian, Japanese, German	Basel
The official language of Arkansas is <mask>.	English	Italian, Basque, Icelandic, Czech, Chinese, Hungarian, Slovak, Serbian, Danish, English	Arkansas
The official language of Romania is <mask>.	Romanian	Russian, Albanian, Dutch, Latin, Chinese, English, Urdu, Ukrainian, Danish, Romanian	Romania
The official language of European Union is <mask>.	Greek	Icelandic, Ukrainian, Basque, Chinese, Portuguese, Finnish, Danish, Azerbaijani, Swedish, Greek	European Union
The official language of Kenya is <mask>.	English	Lithuanian, German, Basque, Indonesian, Hebrew, Croatian, Ukrainian, Spanish, Finnish, English	Kenya
The official language of Ghana is <mask>.	English	Romanian, Georgian, Italian, Estonian, Danish, Bulgarian, Czech, Indonesian, Hungarian, English	Ghana
The official language of Slovenia is <mask>.	Slovene	Serbian, Armenian, Persian, Icelandic, Turkish, Polish, Estonian, Urdu, Ukrainian, Slovene	Slovenia
The official language of Moldova is <mask>.	Romanian	Basque, French, Swedish, Portuguese, Korean, German, Serbian, Japanese, Danish, Romanian	Moldova
The official language of French Guiana is <mask>.	French	Spanish, Georgian, Serbian, Indonesian, Urdu, Italian, Icelandic, Basque, Greek, French	French Guiana
The official language of Lithuania is <mask>.	Lithuanian	Russian, Slovene, Catalan, Slovak, Romanian, Portuguese, Basque, Ukrainian, German, Lithuanian	Lithuania
The official language of Belize is <mask>.	English	Dutch, Turkish, Romanian, Italian, Basque, Serbian, Croatian, Russian, Bulgarian, English	Belize
The official language of Spain is <mask>.	Catalan	Czech, French, Dutch, Indonesian, Basque, Ukrainian, Romanian, Italian, Hungarian, Catalan	Spain
The official language of Barbados is <mask>.	English	Portuguese, Italian, Japanese, Georgian, Catalan, Basque, Slovene, Romanian, Turkish, English	Barbados
The official language of Colombia is <mask>.	Spanish	Georgian, Portuguese, Dutch, Romanian, Latin, Hungarian, Finnish, Ukrainian, Croatian, Spanish	Colombia
The official language of Brunei is <mask>.	English	Slovene, Hungarian, Turkish, Chinese, Georgian, Slovak, Czech, Estonian, Latin, English	Brunei
The official language of Pakistan is <mask>.	Urdu	Hungarian, Persian, German, French, Portuguese, Croatian, Slovene, Japanese, Thai, Urdu	Pakistan
The official language of Senegal is <mask>.	French	Romanian, Bulgarian, Slovene, Turkish, Estonian, Ukrainian, Basque, Portuguese, Spanish, French	Senegal
The official language of Nunavut is <mask>.	English	Georgian, Chinese, Serbian, Lithuanian, Italian, Croatian, Indonesian, Catalan, Korean, English	Nunavut
The official language of Geneva is <mask>.	French	Korean, Azerbaijani, Turkish, Japanese, Dutch, Ukrainian, Estonian, Portuguese, Catalan, French	Geneva
The official language of European Union is <mask>.	Bulgarian	Serbian, Georgian, Estonian, Urdu, Indonesian, Icelandic, Japanese, Armenian, Finnish, Bulgarian	European Union
The official language of Bosnia and Herzegovina is <mask>.	Serbian	Korean, Spanish, Romanian, Swedish, Catalan, Basque, Hungarian, Greek, Albanian, Serbian	Bosnia and Herzegovina
The official language of Finland is <mask>.	Swedish	Finnish, Dutch, Russian, Albanian, German, Thai, Spanish, French, Danish, Swedish	Finland
The official language of Papua New Guinea is <mask>.	English	Portuguese, Urdu, Persian, Indonesian, Czech, Polish, Finnish, Danish, Hebrew, English	Papua New Guinea
The official language of Rwanda is <mask>.	French	Romanian, Korean, Azerbaijani, Basque, Latin, Slovene, Urdu, Russian, Thai, French	Rwanda
The official language of Chad is <mask>.	French	Slovene, Finnish, German, Basque, English, Slovak, Estonian, Azerbaijani, Russian, French	Chad
The official language of Yerevan is <mask>.	Armenian	Hebrew, English, Danish, Dutch, Finnish, Lithuanian, Albanian, Korean, Serbian, Armenian	Yerevan
The official language of Bolivia is <mask>.	Spanish	Russian, Serbian, Croatian, German, Slovene, Basque, Armenian, Finnish, Icelandic, Spanish	Bolivia
The official language of Malaysia is <mask>.	English	Armenian, Chinese, Hungarian, Georgian, Portuguese, Romanian, Ukrainian, Urdu, Swedish, English	Malaysia
The official language of South Sudan is <mask>.	English	Hungarian, Georgian, Dutch, Russian, Greek, German, Turkish, Indonesian, Catalan, English	South Sudan
The official language of Equatorial Guinea is <mask>.	French	Estonian, Finnish, Lithuanian, Urdu, Indonesian, Persian, Azerbaijani, Korean, Slovak, French	Equatorial Guinea
The official language of European Union is <mask>.	Hungarian	Estonian, Armenian, Spanish, Slovene, Greek, English, Basque, Catalan, Croatian, Hungarian	European Union
The official language of Kyrgyzstan is <mask>.	Russian	Estonian, Bulgarian, Czech, Dutch, Serbian, Korean, Lithuanian, Armenian, Ukrainian, Russian	Kyrgyzstan
The official language of Japan is <mask>.	Japanese	Romanian, Lithuanian, Swedish, Finnish, Slovene, Latin, French, Indonesian, Georgian, Japanese	Japan
The official language of Iran is <mask>.	Persian	Turkish, Danish, Catalan, Dutch, Albanian, Japanese, Chinese, Indonesian, Hebrew, Persian	Iran
The official language of Tampere is <mask>.	Finnish	Slovak, Bulgarian, German, Swedish, Armenian, Slovene, Thai, Indonesian, Croatian, Finnish	Tampere
The official language of Panama is <mask>.	Spanish	Swedish, Basque, Finnish, Thai, Hungarian, Slovene, Ukrainian, Russian, Georgian, Spanish	Panama
The official language of Quebec is <mask>.	French	Croatian, Hungarian, Spanish, Russian, Polish, Ukrainian, Slovene, Czech, Lithuanian, French	Quebec
The official language of Roman Empire is <mask>.	Latin	Lithuanian, Bulgarian, Korean, Swedish, Azerbaijani, Ukrainian, Czech, Urdu, Icelandic, Latin	Roman Empire
The official language of Equatorial Guinea is <mask>.	Spanish	Basque, Ukrainian, Urdu, Hebrew, Persian, Bulgarian, Slovene, Portuguese, Lithuanian, Spanish	Equatorial Guinea
The official language of Newfoundland and Labrador is <mask>.	English	Lithuanian, Bulgarian, Icelandic, Catalan, Armenian, Spanish, Chinese, Dutch, Swedish, English	Newfoundland and Labrador
The official language of European Union is <mask>.	Estonian	Lithuanian, Romanian, Persian, Greek, Indonesian, Thai, Bulgarian, German, Czech, Estonian	European Union
The official language of United Nations is <mask>.	Spanish	Polish, Japanese, Estonian, German, Serbian, Hungarian, Croatian, Urdu, Icelandic, Spanish	United Nations
The official language of Sakha Republic is <mask>.	Russian	Thai, Czech, English, French, Greek, Portuguese, Armenian, Finnish, Catalan, Russian	Sakha Republic
The official language of European Union is <mask>.	Polish	Chinese, Lithuanian, Slovak, Persian, Russian, Czech, Estonian, Azerbaijani, Japanese, Polish	European Union
The official language of Dominican Republic is <mask>.	Spanish	Croatian, Chinese, Dutch, Greek, Italian, Georgian, Slovene, German, Albanian, Spanish	Dominican Republic
The official language of British Columbia is <mask>.	English	French, Dutch, Korean, Bulgarian, Catalan, Croatian, Italian, Greek, Russian, English	British Columbia
The official language of Belgium is <mask>.	Dutch	Basque, Romanian, Greek, French, Lithuanian, Polish, Swedish, Albanian, Portuguese, Dutch	Belgium
The official language of Byzantine Empire is <mask>.	Latin	Spanish, Hebrew, Romanian, Japanese, Estonian, Thai, Danish, Turkish, Indonesian, Latin	Byzantine Empire
The official language of Ireland is <mask>.	English	Serbian, German, Italian, Hungarian, Russian, Azerbaijani, Georgian, Icelandic, Spanish, English	Ireland
The official language of Netherlands is <mask>.	Dutch	Georgian, Czech, Turkish, Estonian, Ukrainian, Hungarian, Basque, Indonesian, Portuguese, Dutch	Netherlands
The official language of Kansas is <mask>.	English	Polish, Slovak, Turkish, Serbian, Catalan, Armenian, Estonian, Ukrainian, Thai, English	Kansas
The official language of South Africa is <mask>.	English	Ukrainian, Latin, Georgian, Thai, Chinese, German, Russian, Italian, Estonian, English	South Africa
The official language of Vanuatu is <mask>.	English	Latin, Dutch, Indonesian, Korean, Bulgarian, Georgian, German, Catalan, Serbian, English	Vanuatu
The official language of Montenegro is <mask>.	Croatian	Catalan, Georgian, Ukrainian, Czech, Hungarian, Danish, German, Spanish, Greek, Croatian	Montenegro
The official language of Suriname is <mask>.	Dutch	Hungarian, Portuguese, Indonesian, Serbian, Croatian, Armenian, Slovene, Chinese, Czech, Dutch	Suriname
The official language of Colorado is <mask>.	English	Catalan, Ukrainian, Icelandic, Azerbaijani, Portuguese, Hungarian, Croatian, French, Czech, English	Colorado
The official language of Tonga is <mask>.	English	Slovak, Hungarian, Catalan, Georgian, French, Greek, Armenian, Swedish, Portuguese, English	Tonga
The official language of England is <mask>.	English	Slovene, Danish, Estonian, Chinese, Albanian, Swedish, Finnish, Czech, Bulgarian, English	England
The official language of Equatorial Guinea is <mask>.	Portuguese	Estonian, Albanian, Georgian, Slovene, Hungarian, Bulgarian, Slovak, German, Japanese, Portuguese	Equatorial Guinea
The official language of Guinea-Bissau is <mask>.	Portuguese	Slovak, Italian, Latin, Dutch, Polish, Croatian, Swedish, Indonesian, Estonian, Portuguese	Guinea-Bissau
The official language of Bosnia and Herzegovina is <mask>.	Croatian	Russian, Estonian, Japanese, French, Urdu, Portuguese, Persian, Romanian, Catalan, Croatian	Bosnia and Herzegovina
The official language of Indiana is <mask>.	English	Croatian, Hungarian, Polish, Spanish, Albanian, Chinese, Urdu, Icelandic, Thai, English	Indiana
The official language of North Korea is <mask>.	Korean	Persian, Finnish, Azerbaijani, Slovak, Turkish, Indonesian, Basque, Spanish, Thai, Korean	North Korea
The official language of Russia is <mask>.	Ukrainian	Hungarian, Armenian, Indonesian, Bulgarian, Georgian, Dutch, Greek, Romanian, Latin, Ukrainian	Russia
The official language of Argentina is <mask>.	Spanish	Slovak, Indonesian, Chinese, Persian, Albanian, Swedish, Icelandic, Hungarian, Ukrainian, Spanish	Argentina
The official language of Nova Scotia is <mask>.	English	Thai, Croatian, Italian, Azerbaijani, Hebrew, Slovak, Czech, Russian, German, English	Nova Scotia
The official language of Hawaii is <mask>.	English	Ukrainian, Turkish, Bulgarian, Icelandic, Indonesian, Slovak, Spanish, Danish, Slovene, English	Hawaii
The official language of Palau is <mask>.	English	Danish, Polish, Swedish, Slovak, Azerbaijani, Armenian, Turkish, Italian, Thai, English	Palau
The official language of Niue is <mask>.	English	Croatian, Estonian, Danish, Catalan, Azerbaijani, French, German, Chinese, Portuguese, English	Niue
The official language of Ivory Coast is <mask>.	French	Korean, Italian, Icelandic, Danish, Japanese, Swedish, Georgian, Polish, Bulgarian, French	Ivory Coast
The official language of Honduras is <mask>.	Spanish	Chinese, Turkish, Hebrew, Azerbaijani, Urdu, Georgian, Slovene, Estonian, French, Spanish	Honduras
The official language of New Hampshire is <mask>.	English	German, Georgian, Portuguese, Persian, Chinese, Hungarian, Croatian, Korean, Indonesian, English	New Hampshire
The official language of Burundi is <mask>.	English	Russian, Turkish, Dutch, Chinese, Azerbaijani, Basque, Korean, German, Slovene, English	Burundi
The official language of Cameroon is <mask>.	English	Basque, Italian, Greek, Slovene, Polish, Urdu, Hungarian, French, Finnish, English	Cameroon
The official language of Alaska is <mask>.	English	Danish, Finnish, Slovene, Croatian, Latin, Romanian, Russian, Catalan, French, English	Alaska
The official language of Vatican City is <mask>.	Italian	Icelandic, Slovak, Albanian, Finnish, Czech, Portuguese, Polish, Basque, Hungarian, Italian	Vatican City
The official language of Mozambique is <mask>.	Portuguese	Hebrew, Korean, Indonesian, Urdu, Catalan, Georgian, Slovene, Croatian, Czech, Portuguese	Mozambique
The official language of East Timor is <mask>.	Portuguese	Latin, Dutch, Basque, Armenian, Italian, Swedish, Albanian, Georgian, Korean, Portuguese	East Timor
The official language of Nigeria is <mask>.	English	Albanian, Lithuanian, Basque, Estonian, Slovak, Danish, Spanish, Thai, Polish, English	Nigeria
The official language of Abkhazia is <mask>.	Russian	Portuguese, Chinese, Danish, Korean, French, Indonesian, Italian, Croatian, Latin, Russian	Abkhazia
The official language of Portugal is <mask>.	Portuguese	Slovak, Armenian, Turkish, Russian, English, Polish, Croatian, Indonesian, Georgian, Portuguese	Portugal
The official language of Manitoba is <mask>.	English	Portuguese, Romanian, Slovene, Polish, Bulgarian, Indonesian, Latin, Spanish, Finnish, English	Manitoba
The official language of Malabo is <mask>.	Spanish	Latin, French, Albanian, Hungarian, Turkish, Georgian, Swedish, Romanian, Korean, Spanish	Malabo
The official language of European Union is <mask>.	Spanish	Latin, Turkish, Korean, French, English, Russian, Swedish, Basque, Portuguese, Spanish	European Union
The official language of Helsinki is <mask>.	Finnish	Polish, Serbian, Armenian, Korean, French, Italian, Ukrainian, Greek, Swedish, Finnish	Helsinki
The official language of Catalonia is <mask>.	Spanish	Polish, English, Croatian, Lithuanian, French, Russian, Romanian, Armenian, Italian, Spanish	Catalonia
The official language of Seychelles is <mask>.	English	Catalan, Italian, Spanish, Georgian, Finnish, Croatian, Slovak, Latin, Japanese, English	Seychelles
The official language of Saskatchewan is <mask>.	English	Persian, Lithuanian, Latin, Portuguese, Serbian, Spanish, Swedish, Slovak, Korean, English	Saskatchewan
The official language of Kosovo is <mask>.	Albanian	Italian, Georgian, French, Indonesian, Basque, Ukrainian, Latin, Catalan, Russian, Albanian	Kosovo
The official language of Ecuador is <mask>.	Spanish	Lithuanian, Basque, Czech, Russian, German, Georgian, Croatian, Thai, Serbian, Spanish	Ecuador
The official language of United Nations is <mask>.	English	Korean, Italian, Japanese, Estonian, Lithuanian, Croatian, Greek, Persian, Russian, English	United Nations
The official language of Guyana is <mask>.	English	German, Thai, Greek, Czech, Latin, Portuguese, Georgian, Basque, Serbian, English	Guyana
The official language of Austria is <mask>.	German	Swedish, Greek, Italian, Lithuanian, Latin, Czech, Croatian, Basque, Catalan, German	Austria
The official language of Turkey is <mask>.	Turkish	Slovene, Spanish, Icelandic, Portuguese, Dutch, Polish, German, Albanian, French, Turkish	Turkey
The official language of Chile is <mask>.	Spanish	Basque, Thai, English, Slovene, Indonesian, German, Dutch, Czech, Bulgarian, Spanish	Chile
The official language of European Union is <mask>.	English	Romanian, French, Greek, Croatian, Albanian, Hebrew, Georgian, Persian, Basque, English	European Union
The official language of South Dakota is <mask>.	English	French, Czech, Icelandic, Hebrew, Latin, Lithuanian, Azerbaijani, Catalan, Japanese, English	South Dakota
The official language of Alabama is <mask>.	English	Lithuanian, Greek, Spanish, Estonian, German, Serbian, Hebrew, French, Chinese, English	Alabama
The official language of California is <mask>.	English	Spanish, Armenian, Hebrew, Italian, Swedish, French, Albanian, Hungarian, Ukrainian, English	California
The official language of Switzerland is <mask>.	Italian	Estonian, Albanian, Swedish, Japanese, Croatian, Bulgarian, Turkish, Lithuanian, Russian, Italian	Switzerland
The official language of Russia is <mask>.	Russian	Latin, Basque, Chinese, Spanish, Romanian, Persian, Thai, Dutch, Portuguese, Russian	Russia
The official language of Yukon is <mask>.	English	Thai, Azerbaijani, Ukrainian, Finnish, Spanish, Croatian, Slovak, Estonian, Polish, English	Yukon
The official language of Burkina Faso is <mask>.	French	Japanese, German, Thai, Estonian, Slovak, Portuguese, Polish, Indonesian, Azerbaijani, French	Burkina Faso
The official language of Russia is <mask>.	Azerbaijani	Czech, Japanese, Persian, Icelandic, Albanian, Slovene, Romanian, Korean, Russian, Azerbaijani	Russia
The official language of Nunavut is <mask>.	French	Turkish, Urdu, Korean, Basque, Latin, Croatian, Slovene, Albanian, Indonesian, French	Nunavut
The official language of Italy is <mask>.	Italian	Dutch, Romanian, Turkish, Icelandic, Ukrainian, Spanish, Finnish, Georgian, Hungarian, Italian	Italy
The official language of North Carolina is <mask>.	English	Basque, Greek, Latin, Polish, French, Turkish, Hungarian, Dutch, Russian, English	North Carolina
The official language of Philippines is <mask>.	English	Latin, Armenian, Urdu, Estonian, Albanian, Danish, Lithuanian, Serbian, Swedish, English	Philippines
The official language of Sweden is <mask>.	Finnish	Thai, Croatian, Greek, Urdu, Slovak, Polish, Hebrew, Lithuanian, Bulgarian, Finnish	Sweden
The official language of Idaho is <mask>.	English	Japanese, Basque, Azerbaijani, Thai, French, Icelandic, Czech, Croatian, Armenian, English	Idaho
The official language of Niger is <mask>.	French	Ukrainian, German, Polish, Finnish, Thai, Azerbaijani, Dutch, Spanish, English, French	Niger
The official language of Croatia is <mask>.	Croatian	Basque, Hebrew, Catalan, Greek, Turkish, Japanese, French, Dutch, Latin, Croatian	Croatia
The official language of Czech Republic is <mask>.	Czech	Japanese, Latin, Basque, Portuguese, Thai, Dutch, Ukrainian, Bulgarian, Georgian, Czech	Czech Republic
The official language of Saint Lucia is <mask>.	English	Swedish, French, Bulgarian, Icelandic, Dutch, Estonian, Spanish, Czech, Azerbaijani, English	Saint Lucia
The official language of Liechtenstein is <mask>.	German	Serbian, Slovene, Catalan, Lithuanian, Polish, Ukrainian, Basque, Turkish, Greek, German	Liechtenstein
The official language of Uganda is <mask>.	English	Albanian, Polish, Thai, Czech, Slovene, Dutch, Russian, Persian, Japanese, English	Uganda
The official language of Republic of Adygea is <mask>.	Russian	Danish, Turkish, Ukrainian, Italian, Slovene, Thai, Armenian, Estonian, Georgian, Russian	Republic of Adygea
The official language of Seychelles is <mask>.	French	Basque, Portuguese, Romanian, Thai, Danish, Georgian, Albanian, Indonesian, Czech, French	Seychelles
The official language of European Union is <mask>.	Czech	Slovak, Spanish, Georgian, Urdu, Latin, Russian, Albanian, Korean, Bulgarian, Czech	European Union
The official language of Eritrea is <mask>.	English	Turkish, Georgian, Finnish, Icelandic, Polish, Thai, Slovene, Bulgarian, Czech, English	Eritrea
The official language of Mauritius is <mask>.	French	Persian, Bulgarian, Greek, Indonesian, Georgian, Albanian, Chinese, Lithuanian, Latin, French	Mauritius
The official language of European Union is <mask>.	Lithuanian	French, Turkish, Albanian, Italian, Slovene, Georgian, Korean, Polish, English, Lithuanian	European Union
The official language of Republic of North Ossetia-Alania is <mask>.	Russian	Albanian, Slovak, Catalan, Ukrainian, French, Thai, Chinese, Dutch, Latin, Russian	Republic of North Ossetia-Alania
The official language of France is <mask>.	French	Slovene, Azerbaijani, Korean, Armenian, Georgian, Basque, Thai, English, Spanish, French	France
The official language of Cameroon is <mask>.	French	Thai, Basque, Turkish, Korean, Azerbaijani, English, Italian, Danish, Bulgarian, French	Cameroon
The official language of Quebec City is <mask>.	French	Hungarian, Swedish, Hebrew, Russian, English, Estonian, Polish, Persian, Spanish, French	Quebec City
The official language of Thailand is <mask>.	Thai	German, English, Urdu, Czech, Chinese, Azerbaijani, Finnish, Russian, Ukrainian, Thai	Thailand
The official language of Democratic Republic of the Congo is <mask>.	French	Greek, Romanian, Chinese, Icelandic, Swedish, Urdu, Russian, Armenian, Azerbaijani, French	Democratic Republic of the Congo
The official language of Hungary is <mask>.	Hungarian	Finnish, Greek, Serbian, Urdu, Portuguese, Georgian, Spanish, Estonian, German, Hungarian	Hungary
The official language of Vanuatu is <mask>.	French	Armenian, Estonian, Finnish, Greek, Turkish, Danish, Latin, Bulgarian, Ukrainian, French	Vanuatu
The official language of Estonia is <mask>.	Estonian	Armenian, Japanese, Turkish, Catalan, Greek, Serbian, Slovak, Bulgarian, Danish, Estonian	Estonia
The official language of Kentucky is <mask>.	English	Czech, Indonesian, Basque, Azerbaijani, Ukrainian, Slovene, Spanish, Finnish, Croatian, English	Kentucky
The official language of North Dakota is <mask>.	English	Catalan, French, Czech, Urdu, Thai, Polish, Swedish, Slovak, Chinese, English	North Dakota
The official language of Spain is <mask>.	Basque	Urdu, Chinese, Slovene, Hebrew, Polish, Japanese, Lithuanian, Georgian, Spanish, Basque	Spain
The official language of Malta is <mask>.	English	German, Bulgarian, Slovak, Japanese, Portuguese, Urdu, French, Ukrainian, Persian, English	Malta
The official language of Northwest Territories is <mask>.	English	Latin, Dutch, Czech, Danish, Georgian, Finnish, Swedish, Korean, French, English	Northwest Territories
The official language of New Brunswick is <mask>.	English	Swedish, Icelandic, Danish, Indonesian, Czech, Catalan, Albanian, Persian, Chinese, English	New Brunswick
The official language of Wales is <mask>.	English	Polish, Serbian, French, Basque, Russian, Greek, Czech, Hebrew, Korean, English	Wales
The official language of Comoros is <mask>.	French	Indonesian, Serbian, Latin, Japanese, Croatian, Catalan, Polish, Korean, Spanish, French	Comoros
The official language of United Nations is <mask>.	French	German, Japanese, Armenian, Greek, Hungarian, Russian, Croatian, Persian, Latin, French	United Nations
The official language of Roman Empire is <mask>.	Greek	Ukrainian, Armenian, Czech, Estonian, Catalan, Chinese, Portuguese, Danish, Basque, Greek	Roman Empire
The official language of Gibraltar is <mask>.	English	Danish, Russian, Czech, Latin, Croatian, German, Georgian, Hungarian, Catalan, English	Gibraltar
The official language of Spain is <mask>.	Spanish	French, Estonian, Thai, Icelandic, Japanese, Hebrew, Swedish, Catalan, Russian, Spanish	Spain
The official language of Luxembourg is <mask>.	French	Croatian, Georgian, Azerbaijani, Spanish, Finnish, Bulgarian, Persian, Catalan, Basque, French	Luxembourg
The official language of El Salvador is <mask>.	Spanish	Estonian, Italian, Danish, Albanian, Persian, Dutch, Armenian, Portuguese, German, Spanish	El Salvador
The official language of European Union is <mask>.	French	Japanese, Persian, Serbian, Turkish, Georgian, Greek, Thai, Portuguese, Romanian, French	European Union
The official language of Denmark is <mask>.	Danish	Albanian, Catalan, Urdu, Azerbaijani, Finnish, Croatian, Russian, Portuguese, Czech, Danish	Denmark
The official language of Canada is <mask>.	French	Azerbaijani, Dutch, Ukrainian, German, Polish, Japanese, English, Albanian, Hebrew, French	Canada
The official language of San Marino is <mask>.	Italian	Portuguese, Basque, Albanian, Azerbaijani, Georgian, German, Hebrew, Catalan, Armenian, Italian	San Marino
